question	choices	answer	subject	output	verbalized
Jimmy and Kima go on a trip. They drive for three days. On the first day, they cover 182 kilometers. On the second day, they cover 439 kilometers. On the third day, they cover 217 kilometers. What is the closest operation to estimating the number of kilometers covered by Jimmy and Kima during their trip?	['150 and 400 and 200', '200 and 400 and 200', '200 and 450 and 200', '200 and 500 and 200']	C	elementary_mathematics	B) 200 and 400 and 200	B
What's the remainder of 21 divided by 7?	['The 21', 'The 7', '1 and', 'None of these answers.']	D	elementary_mathematics	C) 1	C
Maddie cycles 35 miles in seven days. She will cycle the same number of miles each day. What is the total number of miles Maddie cycles each day?	['8 and 9', '9 and 9', '49 and', '63 and']	A	elementary_mathematics	B) 9 and 9	B
Determine the number that confirms the truth of the statement 48 over 88 = ? over 11.	['6 and 7', 'The 11', '8 and 9', '5 years']	A	elementary_mathematics	A) 6 and 7	A
Which of the following is the best offer?	['10 pieces of soap for $ 23.20', '16 pieces of soap for $36.48', 'Thirteen pieces of soap at $29.51', '12 pieces of soap for $27.60']	C	elementary_mathematics	C) Thirteen pieces of soap at $29.51	C
Trish's resting heart rate is 50 beats per minute. For every minute of exercise, it increases by 5 beats per minute. How long will it take her to reach a rate of 120 beats per minute?	['Five minutes , please .', '14 minutes', '34 minutes', '70 minutes']	B	elementary_mathematics	D) 34 minutes	D
Calculate the median of the following data set	['18 and', '24 and', 'The 25th', 'The 29th']	B	elementary_mathematics	C)The 25th	C
On an apple tree, Jack picks 60 apples. He prepares a compote with 12 apples and places the remaining apples equally in 6 gift baskets. What equation can be used to determine the amount (a) of apples placed by Jack in each basket?	['(60/6) 12 is equal to', '(6012) / 6 is equal to', '60-6-12 is equal to a', '(60+12)/6 is equal to a']	B	elementary_mathematics	D) (60+12)/6 is equal to a	D
Let's say a lambda map made on a scale of 1 inch = 25 kilometers, how many kilometers are represented by 5 inches on this map?	['5 years', 'The 25th', '50 years', '125 and']	D	elementary_mathematics	125	unknown
Simplifies the operation of (2 + 5) squared minus 42.	['The 7', 'The 16', '30 years', '33 and']	A	elementary_mathematics	D) 33	D
Find the value of 4 divided by 2 minus 2 plus 8 minus 4.	['- Twelve', 'The 12', '8 and 9', 'The 16']	C	elementary_mathematics	D) The 16	D
A coach has adjusted the number of runners in an athletics race to the nearest ten. The rounded number of runners is 400. What would be the actual number of runners in that athletics race?	['382 and', 'French 397', '406 and', '447 and']	B	elementary_mathematics	C) 406	C
-4 + (-3) is equal to	['-7 years', '- 1 year', '1 and', 'The 7']	A	elementary_mathematics	A) -7 years	A
Marc has a stamp collection consisting of 22 stamps from Japan, 34 from Canada and 17 from Mexico. How many stamps does he have in total?	['53 and', '63 and', '73 and', '83 and']	C	elementary_mathematics	C) 73	C
Find the solution to the equation x + 2.7 = 8.4 from the given numbers.	['11.1 and', '5.7 years', '3.7 years', '22 and 68']	B	elementary_mathematics	A) 5.7	A
What number verifies the following statement: 0.32 g = _ cg?	['32 and', '3,2 years', '3,200 people', 'Other 320']	A	elementary_mathematics	A) 32	A
Find the product of 5.7(8) by applying the mental calculus distributivity formula.	['46.4 million', '456 and', '4.56 years', '45.6 years']	D	elementary_mathematics	B) 456	B
What is the quotient of the expression 2.314 / 4?	['508 and', '508 square feet', '578 and', '578 r2']	D	elementary_mathematics	A) 0.578	A
For this month, Rosa set herself the goal of running a total distance of 100 kilometers. Each day that she completed her run, she covered 5 kilometers. What expression could Rosa use to determine how many kilometers she has left to run after running for j days?	['100 by 5j', '5j and 100', '100 / 5 years', '5 years']	A	elementary_mathematics	A) 100 - 5j	A
Identify the algebraic expression that corresponds to the sentence: 4 times more cans than Tom.	['4 (f)', 'f of 4', 'f - 4', 'f + 4']	A	elementary_mathematics	D) f + 4	D
Andrew wrote the number 186,425 on the board, and out of the numbers below, it indicates the number, so the value of the number 6 is exactly 10 times the value of the number 6 in the number Andrew wrote.	['681 452', '462 017 and', '246 and 412', '125,655 and']	B	elementary_mathematics	A) 681 452	A
What 's 123 / 8 ?	['15 remaining 7', '15 remaining 3', '16 left 5', '16 left 1']	B	elementary_mathematics	15 remaining 3	B
Write 8 and 2 over 4 in the simplest form of an improper fraction.	['17 out of 2', '34 out of 4', '17 out of 4', '19 out of 2']	A	elementary_mathematics	C) 17 out of 4	C
What expression can be used to express 270,240 in its expanded form?	['200,000 and 7,000 and 200 and 4', '200,000 and 7,000 and 200 and 40 .', '200,000 and 70,000 and 200 and 40 .', '200,000 and 70,000 and 2,000 and 40 .']	C	elementary_mathematics	C) 200 and 70 and 4	C
On an assembly line, a worker spends seven hours to produce 22 pieces. At that rate, how many units can he produce in 35 hours?	['220 units of', '770 units of', '4 units', '110 units of']	D	elementary_mathematics	B) 770 units	B
Abe found the mean and the median of the following sequence of numbers: 1, 3, 3. If the number 6 is added to the list, then	['The average would go up.', 'the average would decrease.', 'The median would go up.', 'the median would decrease.']	A	elementary_mathematics	A) The average would go up.	A
When n = 11, what is the value of 10 minus (n + 6)?	['-7 years', '5 years', 'The 7', 'The 27']	A	elementary_mathematics	A) -7 years	A
Which sentence best expresses the sentence below? 3 less than a number, p	['3-p and', 'p+3', '3/p or', 'p-3']	D	elementary_mathematics	D) p-3	D
A movie theater sets the ticket price for a movie at $6. That movie theater sold 500 tickets for a movie. The following expression can be used to find the amount of money that the movie theater collected for the ticket sales: 6 × 500. What other proposition can be used to calculate the amount of money collected by that movie theater for the tickets?	['30 times 10 to the 1', '30 times 10 to the third.', '6 times 5 times 10 squared', '6 times 5 times 10 to the third.']	C	elementary_mathematics	D) 6 times 5 times 10 to the third.	D
So 12 minus 9 plus c is equal to 12. what is the value of c for the equation to be true?	['0 other', '3 and 4', '9 and 9', 'The 12']	C	elementary_mathematics	A) 0	A
The Sojourn family goes on vacation with an initial budget of $2,000. If they spent $150 a day, what expression indicates the amount of money they have after x days?	['Manufacture in which:', '2000 to 150x', '150 times', '2000 and 150x']	B	elementary_mathematics	D) 2000 - 150x	D
A shelf contains four books. The respective weight in books of each of the four books on the shelf is 2.5; 3.2; 2.7; 2.3. What inequality expresses the weight, p, of a chosen book on the shelf?	['w > 2.3', 'w < 2,4', 'w > 3,2', 'w < 3,3']	D	elementary_mathematics	A) w > 2.3	A
What number has an absolute value greater than 5?	['- The six.', '- The five.', '0 other', '5 years']	A	elementary_mathematics	A) The six.	A
What is the value of the sentence 2(3(4^2 + 1)) - 2^3 ?	['156 and', '110 and', '94 and', '48 years']	C	elementary_mathematics	A) 156	A
On a piece of paper, Gwen constructed the following numerical pattern: 1, 5, 9, 13. What are the next two terms in Gwen's pattern?	['French Republic', '15 and 19', '17.19 and', '17 and 21']	D	elementary_mathematics	B) 15 and 19	B
If three cans of pears cost $2.37, how many cans of pears can you buy with $9.48?	['3 canned', '12 canned', '36 canned', '13 canned']	B	elementary_mathematics	D) 13 canned	D
Order from highest to lowest: three, three and one over eight, three, eight, three, eighteen.	['3.18, 3 and 1 in 8, 3.8.3', '3.3 and 1 in 8, 3.18, 3', '3.8, 3 and 1 out of 8, 3.18, 3', '3.8, 3.18, 3 and 1 out of 8, 3']	D	elementary_mathematics	D) 3, 3, 3 and 1 in 8	D
Calculate 22 / 2 + 9	['The 10', 'The 11', '20 years', '1 and 2']	C	elementary_mathematics	The correct option is B) The 11	B
A certain city has 836,527 inhabitants. What is the population of that city when the number of inhabitants is rounded to the nearest ten thousand?	['800 thousand', '830 thousand', '836 thousand', '840 thousand']	D	elementary_mathematics	D) 840 thousand	D
Find the product of 5 minus (-9).	['The 14', '- Four', '45 and', '- Forty-five']	D	elementary_mathematics	The correct option is A) The 14	A
Keiko spent a whole day watching birds. In the morning, she counted 34 more birds than in the afternoon. Considering that she counted 76 birds in total, how many birds did she count in the afternoon?	['21 birds', '40 birds', '42 birds', '84 birds']	A	elementary_mathematics	B) 40 birds	B
What's the value of 5 plus 2 minus 15 plus 12 minus 4?	['78 years', '83 and', '131 and', '153 and']	B	elementary_mathematics	C) 131	C
What situation can be represented by the fraction 20/8?	"['Leslie spent 20 dollars and 8 cents in a store. How will the amount of money Leslie spent be written as a fraction?', ""Mr. Kramer's eight grandchildren shared 20 crackers equally."", 'Mitch bought 20 pots of flowers from a plant store. Each pot contains 8 flowers. How many flowers did Mitch buy in total?', 'The stamps are sold in 20-stamp notebooks. Donna uses eight stamps to send out invitations to a party. How many stamp notebooks did Donna use to send out her invitations?']"	B	elementary_mathematics	A)Leslie spent 20 dollars and 8 cents in a store. How will the amount of money Leslie spent be written as a fraction?	A
If a freight train is traveling at 12 miles per hour, how far will it have traveled after six hours?	['120 kilometres', '80 kilometres', '26 kilometres from', '12 kilometres from the airport']	A	elementary_mathematics	A) 120 kilometres	A
What step explains how to find the value of a in 6a = 72?	['Add 6 to both sides.', 'Divide both sides by 6', 'Multiply both sides by 6 .', 'Subtract 6 from both sides.']	B	elementary_mathematics	B) Divide both sides by 6	B
Coach Wu has a total of 30 footballs including 9 white balls. The rest of the stock consists of balls in three different colors including blue, pink and green. How many green balls does Coach Wu have?	['The 7', 'The 10', 'The 21', '39 and']	A	elementary_mathematics	C) The 21	C
The temperature dropped by 11°F between 6 and 10 p.m. At 10 p.m., it was 84°F at 10 p.m. Write and solve an equation to determine the temperature (t) at 6 p.m.	['84 − 11 = t; 73°F', 't − 84 is 11; 95°F', '84 - t is equal to 11; 73°F', 't - 11 is 84; 95°F']	D	elementary_mathematics	A) 84 - 11 = t; 73°F	A
Theresa had a bag of 72 marbles that she divided into nine equal groups. What numerical phrase tells us how to find the number of marbles Theresa put in each group?	['72 divided by 9 is equal to 8', '72 by 9 = 63', 'Nine plus seventy-two is eighty-one', '9 divided by 72 = 0.125']	A	elementary_mathematics	A) 72 divided by 9 is equal to 8	A
Rob uses a box of cat food every five days to feed his cats. How many boxes of food does he use on average to feed his cats for a month?	['2 boxes', '4 boxes', '5 boxes', '6 boxes']	D	elementary_mathematics	C) 5 boxes	C
What's the least common multiple of 4 and 10?	['The 14', '20 years', '40 years', '60 years']	B	elementary_mathematics	C) 40 years	C
solved the operation 4 out of 7 + 2 out of 7.	['6 out of 14', '8 out of 49', '14 out of 28', '6 out of 7']	D	elementary_mathematics	A) 6 out of 14	A
How many years is a decade?	['5 years', 'The 10', 'The 15', '20 years']	B	elementary_mathematics	B) The 10	B
The month of January has 31 days. During each day of this month, Michelle performed 45 push-ups. To find the number of push-ups she performed in January, Michelle used the following expression: 31 × 45. How many push-ups did Michelle perform during the month of January?	['125 pumps', '279 pumps', '1395 pumps', '1406 pumps']	C	elementary_mathematics	C) 1395 pumps	C
The least common multiple of two numbers is a multiple of 60. each of these numbers is less than or equal to 12. the greatest common factor of these two numbers is 2.	['6 and 10', '5 and 12', '10 and 12', '12 and 15']	C	elementary_mathematics	A) 6 and 10	A
Calculate the following operation:-2(x - 3) for x = 2.	['- Four', '- two', 'The 10', '1 and 2']	D	elementary_mathematics	B) - Two	B
Four ounces of one type of ice cream contains 230 calories. How many calories are in six ounces of this ice cream?	['232 and', '236 and', '345 and', '460 and']	C	elementary_mathematics	D) 345	D
Proceed to the estimate of 711 + 497 and indicate between which numbers this sum is included.	['50 and 400', '450 and 700', '750 and 1000', '1050 and 1300']	D	elementary_mathematics	D) 1050 and 1300	D
Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses in stock. After selling 96 of these roses, Mr. Kohlberg wanted to distribute the rest of the roses in 8 vases. How many roses will each vase contain?	['The 7', 'The 12', '48 years', '56 and']	A	elementary_mathematics	C) 48	C
Calculate the operation 32 x 68, and then indicate between which numbers the result is included.	['18 and 28', '180 and 280', '1,800 and 2,800', '18,000 and 28,000']	C	elementary_mathematics	B) 180 and 280	B
Write down the factorization of the prime numbers of 77. Use exponents when possible.	['7 to 11^2 to 13', '7^2 • 11', '7 • 11 • 13', '7 to 11']	D	elementary_mathematics	C) 7 • 11 • 13	C
At the Old Town newsstand, a magazine costs $2.99 and a book is sold for $6.99. What is the total cost of buying four magazines and three books?	['20 and 93 US dollars', '28,93 US dollars', '32,93 US dollars', 'US $ 48.93']	C	elementary_mathematics	C) 93 US dollars	C
Umi created the numerical model by adding the same amount each time, and he got the following sequence: 20, 40, 60, 80, ... What will be the eighth number in the sequence?	['160 and', '240 and', 'Other 320', '640 and']	A	elementary_mathematics	D) 640	D
Write 7 out of 33 in decimal form.	['0.021 repeated', '0,21 and', '0.22 repeated', '0, 2121 and']	B	elementary_mathematics	A) 0.212121 repeated	A
Westview School is purchasing a set of 12 new basketball kits for $46 each. What equation can be used to calculate the total cost of uniforms?	['(40 × 10) + (6 × 2) is equal to 400 + 12', '(40 × 6) + (10 × 2) is equal to 240 + 20', '(40 × 12) + (6 × 12) is equal to 480 + 72', '(40 × 12) + (60 × 12) is equal to 480 + 720']	C	elementary_mathematics	C) (40 × 12) + (6 × 12) is equal to 480 + 72	C
Manuel bought a used car for six thousand forty-nine dollars. What is the cost in figures of the used car bought by Manuel?	['649 US dollars', '6049 US dollars or', '6409 US dollars or', '6490 US dollars']	B	elementary_mathematics	B) 6049 US dollars	B
Yesterday, Micah ate an even number of strawberries. He also ate an odd number of apples. What set could represent the strawberries, F, and the apples, P, that Micah ate yesterday?	['FFFFF and PPP', 'FFFFF and PPPP', 'FFFFFFFF and PPPP', 'FFFFFFFF; P']	D	elementary_mathematics	B) FFFFF and PPPP	B
Cat food costs $47 a pound, how much for a six-pound bag?	['2,82 US dollars', '2,97 US dollars or', '6,47 US dollars or', 'US$ 12.77']	A	elementary_mathematics	282	unknown
Write 60 over 72 in the simplest form.	['4 out of 6', '10 out of 12', '15 out of 17', '5 out of 6']	D	elementary_mathematics	A)4 out of 6	A
Presents the ratio of 2 cups to 3 qt as a fraction in the simplest form.	['3 out of 2', 'Two out of three .', '2 out of 12', '1 in 6']	D	elementary_mathematics	B) Two out of three	B
The Mills Library has 1,007,199 books and the Springvale Library has 907,082.Which of the following answers is the best estimate of the number of additional books that the Mills Library has compared to the Springvale Library?	['One hundred thousand pounds .', 'Eighty thousand pounds .', '£ 10,000 , please .', '£ 8,000 , please .']	A	elementary_mathematics	A) One hundred thousand pounds	A
Pat bounces a basketball 25 times in 30 seconds, and at the same rate, how many times will Pat bounce the ball in 150 seconds?	['120 and', '125 and', 'The 144', '145 and']	B	elementary_mathematics	D) 125	D
Use a number line to find the sum of -9 + (-8).	['- The 17th.', '1 and', '- 1 other', 'The 17']	A	elementary_mathematics	C) - 17	C
What is the value of y in the equation y/4 is equal to 8?	['1 and 2', 'The 4', 'The 12', '32 and']	D	elementary_mathematics	D) 32	D
Write 4 and 4 out of 5 as an improper fraction.	['28 out of 5', '4 out of 5', '24 out of 5', '20 out of 5']	C	elementary_mathematics	A) 28 out of 5	A
The weight of an object on the Moon is approximately l q, the weight of the object on Earth is t. What equation represents the approximate weight of an object on the Moon in terms of the weight of the object on Earth?	['m = 1/6 + e', 'm = e/6', 'm = 6 + e', 'm = 6th']	B	elementary_mathematics	B) m = e/6	B
8 + 8 divided by 2 + 2 =	['The 4', '8 and 9', 'The 10', 'The 14']	D	elementary_mathematics	"The 10

C) The 10"	C
What value of y confirms the truth of the equation y + 2.9 = 11	['8.1 Other', '8.9 Other', '9.1 years', '13.9 years']	A	elementary_mathematics	A) 8.1	A
What's the complement of a 40 degree angle?	['50°', '130°', '140°', '220° north']	C	elementary_mathematics	A) 50°	A
Kerri completed the same distance in four different races. Her results were 18.04 seconds; 21.39 seconds; 12.99 seconds and 14.14 seconds. If the individual times are rounded to the nearest tenth of a second, what is the estimate of Kerri's total time for the four races?	['66.6 seconds', '66.5 seconds', '66 seconds', '65,5 seconds']	B	elementary_mathematics	B) 66.5 seconds	B
Solve the operation: 3 over 4 times x is equal to 24.	['18 and', '32 and', '72 and', '96 and']	B	elementary_mathematics	A) 18	A
Find the correct answer from the following operation: 110 + 70	['18 and', '81 and', '180 and', '810 and']	C	elementary_mathematics	C) 180	C
A zoo has 15 toucans and 60 parrots. What is the ratio of the number of toucans to the number of parrots in that zoo?	"[""It 's 1: 04 ."", 'One and five.', '4:01 in the morning', ""It 's 4: 05 .""]"	A	elementary_mathematics	A) It's 1:4	A
What's the greatest common factor of 36 and 90?	['6 and 7', '18 and', '36 and', '180 and']	B	elementary_mathematics	A) 6	A
Find the value of 6 - 24 ÷ (8 - 5).	['48 years', 'The 13', 'Thirteen', '54 and']	A	elementary_mathematics	D) 54	D
What's the greatest common factor of 42 and 84?	['The 7', 'The 21', '42 and', '84 years']	C	elementary_mathematics	A) The 42	A
Mrs. Gutierrez has to order a rope for her gymnastics class of 32 students. Each student will receive a piece of rope 5 feet 8 inches long. What is the total length of rope that Mrs. Gutierrez has to order for her class?	['106 feet 8 inches', '154 feet 8 inches', '160 feet 8 inches', '181 feet 4 inches']	D	elementary_mathematics	C) 160 feet 8 inches	C
During the month of December, a toy store sold 934 puzzles at $6 each, including taxes.	['5,434 US dollars', '5,484 US dollars', '5,604 US dollars', '5,684 US dollars or']	C	elementary_mathematics	D) 484 US dollars	D
How do you measure in degrees the angle of a circle to 1/360?	['1 and', '90 days', '180 and', 'The 360']	A	elementary_mathematics	A) 1	A
For which number is the following equation true? 26.1 mm = _ dm.	['0,261 days', '261 and', '2.61 and', '2,610 years']	A	elementary_mathematics	D) 2.61	D
A vinaigrette sauce is prepared by combining 2 volumes of vinegar and 5 volumes of oil. How many ounces of oil must be mixed for 9 ounces of vinegar?	['1 and 2', '3.6 years', '22 and 5', '63 and']	C	elementary_mathematics	D) 63 and	D
The main factor preventing subsistence economies from progressing economically is the lack of	['of currency.', 'a well-connected transport infrastructure.', 'of government activity.', 'of a banking system.']	B	high_school_geography	B) a well-connected transport infrastructure.	B
The propensity of a population to continue to grow long after replacement fertility has been reached is called	['Population growth is zero.', 'rapid growth rate.', 'homeostatic tray.', 'population growth.']	D	high_school_geography	D) population growth.	D
The tendency of migration to decrease with distance is called	['incentive factors.', 'factors of attraction.', 'attendance according to distance.', 'selective migration.']	C	high_school_geography	D) selective migration	D
In Burgess' model of concentric zones of urban form, which zone contains low-income slums, ethnic ghettos and general deterioration?	['The first', 'The second', 'The third', 'The Fourth']	A	high_school_geography	C) The third	C
On the issue of women in the labour market, which of the following statements is TRUE?	['Most women work in agriculture', 'The percentage of economically active women in the labour force has declined worldwide', 'The percentage of women in the total labour force has fallen', 'Women work more hours per day than men in all regions except North America and Australia.']	D	high_school_geography	D) Women work more hours per day than men in all regions except North America and Australia.	D
All of the following factors can be considered as attractive factors for migration EXCEPT	"['the security.', ""It's a better climate."", 'A better education system.', 'the overcrowding .']"	D	high_school_geography	D)the overcrowding	D
Which of the following countries does NOT constitute an exceptional model of relic border?	['South Africa', 'The United Kingdom', 'Germany', 'Other countries']	D	high_school_geography	D) Other countries	D
Which of the following forms of migration is most likely to be undertaken by agricultural workers from another country during the year?	['chain migration', 'immigration in small groups', 'circular migration', 'international migration']	C	high_school_geography	C) circular migration	C
Which of the following constitutes a centrifugal force for a country?	['Religious Divisions', 'A national holiday', 'An attack by another country', 'A Charismatic National Leader']	A	high_school_geography	A) Religious Divisions	A
Of the following, indicate the cause of the first settlements and the high population density along the coasts and rivers.	['The Mediterranean climate', 'limited forest cover', 'Growth of industrial enterprises', 'access to trade routes']	D	high_school_geography	A) The Mediterranean climate	A
The first demographic transition is characterised by a	['high birth rates and high mortality rates, albeit variable.', 'A decline in birth rates and a steady increase in mortality rates', 'Low birth rates and steadily rising death rates.', 'An increase in birth rates and a decrease in death rates']	A	high_school_geography	A) high birth rates and high mortality rates	A
What area of population statistics reports the fertility rate that allows the population to have enough births to replace parents and compensate for premature deaths?	['Gross birth rate', 'Threshold for generational renewal', 'Mortality rate', 'Synthetic fertility rate']	B	high_school_geography	B) Threshold for generational renewal	B
What is the fastest growing religion in the United States today?	['The Islam', 'The Christian world', 'the Hinduism', 'The Buddhism']	A	high_school_geography	A) The Islam	A
The peripheral area served by an urban centre is referred to as	['The Red Zone', 'the threshold.', 'area of influence.', 'The back country.']	D	high_school_geography	C) area of influence.	C
The best definition of an urban area is as follows	['The city centre and its development areas', 'the central city and its suburbs.', 'The main town and its back country.', 'the main city and the neighbouring counties.']	B	high_school_geography	B)the central city and its suburbs.	B
Which of the following religions was the first to be established?	['The Buddhism', 'The Christian world', 'The Islam', 'Hinduism and Hinduism']	D	high_school_geography	D) Hinduism	D
Which of the following is NOT a characteristic of the world's major cities?	"[""The world's major cities are home to the headquarters of many transnational corporations."", ""The world's metropolises are strongly connected to the world's secondary cities."", ""The world's major cities are home to many departments of multinational organizations."", 'Global metropolises are found only in the northern and western hemispheres.']"	D	high_school_geography	D) Global metropolises are found only in the northern and western hemispheres.	D
What kind of transportation network is the origin of the star-shaped city model?	['Motorways linking cities to airports', 'Interstate Highways Connecting Cities', 'City bypass roads', 'Tram and trolley lines from the CBD']	D	high_school_geography	D) Tram and trolley lines from the CBD	D
What urban environment in the eastern United States would have planned communities?	['The Ghettos', 'Suburbs', 'CBDs', 'The transition areas']	B	high_school_geography	B) Suburbs	B
The latitude and longitude coordinates of a place are an example of	['a formal region', 'a functional area', 'Absolute location', 'a relative location.']	C	high_school_geography	C) Absolute location	C
The voluntary association of three or more countries willing to give up part of their sovereignty is called	"[""It's called nationalism."", ""It's called distraction."", 'It is supranationalism.', 'It is a question of complementarity.']"	C	high_school_geography	C) It is supranationalism.	C
Identify among the following terms the key factor that Thomas Malthus ignored in his population theory	"['the population is subject to the limits of its means of subsistence.', 'all populations have the capacity to increase more than the actual growth rate.', 'Wars and famines curb the reproductive capacity of the population.', ""The power of technology to increase the Earth's carrying capacity.""]"	D	high_school_geography	D) The power of technology to increase the Earth's carrying capacity.	D
Which pair of religions is made up of two universal religions?	['Islam and Judaism', 'Judaism and Buddhism', 'Hinduism and Buddhism', 'Christianity and Buddhism']	D	high_school_geography	D) Christianity and Buddhism	D
What urban model theorizes that high-rent residential areas develop outwards from the city centre, along the main highways, and that low-rent residents take over sequentially?	['The concentric zone model', 'The model of the central position', 'The model of urban kingdoms', 'The model of the sector']	D	high_school_geography	A) The concentric zone model	A
When a country combines its religion with its government, it is a	"['dictatorship', 'theocracy', 'the democratic process', ""It's called autocracy.""]"	B	high_school_geography	B)theocracy	B
What is the most widely practiced religion in Europe?	['Christianity and Christianity', 'Islam and Islam', 'The Hindu religion', 'Animism']	A	high_school_geography	A) Christianity	A
Which group set up the first effective settlement in the eastern United States?	['The French', 'The British (English, Scots-Irish, Welsh, Scottish)', 'The Russians .', 'The Chinese']	B	high_school_geography	B) The British (English)	B
An age pyramid, or age-sex structure, displays all the information about a country's population EXCEPT	['the future social expenditure needs of the population.', 'Impact of the baby-booms on the population.', 'the impact of wars on the population.', 'A quick visual representation of the demographics of the country.']	B	high_school_geography	A)the future social expenditure needs of the population.	A
How does the Rhine serve as a typical border?	"['Geometrical', 'Artificial', ""It 's natural ."", 'Relic']"	C	high_school_geography	C) It's natural	C
What type of economic activity is most closely linked to the physical environment?	['Primary', 'Secondary', 'Tertiary', 'Quarterly']	A	high_school_geography	A) Primary	A
In what sector of activity are most of the workers in the peripheral countries generally employed?	['Primary', 'Secondary', 'Tertiary', 'Quarterly']	A	high_school_geography	A) Primary	A
All of the following jobs are non-essential in the city, EXCEPT	['The firemen.', 'Social workers', 'maintenance workers.', 'workers in textile factories']	D	high_school_geography	D) workers in textile factories	D
Transnational enterprises concentrate their activities	['by manufacturing goods in the locations where production costs are highest.', 'by carrying out accounting and research activities in the most profitable localities.', 'based on their competitive advantages.', 'between seats situated in the PED.']	C	high_school_geography	C) based on their competitive advantages.	C
Which of the following is least associated with the development of alluvial landscapes?	['A deep covering of soft materials', 'A predominance of gentle slopes', 'Frequent flooding', 'Deep dissection and erosion']	D	high_school_geography	D) Deep dissection and erosion	D
Which of the following countries is least self-sufficient in the natural resources needed by modern industry?	['The United States of America', 'The Japanese', 'France', 'The United Kingdom']	B	high_school_geography	B) The Japanese	B
The East-West orientation of the Alpine mountain system and the northern plains of Western and Central Europe aims, among other things, to:	"[""limiting Europe's marine climate to coastal areas"", 'to create a communication corridor between southern and northern Europe.', 'to allow marine-type climatic conditions to extend eastward to Germany and Poland', 'limit population movements between the different parts of the Mediterranean region.']"	C	high_school_geography	B) to create a communication corridor between southern and northern Europe.	B
The largest Hindu temple complex ever built is located in	"['This is Calcutta.', ""It's called Bombay."", 'Other countries', ""It's called Bali.""]"	C	high_school_geography	D) It's called Bali.	D
What term describes the forces that unite and strengthen a country?	['Distribution and distribution', 'Centrifuge', 'Centripetal', 'Ethnocentric']	C	high_school_geography	C) Centripetal	C
Which of the following statements best describes an application of the S-curve?	['The graph of the migration of the Bantu;', 'The graph of the growth of human populations since they first appeared on Earth;', 'The graph showing how cities associate with each other according to the size of their population;', 'A model showing the decline in population growth in several countries after their industrialization.']	D	high_school_geography	D) A model showing the decline in population growth in several countries after their industrialization.	D
Which of the following is NOT a challenge for the State?	['The transnational enterprises', 'The EU', 'The world trade organization', 'A good transport network']	D	high_school_geography	D) A good transport network	D
National sports teams, flags, national anthems and national holidays all contribute to the development of sport.	"[""It's called nationalism."", 'sectarianism.', 'political instability.', 'functional conflicts.']"	A	high_school_geography	A) It's called nationalism.	A
The process by which immigrants learn the values, language and customs of the host country is called	"[""It's called assimilation."", 'the acculturation.', 'adaptation.', ""It's all mixed up.""]"	B	high_school_geography	A) It's called assimilation.	A
On which of the following can we most accurately represent the actual geographical distance, the actual direction, the actual size and the actual shape?	['A projection by Mercator', 'A globe', 'A conical projection', 'A gnomonic projection']	B	high_school_geography	B) A globe	B
Which of the following could be considered a higher order central function?	['The Winn-Dixie grocery store', 'This is a Mercedes-Benz dealership', 'Shoe shop', 'Family physician']	B	high_school_geography	B) This is a Mercedes-Benz dealership	B
What geographer considered the American urban community of the 1920s to be a set of concentric rings radiating outward from a central core?	"['Rostow', 'Ravenstein , please .', ""I 'm not sure ."", 'Burgess']"	D	high_school_geography	A) Rostow	A
To get to school in the morning, we ALL use this guide:	"[""Rand McNally's road map."", 'the globe of the earth.', 'road map', ""It's called a mind map.""]"	D	high_school_geography	C) road map	C
