premise	hypothesis	label	output	verbalized
Le ntombazana ezondinceda ihlala ngaphaya kwedolophu.	Le ntombazana ezakundinceda ihlala kumgama oziimiyile ezi-5.	neutral	true	entailment
Le ntombazana ezondinceda ihlala ngaphaya kwedolophu.	Akekho umntu onokundinceda. 	contradiction	false	contradiction
Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--	Bonke bagqiba kwelokuba bazakusebenza emabaleni. 	contradiction	false	contradiction
Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--	Abakwazanga ukugqiba ukuba ngubani owayesisandla sebala kunye nowasendlwini. 	entailment	false	contradiction
Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--	Abakwazanga ukuvumelana ukuba ngubani omakasebenze kwindawo yelaphu kunye nomakorobhe phantsi. 	neutral	true	entailment
Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.	Bonke abantwana babo basinda. 	contradiction	false	contradiction
Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.	Omnye umntwana kwabaHlanu wasweleka . 	entailment	true	entailment
Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.	Umntwana owaswelekayo wazalwa egula. 	neutral	true	entailment
Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. 	Njengoko wamxelela ukuba eze kwiveranda wayenenyembezi emehlweni wakhe. 	entailment	true	entailment
Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. 	Wakhawulezisa wazosula iinyembezi emveni kokuziphosa kukaJoe kwiveranda. 	contradiction	true	entailment
Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. 	Wayesonwabile ukubona uJoe wade waqalisa ukulila. 	neutral	true	entailment
Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. 	Imitha nayo ingaqulathwa ngesexha lomlilo. 	neutral	true	entailment
Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. 	Imitha ingavuzela kwingxenye ephambili emveni kokuba inqwelo moya itshile. 	entailment	true	entailment
Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. 	Imitha ayinakuvuza ngexesha lomlilo. 	contradiction	true	entailment
Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. 	Umphathi wathatha umhlala phantsi kumajoni omoya aseUS. 	entailment	true	entailment
Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. 	Umphathi usandula kuthatha umhlala phantsi kwiiveki ezimbalwa ezigqithileyo. 	neutral	true	entailment
Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. 	Umphathi waseUS wamajoni omoya ugqiba kuqala umsebenzi wakhe kule veki. 	contradiction	true	entailment
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.	Ngaphezu wenqwelo moya enye ziyafika iveki neveki.	entailment	true	entailment
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.	Ukunyuka kohambo lweenqwelo moya  yingxaki.	neutral	true	entailment
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.	Akukho nayiphi inqwelo moya efikayo.	contradiction	true	entailment
Babesele belwenzile uqeqesho kwiisuti  epheleleyo yepresha kwaye indithathe ixesha ukuba uyaya kwiisuti yepresha. 	Kuthatha iinyanga eziNtathu ukugqiba uqeqesho lokusebenzisa iisuti epheleleyo yepresha . 	neutral	false	contradiction
Babesele belwenzile uqeqesho kwiisuti  epheleleyo yepresha kwaye indithathe ixesha ukuba uyaya kwiisuti yepresha. 	Uqeqesho lokusebenzisa isuti epheleleyo yepresha kuthatha ixesha. 	entailment	true	entailment
Babesele belwenzile uqeqesho kwiisuti  epheleleyo yepresha kwaye indithathe ixesha ukuba uyaya kwiisuti yepresha. 	Besingakuqeqesha ukusebenzisa isuti epheleleyo yepresha ukuphela kwale mini. 	contradiction	true	entailment
Ndifuna ukuthi babungekho nabuphi ubungozi  ekungeneni ngaphakathi nesiqhushumbisi ngokuba ibingasokuze iqhushumbe, kungakhathaliseki nokuba ibetheke kangakanani phantsi. 	Isiqhushumbisi senziwe asasebenza ngumqhubi wenqwelo moya. 	neutral	false	contradiction
Ndifuna ukuthi babungekho nabuphi ubungozi  ekungeneni ngaphakathi nesiqhushumbisi ngokuba ibingasokuze iqhushumbe, kungakhathaliseki nokuba ibetheke kangakanani phantsi. 	Isiqhushumbisi besingenathuba lokuqhushumba. 	entailment	true	entailment
Ndifuna ukuthi babungekho nabuphi ubungozi  ekungeneni ngaphakathi nesiqhushumbisi ngokuba ibingasokuze iqhushumbe, kungakhathaliseki nokuba ibetheke kangakanani phantsi. 	Kwakukho ubungozi obukhulu bokuqhushumba kwesiqhushumbisi. 	contradiction	true	entailment
Kwaye kunjani xa ijongeka ngqo nale nto ndifuna ukuyenza. 	Andiqinisekanga ukuba ijongeka kanjani le nto kuwe. 	contradiction	true	entailment
Kwaye kunjani xa ijongeka ngqo nale nto ndifuna ukuyenza. 	Ndizama ukwenza le nto, kucacile. 	entailment	true	entailment
Kwaye kunjani xa ijongeka ngqo nale nto ndifuna ukuyenza. 	Ndizama ukugqiba iprojekthi yam kwiveki ezayo. 	neutral	true	entailment
 Kodwa phofu, izilwanyana ziyakhululeka lonke ixesha, ingakumbi iibhokhwe. 	iibhokhwe zabaleka esibayeni yonke imihla .	neutral	true	entailment
 Kodwa phofu, izilwanyana ziyakhululeka lonke ixesha, ingakumbi iibhokhwe. 	Iibhokhwe zabaleka rhoqo. 	entailment	true	entailment
 Kodwa phofu, izilwanyana ziyakhululeka lonke ixesha, ingakumbi iibhokhwe. 	Iibhokhwe zazigcinwe zikhuselekile. 	contradiction	true	entailment
Iingcango zazitshixiwe ngoku sasingena. 	Zonke iingcango zazivuliwe. 	contradiction	false	contradiction
Iingcango zazitshixiwe ngoku sasingena. 	Sasinezitshixo kuthi. 	neutral	true	entailment
Iingcango zazitshixiwe ngoku sasingena. 	Sangena ngaphakathi nangona nje iingcango zazitshixiwe.	entailment	true	entailment
Ke kwafuneka ndithathe iitotali kwaye ndizame ukuyiqikelela ngolo hlobo.	Ndiziva ndizithemba kuba amanani ngawo endiwadingayo ukulungisa le nto. 	neutral	true	entailment
Ke kwafuneka ndithathe iitotali kwaye ndizame ukuyiqikelela ngolo hlobo.	Andinalwazi ukuba ndenze ntoni ngamanani nje ndicela undinike inkcuchacha ezininzi ukulungisa le ngxaki. 	contradiction	true	entailment
Ke kwafuneka ndithathe iitotali kwaye ndizame ukuyiqikelela ngolo hlobo.	Ndizakuyibala ngokusekelwe kwiitotali.	entailment	true	entailment
Kwaye ininzi kakhulu ngenxa yenyaniso yokuba oomama basebenzisa iziyobisi. 	Oomama bangamakhoboka eziyobisi. 	neutral	true	entailment
Kwaye ininzi kakhulu ngenxa yenyaniso yokuba oomama basebenzisa iziyobisi. 	Oomama abekho kwimiselo kagqirha okanye iziyobisi. 	contradiction	true	entailment
Kwaye ininzi kakhulu ngenxa yenyaniso yokuba oomama basebenzisa iziyobisi. 	Oomama bathatha iziyobisi. 	entailment	true	entailment
Ewe kumnandi kakhulu bekunetha. 	Andinangxaki nemvula. 	neutral	true	entailment
Ewe kumnandi kakhulu bekunetha. 	Kuhle kwaye kuyanetha. 	entailment	true	entailment
Ewe kumnandi kakhulu bekunetha. 	Kubi kakhulu nelanga elingapheliyo. 	contradiction	true	entailment
Owu buyintoni ubomi bomntu kwaye nokuba ungakwazi okanye ungakwazi wena ukubuyisela umntu kwimeko yakhe yesiqhelo. 	Bonke ubomi bufanelwe ukubuyiselwa kwimeko yesiqhelo kwaye nethuba lesibini. 	neutral	true	entailment
Owu buyintoni ubomi bomntu kwaye nokuba ungakwazi okanye ungakwazi wena ukubuyisela umntu kwimeko yakhe yesiqhelo. 	Akukho bantu abafanelwe kukubuyiselwa kwimeko yabo yesiqhelo. 	contradiction	false	contradiction
Owu buyintoni ubomi bomntu kwaye nokuba ungakwazi okanye ungakwazi wena ukubuyisela umntu kwimeko yakhe yesiqhelo. 	Ngaphandle kokubuyiselwa kwimeko yesiqhelo siqhelo ubomi bomntu bubalulekile. 	entailment	true	entailment
Owu! mfana unengxaki yewayaringi engaqhelekanga apho.	Zange ndayibona enje ingxaki yewayaringi ngaphambili. 	neutral	true	entailment
Owu! mfana unengxaki yewayaringi engaqhelekanga apho.	Lei wayaringi ayongxaki.	contradiction	true	entailment
Owu! mfana unengxaki yewayaringi engaqhelekanga apho.	Ikhona ingxaki ebangelwa yile wayaringi zingaqhelekanga	entailment	true	entailment
Ivakala isonwabisa kakhulu ewe ingummangalisa kum inani lezinto abanokuzivumela.	Andothukanga kwamna ngokuba baye banyamezela. 	contradiction	true	entailment
Ivakala isonwabisa kakhulu ewe ingummangalisa kum inani lezinto abanokuzivumela.	Ndothukile ukuba baye bakuyeka wathatha ukutya neziselo ngaphakathi. 	neutral	true	entailment
Ivakala isonwabisa kakhulu ewe ingummangalisa kum inani lezinto abanokuzivumela.	Ndimangalisiwe yinto yokuba bangaphuncuka.	entailment	true	entailment
Owu kodwa phofu phofu umm abantwana bam banaShumi amabini namaShumi amabini anesine ngoko ke andinyanzelekanga.	Andinyanzelekanga ngokuba abantwana baneminyaka engaphezulu kwamaShumi amabini ubudala. 	entailment	true	entailment
Owu kodwa phofu phofu umm abantwana bam banaShumi amabini namaShumi amabini anesine ngoko ke andinyanzelekanga.	Ndanyanzeleka kuba besondelelene ngeminyaka	neutral	true	entailment
Owu kodwa phofu phofu umm abantwana bam banaShumi amabini namaShumi amabini anesine ngoko ke andinyanzelekanga.	Kuyanyanzeleka kuba bobabini baneshumi neshumi elinanye yeminyaka ubudala. 	contradiction	true	entailment
Ewe abantu abangabasemsebenzini nangaliphi na ixesha okanye zizigqibo zikabani ezingafihlwaa ukuba kufanele benze izigqibo. 	Ewe abantu abasenokungakwazi ukwenza iminxeba engcono yokugweba. 	entailment	false	contradiction
Ewe abantu abangabasemsebenzini nangaliphi na ixesha okanye zizigqibo zikabani ezingafihlwaa ukuba kufanele benze izigqibo. 	Ewe abantu abesenokungalambi. 	neutral	true	entailment
Ewe abantu abangabasemsebenzini nangaliphi na ixesha okanye zizigqibo zikabani ezingafihlwaa ukuba kufanele benze izigqibo. 	Ewe abantu banamandla okuthatha izigqibo asokuze babebuthathaka. 	contradiction	true	entailment
Hayi basekukhenketho,oko babekukhenketho ukusukela ekupheleni kweminyaka engamashumi amathathu 	Bebekhenketha ukusukela ngaphambili konyaka wama-1970..	entailment	true	entailment
Hayi basekukhenketho,oko babekukhenketho ukusukela ekupheleni kweminyaka engamashumi amathathu 	Bayakuthanda ukukhenketha. 	neutral	true	entailment
Hayi basekukhenketho,oko babekukhenketho ukusukela ekupheleni kweminyaka engamashumi amathathu 	Baluphelise kutshanje ukhenketho lwabo	contradiction	true	entailment
Ungazenza njani;/uyenza iierobhiksi.	Ungacacisa ukuba ungazenza kanjani iierobhiksi? 	entailment	true	entailment
Ungazenza njani;/uyenza iierobhiksi.	Ndinomdla kwiiErobhiksi ngokuba ndidinga umsebenzi wemithambo. 	neutral	true	entailment
Ungazenza njani;/uyenza iierobhiksi.	Ndicela uyeke uthetha ngeeErobhiksi. 	contradiction	true	entailment
Kulungile yinto entle leyo andizange ndicinge ngayo ewe. 	Ngumbono ongabhadlanga ndiwulahle kwiveki ephelelilyo. 	contradiction	true	entailment
Kulungile yinto entle leyo andizange ndicinge ngayo ewe. 	Linqaku elihle elo. 	entailment	true	entailment
Kulungile yinto entle leyo andizange ndicinge ngayo ewe. 	I-paradox oyikhankanyayo yingongoma efanelekileyo	neutral	neither	neutral
Ukhathalelo lwemini iintsuku ezimbini evekini bayibiza ngokuba  ngummi omdala ukhathalelo lwemini kodwa uhamba kwiziko lommi omdala. 	Ukhathalelo lwemini yabantwana luvulwa yonke imihla ngenxa yabantwana abangaphantsi kweminyaka emihlanu kuphela. 	contradiction	false	contradiction
Ukhathalelo lwemini iintsuku ezimbini evekini bayibiza ngokuba  ngummi omdala ukhathalelo lwemini kodwa uhamba kwiziko lommi omdala. 	Bayabavumela ukuba bahambe kabini ngeveki ukuba abahlali abadala bayavuma. 	neutral	false	contradiction
Ukhathalelo lwemini iintsuku ezimbini evekini bayibiza ngokuba  ngummi omdala ukhathalelo lwemini kodwa uhamba kwiziko lommi omdala. 	Bayibiza ngokuba ukhathalelo losuku olukhulu kodwa liziko labakhulu. 	entailment	false	contradiction
Ibiyinjongo yabo owu. 	Yilento babeyilwela.	entailment	true	entailment
Ibiyinjongo yabo owu. 	Ndandingadingi loo nto. 	contradiction	neither	neutral
Ibiyinjongo yabo owu. 	Bayiphumelelisa injongo yabo. 	neutral	true	entailment
Ulawulo lompu luthetha ukusebenzisa zombini izandla. 	Isiqingatha sonke semipu saphuma imililo engalunganga ibangelwa kukusetyenziswa kwesandla esinye.	neutral	true	entailment
Ulawulo lompu luthetha ukusebenzisa zombini izandla. 	Eyona ndlela phambili ngenxa yolawulo lompu kukusetyenziswa zombini iinyawo. 	contradiction	false	contradiction
Ulawulo lompu luthetha ukusebenzisa zombini izandla. 	Sebenzisa zombini izandla ukuba ufuna ukufunda ulawulo lompu. 	entailment	true	entailment
Kwaye uh kodwa ngokungalindelekanga iza endaweni andiyazi ukuba isuka phi kodwa. 	Andiyazi isuka phi kodwa iyakhawuleza	entailment	neither	neutral
Kwaye uh kodwa ngokungalindelekanga iza endaweni andiyazi ukuba isuka phi kodwa. 	Iza ngokukhawuleza kodwa ndiyayazi ukuba ingavela phi. 	neutral	true	entailment
Kwaye uh kodwa ngokungalindelekanga iza endaweni andiyazi ukuba isuka phi kodwa. 	Iza ngathi ziimolasisi ndiyayazi ngqo ukuba izakuza nini. 	contradiction	neither	neutral
Hayi inyaniso andiyiqhelanga nokuyiqhela andicingi. 	Andazi lukhulu ngayo. 	entailment	true	entailment
Hayi inyaniso andiyiqhelanga nokuyiqhela andicingi. 	Andinalwazi ngemiba yothando. 	neutral	false	contradiction
Hayi inyaniso andiyiqhelanga nokuyiqhela andicingi. 	Bendiyifunda iminyaka. 	contradiction	true	entailment
Ewe ubalasele kakhulu uyayazi wayebalasele kakhulu . 	Ndicinga uyayazi ukuba wayelungile.	neutral	true	entailment
Ewe ubalasele kakhulu uyayazi wayebalasele kakhulu . 	Hayi akalunganga. 	contradiction	true	entailment
Ewe ubalasele kakhulu uyayazi wayebalasele kakhulu . 	Ewe wayelunge kakhulu. 	entailment	true	entailment
Ewe wacebisa nje ukufumana uh , um , uh , um  imophu angayisebenzisa. 	Wacebisa ukuthenga ivatyhum. 	contradiction	true	entailment
Ewe wacebisa nje ukufumana uh , um , uh , um  imophu angayisebenzisa. 	Wacebisa ukukhangela imophu. 	entailment	true	entailment
Ewe wacebisa nje ukufumana uh , um , uh , um  imophu angayisebenzisa. 	Wayefuna ukucoca igazi ngeMophu. 	neutral	true	entailment
Kunzima kakhulu phandla pha sigqiba kuva udubulwano kwindlela ekhululekileyo ukusukela kwiibhloko ezintathu ukusuka kwindlu yethu. 	Udubulwano belusenzeka kubuncincane beemayile ezingama-100 ukusuka apho ndihlala khona	contradiction	true	entailment
Kunzima kakhulu phandla pha sigqiba kuva udubulwano kwindlela ekhululekileyo ukusukela kwiibhloko ezintathu ukusuka kwindlu yethu. 	Udubulwano belukufuphi nendlu yam kwaye lundenza ndoyike ukuphuma phandle. 	neutral	true	entailment
Kunzima kakhulu phandla pha sigqiba kuva udubulwano kwindlela ekhululekileyo ukusukela kwiibhloko ezintathu ukusuka kwindlu yethu. 	Bekukho udubulwano kufuphi nasekhaya, akukuhlanga kakhulu kule ngingqi. 	entailment	true	entailment
Yhu-yhu yinyaniso ayizinzanga kakhulu. 	Andivumelani nawe, izinzile kakhulu. 	contradiction	true	entailment
Yhu-yhu yinyaniso ayizinzanga kakhulu. 	Ndicinga unganyanisa ngokuzinza kwayo. 	neutral	true	entailment
Yhu-yhu yinyaniso ayizinzanga kakhulu. 	Unyanisile ngokungazinzi kwayo. 	entailment	true	entailment
Ndizama ukubambelela apho. 	Ndilinga ukubambelela. 	entailment	true	entailment
Ndizama ukubambelela apho. 	Ndenza kakhulu ngokusemandleni wam. 	neutral	true	entailment
Ndizama ukubambelela apho. 	Ndizakuyeka ndingaze ndiphinde ndijonge emva. 	contradiction	true	entailment
Singena kwisango lethu lokungena kwikusasa lethu lezobuchwepheshe. 	Sakha izandulela ngenxa yemfuneko yekusasa  le iteknoloji. 	entailment	true	entailment
Singena kwisango lethu lokungena kwikusasa lethu lezobuchwepheshe. 	Sakh iitranzisitazi, ukuze ikusasa liqhutywe yiAl. 	neutral	true	entailment
Singena kwisango lethu lokungena kwikusasa lethu lezobuchwepheshe. 	Sifuna ukunqanda iteknoloji ekuphumeleleni. 	contradiction	true	entailment
Umzekelo ngobuninzi yonke ufuzo luyaguquka ibengumbala omfusa. 	Ngobuninzi isiqingatha kuphela sofuzo luguquka lubemfusa. 	contradiction	false	contradiction
Umzekelo ngobuninzi yonke ufuzo luyaguquka ibengumbala omfusa. 	Kuyenzeka ukuba iimfuza zitshintshe imibala. 	entailment	true	entailment
Umzekelo ngobuninzi yonke ufuzo luyaguquka ibengumbala omfusa. 	Ngamanye amaxesha iimfuza zingaguquka zibeluhlaza. 	neutral	false	contradiction
UDaniel Yamins ungungqondongqondo umncinane wezibalo. 	Umnumzana uYamins ubalasele kwizibalo.	entailment	true	entailment
UDaniel Yamins ungungqondongqondo umncinane wezibalo. 	Umnumzana uYamin ugxininisa kwiAljebraykhi jiyometri. 	neutral	true	entailment
UDaniel Yamins ungungqondongqondo umncinane wezibalo. 	Umnumzana uYamin uligcisa elikhulu, kodwa akemhlanga kwezezibalo	contradiction	true	entailment
Kwaye ukuba kunjalo, ingaba abahlala rhoqo ecaleni komda. 	Ndiyayazi abazange bahambela ecaleni komda. 	contradiction	true	entailment
Kwaye ukuba kunjalo, ingaba abahlala rhoqo ecaleni komda. 	Ndifuna ukwazi, abahlala beseNgilane rhoqo. 	neutral	false	contradiction
Kwaye ukuba kunjalo, ingaba abahlala rhoqo ecaleni komda. 	Isithethi besifuna ingcaciso malunga benesiya kaninzi kangakanani ecaleni komda. 	entailment	true	entailment
Kwaye kukho, ndiyacinga umkhondo wemoletyhula wokuba ibhayosifiye iyaqhubekeka ngokuzakhela kulawulo olusindileyo ngokusasaza isethi yemigca. 	Ibhayosifiye iyaguquka kakhulu. 	entailment	true	entailment
Kwaye kukho, ndiyacinga umkhondo wemoletyhula wokuba ibhayosifiye iyaqhubekeka ngokuzakhela kulawulo olusindileyo ngokusasaza isethi yemigca. 	Ibhayosifiye iguquka ngokweqondo lobushushu. 	neutral	true	entailment
Kwaye kukho, ndiyacinga umkhondo wemoletyhula wokuba ibhayosifiye iyaqhubekeka ngokuzakhela kulawulo olusindileyo ngokusasaza isethi yemigca. 	Ibhayosifiye ayisokuze iguquke. 	contradiction	true	entailment
Ngalomtsibo, ikristale rhoqo ayikwazi ukuguqula ulwazi oluninzi. 	Iikristale rhoqo so ziphezulu kakhulu ekuxinaniseni ukugcina ulwazi phakathi. 	contradiction	true	entailment
Ngalomtsibo, ikristale rhoqo ayikwazi ukuguqula ulwazi oluninzi. 	Iikristale rhoqo aziloncedo kakhulu ekuguquleni ulwazi. 	entailment	false	contradiction
Ngalomtsibo, ikristale rhoqo ayikwazi ukuguqula ulwazi oluninzi. 	Kukho ezinye iikristale eziluncedo kakhulu ekuguquleni ulwazi lwejografi zisebenzisa umqadi weleyiza. 	neutral	true	entailment
Ngenxa yoko abantu abadingi kuhlohla abantwana abasaqala isikolo ngokuzenzisa, njengokuba besenza ngamanye amaxesha xa bebanceda ukubamba iiphazile okanye eminye imisebenzi. 	Abantwana abasaqala isikolo bangcono ngokwendalo ekulungiseni iiphazile kunokwenza ngathi badlala imidlalo. 	contradiction	false	contradiction
Ngenxa yoko abantu abadingi kuhlohla abantwana abasaqala isikolo ngokuzenzisa, njengokuba besenza ngamanye amaxesha xa bebanceda ukubamba iiphazile okanye eminye imisebenzi. 	Abantwana abasaqala isikolo abadingi ncedo luninzi ukufunda ukuzenzisa. 	entailment	true	entailment
Ngenxa yoko abantu abadingi kuhlohla abantwana abasaqala isikolo ngokuzenzisa, njengokuba besenza ngamanye amaxesha xa bebanceda ukubamba iiphazile okanye eminye imisebenzi. 	Abantwana abasaqala isikolo baswele imfuneko yendawo yokwenza isakhono sokumodela ukuze babambe iiphazile ngokwabo. 	neutral	true	entailment
[Esi sizwe besi] qinisekile kwinkululeko nokuzinikela  kwisindululo sokuba onke amadoda adalwe ngokulinganayo. 	Uphawulo ngesi sindululo zazibhalwe kumaxwebhu aliqela ongezelelweyo. 	neutral	true	entailment
[Esi sizwe besi] qinisekile kwinkululeko nokuzinikela  kwisindululo sokuba onke amadoda adalwe ngokulinganayo. 	Abanye abantu bakholelwa ukuba abantu bayalingana. 	entailment	false	contradiction
[Esi sizwe besi] qinisekile kwinkululeko nokuzinikela  kwisindululo sokuba onke amadoda adalwe ngokulinganayo. 	Esi sizwe sasekelwa kwinkolelo yokuba abanye abantu  ngokwemvelo bangcono kunabanye. 	contradiction	false	contradiction
Ingaba ndifanele ukumdumisa? 	Ndiqinisekile ndidinga ukumbetha ngeentsilelo zakhe. 	contradiction	true	entailment
Ingaba ndifanele ukumdumisa? 	Ndiyazibuza ukuba udinga umbulelo omkhulu osuka kum. 	entailment	true	entailment
Ingaba ndifanele ukumdumisa? 	Ingaba kufaneleke ndimdumise kakhulu ngenxa yokudlala kwakhe ipiyano? 	neutral	false	contradiction
Iingcinga zenethiwekhi ejikelezayo zingokhiwa ngokwemilinganiselo eyohlukileyo. 	Eminye imilinganiselo ingasetyenziswa ukokha iingcinga zeenethiwekhi ejikelezayo. 	entailment	true	entailment
Iingcinga zenethiwekhi ejikelezayo zingokhiwa ngokwemilinganiselo eyohlukileyo. 	Iinethiwekhi ezijikelezayo zilincedo kakhulu ukugcina idatha yeeteknoloji. 	neutral	true	entailment
Iingcinga zenethiwekhi ejikelezayo zingokhiwa ngokwemilinganiselo eyohlukileyo. 	Iinethiwekhi ezijikelezayo azinako ukubonwa kwimilinganiselo eyohlukileyo. 	contradiction	false	contradiction
(ngokubhuduzela) Hayi, hayi, andifuni ufe!	Andifuni ufe. 	entailment	false	contradiction
(ngokubhuduzela) Hayi, hayi, andifuni ufe!	Andingxaki nokuba uyafa. 	contradiction	false	contradiction
(ngokubhuduzela) Hayi, hayi, andifuni ufe!	Ndingabanomsindo kakhulu ukuba ungafa. 	neutral	true	entailment
Waye waxhonywa esidlangalaleni kwinyanga kaMatshi ngomhla we19, ngonyaka wama1875,eSan Jose, eCalofornia. 	ECalofornia ukubulawa ezidlangalaleni emveni konyaka wama1875. 	entailment	false	contradiction
Waye waxhonywa esidlangalaleni kwinyanga kaMatshi ngomhla we19, ngonyaka wama1875,eSan Jose, eCalofornia. 	Waye wakhululwa ngezenzo zakhe ezimbi kwaye wathunyelwa endleleni yakhe. 	contradiction	true	entailment
