question	choices	answer	subject	output	verbalized
Mark has a collection of clothes. He has 22 clothes from Japan, 34 from Canada, and 17 from Mexico. How many clothes does he have?	['53 years', '63 years', '73 years', 'Eighty three']	C	elementary_mathematics	D)Eighty three	D
Find the answer to the following equation: x + 2.7 = 8.4 from the given equation?	['11.1', '5.7 years', '3.7 years', '22.68 years']	B	elementary_mathematics	B)5.7 years	B
Find the equation that makes this statement true: 0.32 g = _cg	['32 years', '3.2 Other', '3,200 people', '320 people']	A	elementary_mathematics	A) 32	A
Use the Small Inheritance to find the relationship between 5.7(8) in your memory.	['46.4 years', 'four hundred and fifty six', '4.56 years', '45.6 years']	D	elementary_mathematics	A) 46.4 years	A
What is the sum of the digits in this expression: 2,314 / 4?	['508 years', '508 r2', '578 years', '578 r2']	D	elementary_mathematics	B)508 r2	B
Rosa has a goal of running 100 miles a month. Each day she runs, she runs 5 miles. What calculation can Rosa use to determine how many miles she has left to run in the next few days?	['100 to 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	A) 100 - 5d	A
Search for algebraic expressions that correspond to these words: 4 times as many as Tom collected.	['4t', 't is equal to 4', 't − 4', 't + 4']	A	elementary_mathematics	A) 4t	A
Andrew wrote 186,425 numbers on the table. In which number is the sum of 6 times 10 equal to the sum of 6 in Andrew's table?	['681,452', '462,017', '246,412', 'One hundred and twenty-five thousand six hundred and fifty-five']	B	elementary_mathematics	C)462	C
What is 123 / 8?	['15 out of 7', '15 out of 3', '16 out of 5', '16 out of 1']	B	elementary_mathematics	D)16 out of 1	D
Lines 8 and 2 of 4 as a negative number in its simplest form	['17 divided by 2', '34 divided by 4', '17 divided by 4', '19 divided by 2']	A	elementary_mathematics	A) 17 divided by 2	A
What words do you find written between the 270,240 characters?	['200,000 and 7,000 and 200 and 4', '200,000 and 7,000 and 200 and 40', '200,000 + 70,000 + 200 + 40 and so on and so forth', '200,000 and 70,000 and 2,000 and 40']	C	elementary_mathematics	B)000 and 7	B
Using this method, how many slices could a worker in a mill produce in 35 hours?	['Page two hundred twenty', 'Page 770', 'Section 4', 'Page of 110']	D	elementary_mathematics	D) Page of 110	D
Abe obtained the regions and the centers in this sequence of numbers: 1, 3, 3. Adding 6 to this generation is zero	['The one who swears will go to heaven.', 'What is divided will be lowered.', 'The one in the center will go to heaven.', 'The one in the center will go to heaven.']	A	elementary_mathematics	C)The one in the center will go to heaven.	C
If n = 11, what is the value of 10  (n + 6)?	['Minus seven', '5 and 6', '7', '27']	A	elementary_mathematics	D) 170	D
What do these words mean? 3 which is less than a number, p.	['3-p', 'p+3', '3 and p.', 'p-3']	D	elementary_mathematics	D) p-3	D
A movie theater charged $6 for each ticket sold at a movie. The theater sold 500 tickets at the movie. This last number can give us an idea of how much money was charged for the tickets: 6 x 500. What number can tell us how much money the theater charged for the tickets?	['30 × 10 to the first power', '30 × 10 to the third power', '(6 × 5) × 10 to the second', '(6 × 5) × 10 to the third power']	C	elementary_mathematics	B)30 × 10 to the third power	B
Let 12-9+c=12. Which of the following statements about c makes this statement true?	['0 years', '3', '9', '12 years']	C	elementary_mathematics	B)3	B
The Sojourn family went on a vacation. They started with $2000. If they spend $150 a day, what is the sum of their expenses after x number of days?	['1850x', '2000 −150x', '150 times', '2000 to +150x']	B	elementary_mathematics	B) 2000 −150x	B
A treasure has four books on it. In pounds, the four books on the treasure are 2.5, 3.2, 2.7, 2.3. What is the word for treasure, w, in each book to be taken from the treasure?	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	D)w < 3.3	D
What arithmetic expression is greater than 5?	['-6 years', '- 5', '0 years', '5 and 6']	A	elementary_mathematics	D)5 and 6	D
What is the ratio of this expression: 2(3(4^2 + 1)) - 2^3?	['156 years', '110 years', '94 years old', '48']	C	elementary_mathematics	B)110 years	B
On a piece of film, Gwen wrote the following numbers: 1, 5, 9, 13. What are the next two numbers in Gwen's example?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	C) 15, D) 19	C
If three cloves of garlic cost $2.37, how many cloves can you buy for $9.48?	['War 3', 'War 12', 'Battle of 36', 'War13']	B	elementary_mathematics	B) 12	B
From largest to smallest: 3, 3 and 1 divided by 8, 3.8, 3.18	['3.18, 3 and 1 over 8, 3.8', '3,3 and 1 over 8, 3.18, 3', '3.8, 3 and 1 over 8, 3.18, 3', '3.8, 3.18, 3 and 1 over 8, 3']	D	elementary_mathematics	C)3.8 D)3 B)3 and 1 over 8 A)3.18	C
Calculate this number: 22 / 2 + 9	['10', '11', '20 years', '2nd']	C	elementary_mathematics	C) 20	C
If a city has 836,527 inhabitants, how many are there in the nearest thousand?	['800,000 people', '830,000 people', '836,000 people', '840,000 people']	D	elementary_mathematics	C) 837,000 people	C
Find the following multiples: 5 • (−9).	['14 years', 'Minus four', '45 years', '- Forty five.']	D	elementary_mathematics	D) - Forty five.	D
Keiko spent all day studying birds and counted 34 birds in the afternoon. If she counted 76 birds in the afternoon, how many birds did she count in the afternoon?	['21 birds', '40 birds', '42 birds', '84 birds']	A	elementary_mathematics	D) 84 birds	D
Find the text that says 5 + 2 • 15 + (12 • 4)?	['78 years', 'Eighty three', '131', '153 years']	B	elementary_mathematics	C)131	C
In what situation can half 20/8 be substituted for four?	"['Leslie spent 20 dollars and 8 cents at the grocery store. How would you write down the money she spent as a percentage?', ""Mr. Kramer's 8 grandparents had exactly 20 children. How many children did each grandfather have?"", 'Mitch bought a large bouquet of flowers at a flower shop. There was a bouquet of 8 flowers in it. How many flowers did Mitch buy?', '20 dresses were sold at each fashion show. Donna brought 8 dresses to the party and invited guests. How many fashion shows did Donna use to invite guests?']"	B	elementary_mathematics	B) Mr. Kramer's 8 grandparents had exactly 20 children. How many children did each grandfather have?	B
How far would a train travel at 20 miles per hour for six hours?	['120 pounds', 'Eighty pounds', '26 Squid', 'Swordfish12']	A	elementary_mathematics	A)120 pounds	A
What steps illustrate his solution to the equation 6a = 72?	['Add 6 to the total', 'Divide the total by 6', 'Add 6 to the total', 'Subtract 6 from all sides']	B	elementary_mathematics	B) Divide the total by 6	B
The first Wu has 30 balls. Nine of the balls are white. The rest of the balls have the same number of green balls. How many green balls does the first Wu have?	['7', '10', '21 years', '39']	A	elementary_mathematics	B)21	B
The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write a calculation for the temperature at 6 P.M.	['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']	D	elementary_mathematics	D) t − 11 = 84; 95°F	D
Theresa has 72 bags of seeds. She placed them in only 9 groups. What mathematical expression shows how she calculated the number of seeds that Theresa placed in each group?	['72 divided by 9 = 8', '72  9 = 63', '9 + 72 = 81', '9 divided by 72 = 0.125']	A	elementary_mathematics	A)72 divided by 9 = 8	A
Rob sells one box of apples for 5 days. How many boxes of apples does he sell each month?	['2 boxes', '4 boxes', 'Box 5', '6 boxes']	D	elementary_mathematics	B)4 boxes	B
Which of the following is the smallest number that can be divided by 4 and 10?	['14 years', '20 years', '40', '60 years']	B	elementary_mathematics	B)20 years	B
Find 4 to the 7th plus 2 to the 7th.	['6 out of 14', '8 out of 49', '14 out of 28', '6 out of 7']	D	elementary_mathematics	D) 6 out of 7	D
How much time is in ten millennia?	['5 and 6', '10', 'The 15th', '20 years']	B	elementary_mathematics	A) 5 and 6	A
There are 31 days in the month of August. Michelle gave herself 45 times the number of days in the month. She used the following formula to find out how many times the number of days in the month of August was: 31 x 5. How many days did Michelle have in the month of August?	['A hundred and twenty-five', '279 birds of prey', '1,395 birds of prey', '1,406 square feet']	C	elementary_mathematics	A) A hundred and twenty-five	A
The sum of two positive integers is equal to 60 times the sum of two positive integers. Each positive integer is less than or equal to 12. The largest positive integer between the two is 2. What is the sum of the two positive integers?	['6 and 10', '5 and 12', '10 and 12', '12 and 15']	C	elementary_mathematics	B)5 and 12	B
Find the solution to −2(x − 3) for x = 2.	['Minus four', '-2 is', '10', '2nd']	D	elementary_mathematics	A) Minus four	A
A four-ounce apple contains 230 units of energy, and a six-ounce apple contains how many units of energy?	['232 years old', '236', 'three hundred and forty five', '460 years']	C	elementary_mathematics	B) 236	B
Consider 711 + 497. What is the sum of the numbers?	['50 and 400', '450 and 700', '750 and 1,000', '1,050 and 1,300']	D	elementary_mathematics	C)750 and 1	C
Mr. Kolberg owns a flower shop. At the beginning of the day, he had 152 flowers. Mr. Kohlberg had 96 tons of flowers and wanted to put the rest of the flowers in 8 clusters. How would the flowers fit into each cluster?	['7', '12 years', '48', '56 years']	A	elementary_mathematics	A)7	A
Consider 32 x 68. What is the equation?	['18 and 28', '180 and 280', '1,800 and 2,800', '18,000 and 28,000']	C	elementary_mathematics	C) 1	C
Write the prime factorization for 77.	['7 • 11 to the 2nd • 13', '7 squared • 11', '7 to 13', '7 to 11']	D	elementary_mathematics	A) 7 • 11	A
How much do 4 handbills and 3 booklets cost? $2.99 for each handbill and $6.99 for each booklet at the Old Town newsstand.	['$20.93', '$28.93', '$32.93', '$48.93']	C	elementary_mathematics	B)$28.93	B
You can use the following example to add the same number to get a new number: 20, 40, 60, 80, ......... What is the eighth number in this example?	['160 people', '240 people', '320 people', '640 years']	A	elementary_mathematics	B)240 people	B
Write 7 divided by 33 as a multiple of ten.	['0.021 edition', '0.21 number of pages', '0.22 number of pages', '0.2121']	B	elementary_mathematics	A)0.021 edition	A
The Westview school is buying basketball shoes. Each pair costs $46. The school will purchase 12 shoes. What type of calculator is used to calculate the total cost of the shoes?	['(40 × 10) + (6 × 2) is equal to 400 + 12', '(40 × 6) + (10 × 2) is equal to 240 + 20', '(40 × 12) + (6 × 12) = 480 + 72', '(40 × 12) + (60 × 12) is equal to 480 + 720']	C	elementary_mathematics	C)(40 × 12) + (6 × 12) = 480 + 72	C
Manuel has already bought a ship for $64,000. If it is written in numerical terms, how much money has Manuel already spent on the ship?	['$649', '$6,049', '$6,409', '$6,490']	B	elementary_mathematics	A)$64,000	A
Yesterday, Micah ate a number of strawberries that could be divided by two. He also ate an apple that could not be divided by two. Which group represents the strawberries, S and A, that Micah ate?	['The SSSSS; AAA', 'SSSSS; and AAAA', 'How can we be sure of this?', 'What is the meaning of the name?']	D	elementary_mathematics	B) SSSSS; and AAAA	B
The cost of a soul food is $47/lp. What is the cost of a 6-lb bag?	['$2.82', '$2.97', '$6.47', '$12.77']	A	elementary_mathematics	A) $282	A
Letters 60 by 72 on the crossroads	['4 over 6', '10 over 12', '15 over 17', '5 over 6']	D	elementary_mathematics	D)5 over 6	D
Write a comparison of 2 cups and 3 cups in half in the shortest possible way	['3 over 2', '2 out of 3', '2 out of 12', '1 out of 6']	D	elementary_mathematics	A)3 over 2	A
The Mills Library has 1,007,199 volumes. The Springvale Library has 907,082 volumes. Which of the following is a better estimate of the number of volumes held by the Mills Library than the Springvale Library?	['Books of books', '80,000 books', '10,000 books', '8,000 books']	A	elementary_mathematics	C) 1,000,000 books	C
Pat throws the basketball 25 times in 30 minutes. In each round, Pat throws the ball 150 times.	['120 years', '125 years', 'The 144th', '145 years old']	B	elementary_mathematics	B)125 years	B
Use the arithmetic sequence to find the sum of: −9 + (−8).	['-17 years', '1 and 2', '-1 is equal to -1', '17th']	A	elementary_mathematics	A) -17	A
What is the y-intercept in this quadratic equation: y/4 = 8?	['2nd', '4 and 5.', '12 years', '32 years']	D	elementary_mathematics	A) 2nd	A
4 out of 5 is the negative half.	['28 divided by 5', '4 out of 5', '24 out of 5', '20 divided by 5']	C	elementary_mathematics	A) 28 divided by 5	A
There is a solid object on the moon, m, just as there is a solid object on the earth. What is the distance between a solid object on the moon and a solid object on the earth?	['m = 1/6 + e', 'm = e/6', 'm = 6 + e', 'm = 6e']	B	elementary_mathematics	D)m = 6e	D
8 + 8 divided by 2 + 2 =	['4 and 5.', '8', '10', '14 years']	D	elementary_mathematics	C)10	C
What is the equation of y so that y + 2.9 = 11 is true?	['8.1, and 8.2.', '8.9', '9.1', '13.9 years']	A	elementary_mathematics	A) 8.1	A
What is the angle of incidence at 40°?	['50°', '130°', '140°', '220°']	C	elementary_mathematics	A) 50°	A
Kerri traveled the same distance in four cycles. Her time was 18.04 minutes, 21.39 minutes, 12.99 minutes, and 14.14 minutes. If she walked alone for less than one tenth of a minute, what is the average time in Kerri's four cycles?	['The number of eyes 66.6', 'Eyesight 66.5', 'Chapter 66', 'The number of eyes 65.5']	B	elementary_mathematics	B)Eyesight 66.5	B
The answer to 3 times 4 times x is 24.	['18 years', '32 years', '72', '96']	B	elementary_mathematics	C)72	C
The exact number: 110 + 70	['18 years', 'Eighty one', '180 years', '810 years']	C	elementary_mathematics	C)180 years	C
A library has 15 birds and 60 frogs. What comparison can be made between the number of birds and the number of frogs in the library?	['1:04', '1:05 of the morning', '4:01', '4:05 What is it?']	A	elementary_mathematics	A)1:04	A
What is the largest number that can go into 36 and 90?	['6th', '18 years', '36', '180 years']	B	elementary_mathematics	B)18 years	B
Look up the number 6 • 24 ÷ (8 − 5).	['48', '13', '- 13', '54 years']	A	elementary_mathematics	A)48	A
What is the largest number that can add up to 42 and 84?	['7', '21 years', '42 years', '84 years old']	C	elementary_mathematics	C)42 years	C
Ms. Gutierrez will give each of her class of 32 students a five-foot-eight-inch stick. Ms. Gutierrez will need a stick for the class.	['toe106 fingers and toes 8', 'foot154 fingers 8 toes', 'feet 160 feet 8 inches', 'foot 181 fingers 4 toes']	D	elementary_mathematics	C)feet 160 feet 8 inches	C
In August, a grocery store sold 934 francs worth $6 apiece, including taxes.	['$5,434', '$5,484', '$5,604', '$5,684']	C	elementary_mathematics	B) 434	B
In the equations of a circle, what are the equations for an angle equal to 1/360 of a circle?	['1 and 2', '90 days', '180 years', '360']	A	elementary_mathematics	D)360	D
Find the number that makes the statement true: 26.1 mm = _ dm	['0.261', '261 years', '2.61', '2,610']	A	elementary_mathematics	A)0.261	A
What is the measure of a man's wealth? Three measures of a man's wealth? Two measures of a man's wealth?	['2nd', '3.6', '22.5 years', '63 years']	C	elementary_mathematics	C)22.5 years	C
What exactly is happening in the developing world is that their economies are going up rather than down	['money', 'A well-organized transport system', 'Government activities', 'Bank support']	B	high_school_geography	A) money	A
The only thing that helps people grow as they get older is their feet.	['Growing muscles is useless', 'Growth toward the heavens', 'The line between modesty and narcissism', 'The influence of society']	D	high_school_geography	B)Growth toward the heavens	B
There is a possibility that travel will decrease due to long distance travel	['What does it mean?', 'Attraction factor', 'Distance pollution', 'Racial discrimination']	C	high_school_geography	C) Distance pollution	C
Where's the homeless shelter, the tribal shelter, and all that nonsense about the women of the Burgess passing the bar exam for citizenship?	['First things first', 'The second', 'For the third time', 'The Fourth']	A	high_school_geography	A)First things first	A
Which of the following statements is true about women in the workplace?	"['Many women work in agriculture', 'The percentage of women spending money on work is falling all over the world', ""Women's share of the labor force is as low as the average"", 'Children work more hours a day than men in all regions except the United States and Australia']"	D	high_school_geography	A) Many women work in agriculture	A
All of the following can be considered to be a cause of the disorder	['Protecting Yourself', 'Good exposure to the sun', 'A good school', 'Many human beings are in the same place']	D	high_school_geography	D)Many human beings are in the same place	D
Which of the following countries does not have a recognized border that is no longer in use?	['Vietnam', 'United Kingdom', 'Germany', 'From Bolivia']	D	high_school_geography	B) United Kingdom	B
Which of the following events are attended by foreign farmers throughout the year?	['Lack of regularity', 'The Movement of the Group', 'Facing Life', 'Migration of peoples']	C	high_school_geography	D) Migration of peoples	D
Which of the following is the central authority in a country?	['Religious differences', 'National holiday', 'Nation will rise against nation', 'A government official with a human face']	A	high_school_geography	D) A government official with a human face	D
The first settlements and human populations that grew up on the shores of seas and rivers could have existed because of which of the following?	['The center of the universe', 'The shallow forest canopy', 'The roots of pessimism', 'Permission to trade']	D	high_school_geography	A)The center of the universe	A
the first part of the social transformation refers to	['As many times as people are born in a year in heaven, and as many times as people die in a year, they change.', 'Life expectancy is decreasing and death rates are increasing.', 'How many people are born in a certain age on Earth and how many people die in a certain age on Earth', 'How many times are people born in a certain age in heaven and how many times do people die in a certain age on earth?']	A	high_school_geography	C)they change.	C
What are the population statistics that speak of a birth rate where a population will have a large number of children to replace its parents and a four-fold increase in mortality?	['Average number of births in a given year', 'The standard of judgment', 'How many people die at a certain age', 'Average number of pregnancies in a given year']	B	high_school_geography	A) Average number of births in a given year	A
What is the fastest growing religion in America today?	['Gods of Islam', 'Christianity and Christianity', 'Hinduism', 'Buddhism']	A	high_school_geography	A) Gods of Islam	A
What about the poor who don't get help from the big cities?	['Where did it go?', 'the mouth of something', 'Pathways', 'A distant land']	D	high_school_geography	D)A distant land	D
What is the official definition of a big city?	['Central city and developed areas', 'City centre and surrounding areas', 'The city that is in the midst, and the wilderness that is round about her,', 'and the city that is in the midst, and the villages that are round about it:']	B	high_school_geography	A) Central city and developed areas	A
Which of the following services did the light come on?	['Buddhism', 'Christianity and Christianity', 'Gods of Islam', 'Hinduism']	D	high_school_geography	B) Christianity and Christianity	B
Which of the following is not a characteristic of a secular city?	"['Cities around the world have many international corporate headquarters', ""The world's cities and the world's second-tier cities are deeply embedded in rock"", 'Cities around the world host a large number of international events', ""You will see the world's cities to the north and east""]"	D	high_school_geography	B)The world's cities and the world's second-tier cities are deeply embedded in rock	B
What transportation system brought the city to its monkey-shaped size?	"[""A map of the world's cities"", 'Intercity highway connecting cities', 'A circle around a city', 'Ships and ferries leaving the CBD']"	D	high_school_geography	B)Intercity highway connecting cities	B
Which of the following US cities would you consider a neighborhood?	['Shelter for the poor', 'Small towns', 'CBDs', 'Women who are transitioning']	B	high_school_geography	A) Shelter for the poor	A
A right-to-left world map and a top-to-bottom world map where there is a space is an infinite set	['The atomic mass of the region', 'Active district', 'specific location', 'a place next to another place']	C	high_school_geography	C) specific location	C
An independent union consisting of three or more states that are not subject to any restrictions on their independence	['national pride', 'Power from a great man to a small man', 'united nations', 'Assistants']	C	high_school_geography	C) united nations	C
The most important thing that Thomas Malthus failed to mention was his philosophy of humanity.	"['The crowd was amazed at the way he treated them.', 'Every organism has the ability to grow larger than it needs to grow in a given period of time', 'War and poverty prevent the birth of newborns', ""Technology that harnesses the earth's storage capacity""]"	D	high_school_geography	D)Technology that harnesses the earth's storage capacity	D
Which of these two religions does not go around the world?	['Islam and Judaism', 'Judaism and Buddhism', 'Hinduism and Buddhism', 'Christianity and Buddhism']	D	high_school_geography	B) Judaism and Buddhism	B
Which city shows that the cost of housing for its inhabitants grows from the center of the city to its suburbs before those who don't have money or housing move further away?	['List of districts of Kankotwa', 'Example of a central location', 'Examples of city women', 'Take an example']	D	high_school_geography	B) Example of a central location	B
If a nation combines its religion with its religion, what will it be called?	['The rule of the Ottomans', 'Theocracy', 'Let me give you some examples.', 'One-party state']	B	high_school_geography	B)Theocracy	B
What is the largest religion in Europe?	['Christianity and Christianity', 'Gods of Islam', 'Hinduism', 'Creation and worship']	A	high_school_geography	A) Christianity	A
What organization organized the first successful settlement in the Americas?	['French', 'English (English, Scotch and Irish, Welsh and Scottish)', 'Russians', 'Chinese']	B	high_school_geography	B) English	B
Social class, or age or gender composition, indicates all of the following statements about a country's population.	"['Future cash needs of the masses', 'The effect of ""multiple births"" on population', 'The effects of war are widespread', 'An ambitious translation for the people of the country']"	B	high_school_geography	A) Future cash needs of the masses	A
To what extent is the Rhine a river?	['Accounts of the branch', 'What is man made?', 'In the natural world', 'The oldest']	C	high_school_geography	C)In the natural world	C
What economic activity does he associate with earth?	['First things first', 'The second', 'For the third time', 'The Fourth']	A	high_school_geography	D)The Fourth	D
Many foreign workers who have not yet arrived in your country are working for us in what fields?	['First things first', 'The second', 'The third step', 'The Fourth']	A	high_school_geography	D) The Fourth	D
All of the following are activities that have no foundation in the city of GYE	['A firefighter in the city', 'A person who works in human relations', 'A person who destroys things', 'A worker in a textile factory']	D	high_school_geography	C) A person who destroys things	C
Non-governmental organizations conduct their activities	['You are a very valuable resource', 'Performing mathematics and research while benefiting the economy', 'Based on comparative merits', 'Taxation in LDCs']	C	high_school_geography	C) Based on comparative merits	C
What is this that they do not understand concerning the way of the land from the mouths of the rivers?	['A deep appreciation for the spacing of words', 'There is a land with a little bit of sand', 'Construction of waterwheel tires', 'the curse of the abyss and the destruction of the earth by the waters,']	D	high_school_geography	D) the curse of the abyss and the destruction of the earth by the waters	D
Which of the following is not necessarily the source of the energy required for the production of electricity?	['United States', 'Japan', 'France', 'United Kingdom']	B	high_school_geography	A) United States	A
One consequence of the north-south relationship between the Alpine mountains and the northern plains of eastern and central Europe is that	"[""Europe's major seaplane stations are located in coastal regions"", 'Opening up the southern and northern borders of Europe', 'Let the sea port come to the end of Germany and Poland', ""It prevents human growth in areas of the Earth's mantle""]"	C	high_school_geography	B) Opening up the southern and northern borders of Europe	B
Where are the most famous Hindu temples?	['Calcutta is the capital of India.', 'The city of Bombay.', 'From Cambodia.', 'It is Bali.']	C	high_school_geography	C)From Cambodia.	C
What is it that unites and strengthens a nation?	"['Disagreement', 'From the inside to the outside', 'From the outside to the inside', ""Don't judge someone's culture by your culture""]"	C	high_school_geography	C) From the outside to the inside	C
Which of the following statements best describes the use of the S-curve?	['Mathematical equations describing the Bantu migration', 'A tree trunk that represents the greatness of mankind from the time he came to earth', 'A mathematical model showing how one city compares to another due to population growth', 'Examples of declining population growth in many countries outside of the labor force']	D	high_school_geography	C)A mathematical model showing how one city compares to another due to population growth	C
Which of the following does not constitute a public nuisance?	['International community', 'The EU', 'The World Trade Center', 'The right way']	D	high_school_geography	D) The right way	D
National sports teams, flags, national anthems, and national holidays contribute to this	['national pride', 'Adherence to a group', 'Responsibility for national security', 'Employment disputes']	A	high_school_geography	A) national pride	A
How do refugees learn the new vocabulary, language, and culture of their new city?	['Cultural influence', 'Learning about nationality', 'a change of habits is like a change of clothes', 'Cross-cultural exchange']	B	high_school_geography	D) Cross-cultural exchange	D
Which of the following can indicate the true direction of the earth, the true direction, the true direction, and the true direction?	"[""Mercator's work"", 'worldly guidance', 'Translation by Cone', 'Translation from the center of a circle']"	B	high_school_geography	B) worldly guidance	B
Which of the following could be considered to be a function at the center of a point in space that is very high?	['Winn-Dixie farmers market', 'Mercedes-Benz dealership and showroom', 'Shoe shop', 'Family physician']	B	high_school_geography	D)Family physician	D
What geographer would have thought of a US suburb in the 1920s as a strip of land stretching from the center to the outskirts?	['Rostow', 'The Ravenstein', 'The Von Thünen', 'Burgess']	D	high_school_geography	D) Burgess	D
If we manage to get to school in the morning, our MOTHER will be our guide:	['Rand McNally world directory', 'worldly guidance', 'directions', 'mental guidance']	D	high_school_geography	C) directions	C
In this case, the instruction that executes the smallest instruction set is the instruction that has	['The World', 'From Atlanta, Georgia.', 'Main Street, small town, Ohio.', 'Pennsylvania, for example.']	A	high_school_geography	A) The World	A
When the light came, they dared to learn about the terrain and how to navigate it.	"['When the light is on', 'Land boundary', ""It's been a long time since I've been here."", 'Long-term effects']"	A	high_school_geography	A)When the light is on	A
Which of the following activities is not part of the foundation?	['Workers of the Ministry of Foreign Affairs', 'F-10 aircraft carrier', 'Workers carrying loads of cotton', 'The harbormaster']	D	high_school_geography	A) Workers of the Ministry of Foreign Affairs	A
Which of the following regions has the largest market share among the four sub-regions?	['Rejected by the Swiss', 'The Amazon basin', 'Far North Africa', 'Alaska is frozen in the ground']	B	high_school_geography	B) The Amazon basin	B
What if they are becoming increasingly alienated from all religions?	['News of the World', 'Idolatry', 'they are unclean from the outside', 'national pride']	A	high_school_geography	B) Idolatry	B
All regions accept this practice	"['Limitations', 'similarities', 'a place next to another place', ""don't get tired of explaining""]"	D	high_school_geography	B) similarities	B
Which of the following comparisons of the U.S. immigration system is incorrect?	['Life prior to 1870, German, English, ScottishIrish, African', '18701914 Asian people', '18701914 Western and Southern Europeans', 'Hispanic population in 1965']	B	high_school_geography	A) Life prior to 1870	A
