premise	hypothesis	label	opus	prompt	verbalized
The girl that can help me is all the way across town.	The girl I need help from lives a ways away.	entailment	"[textblock(text='true.\n\nthe original statement, ""the girl that can help me is all the way across town,"" conveys the same meaning as ""the girl i need help from lives a ways away.""\n\nboth sentences indicate that the girl who can provide assistance is located at a considerable distance, specifically on the other side of town or a significant distance away.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'The girl that can help me is all the way across town.\nQuestion: The girl I need help from lives a ways away. True, False, or Neither?\nAnswer:'}]}]	entailment
The girl that can help me is all the way across town.	The girl who is going to help me is 5 miles away.	neutral	"[textblock(text='neither.\n\nthe original statement says ""the girl that can help me is all the way across town."" this doesn\'t specify the exact distance, only that she is ""all the way across town.""\n\nthe question states ""the girl who is going to help me is 5 miles away."" while this could be true, it\'s not necessarily true based on the information given in the original statement. ""all the way across town"" could be 5 miles, but it could also be a different distance.\n\ntherefore, there is not enough information to determine if the statement in the question is true or false, so the answer is ""neither.""', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'The girl that can help me is all the way across town.\nQuestion: The girl who is going to help me is 5 miles away. True, False, or Neither?\nAnswer:'}]}]	neutral
The girl that can help me is all the way across town.	There is no one who can help me.	contradiction	"[textblock(text='false. the statement ""the girl that can help me is all the way across town"" implies that there is someone who can help, but she is located far away across town. therefore, the statement ""there is no one who can help me"" is false based on the information provided in the original sentence.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'The girl that can help me is all the way across town.\nQuestion: There is no one who can help me. True, False, or Neither?\nAnswer:'}]}]	contradiction
But they were divided about like who were the field hands and who were the house kids, it was kind of--	They all agreed that they'd all work in the fields.	contradiction	[textblock(text='based on the given statement, the answer is false. the statement indicates that they were divided about who were the field hands and who were the house kids, implying that they did not all agree to work in the fields together.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""But they were divided about like who were the field hands and who were the house kids, it was kind of--\nQuestion: They all agreed that they'd all work in the fields. True, False, or Neither?\nAnswer:""}]}]"	contradiction
But they were divided about like who were the field hands and who were the house kids, it was kind of--	They couldn't agree about who was a field hand and who belonged in the house.	entailment	"[textblock(text='neither.\n\nthe passage does not provide enough context to determine if there was disagreement about specifically who was a field hand versus a house worker. the phrase ""they were divided about like who were the field hands and who were the house kids"" suggests there was some kind of division or distinction between field workers and house workers, but it\'s unclear if they couldn\'t agree on the specific individuals in each group. more context would be needed to say definitively if the statement is true or false.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""But they were divided about like who were the field hands and who were the house kids, it was kind of--\nQuestion: They couldn't agree about who was a field hand and who belonged in the house. True, False, or Neither?\nAnswer:""}]}]"	contradiction
But they were divided about like who were the field hands and who were the house kids, it was kind of--	They couldn't agree who should work in the cotton field and who should mop the floors.	neutral	"[textblock(text='neither. the given statement does not provide enough context to determine if the disagreement was specifically about who should work in the cotton fields versus who should mop the floors inside the house. the phrase ""field hands"" suggests agricultural labor, while ""house kids"" implies domestic work, but more details would be needed to conclude they were debating those exact roles. the statement only indicates there was some division or disagreement about the different types of work assignments.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""But they were divided about like who were the field hands and who were the house kids, it was kind of--\nQuestion: They couldn't agree who should work in the cotton field and who should mop the floors. True, False, or Neither?\nAnswer:""}]}]"	neutral
I mean they only had, like, they had five children, one of them died.	All of their children survived.	contradiction	[textblock(text='false. according to the given information, the couple had five children, and one of them died. therefore, not all of their children survived.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'I mean they only had, like, they had five children, one of them died.\nQuestion: All of their children survived. True, False, or Neither?\nAnswer:'}]}]	contradiction
I mean they only had, like, they had five children, one of them died.	One child died out of the five.	entailment	"[textblock(text='true.\n\nthe given statement clearly mentions that out of the five children, one of them died. therefore, the question ""one child died out of the five"" can be answered as true based on the information provided in the statement.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'I mean they only had, like, they had five children, one of them died.\nQuestion: One child died out of the five. True, False, or Neither?\nAnswer:'}]}]	entailment
I mean they only had, like, they had five children, one of them died.	The child who died was born sickly.	neutral	"[textblock(text='neither. the given information does not mention anything about the health of the child who died, so we cannot determine whether the statement ""the child who died was born sickly"" is true or false based on the provided context.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'I mean they only had, like, they had five children, one of them died.\nQuestion: The child who died was born sickly. True, False, or Neither?\nAnswer:'}]}]	contradiction
She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.	As she told him to come up the porch she had tears in her eyes.	entailment	[textblock(text='neither.\n\nthe given text states that she had tears coming down from her eyes, and then separately mentions that she said joe came up on the porch. it does not say that she told joe to come up on the porch while she had tears in her eyes.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.\nQuestion: As she told him to come up the porch she had tears in her eyes. True, False, or Neither?\nAnswer:'}]}]	neutral
She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.	She quickly wiped away the tears after flinging Joe off the porch.	contradiction	[textblock(text='neither. the given information does not state that she wiped away her tears or that she flung joe off the porch. it only mentions that she had tears coming down from her eyes and that joe came up on the porch, without specifying what happened next.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.\nQuestion: She quickly wiped away the tears after flinging Joe off the porch. True, False, or Neither?\nAnswer:'}]}]	neutral
She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.	She was so happy to see Joe that she started to cry.	neutral	[textblock(text='neither.\n\nthe passage does not provide enough information to determine if the woman was crying tears of joy upon seeing joe. it simply states that she had tears coming down from her eyes, but does not specify the reason for her crying. she could have been crying due to sadness, fear, or other emotions. the arrival of joe on the porch is mentioned separately, without a clear connection to her emotional state.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.\nQuestion: She was so happy to see Joe that she started to cry. True, False, or Neither?\nAnswer:'}]}]	neutral
Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.	The radiation can be contained during a fire as well.	neutral	[textblock(text='neither.\n\nthe given statement is incomplete and does not provide enough context to determine whether the radiation can be contained during a fire. the speaker seems to be discussing a hypothetical scenario involving an aircraft fire and the potential for radiation leakage, but the statement is cut off and does not clearly express a complete thought.\n\nto properly answer the question of whether radiation can be contained during a fire, more information would be needed about the specific type of radiation, the containment materials and design, and the severity of the fire. different radioactive materials and containment systems have varying levels of resistance to heat and fire, so a general statement cannot be made without more context.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.\nQuestion: The radiation can be contained during a fire as well. True, False, or Neither?\nAnswer:'}]}]	neutral
Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.	The radiation would leak out from a lead component after the aircraft burned.	entailment	[textblock(text='neither. the given statement is incomplete and lacks context to determine whether it is true or false. it mentions an aircraft on fire and radiation leaking from a lead component, but does not provide enough information about the specific situation, the type of aircraft, or the nature of the lead component and radiation source to draw a clear conclusion. more details would be needed to assess the accuracy of the statement.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.\nQuestion: The radiation would leak out from a lead component after the aircraft burned. True, False, or Neither?\nAnswer:'}]}]	contradiction
Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.	The radiation would not leak out during a fire.	contradiction	"[textblock(text='neither.\n\nthe given statement is incomplete and does not provide enough context to determine whether the radiation would leak out during a fire or not. the statement mentions that even if an aircraft was on fire, it would burn and melt through a ""lead component,"" but it does not clarify what this lead component is or how it relates to preventing radiation leakage.\n\nwithout more information about the specific aircraft, the type of radiation source, and the design of the containment system, it is not possible to conclude whether the statement is true or false. the effectiveness of the containment system in preventing radiation leakage during a fire would depend on various factors, such as the materials used, the intensity of the fire, and the duration of exposure to high temperatures.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.\nQuestion: The radiation would not leak out during a fire. True, False, or Neither?\nAnswer:'}]}]	contradiction
This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The Chief is retired from the US Air Force.	entailment	"[textblock(text='true. the question states ""this is chief master sergeant clem francis, retired from the us air force."" therefore, based on the information provided, it is true that chief master sergeant clem francis is retired from the us air force.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.\nQuestion: The Chief is retired from the US Air Force. True, False, or Neither?\nAnswer:'}]}]	entailment
This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The Chief just recently retired a few weeks ago.	neutral	"[textblock(text='neither. the information provided does not specify when chief master sergeant clem francis retired from the us air force. the phrase ""recently retired a few weeks ago"" is part of the question, not a definitive statement about the chief\'s retirement timeline.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.\nQuestion: The Chief just recently retired a few weeks ago. True, False, or Neither?\nAnswer:'}]}]	neutral
This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The US Air Force Chief just started his career this week.	contradiction	[textblock(text='neither. the question does not provide enough information to determine if the statement is true or false. while the question mentions that i, chief master sergeant clem francis, am retired from the us air force, it does not specify when the current us air force chief started his career or who the current chief is.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.\nQuestion: The US Air Force Chief just started his career this week. True, False, or Neither?\nAnswer:'}]}]	contradiction
Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.	More than one aircraft arrive every week.	entailment	"[textblock(text='true.\n\nthe statement ""it got to where there\'s two or three aircraft arrive in a week"" indicates that more than one aircraft (specifically two or three) arrive every week.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.\nQuestion: More than one aircraft arrive every week. True, False, or Neither?\nAnswer:""}]}]"	entailment
Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.	The increased aircraft traffic is troublesome.	neutral	"[textblock(text='true. the statement ""well it got to where there\'s two or three aircraft arrive in a week and i didn\'t know where they\'re flying to"" suggests that the speaker is troubled by the increased aircraft traffic and the lack of information about the destinations of these aircraft.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.\nQuestion: The increased aircraft traffic is troublesome. True, False, or Neither?\nAnswer:""}]}]"	entailment
Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.	There are never any aircraft arriving.	contradiction	"[textblock(text='false. the statement ""well it got to where there\'s two or three aircraft arrive in a week"" indicates that aircraft are indeed arriving, contradicting the claim that there are never any aircraft arriving.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.\nQuestion: There are never any aircraft arriving. True, False, or Neither?\nAnswer:""}]}]"	contradiction
They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.	It takes up to three months to complete training on the use of a full pressure suit.	neutral	"[textblock(text='neither.\n\nthe given text does not provide enough information to determine if the statement ""it takes up to three months to complete training on the use of a full pressure suit"" is true or false. the text only mentions that ""they had already had their training in the full pressure suits"" and ""it taken me a while if you go into full pressure suits,"" but it does not specify the exact duration of the training. therefore, based on the limited information provided, the answer is neither true nor false.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.\nQuestion: It takes up to three months to complete training on the use of a full pressure suit. True, False, or Neither?\nAnswer:'}]}]	contradiction
They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.	Training to use a full pressure suit takes time.	entailment	"[textblock(text='true.\n\nthe given text states that ""it taken me a while if you go into full pressure suits."" this implies that training to use a full pressure suit is a time-consuming process. therefore, the statement ""training to use a full pressure suit takes time"" is true based on the information provided in the text.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.\nQuestion: Training to use a full pressure suit takes time. True, False, or Neither?\nAnswer:'}]}]	entailment
They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.	We could have you trained to use a full pressure suit by the end of the day.	contradiction	"[textblock(text='neither.\n\nthe given statement does not provide enough information to determine whether the person being addressed could be trained to use a full pressure suit by the end of the day. the statement only mentions that ""they"" (referring to some other group of people) had already received training in full pressure suits, and that it takes a while to get into these suits. however, there is no clear indication of how long the training process takes or if it could be completed within a single day for the person being spoken to.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.\nQuestion: We could have you trained to use a full pressure suit by the end of the day. True, False, or Neither?\nAnswer:'}]}]	neutral
I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.	The bomb had been deactivated by the pilot.	neutral	[textblock(text='neither.\n\nthe given statement does not provide any information about the bomb being deactivated by the pilot. it only states that there was no danger of the bomb exploding, regardless of the impact when hitting the ground. the reason for the bomb not being able to explode is not specified, so we cannot conclude whether the pilot deactivated it or if there was another reason for its inability to detonate.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.\nQuestion: The bomb had been deactivated by the pilot. True, False, or Neither?\nAnswer:""}]}]"	neutral
I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.	The bomb had no chance of exploding.	entailment	"[textblock(text='neither.\n\nthe given statement is ambiguous and lacks important context. it\'s unclear what type of bomb is being referred to, or why it would not explode upon impact. without more specific details about the bomb\'s detonation mechanism and the circumstances, it\'s impossible to definitively say whether the statement ""the bomb had no chance of exploding"" is objectively true or false based solely on the information provided.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.\nQuestion: The bomb had no chance of exploding. True, False, or Neither?\nAnswer:""}]}]"	contradiction
I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.	There was a great danger of the bomb exploding.	contradiction	"[textblock(text='false.\n\nthe statement clearly says ""there wasn\'t any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground."" this directly contradicts the question\'s statement that ""there was a great danger of the bomb exploding.""\n\ntherefore, based on the information provided, the correct answer is false - there was no danger of the bomb exploding according to the original statement.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.\nQuestion: There was a great danger of the bomb exploding. True, False, or Neither?\nAnswer:""}]}]"	contradiction
And how about it looks like exactly what I'm trying to do.	I'm not sure what this looks like to you.	contradiction	"[textblock(text='neither. you haven\'t provided any context or information about what you are trying to do or what ""it"" is referring to. without knowing the specifics of your task or goal, i cannot determine if something looks exactly like what you are attempting. more details would be needed for me to evaluate the statement as true or false.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""And how about it looks like exactly what I'm trying to do.\nQuestion: I'm not sure what this looks like to you. True, False, or Neither?\nAnswer:""}]}]"	contradiction
And how about it looks like exactly what I'm trying to do.	I'm trying to do this, obviously.	entailment	"[textblock(text='neither.\n\nthe statement ""and how about it looks like exactly what i\'m trying to do"" is vague and lacks context. without more information about what you are specifically trying to do, it\'s impossible to determine if the statement is true or false. the phrase ""and how about..."" also makes the sentence grammatically incorrect and unclear. therefore, based on the given information, the answer is neither true nor false.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""And how about it looks like exactly what I'm trying to do.\nQuestion: I'm trying to do this, obviously. True, False, or Neither?\nAnswer:""}]}]"	contradiction
And how about it looks like exactly what I'm trying to do.	I'm trying to finish my project in the next week.	neutral	"[textblock(text='neither. the given statement ""and how about it looks like exactly what i\'m trying to do"" does not provide enough information to determine whether the statement ""i\'m trying to finish my project in the next week"" is true or false. the first statement does not specify what the person is trying to do or any timeframe for completing a project.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""And how about it looks like exactly what I'm trying to do.\nQuestion: I'm trying to finish my project in the next week. True, False, or Neither?\nAnswer:""}]}]"	contradiction
