question	choices	answer	subject	command_r+	prompt	verbalized
Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?	['53', '63', '73', '83']	C	elementary_mathematics	C)73	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?
 A)53 B)63 C)73 D)83"	C
Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	B)5.7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.
 A)11.1 B)5.7 C)3.7 D)22.68"	B
Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.	['32', '3.2', '3.2', '320']	A	elementary_mathematics	D)320	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.
 A)32 B)3.2 C)3.2 D)320"	D
Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	D)45.6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property
 A)46.4 B)456 C)4.56 D)45.6"	D
Minduro yechinyorwa ichi 2,314 / 4?	['508', '508r2', '578', '578r2']	D	elementary_mathematics	578	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Minduro yechinyorwa ichi 2,314 / 4?
 A)508 B)508r2 C)578 D)578r2"	C
Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? 	['100-5d', '5d+ 100', '100/5d', '5d']	A	elementary_mathematics	C)100/5d	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? 
 A)100-5d B)5d+ 100 C)100/5d D)5d"	C
Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom	['4t', 't pamusoro pa4', 't − 4', 't + 4']	A	elementary_mathematics	D)t + 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom
 A)4t B)t pamusoro pa4 C)t − 4 D)t + 4"	D
Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	C)462	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?
 A)681 B)452 C)462 D)017"	C
123 / 8 inobuditsa chii?	['15 kuchisara 7', '15 kuchisara 3', '16 kuchisara 5 ', '16 kuchisara 1']	B	elementary_mathematics	D)16 kuchisara 1	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: 123 / 8 inobuditsa chii?
 A)15 kuchisara 7 B)15 kuchisara 3 C)16 kuchisara 5  D)16 kuchisara 1"	D
Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi	['17 pamusoro pa 2', '34 pamusoro pa 4', '17 pamusoro pa 4', '19 pamusoro pa 2']	A	elementary_mathematics	C)17 pamusoro pa 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi
 A)17 pamusoro pa 2 B)34 pamusoro pa 4 C)17 pamusoro pa 4 D)19 pamusoro pa 2"	C
ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	D)200	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo
 A)200 B)000 + 7 C)000 + 200 + 4 D)200"	D
Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?	['midziyo 220 ', 'midziyo 770 ', 'midziyo 4', 'midziyo 110']	D	elementary_mathematics	D)midziyo 110	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?
 A)midziyo 220  B)midziyo 770  C)midziyo 4 D)midziyo 110"	D
Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei	['mean inowedzera', 'mean inodzikisirwa', 'median inowedzera', 'median inodzikira']	A	elementary_mathematics	C)median inowedzera	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei
 A)mean inowedzera B)mean inodzikisirwa C)median inowedzera D)median inodzikira"	C
kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	C)7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?
 A)-7 B)5 C)7 D)27"	C
Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	p-3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p
 A)3-p B)p+3 C)3/p D)p-3"	D
Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti
 A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3"	C
Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?	['0', '3', '9', '12']	C	elementary_mathematics	B)3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?
 A)0 B)3 C)9 D)12"	B
Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	A)1850x	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?
 A)1850x B)2000 −150x C)150x D)2000 +150x"	A
Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	D)w < 3.3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.
 A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3"	D
Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?	['-6', '-5', '0', '5']	A	elementary_mathematics	C)0	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?
 A)-6 B)-5 C)0 D)5"	C
Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	B)110	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?
 A)156 B)110 C)94 D)48"	B
Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	B)17	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?
 A)15 B)17 C)15 D)19"	B
Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?	['magaba 3', '12 magaba', '36 magaba', '13 magaba']	B	elementary_mathematics	C)36 magaba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?
 A)magaba 3 B)12 magaba C)36 magaba D)13 magaba"	C
Ronga kubva muhuwandu hukuru zvichidzikira:3, 3 na 1 pamusoro  8,3.8,3.18.	['3.18, 3 na 1 pamusoro pa8, 3.8, 3', '3,3 na 1 pamusoro pa 8, 3.18, 3', '3.8 ,3 na 1 pamusoro pa8, 3.18, 3', '3.8, 3.18, 3 na 1 pamusoro pa8, 3']	D	elementary_mathematics	C)3.8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ronga kubva muhuwandu hukuru zvichidzikira:3, 3 na 1 pamusoro  8,3.8,3.18.
 A)3.18 B)3 na 1 pamusoro pa8 C)3.8 D)3"	C
Tsvaka 22 / 2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	B)11	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka 22 / 2 + 9.
 A)10 B)11 C)20 D)2"	B
Huwandu hwevanhu munerimwe guta i836,527. Huwandu hwevanhu vemuguta iri hurisei kana ukaswebedzwa pedyo zviuru gumi pakunyorwa.	['800,000', '830,000', '836,000', '840,000']	D	elementary_mathematics	830	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Huwandu hwevanhu munerimwe guta i836,527. Huwandu hwevanhu vemuguta iri hurisei kana ukaswebedzwa pedyo zviuru gumi pakunyorwa.
 A)800 B)000 C)830 D)000"	unknown
Tsvaka zvinobuda panoti  5 • (−9).	['14', '-4', '45', '-45']	D	elementary_mathematics	-45	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka zvinobuda panoti  5 • (−9).
 A)14 B)-4 C)45 D)-45"	B
Keiko apedza zuva achiverenga nekutarisa shiri ndokuverenga shiri 34 mangwanani kudarika masikati. Kana averenga shiri 76 dzose, ishiri ngani dzaaberenga masikati?	['21 shiri', '40 shiri', '42 shiri', '84 shiri']	A	elementary_mathematics	42 shiri	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Keiko apedza zuva achiverenga nekutarisa shiri ndokuverenga shiri 34 mangwanani kudarika masikati. Kana averenga shiri 76 dzose, ishiri ngani dzaaberenga masikati?
 A)21 shiri B)40 shiri C)42 shiri D)84 shiri"	C
Tsvaka zvakamirira 5 + 2 • 15 + (12 • 4)?	['78', '83', '131', '153']	B	elementary_mathematics	D)153	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tsvaka zvakamirira 5 + 2 • 15 + (12 • 4)?
 A)78 B)83 C)131 D)153"	D
Ndeapi mamiriro ezvinhu anogona kumiririrwa ne chidimbu 20/8?	['Leslie akashandisa $20 ne 8 senzi pachitoro. Mari yakashandiswa na Leslie muchitoro inonyorwa sei muchidimbu?', 'Vazukuru 8 vava Kramer vakagovana makireka 20 zvakainzana. Muzukuru mumwe nemumwe akawana makireka mangani?', 'Mitch akatenga magaba emaruva 20 pachitoro chezvirimwa. Gaba rimwe nerimwe raive ne maruva 8. Mitch akatenga maruruva mangani?', 'Zvitambi zhinotengeswa mutubhuku twezvitambi 20. Donna anoshandisa zvitambi 8 kutumira tsanba dzekukoka vanhu kumutambo. Donna akashsndisa tumabhuku twezvitambi tungani kukoka vanhu?']	B	elementary_mathematics	B)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ndeapi mamiriro ezvinhu anogona kumiririrwa ne chidimbu 20/8?
 A)Leslie akashandisa $20 ne 8 senzi pachitoro. Mari yakashandiswa na Leslie muchitoro inonyorwa sei muchidimbu? B)Vazukuru 8 vava Kramer vakagovana makireka 20 zvakainzana. Muzukuru mumwe nemumwe akawana makireka mangani? C)Mitch akatenga magaba emaruva 20 pachitoro chezvirimwa. Gaba rimwe nerimwe raive ne maruva 8. Mitch akatenga maruruva mangani? D)Zvitambi zhinotengeswa mutubhuku twezvitambi 20. Donna anoshandisa zvitambi 8 kutumira tsanba dzekukoka vanhu kumutambo. Donna akashsndisa tumabhuku twezvitambi tungani kukoka vanhu?"	B
