question	choices	answer	subject	command_r+	prompt	verbalized
Ìsáré ọkàn Trish nípò ìsinmi jẹ́ lílù 50 ní ìṣẹ́jú kan. Fún gbogbo ìṣẹ́jú tí ó bá ṣe eré ìdárayá, dídún ọkàn rẹ̀ máa ń lékún sí lílù 5 ní ìṣẹ́jú kan. Ìgbà mélòó ni yóò gbà á láti dé dídún ọkàn 120 lílù ní ìṣẹ́jú kan? 	['ìṣẹ́jú 5', 'ìṣẹ́jú 14', 'ìṣẹ́jú 34', 'ìṣẹ́jú 70']	B	elementary_mathematics	ìṣẹ́jú 14	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ìsáré ọkàn Trish nípò ìsinmi jẹ́ lílù 50 ní ìṣẹ́jú kan. Fún gbogbo ìṣẹ́jú tí ó bá ṣe eré ìdárayá, dídún ọkàn rẹ̀ máa ń lékún sí lílù 5 ní ìṣẹ́jú kan. Ìgbà mélòó ni yóò gbà á láti dé dídún ọkàn 120 lílù ní ìṣẹ́jú kan? 
 A)ìṣẹ́jú 5 B)ìṣẹ́jú 14 C)ìṣẹ́jú 34 D)ìṣẹ́jú 70"	B
Wá ààrin-gbùngbùn nínú àtòjọ dátà 23,13,18, 29, 32, 25.	['18', '24', '25', '29']	B	elementary_mathematics	B)24	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wá ààrin-gbùngbùn nínú àtòjọ dátà 23,13,18, 29, 32, 25.
 A)18 B)24 C)25 D)29"	B
Jack ka ápù 60 lára ogi ápù kan. Ó lo 12 nínú ẹ̀ láti ṣe ápù-díndín. Ó pín àwọn ápù tó kù lọ́gbọọgba sínú apẹ̀rẹ̀ ìfúnilẹ́bùn 6. Ìdọ́ga wo ni ó ṣe é lò láti mọ iye ápù, a, tí Jack pín sínú àpẹ̀rẹ̀ ìfúnilẹ́bùn kọ̀ọ̀kan? 	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	A	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jack ka ápù 60 lára ogi ápù kan. Ó lo 12 nínú ẹ̀ láti ṣe ápù-díndín. Ó pín àwọn ápù tó kù lọ́gbọọgba sínú apẹ̀rẹ̀ ìfúnilẹ́bùn 6. Ìdọ́ga wo ni ó ṣe é lò láti mọ iye ápù, a, tí Jack pín sínú àpẹ̀rẹ̀ ìfúnilẹ́bùn kọ̀ọ̀kan? 
 A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a"	A
Máàpù kan báyìí lo ìwọn ínṣì 1 jẹ́ máìlì 25. Iye máìlì mélòó ni ínṣì 5 dúró fún lórí máàpù yìí? 	['5', '25', '50', '125']	D	elementary_mathematics	D)125	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Máàpù kan báyìí lo ìwọn ínṣì 1 jẹ́ máìlì 25. Iye máìlì mélòó ni ínṣì 5 dúró fún lórí máàpù yìí? 
 A)5 B)25 C)50 D)125"	D
Sọ (2 + 5)^2 − 42 di kékeré.	['7', '16', '30', '33']	A	elementary_mathematics	B)16	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sọ (2 + 5)^2 − 42 di kékeré.
 A)7 B)16 C)30 D)33"	B
Wá iyì 4 ÷ 2 • 2 + 8 − 4.	['-12', '12', '8', '16']	C	elementary_mathematics	C)8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wá iyì 4 ÷ 2 • 2 + 8 − 4.
 A)-12 B)12 C)8 D)16"	C
Olùkọ́ni kan pajú iye àwọn eléré orí ọ̀dàn níbi ìpàdé orí ọ̀dàn sí 10 tí ó súnmọ́ jùlọ. Nọ́mbà tí wọ́n pajú àwọn eléré orí ọ̀dàn dé sí jẹ́ 400. Nọ́mbà wo ló ṣe é ṣe kó jẹ́ iye àwọn eléré orí ọ̀dàn pàtó tí wọ́n wà níbí ìpàdé orí ọ̀dàn náà?	['382', '397', '406', '447']	B	elementary_mathematics	B)397	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Olùkọ́ni kan pajú iye àwọn eléré orí ọ̀dàn níbi ìpàdé orí ọ̀dàn sí 10 tí ó súnmọ́ jùlọ. Nọ́mbà tí wọ́n pajú àwọn eléré orí ọ̀dàn dé sí jẹ́ 400. Nọ́mbà wo ló ṣe é ṣe kó jẹ́ iye àwọn eléré orí ọ̀dàn pàtó tí wọ́n wà níbí ìpàdé orí ọ̀dàn náà?
 A)382 B)397 C)406 D)447"	B
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	A) -7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: −4 +  ( −3 )=
 A)-7 B)-1 C)1 D)7"	A
Mark ní àkójọpọ̀ òntẹ̀. Ó ní òntẹ 22 láti Japan, 34 láti Canada, àti 17 láti Mexico. Mélòó ni gbogbo òntẹ̀ tí ó ní lápapọ̀? 	['53', '63', '73', '83']	C	elementary_mathematics	C)73	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mark ní àkójọpọ̀ òntẹ̀. Ó ní òntẹ 22 láti Japan, 34 láti Canada, àti 17 láti Mexico. Mélòó ni gbogbo òntẹ̀ tí ó ní lápapọ̀? 
 A)53 B)63 C)73 D)83"	C
Wá ọ̀nà àbáyọ fún ìdọ́gba x + 2.7 = 8.4 látara nọ́mbà tí wọ́n pèsè. 	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	C)3.7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wá ọ̀nà àbáyọ fún ìdọ́gba x + 2.7 = 8.4 látara nọ́mbà tí wọ́n pèsè. 
 A)11.1 B)5.7 C)3.7 D)22.68"	C
Wá nọ́mbà tí yóò sọ sọ gbólóhùn náà di tòótọ́: 0.32 g = _ cg.	['32', '3.2', '3,200', '320']	A	elementary_mathematics	C)3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wá nọ́mbà tí yóò sọ sọ gbólóhùn náà di tòótọ́: 0.32 g = _ cg.
 A)32 B)3.2 C)3 D)200"	C
wá àbájáde 5.7(8) pẹ̀lú ọpọlọ pẹ̀lú lílo Àwòmọ́ Àpínká.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	45.6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: wá àbájáde 5.7(8) pẹ̀lú ọpọlọ pẹ̀lú lílo Àwòmọ́ Àpínká.
 A)46.4 B)456 C)4.56 D)45.6"	D
Kínni òpó iye fún ònka 2,324 / 4?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	B)508 r2	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kínni òpó iye fún ònka 2,324 / 4?
 A)508 B)508 r2 C)578 D)578 r2"	B
Rosa ní àfojúsùn sísá àpapọ̀ máìlì 100 ní oṣù yìí. Ní ọjọ́ kọ̀ọ̀kan tí ó bá sáré, ó máa ń sá máìlì 5. Gbólóhùn wo ni Rosa lè lò láti mọ iye máìlì tí ó kù fun láti sá lẹ́yìn tí ó ti sáré fún ọjọ́ d?	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	A)100 — 5d	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rosa ní àfojúsùn sísá àpapọ̀ máìlì 100 ní oṣù yìí. Ní ọjọ́ kọ̀ọ̀kan tí ó bá sáré, ó máa ń sá máìlì 5. Gbólóhùn wo ni Rosa lè lò láti mọ iye máìlì tí ó kù fun láti sá lẹ́yìn tí ó ti sáré fún ọjọ́ d?
 A)100 — 5d B)5d+ 100 C)100 / 5d D)5d"	A
Tọ́ka sí gbolohun ọ̀jíbrà tí ó ṣe déédé pẹ̀lú àpólà ọ̀rọ̀: ìlọ́po mẹ́rin iye agolo tí Tom gbà.	['4t', 't lórí 4', 't − 4', 't + 4']	A	elementary_mathematics	D)t + 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tọ́ka sí gbolohun ọ̀jíbrà tí ó ṣe déédé pẹ̀lú àpólà ọ̀rọ̀: ìlọ́po mẹ́rin iye agolo tí Tom gbà.
 A)4t B)t lórí 4 C)t − 4 D)t + 4"	D
Andrew kọ nọ́mbà 186,425 sórí pátákó. Nọ́mbà wo ni iyì díjítì 6 ti jẹ́ dèèdé ìlọ́po mẹ́wà iyì díjítì 6 nínú nọ́mbà tí Andrew kọ? 	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	C)462	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andrew kọ nọ́mbà 186,425 sórí pátákó. Nọ́mbà wo ni iyì díjítì 6 ti jẹ́ dèèdé ìlọ́po mẹ́wà iyì díjítì 6 nínú nọ́mbà tí Andrew kọ? 
 A)681 B)452 C)462 D)017"	C
Kínni 123 / 8? 	['15 ṣẹ́ku 7', '15 ṣẹ́kù 3', '16 ṣẹ́ku 5', '16 ṣẹ́ku 1']	B	elementary_mathematics	15 ṣẹ́ku 7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kínni 123 / 8? 
 A)15 ṣẹ́ku 7 B)15 ṣẹ́kù 3 C)16 ṣẹ́ku 5 D)16 ṣẹ́ku 1"	A
Kọ 8 àti 2 lórí 4 gẹ́gẹ́ bíi ìdá aláìdọ́gba ní ìrísí tó rọrùn jùlọ.	['17 lórí 2', '34 lórí 4', '17 lórí 4', '19 lórí 2']	A	elementary_mathematics	17 lórí 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kọ 8 àti 2 lórí 4 gẹ́gẹ́ bíi ìdá aláìdọ́gba ní ìrísí tó rọrùn jùlọ.
 A)17 lórí 2 B)34 lórí 4 C)17 lórí 4 D)19 lórí 2"	C
Nọ́mbà wo ló ṣe é lò láti 270,240 tí wọ́n kọ ní ìrísí ìfẹ̀lójú hàn? 	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	D)200	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nọ́mbà wo ló ṣe é lò láti 270,240 tí wọ́n kọ ní ìrísí ìfẹ̀lójú hàn? 
 A)200 B)000 + 7 C)000 + 200 + 4 D)200"	D
Òṣìṣẹ́ kan tí ó wà lórí ìlà àtòpọ̀ lo wákàtí 7 láti pèsè àwọn ẹ̀ya 22. Ní iye yẹn, iye ẹ̀ya mélòó ni ó lè pèsè ní wákàtí 35?	['àwọn ẹ̀yà 220', 'àwọn ẹ̀yà 770', 'àwọn ẹ̀yà 4', 'àwọn ẹ̀yà 110']	D	elementary_mathematics	àwọn ẹ̀yà 220	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Òṣìṣẹ́ kan tí ó wà lórí ìlà àtòpọ̀ lo wákàtí 7 láti pèsè àwọn ẹ̀ya 22. Ní iye yẹn, iye ẹ̀ya mélòó ni ó lè pèsè ní wákàtí 35?
 A)àwọn ẹ̀yà 220 B)àwọn ẹ̀yà 770 C)àwọn ẹ̀yà 4 D)àwọn ẹ̀yà 110"	A
Abe wá òdiwọ̀n àti agbede-méjì àtò àwọn nọ́mbà yìí. 1, 3, 3 tí wọ́n bá ṣe àfikún nọmba 6 sí àtò náà, ìyẹn ni pé 	['òdiwọ̀n náà máa lékún. ', 'òdiwọ̀n náà máa dínkù.', 'agbede-méjì náà máa lékún.', 'agbede-méjì náà máa dínkù.']	A	elementary_mathematics	D	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Abe wá òdiwọ̀n àti agbede-méjì àtò àwọn nọ́mbà yìí. 1, 3, 3 tí wọ́n bá ṣe àfikún nọmba 6 sí àtò náà, ìyẹn ni pé 
 A)òdiwọ̀n náà máa lékún.  B)òdiwọ̀n náà máa dínkù. C)agbede-méjì náà máa lékún. D)agbede-méjì náà máa dínkù."	D
Nígbà tí n = 11, kínni iyì 10 – (n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	C)7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nígbà tí n = 11, kínni iyì 10 – (n + 6)?
 A)-7 B)5 C)7 D)27"	C
Gbólóhùn wo ló dúró fún àpólà ọ̀rọ̀ tó wà nísàlẹ̀ yìí? 3 kéré ju nọ́mbà kan lọ, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	D)p-3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gbólóhùn wo ló dúró fún àpólà ọ̀rọ̀ tó wà nísàlẹ̀ yìí? 3 kéré ju nọ́mbà kan lọ, p
 A)3-p B)p+3 C)3/p D)p-3"	D
Ilé ìseré orí ìtàgé kan gba $6 fún ìkọ̀ọ̀kan tíkẹ́tì tí wọ́n tà fún fíìmù kan. Ilé ìṣeré orí ìtàgé náà ta tíkẹ́tì 500 fún fíìmù náà. Nọ́mbà ìsàlẹ̀ yìí ṣe é lò láti wá iye owó tí ilé ìṣeré orí ìtàgé náà gbà fún tíkẹ́tì náà. 6 × 500 Nọ́mbà wo ni a tún lè lò láti wá iye owó tí ilé ìṣeré orí ìtàgé náà gbà fún àwọn tíkẹ́tì náà?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	C) (6 x 5) x 10^2	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ilé ìseré orí ìtàgé kan gba $6 fún ìkọ̀ọ̀kan tíkẹ́tì tí wọ́n tà fún fíìmù kan. Ilé ìṣeré orí ìtàgé náà ta tíkẹ́tì 500 fún fíìmù náà. Nọ́mbà ìsàlẹ̀ yìí ṣe é lò láti wá iye owó tí ilé ìṣeré orí ìtàgé náà gbà fún tíkẹ́tì náà. 6 × 500 Nọ́mbà wo ni a tún lè lò láti wá iye owó tí ilé ìṣeré orí ìtàgé náà gbà fún àwọn tíkẹ́tì náà?
 A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3"	C
Jẹ́ kí 12-9+c=12. Kínni iyì c tí yóò sọ adọ́gba náà di tòótọ́?	['0', '3', '9', '12']	C	elementary_mathematics	C)9	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jẹ́ kí 12-9+c=12. Kínni iyì c tí yóò sọ adọ́gba náà di tòótọ́?
 A)0 B)3 C)9 D)12"	C
Àwọn ẹbí Sojourn lọ fún ìsinmi. Wọ́n bẹ́rẹ̀ pẹ̀lú $2000. Tí wọ́n bá ná $150 ní ọjọ́ kọ̀ọ̀kan, nọ́mbà wo ni yóò dúró fún iye owó tí wọ́n ní lẹ́yìn ọjọ́ x?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	B)2000 −150x	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Àwọn ẹbí Sojourn lọ fún ìsinmi. Wọ́n bẹ́rẹ̀ pẹ̀lú $2000. Tí wọ́n bá ná $150 ní ọjọ́ kọ̀ọ̀kan, nọ́mbà wo ni yóò dúró fún iye owó tí wọ́n ní lẹ́yìn ọjọ́ x?
 A)1850x B)2000 −150x C)150x D)2000 +150x"	B
Ìwé mẹ́rin wà lórí pẹpẹ kan. Ìwọn, ní póùn, ti ìkọ̀ọ̀kan àwọn ìwé mẹ́rẹ́ẹ̀rin tó wà lórí pẹpẹ náà jẹ́ 2.5, 3.2, 2.7, 2.3 Àìdọ́gba wo ni ó dúró fún ìwọn, w, ẹ̀yíkéyìí ìwé tí wọ́n bá mú lórí pẹpẹ náà? 	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	w > 2.3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ìwé mẹ́rin wà lórí pẹpẹ kan. Ìwọn, ní póùn, ti ìkọ̀ọ̀kan àwọn ìwé mẹ́rẹ́ẹ̀rin tó wà lórí pẹpẹ náà jẹ́ 2.5, 3.2, 2.7, 2.3 Àìdọ́gba wo ni ó dúró fún ìwọn, w, ẹ̀yíkéyìí ìwé tí wọ́n bá mú lórí pẹpẹ náà? 
 A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3"	A
Nọ́mbà wo ló ní àpapọ̀ iyì tí ó ju 5 lọ? 	['-6', '-5', '0', '5']	A	elementary_mathematics	-6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nọ́mbà wo ló ní àpapọ̀ iyì tí ó ju 5 lọ? 
 A)-6 B)-5 C)0 D)5"	A
Kínni iyì nọ́mbà 2(3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	B)110	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kínni iyì nọ́mbà 2(3(4^2 + 1)) - 2^3?
 A)156 B)110 C)94 D)48"	B
