question	choices	answer	subject	command_r+	prompt	verbalized
Mee k'ọdị mfe (2 + 5)^2 − 42.	['7', '16', '30', '33']	A	elementary_mathematics	C)30	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mee k'ọdị mfe (2 + 5)^2 − 42.
 A)7 B)16 C)30 D)33"	C
Chọta mpụta nke 4 ÷ 2 • 2 + 8 - 4.	['-12', '12', '8', '16']	C	elementary_mathematics	C)8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Chọta mpụta nke 4 ÷ 2 • 2 + 8 - 4.
 A)-12 B)12 C)8 D)16"	C
Otu onye nchịkwa chịkọtara ọnụ ọgụgụ ndị na-agba ọsọ n'otu egwu na-ezute ndị kacha nso 10. Ọnụ ọgụgụ ndị na-agba ọsọ bụ 400. Kedu ọnụọgụ nwere ike ịbụ ọnụ ọgụgụ ndị na-agba ọsọ na-ezute n'ezie?	['382', '397', '406', '447']	B	elementary_mathematics	A)382	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Otu onye nchịkwa chịkọtara ọnụ ọgụgụ ndị na-agba ọsọ n'otu egwu na-ezute ndị kacha nso 10. Ọnụ ọgụgụ ndị na-agba ọsọ bụ 400. Kedu ọnụọgụ nwere ike ịbụ ọnụ ọgụgụ ndị na-agba ọsọ na-ezute n'ezie?
 A)382 B)397 C)406 D)447"	A
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	A) -7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: −4 +  ( −3 )=
 A)-7 B)-1 C)1 D)7"	A
Mark nwere nchịkọta stampụ.  O nwere stampụ 22 si Japan, 34 si Canada, na 17 si Mexico.  Stampụ ole ka o nwere na ha niile?	['53', '63', '73', '83']	C	elementary_mathematics	C)73	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mark nwere nchịkọta stampụ.  O nwere stampụ 22 si Japan, 34 si Canada, na 17 si Mexico.  Stampụ ole ka o nwere na ha niile?
 A)53 B)63 C)73 D)83"	C
Chọpụta ụsa maka nha nhata x + 2.7 = 8.4 site na ọnụọgụgụ ndị a enyere.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	C)3.7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Chọpụta ụsa maka nha nhata x + 2.7 = 8.4 site na ọnụọgụgụ ndị a enyere.
 A)11.1 B)5.7 C)3.7 D)22.68"	C
Chọta ọnụọgụgụ nke mere nkwụpụta a eziokwu: 0.32 g = _ cg.	['32', '3.2', '3,200', '320']	A	elementary_mathematics	C)3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Chọta ọnụọgụgụ nke mere nkwụpụta a eziokwu: 0.32 g = _ cg.
 A)32 B)3.2 C)3 D)200"	C
Chọta mmụba nke 5.7(8) n'uche site na iji ihe nkesa.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	D)45.6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Chọta mmụba nke 5.7(8) n'uche site na iji ihe nkesa.
 A)46.4 B)456 C)4.56 D)45.6"	D
chọta ihe bu kwoshenti maka ngosipụta 5.04/0.7?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	578	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: chọta ihe bu kwoshenti maka ngosipụta 5.04/0.7?
 A)508 B)508 r2 C)578 D)578 r2"	C
Rosa nwere ebumnobi nke ịgba ọsọ ngụkọta maịlụ 100 n'ọnwa a. Ụbọchị ọ bụla ọ gbara ọsọ, ọ na-agba ọsọ maịlụ 5. Kedụ ngosipụta Rosa nwere ike iji mara maịlụ ole ọ hapụrụ ịgba ọsọ ka ọ gbachara mkpụrụ ụbọchị d?	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	A)100 — 5d	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rosa nwere ebumnobi nke ịgba ọsọ ngụkọta maịlụ 100 n'ọnwa a. Ụbọchị ọ bụla ọ gbara ọsọ, ọ na-agba ọsọ maịlụ 5. Kedụ ngosipụta Rosa nwere ike iji mara maịlụ ole ọ hapụrụ ịgba ọsọ ka ọ gbachara mkpụrụ ụbọchị d?
 A)100 — 5d B)5d+ 100 C)100 / 5d D)5d"	A
Chọpụta okwu algebra nke dabara na nkebi ahịrịokwu: mkpọ okpukpu 4 nke Tom chịkọtara.	"['4t', ""t n'elu anọ"", 't - 4', 't + 4']"	A	elementary_mathematics	D)t + 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Chọpụta okwu algebra nke dabara na nkebi ahịrịokwu: mkpọ okpukpu 4 nke Tom chịkọtara.
 A)4t B)t n'elu anọ C)t - 4 D)t + 4"	D
Andrew dere ọnụọgụgụ 196,425 na bọọdụ ahụ. Kedu ọnụọgụgụ bụ ụrụ nke ọnọdụ 6 kpọmkwem ugboro 10 uru nke ọnọdụ 6 n'ime ọnụọgụgụ nke Andrew dere?	['681, 452', '462,017', '246,412', '125,655']	B	elementary_mathematics	681	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andrew dere ọnụọgụgụ 196,425 na bọọdụ ahụ. Kedu ọnụọgụgụ bụ ụrụ nke ọnọdụ 6 kpọmkwem ugboro 10 uru nke ọnọdụ 6 n'ime ọnụọgụgụ nke Andrew dere?
 A)681 B)452 C)462 D)017"	unknown
Kedu ihe bu 123 / 8 ?	['iri na ịse na ụfọ asaa', 'Iri na ise na ụfọ atọ ', 'Iri na Isii na ụfọ ise', 'Iri na isii na ụfọ otu']	B	elementary_mathematics	C)Iri na Isii na ụfọ ise	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kedu ihe bu 123 / 8 ?
 A)iri na ịse na ụfọ asaa B)Iri na ise na ụfọ atọ  C)Iri na Isii na ụfọ ise D)Iri na isii na ụfọ otu"	C
Dee 8 na 2 n'elu 4 dị ka frakshọn adịghị mma n'ụzọ kachasị mfe	"[""17 n'elu 2"", ""34 n'elu 4"", ""17 n'elu 4"", ""19 n'elu 2""]"	A	elementary_mathematics	C)17 n'elu 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Dee 8 na 2 n'elu 4 dị ka frakshọn adịghị mma n'ụzọ kachasị mfe
 A)17 n'elu 2 B)34 n'elu 4 C)17 n'elu 4 D)19 n'elu 2"	C
kedu ihe ngozipụta enwere ike  iji gosi 270,240 edere n'udidi mmebaa?	['200,000+7,000+200+4', '200,000+7,000+200+40', '200,000 + 70,000 + 200 +40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	D)200	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: kedu ihe ngozipụta enwere ike  iji gosi 270,240 edere n'udidi mmebaa?
 A)200 B)000+7 C)000+200+4 D)200"	D
Onye ọrụ na-aru n'ahịrị mgbakọ na-enwere awa 7 iji mepụta akụkụ 22. n'ogogo ahụ akụkụ ole ka o nwere ike ịmepụta n'ime awa 35?	['iberibe 220', 'iberibe 770', 'iberibe 4', 'iberibe 110']	D	elementary_mathematics	iberibe 220	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Onye ọrụ na-aru n'ahịrị mgbakọ na-enwere awa 7 iji mepụta akụkụ 22. n'ogogo ahụ akụkụ ole ka o nwere ike ịmepụta n'ime awa 35?
 A)iberibe 220 B)iberibe 770 C)iberibe 4 D)iberibe 110"	A
Abe chọtara n'nkezi na ọnọ n'etiti nke ndepụta ọnụọgụgụ a.  1, 3, 3 Ọ bụrụ na agbakwunyere 6 na ndepụta ahụ, yabụ	"['nkezi ya ga-agbagote', 'nkezi ya ga-agbadata. ', ""ọnọ n'etiti ga agbagote"", ""ọnọ n'etiti ga-agbadata""]"	A	elementary_mathematics	B)nkezi ya ga-agbadata	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Abe chọtara n'nkezi na ọnọ n'etiti nke ndepụta ọnụọgụgụ a.  1, 3, 3 Ọ bụrụ na agbakwunyere 6 na ndepụta ahụ, yabụ
 A)nkezi ya ga-agbagote B)nkezi ya ga-agbadata.  C)ọnọ n'etiti ga agbagote D)ọnọ n'etiti ga-agbadata"	B
Mgbe n =11, gini bụ ụrụ nke 10-(n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	C)7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mgbe n =11, gini bụ ụrụ nke 10-(n + 6)?
 A)-7 B)5 C)7 D)27"	C
Kedu okwu na-anọchi anya akpaokwu dị n'okpuru?  3 erughị ọnụ ọgụgụ, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	D)p-3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kedu okwu na-anọchi anya akpaokwu dị n'okpuru?  3 erughị ọnụ ọgụgụ, p
 A)3-p B)p+3 C)3/p D)p-3"	D
Otu ụlọ ejije na-anakọta $6 make tiketi ọbụla erere na ihe nkiri. ụlọ ejije ahụ rere tiketi 500 n'ihe nkiri ahụ. Ihe ngosipụta nke nọ n'okpuru ka enwere ike iji chọta ego ole ụlọ ejije nakọrọ maka tiketi. 6*500 Kedu ngosipụta nke enwere ike iji chọta ego ole ụlọ ejije ahụ nakọtara maka tiketi?	['30×10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	(6 × 5) × 10^3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Otu ụlọ ejije na-anakọta $6 make tiketi ọbụla erere na ihe nkiri. ụlọ ejije ahụ rere tiketi 500 n'ihe nkiri ahụ. Ihe ngosipụta nke nọ n'okpuru ka enwere ike iji chọta ego ole ụlọ ejije nakọrọ maka tiketi. 6*500 Kedu ngosipụta nke enwere ike iji chọta ego ole ụlọ ejije ahụ nakọtara maka tiketi?
 A)30×10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3"	D
Ka 12-9+c=12. Dee ihe c ga-apụta ga-eme nhatanha a eziokwu?	['0', '3', '9', '12']	C	elementary_mathematics	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ka 12-9+c=12. Dee ihe c ga-apụta ga-eme nhatanha a eziokwu?
 A)0 B)3 C)9 D)12"	C
Ezinaụlọ Sojourn mere njem ezumike. Ha malitere site n'iji $2000. Ọ buru na ha mefuru $150 kwa ụbọchị, kedu ngosipụta ga-anọchite anya ego ole ha nwere mgbe ụbọchị x gasịrị?	['1850×', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	B)2000 −150x	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ezinaụlọ Sojourn mere njem ezumike. Ha malitere site n'iji $2000. Ọ buru na ha mefuru $150 kwa ụbọchị, kedu ngosipụta ga-anọchite anya ego ole ha nwere mgbe ụbọchị x gasịrị?
 A)1850× B)2000 −150x C)150x D)2000 +150x"	B
Otu shelf nwere akwụkwọ anọ na ya.  Ibu arọ, na paụnd, nke ọ bụla n'ime akwụkwọ anọ dị na shelf bụ 2.5, 3.2, 2.7, 2.3 Kedu ahaghị nhata na-anọchite anya ịdị arọ, w, nke akwụkwọ ọ bụla a họọrọ na shelf ahụ?	['w>2.3', 'w<2.4', 'w >3.2', 'w < 3.3']	D	elementary_mathematics	w>2.3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Otu shelf nwere akwụkwọ anọ na ya.  Ibu arọ, na paụnd, nke ọ bụla n'ime akwụkwọ anọ dị na shelf bụ 2.5, 3.2, 2.7, 2.3 Kedu ahaghị nhata na-anọchite anya ịdị arọ, w, nke akwụkwọ ọ bụla a họọrọ na shelf ahụ?
 A)w>2.3 B)w<2.4 C)w >3.2 D)w < 3.3"	A
Kedu ọnụọgụgụ nke nwere kpọmkwem uru karịrị 5?	['-6', '-5', '0', '5']	A	elementary_mathematics	-6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kedu ọnụọgụgụ nke nwere kpọmkwem uru karịrị 5?
 A)-6 B)-5 C)0 D)5"	A
kedu ihe ngosipụta 2(3(4^2 + 1)) - 2^3? ga-apụta?	['156', '110', '94', '48']	C	elementary_mathematics	B)110	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: kedu ihe ngosipụta 2(3(4^2 + 1)) - 2^3? ga-apụta?
 A)156 B)110 C)94 D)48"	B
Gwen dere usoro ọnụọgụgụ n'okpuru iberibe nke akwụkwọ. 1, 5, 9, 13, Gini bụ ọnụọgụgụ abụọ n'eso ya n'usoro nke Gwen?	['15,17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	17	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gwen dere usoro ọnụọgụgụ n'okpuru iberibe nke akwụkwọ. 1, 5, 9, 13, Gini bụ ọnụọgụgụ abụọ n'eso ya n'usoro nke Gwen?
 A)15 B)17 C)15 D)19"	unknown
Ọ buru na mkpọ ube 3 nọ n'ọnụ ego $2.37 mkpọ ube ole ka inwere ike ịzụta n'ọnụ ego $9.48?	[' mkpọ atọ', 'mkpọ  iri na abụọ ', 'mkpọ  iri atọ na ịse', 'mkpọ iri na atọ ']	B	elementary_mathematics	mkpọ iri na abụọ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ọ buru na mkpọ ube 3 nọ n'ọnụ ego $2.37 mkpọ ube ole ka inwere ike ịzụta n'ọnụ ego $9.48?
 A) mkpọ atọ B)mkpọ  iri na abụọ  C)mkpọ  iri atọ na ịse D)mkpọ iri na atọ "	unknown
Dozie site na nke kachasị ukwuu ruo na nke kachasị obere: 2,3 na 1 n'elu 8,3.8,3.18.	"[""3.18,3 na 1 n'elu 8,3.8 3"", ""3,3 na 1 n'elu 8, 3.18, 3"", ""3.8, 3 na 1 n'elu 8, 3.18, 3"", ""3.8, 3.18, 3 na 1 n'elu 8, 3""]"	D	elementary_mathematics	D	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Dozie site na nke kachasị ukwuu ruo na nke kachasị obere: 2,3 na 1 n'elu 8,3.8,3.18.
 A)3.18 B)3 na 1 n'elu 8 C)3.8 3 D)3"	D
Gbakọọ 22 / 2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	B)11	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gbakọọ 22 / 2 + 9.
 A)10 B)11 C)20 D)2"	B
