question	choices	answer	subject	command_r+	prompt	verbalized
Jimmy da Kima suna kan hanyar tafiya. Za su yi tuƙi na kwana uku. A ranar farko za su yi tafiyar mil 182. A rana ta biyu za su yi tafiyar mil 439. A rana ta uku za su yi tafiyar mil 217. Wane lissafi ne mafi kusancin kiyasin mil nawa Jimmy da Kima za su tuƙa a tafiyarsu?	['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']	C	elementary_mathematics	C)200 + 450 + 200	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jimmy da Kima suna kan hanyar tafiya. Za su yi tuƙi na kwana uku. A ranar farko za su yi tafiyar mil 182. A rana ta biyu za su yi tafiyar mil 439. A rana ta uku za su yi tafiyar mil 217. Wane lissafi ne mafi kusancin kiyasin mil nawa Jimmy da Kima za su tuƙa a tafiyarsu?
 A)150 + 400 + 200 B)200 + 400 + 200 C)200 + 450 + 200 D)200 + 500 + 200"	C
Menene ragowar 21 da aka raba da 7?	['21', '7', '1', 'Babu kowanne']	D	elementary_mathematics	C)1	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Menene ragowar 21 da aka raba da 7?
 A)21 B)7 C)1 D)Babu kowanne"	C
Maddie za ta tuƙa babur ɗinta tsawon mil 56 a cikin kwanaki 7. Za ta yi tuƙi kwatankwacin adadin mil ɗin a kowace rana. Menene jimillar adadin mil Maddie zata tuƙa a kowace rana?	['8', '9', '49', '63']	A	elementary_mathematics	D)63	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Maddie za ta tuƙa babur ɗinta tsawon mil 56 a cikin kwanaki 7. Za ta yi tuƙi kwatankwacin adadin mil ɗin a kowace rana. Menene jimillar adadin mil Maddie zata tuƙa a kowace rana?
 A)8 B)9 C)49 D)63"	D
Nemo lambar da ta sanya lissafin 48 bisa 88 =? Bisa 11 ya zama daidai.	['6', '11', '8', '5']	A	elementary_mathematics	B	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo lambar da ta sanya lissafin 48 bisa 88 =? Bisa 11 ya zama daidai.
 A)6 B)11 C)8 D)5"	B
Wanne aka fi saya?	['Sabulai guda 10 akan $26.20', 'Sabulai guda 6 akan $36.48', 'Sabulai guda 13 akan $29.51', 'Sabulai guda 12 akan $27.60']	C	elementary_mathematics	A)Sabulai guda 10 akan $26.20	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wanne aka fi saya?
 A)Sabulai guda 10 akan $26.20 B)Sabulai guda 6 akan $36.48 C)Sabulai guda 13 akan $29.51 D)Sabulai guda 12 akan $27.60"	A
Bugawar zuciyar Trish na al'ada shine bugun 50 a minti ɗaya. A duk lokacin da take motsa jiki, bugun zuciyarta yana kara bugu 5 a minti ɗaya. Tsawon lokacin nawa za'a dauka ta kai ga bugun zuciya na bugun 120 a minti daya?	['mintina 5', 'mintina 14', 'mintina 34', 'mintina 70']	B	elementary_mathematics	C)mintina 34	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bugawar zuciyar Trish na al'ada shine bugun 50 a minti ɗaya. A duk lokacin da take motsa jiki, bugun zuciyarta yana kara bugu 5 a minti ɗaya. Tsawon lokacin nawa za'a dauka ta kai ga bugun zuciya na bugun 120 a minti daya?
 A)mintina 5 B)mintina 14 C)mintina 34 D)mintina 70"	C
Nemo matsakaici a cikin tarin bayanai 23, 13, 18, 29, 32, 25.	['18', '24', '25', '29']	B	elementary_mathematics	B)24	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo matsakaici a cikin tarin bayanai 23, 13, 18, 29, 32, 25.
 A)18 B)24 C)25 D)29"	B
Jack yana cirar tufa 60 daga bishiyar tuffa. Yakan amfani da 12 daga cikinsu don yin miyar tuffa. Ya sanya ragowar tuffa daidai-wa-daida a cikin kwandunan-raba-kyauta 6. Wanne lissafi ne za a iya amfani da shi don tantance adadin tuffa, a, da Jack ke sanyawa cikin kowace kwandon-raba-kyauta?	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	A	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jack yana cirar tufa 60 daga bishiyar tuffa. Yakan amfani da 12 daga cikinsu don yin miyar tuffa. Ya sanya ragowar tuffa daidai-wa-daida a cikin kwandunan-raba-kyauta 6. Wanne lissafi ne za a iya amfani da shi don tantance adadin tuffa, a, da Jack ke sanyawa cikin kowace kwandon-raba-kyauta?
 A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a"	A
Wani taswira yana amfani da ma'aunin inci 1 daidai da mil 25. mil nawa ne aka wakilta da inci 5 akan wannan taswirar?	['5', '25', '50', '125']	D	elementary_mathematics	C)50	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wani taswira yana amfani da ma'aunin inci 1 daidai da mil 25. mil nawa ne aka wakilta da inci 5 akan wannan taswirar?
 A)5 B)25 C)50 D)125"	C
Sauƙaƙe (2 + 5)^2 - 42.	['7', '16', '30', '33']	A	elementary_mathematics	C)30	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sauƙaƙe (2 + 5)^2 - 42.
 A)7 B)16 C)30 D)33"	C
Nemo matsayin 4 ÷ 2 • 2 + 8 - 4.	['-12', '12', '8', '16']	C	elementary_mathematics	C)8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo matsayin 4 ÷ 2 • 2 + 8 - 4.
 A)-12 B)12 C)8 D)16"	C
Wani koci ya ɗaga darajar adadin ’yan tsere a filin tsere zuwa mafi kusancin 10. Adadin matsayin masu tsere 400 ne. Wace lamba ce ka iya zama ainihin adadin masu tsere a filin tseren suka haɗu?	['382', '397', '406', '447']	B	elementary_mathematics	D)447	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wani koci ya ɗaga darajar adadin ’yan tsere a filin tsere zuwa mafi kusancin 10. Adadin matsayin masu tsere 400 ne. Wace lamba ce ka iya zama ainihin adadin masu tsere a filin tseren suka haɗu?
 A)382 B)397 C)406 D)447"	D
-4 + (-3) =	['-7', '-1', '1', '7']	A	elementary_mathematics	A) -7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: -4 + (-3) =
 A)-7 B)-1 C)1 D)7"	A
Mark yana da tarin saƙonni. Yana da saƙonni 22 daga Japan, 34 daga Kanada, da 17 daga Mexico. Duka-duka saƙonni nawa yake dashi?	['53', '63', '73', '83']	C	elementary_mathematics	C)73	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Mark yana da tarin saƙonni. Yana da saƙonni 22 daga Japan, 34 daga Kanada, da 17 daga Mexico. Duka-duka saƙonni nawa yake dashi?
 A)53 B)63 C)73 D)83"	C
Gano mafita dangane da lissafin x + 2.7 = 8.4 daga lambobin da aka bayar.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	B)5.7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gano mafita dangane da lissafin x + 2.7 = 8.4 daga lambobin da aka bayar.
 A)11.1 B)5.7 C)3.7 D)22.68"	B
Nemo lambar da ta sa bayanin ya zama daidai 0.32 g = _ cg.	['32', '3.2', '32,00', '320']	A	elementary_mathematics	C)32	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo lambar da ta sa bayanin ya zama daidai 0.32 g = _ cg.
 A)32 B)3.2 C)32 D)00"	C
Nemo lissafin-sau 5.7(8) da ka ta amfani da kasuwar ɗabi'a.r lambobi.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	45.6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo lissafin-sau 5.7(8) da ka ta amfani da kasuwar ɗabi'a.r lambobi.
 A)46.4 B)456 C)4.56 D)45.6"	D
Menene sakamakon lissafin 2,314/4?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	578	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Menene sakamakon lissafin 2,314/4?
 A)508 B)508 r2 C)578 D)578 r2"	C
Rosa tana da burin tseren na jimillar mil 100 a wannan watan. Duk ranar da ta yi tsere tana gudun mil 5. Wane bayani ne Rosa za ta iya amfani da shi wajen tantance mil nawa ya rage na gudu bayan ta yi ta tsere na tsawon kwanaki d?	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	C)100 / 5d	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rosa tana da burin tseren na jimillar mil 100 a wannan watan. Duk ranar da ta yi tsere tana gudun mil 5. Wane bayani ne Rosa za ta iya amfani da shi wajen tantance mil nawa ya rage na gudu bayan ta yi ta tsere na tsawon kwanaki d?
 A)100 — 5d B)5d+ 100 C)100 / 5d D)5d"	C
Gano lissafin aljebra da ya dace da kalmomin: 4 sau adadin gwangwanaye yadda Tom ya tattara.	['4t', 't bisa 4', 't - 4', 't + 4']	A	elementary_mathematics	A)4t	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gano lissafin aljebra da ya dace da kalmomin: 4 sau adadin gwangwanaye yadda Tom ya tattara.
 A)4t B)t bisa 4 C)t - 4 D)t + 4"	A
Andrew ya rubuta lambar 186,425 a kan allo. A cikin wace lamba ne darajar lamba 6 daidai take 10 sau darajar lamba 6 a lambar da Andrew ya rubuta?	['681,452', '462,017', '246,412', '246,412']	B	elementary_mathematics	452	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andrew ya rubuta lambar 186,425 a kan allo. A cikin wace lamba ne darajar lamba 6 daidai take 10 sau darajar lamba 6 a lambar da Andrew ya rubuta?
 A)681 B)452 C)462 D)017"	unknown
Menene 123/8?	['15 da ragowar 7', '15 da ragowar 3', '16 da ragowar 5', '16 da ragowar 1']	B	elementary_mathematics	D)16 da ragowar 1	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Menene 123/8?
 A)15 da ragowar 7 B)15 da ragowar 3 C)16 da ragowar 5 D)16 da ragowar 1"	D
Rubuta 8 da 2 bisa 4 a matsayin imfurofa farakshin a zubi mafi sauƙi.	['17 bisa 2', '34 bisa 4', '17 bisa 4', '19 bisa 2']	A	elementary_mathematics	C)17 bisa 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rubuta 8 da 2 bisa 4 a matsayin imfurofa farakshin a zubi mafi sauƙi.
 A)17 bisa 2 B)34 bisa 4 C)17 bisa 4 D)19 bisa 2"	C
Wane lissafi ne za a iya amfani da ita don a nuna 270,240 da aka rubuta a faffaɗar sifa?	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	D)200	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wane lissafi ne za a iya amfani da ita don a nuna 270,240 da aka rubuta a faffaɗar sifa?
 A)200 B)000 + 7 C)000 + 200 + 4 D)200"	D
Ma'aikaci da ke a kan layin taro yana ɗaukar sa'o'i 7 don samar da sassa 22. A haka tsari sassa nawa za ta iya samarwa a cikin awanni 35?	['Sassa 220', 'Sassa 770', 'Sassa 4', 'Sassa 110']	D	elementary_mathematics	Sassa 770	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ma'aikaci da ke a kan layin taro yana ɗaukar sa'o'i 7 don samar da sassa 22. A haka tsari sassa nawa za ta iya samarwa a cikin awanni 35?
 A)Sassa 220 B)Sassa 770 C)Sassa 4 D)Sassa 110"	B
Abe ya samo abirej da matsakaiciyar lambobi a wannan jerin lambobi. 1, 3, 3 Idan aka ƙara lamba 6 a cikin jerin, saboda haka	['abirej zai ƙaru', 'abirej zai ragu', 'the median would increase.', 'the median would decrease.']	A	elementary_mathematics	C)the median would increase.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Abe ya samo abirej da matsakaiciyar lambobi a wannan jerin lambobi. 1, 3, 3 Idan aka ƙara lamba 6 a cikin jerin, saboda haka
 A)abirej zai ƙaru B)abirej zai ragu C)the median would increase. D)the median would decrease."	C
Lokacinda n = 11, menene sakamakon 10 - (n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	C)7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Lokacinda n = 11, menene sakamakon 10 - (n + 6)?
 A)-7 B)5 C)7 D)27"	C
Wanne bayani ne ke wakiltar jimlar da ke ƙasa? Wata lamba p ta gaza kaiwa 3.	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	D)p-3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wanne bayani ne ke wakiltar jimlar da ke ƙasa? Wata lamba p ta gaza kaiwa 3.
 A)3-p B)p+3 C)3/p D)p-3"	D
Gidan wasan kwaikwayo ya tattara $6 ga kowane tikitin da aka sayar zuwa kallon fim. Gidan wasan kwaikwayon ya sayar da tikiti 500 zuwa fim ɗin. Bayanin da ke ƙasa za a iya amfani da shi don gano adadin kuɗin da gidan wasan kwaikwayo ya karɓa na tikiti. 6 × 500 Wanne lissafi ne za a iya amfani da shi don nemo adadin kuɗin da gidan wasan kwaikwayon ya tattara na tikiti?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	C) (6 x 5) x 10^2	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gidan wasan kwaikwayo ya tattara $6 ga kowane tikitin da aka sayar zuwa kallon fim. Gidan wasan kwaikwayon ya sayar da tikiti 500 zuwa fim ɗin. Bayanin da ke ƙasa za a iya amfani da shi don gano adadin kuɗin da gidan wasan kwaikwayo ya karɓa na tikiti. 6 × 500 Wanne lissafi ne za a iya amfani da shi don nemo adadin kuɗin da gidan wasan kwaikwayon ya tattara na tikiti?
 A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3"	C
Dauki 12-9+c=12. Wane matsayi ne c zai ɗauka lissafin ya zama daidai?	['0', '3', '9', '12']	C	elementary_mathematics	C)9	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Dauki 12-9+c=12. Wane matsayi ne c zai ɗauka lissafin ya zama daidai?
 A)0 B)3 C)9 D)12"	C
Iyalin Sojourn sun tafi hutu. Sun fara da $2000. Idan sun kashe $150 kowace rana, wace lissafi ne ke wakiltar adadin kuɗin da suke da shi bayan kwanaki x?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	B)2000 −150x	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Iyalin Sojourn sun tafi hutu. Sun fara da $2000. Idan sun kashe $150 kowace rana, wace lissafi ne ke wakiltar adadin kuɗin da suke da shi bayan kwanaki x?
 A)1850x B)2000 −150x C)150x D)2000 +150x"	B
Kanta yana da littattafai guda huɗu akanta. Nauyin, a fam, na kowane littattafai huɗu a kan kantar shine 2.5, 3.2, 2.7, 2.3 Wanne in'ikwaliti ne ke wakiltar nauyin, w, na kowane littafi da aka zaɓa daga kantar?	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	w > 2.3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kanta yana da littattafai guda huɗu akanta. Nauyin, a fam, na kowane littattafai huɗu a kan kantar shine 2.5, 3.2, 2.7, 2.3 Wanne in'ikwaliti ne ke wakiltar nauyin, w, na kowane littafi da aka zaɓa daga kantar?
 A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3"	A
Wane lamba ne ke da tabbatacciyar ƙima fiye da 5?	['-6', '-5', '0', '0']	A	elementary_mathematics	-6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Wane lamba ne ke da tabbatacciyar ƙima fiye da 5?
 A)-6 B)-5 C)0 D)0"	A
Menene darajar maganar 2 (3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	C)94	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Menene darajar maganar 2 (3(4^2 + 1)) - 2^3?
 A)156 B)110 C)94 D)48"	C
Gwen ya rubuta lamba-mai-tsari da ke ƙasa a kan guntuwar takarda. 1, 5, 9, 13 Wadanne ne lambobi biyu na gaba a tsarin Gwen?	['15, 17', '15, 19', '17, 20', '17, 22']	D	elementary_mathematics	B)17	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gwen ya rubuta lamba-mai-tsari da ke ƙasa a kan guntuwar takarda. 1, 5, 9, 13 Wadanne ne lambobi biyu na gaba a tsarin Gwen?
 A)15 B)17 C)15 D)19"	B
Idan farashin gwangwanaye 3 na fiya ya kama $2.37 gwangwanaye nawa na fiya za ka iya saya da $9.48?	['gwangwanaye 3', 'gwangwanaye 12', 'gwangwanaye 36', 'gwangwanaye 13']	B	elementary_mathematics	gwangwanaye 12	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Idan farashin gwangwanaye 3 na fiya ya kama $2.37 gwangwanaye nawa na fiya za ka iya saya da $9.48?
 A)gwangwanaye 3 B)gwangwanaye 12 C)gwangwanaye 36 D)gwangwanaye 13"	B
Jerawa daga mafi girma zuwa ƙarami: 3, 3 da 1 bisa 8,3.8,3.18.	['3.18, 3 da 1 bisa 8, 3.8,3', '3,3 da 1 bisa 8, 3.18, 3', '3.8, 3 da 1 bisa 8, 3.18, 3', '3.8, 3.18, 3 da 1 bisa 8,3']	D	elementary_mathematics	C)3.8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jerawa daga mafi girma zuwa ƙarami: 3, 3 da 1 bisa 8,3.8,3.18.
 A)3.18 B)3 da 1 bisa 8 C)3.8 D)3"	C
Lissafa 22/2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	B)11	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Lissafa 22/2 + 9.
 A)10 B)11 C)20 D)2"	B
Yawan jama'ar wani birni 836,527 ne. Menene yawan jama'ar wannan birni da aka daga darajar yawan yawan jama'ar zuwa dubu goma?	['800,000', '830,000', '836,000', '840,000']	D	elementary_mathematics	C)830	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Yawan jama'ar wani birni 836,527 ne. Menene yawan jama'ar wannan birni da aka daga darajar yawan yawan jama'ar zuwa dubu goma?
 A)800 B)000 C)830 D)000"	C
Nemo samfurin 5 • (-9).	['14', '-4', '45', '-45']	D	elementary_mathematics	D) -45	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nemo samfurin 5 • (-9).
 A)14 B)-4 C)45 D)-45"	D
Keiko ya shafe yini a kallon tsuntsu kuma ta kirga tsuntsaye 34 da safe fiye da na rana. Idan ta kirga adadin tsuntsaye 76, tsuntsaye nawa ta kirga da rana?	['tsuntsaye 21', 'tsuntsaye 40', 'tsuntsaye 42', 'tsuntsaye 84']	A	elementary_mathematics	C)tsuntsaye 42	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Keiko ya shafe yini a kallon tsuntsu kuma ta kirga tsuntsaye 34 da safe fiye da na rana. Idan ta kirga adadin tsuntsaye 76, tsuntsaye nawa ta kirga da rana?
 A)tsuntsaye 21 B)tsuntsaye 40 C)tsuntsaye 42 D)tsuntsaye 84"	C
Menene sakamakon 5 + 2 • 15 + (12 • 4)?	['78', '83', '131', '153']	B	elementary_mathematics	C)131	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Menene sakamakon 5 + 2 • 15 + (12 • 4)?
 A)78 B)83 C)131 D)153"	C
