question,choices,answer,subject,output
The sum of 711 + 497 is between what numbers?,"['50 and 400', '451 and 700', '751 to 1,000', '1,050 and 1,301']",D,elementary_mathematics,C)751 to 1
"Mr. Kohlberg had a flower shop. From the first day, he had 152 roses. Mr. Kohlberg sold 96 roses and wanted to divide the remaining roses evenly among 8 pots. What was the total number of roses in each pot?","['7', '12', '48 years old', '56 years old']",A,elementary_mathematics,B)12
What is the average of 32 x 68?,"['18 and 28', '181 and 280', '1,800 and 2,801', '18,000 and 28,001']",C,elementary_mathematics,C)1
Write the prime factorization of 77. Use square numbers where possible.,"['7 • 11 squared • 13', '7 squared • 12', '8 • 11 • 13 What is it?', '8 • 11']",D,elementary_mathematics,A) 7 • 11 squared • 13
The magazines were priced at $2.99 each and the books at $6.99 each at the Old Town Newsstand.,"['$20.93', '$28.93', '$32.93', '$48.93']",C,elementary_mathematics,B) $28.93
"Umi created a sequence of numbers by adding the decimal digits each time to get the next number. 20, 40, 60, 80, ... What is the eighth number in the sequence?","['160 years old', '240 or more', '320 years old', '640 years']",A,elementary_mathematics,C)320 years old
Write 7/33 as a decimal.,"['0.021 repeated', '0.21 repeated', '0.22 repeated', 'and 0.2121']",B,elementary_mathematics,B)0.21 repeated
Westview High School will purchase new basketball jerseys. Each jersey is being sold for $46. The school will purchase 12 jerseys. What calculation shows the way to find the total cost of jerseys?,"['(40 by 10) + (6 by 2) = 400 + 12', '(40 by 6) + (10 by 2) = 240 + 21', '(40 by 12) + (6 by 12) = 480 + 73', '(40 by 12) + (60 by 12) = 480 + 721']",C,elementary_mathematics,C
"Manuel bought the car for $6,49. What was the price of the used car that Manuel had purchased written down as a serial number?","['$649', '$6,049', '$6,409', '$6,490']",B,elementary_mathematics,A) $649
"Yesterday, Micah ate the same amount of strawberry butter. He also ate the same amount of apples. Which group could represent the strawberry S, and the apple A, Micah ate yesterday?","['The SSSSS; AAA', 'The SSSSS; AAAA', 'What is the meaning of the name Jehovah?', 'SSSSSSSS; A What is it?']",D,elementary_mathematics,A) The SSSSS; AAA
Cat food is sold for $47/lb. How much is a 6-lb bag?,"['$2.82', '$2.97', '$6.47', '$12.77']",A,elementary_mathematics,D) $12.77
Write 60 divided by 72 in a simple form.,"['4 out of 6', '11 out of 12', '16 out of 17', '6 out of 6']",D,elementary_mathematics,A)4 out of 6
Write branches of 2 to 3 qt cups as a starting point in a simple form.,"['3 out of 2', '3 out of 3', '3 out of 12', '2 out of 6']",D,elementary_mathematics,C)3 out of 12
"The Mills Library has 1,007,199 books. The Springvale Library has 907,082 books. Which of these is a better estimate of the number of books the Mills Library has than the Springvale Library?","['a total of 100,000 books', 'some 80,000 books', 'about 10,000 books', 'about 8,000 books']",A,elementary_mathematics,B)000 books
"Pat hit the basketball 25 times in 30 seconds. In this case, how many times would Pat hit the ball in 150 seconds?","['120 years old', '125 years old', 'The 144th', '145 years old']",B,elementary_mathematics,C) The 144th
Use the number line to find the sum of -9 + (-8).,"['-17 years', '1 and 2', '-1 is', 'The 17']",A,elementary_mathematics,A) -17
What is the position of y in the equation y/4 = 8?,"['2nd', '4 The Bible', '12', 'What is it? 32']",D,elementary_mathematics,C)12
Write 4 and 4 out of 5 as square roots.,"['28 out of 5', '5 out of 5', '25 out of 5', '21 out of 5']",C,elementary_mathematics,A)28 out of 5
"The mass of an object on the Moon, m, is approximately q of the mass of the object on Earth, e. What equation represents the ratio of the mass of an object on the Moon to the mass of an object on Earth?","['m = 1/6 + e', 'm = e/7', 'm is equal to 6+e', 'm = 6e']",B,elementary_mathematics,B) m = e/7
8 + 8 ÷ 2 + 2 =,"['4 The Bible', '8 The Bible', '10 What Is It?', '14 What Happens']",D,elementary_mathematics,C)10
What is the value of y that would make y + 2.9 = 11 true?,"['Why? 8.1', '8.9', '9.1', '13.9 years']",A,elementary_mathematics,B) 8.9
What is the perimeter of a 40° angle?,"['50°', '130°', '140°', '220 degrees']",C,elementary_mathematics,C)140°
"His times were 18.04 seconds, 21.39 seconds, 12.99 seconds, and 14.14 seconds, respectively. If the value of each time is raised to about one tenth of a second, what is the average of Kerri's total time for all four races?","['66.6 seconds', '66.5 seconds', '67 seconds', '65.5 seconds']",B,elementary_mathematics,A)66.6 seconds
Solve 3 over 4 times x is equal to 24.,"['18 What Does It Mean?', 'What is it? 32', '72 years old', 'What is it?']",B,elementary_mathematics,C)72 years old
Find the correct answer: 110 + 70,"['18 What Does It Mean?', '81 years old', '180 years', 'eight hundred and ten']",C,elementary_mathematics,C)180 years
The zoo has 15 monkeys and 60 goats. What is the ratio of the number of monkeys to the number of goats in the zoo?,"['1:04 hours', '2:05 in the afternoon', '5 and 1', '5:05 What is it?']",A,elementary_mathematics,C)5 and 1
What is the basic similarity between 36 and 90?,"['6 of 6', '18 What Does It Mean?', '36 years', '180 years']",B,elementary_mathematics,A)6 of 6
Find the value of 6 • 24 ÷ (8 - 5).,"['48 years old', '13 What Does It Mean?', '-13 years', '54 years old']",A,elementary_mathematics,D)54 years old
What is the basic similarity between the numbers 42 and 84?,"['7', 'The 21st', '42 years old', '84 years old']",C,elementary_mathematics,A)7
Ms. Gutierrez needs to order rope for a gym class of 32 students. Each student will receive a piece of rope 5 feet 8 inches long. What is the total length of rope that Ms. Gutierrez needs to order for her class?,"['106 feet 8 inches', '154 feet 8 inches', '160 feet by 8 inches', '181 feet and 4 inches']",D,elementary_mathematics,D)181 feet and 4 inches
"In December, one toy store sold 934 toys. Each toy chain cost $6 (U.S.) plus tax. What was the total cost of the toys plus tax?","['$5,434', '$5,484', '$5,604', '$5,684']",C,elementary_mathematics,D)484
"What is the measure, in degrees, of an angle equal to 1/360 of a circle?","['1 and 2', '90 years old', '180 years', '360']",A,elementary_mathematics,A
Find the number that makes the statement true: 26.1 mm = _ dm.,"['0.261 years', '261 years', '2.61 years', '2,610']",A,elementary_mathematics,C
The salad is prepared by mixing 2 ounces of lime juice with 5 parts of oil. How many ounces of oil should be mixed with 9 ounces of lime juice?,"['2nd', '3.6', '22.5 years old', '63 years old']",C,elementary_mathematics,B
The main impediment to economic growth from economic growth is the lack of,"['Other money', 'A complex system of transportation', 'Government service', 'Banking services']",B,high_school_geography,B) A complex system of transportation
Indicators of population continued sustained growth after the achievement of fertility replacement is called,"['Low population growth', 'Rapid growth', 'Moderate resistance', 'Potential for population growth']",D,high_school_geography,D)Potential for population growth
The tendency of being a nomad has decreased because distance is called,"['Reasons for migration', 'Why to Return', 'distant damage', 'Migration by choice']",C,high_school_geography,A)Reasons for migration
"Which area of the Burgess urban plan is characterized by slums, ghettos of marginalized tribes, and degradation in all its forms?","['The first', 'The second', 'The third', 'The Fourth']",A,high_school_geography,B) The second
WHAT is true about the following statements about women in the workforce?,"['Many women work in agriculture', 'The proportion of economically active women in the workforce has declined globally', 'The proportion of women in the total workforce has decreased', 'Women work more hours per day than men in all regions except Anglo-America and Australia']",D,high_school_geography,A) Many women work in agriculture
All of the following can be considered attractions of migration BANDA,"['Loyalty', 'The Best of Conditions', 'The best schools.', 'Overcrowded']",D,high_school_geography,C)The best schools.
Which of the following countries does not have a well-known example of a fixed border?,"['Vietnamese', 'The United Kingdom', 'Germany', 'From Bolivia']",D,high_school_geography,D) From Bolivia
What type of underground migration are migrant farm workers expected to undertake throughout the year?,"['Moving One by One', 'A band of refugees', 'Migration by Circuit', 'Emigration to another country']",C,high_school_geography,C)Migration by Circuit
What are some manifestations of the world's spirit?,"['Religious Diversity', 'National holidays', 'Attack from a Foreign Country', 'President of the Republic']",A,high_school_geography,A)
The first problems with the crowding together of coastlines and rivers are mainly associated with the following?,"['The Mediterranean climate', 'Bounded forest', 'Industry size', 'Access to trade routes']",D,high_school_geography,D) Access to trade routes
It's one of the characteristics of the first stage of population change.,"['The birth rate as well as the death rate goes up and down.', 'A decrease in fertility and an increase in mortality.', 'Lower birth rate with higher mortality rate.', 'Increased birth rate with decreased death rate.']",A,high_school_geography,A) The birth rate as well as the death rate goes up and down.
What is the demographic burden that weighs on our fertility belt so heavily as to replace parents and lead to premature death?,"['Number of births', 'The role of succession', 'Number of deaths', 'Total number of births']",B,high_school_geography,C) Number of deaths
What is the fastest-growing religion in the United States today?,"['Islam and Islam', 'The Christian Faith', 'Hinduism', 'Buddhism and Buddhism']",A,high_school_geography,A)Islam and Islam
The area devoted to the city centre is called,"['A boundary not to be crossed', 'The black door', 'Limitations', 'Near the city']",D,high_school_geography,D) Near the city
The best definition of an urban area is,"['The capital and its thriving suburbs', 'The center of the city and its surroundings.', 'The capital city and its suburbs.', 'The capital and its suburbs']",B,high_school_geography,B) The center of the city and its surroundings.
Which of the following was the first to come into existence?,"['Buddhism and Buddhism', 'The Christian Faith', 'Islam and Islam', 'Hinduism']",D,high_school_geography,D)Hinduism
Which of the following is NOT a feature of world cities?,"['World cities are home to the headquarters of many international companies', ""Cities around the world are closely linked to the world's largest cities"", 'Cities around the world are home to the offices of many international organizations.', 'Global cities are found only in the Northern and Western hemispheres']",D,high_school_geography,D) Global cities are found only in the Northern and Western hemispheres
What type of transportation system led to the star-shaped city?,"['Main routes to inter-city airports', 'The bustling streets of the cities', 'Line of demarcation around cities', 'Street vehicles and motorways that originate from the CBD']",D,high_school_geography,D) Street vehicles and motorways that originate from the CBD
In which of the following U.S. city maps would you expect to find planned communities?,"['Poor areas', 'Suburbs', 'CBDs', 'Areas of transit']",B,high_school_geography,B) Suburbs
The latitude and longitude coordinates of a place are an example of,"['Official area', 'A living area', 'Location map', 'Place of family']",C,high_school_geography,C) Location map
A voluntary association of three or more countries willing to abandon certain measures of intervention is called,"['The Spirit of Nationalism', 'A Decline', 'War of the worlds', 'Driven by Greed']",C,high_school_geography,B) A Decline
The main thing that Thomas Malthus failed to do in his explanation of the theory of population is,"['Population is limited by biological factors', 'The entire population has the potential to grow beyond the actual growth rate.', 'wars and famine have curtailed the fertility rate.', 'The potential of technology to enhance the power of the world.']",D,high_school_geography,D)
Which two religions are all true?,"['Islam and Judaism', 'Judaism and Buddhism', 'Hinduism and Buddhism', 'Christianity and Buddhism']",D,high_school_geography,A
What kind of urbanism enforces the principle that expensive housing expands outward from the city center onto the main streets where it is gradually being replaced by low-rent housing?,"['Map of the geographical center', 'Geographical location of the center', 'Limitation of the City Product', 'Product of fraction']",D,high_school_geography,C) Limitation of the City Product
"When a nation combines its religion with its government, it is called a","['A dictatorship.', 'State of religion', 'of democracy.', 'colonized']",B,high_school_geography,B) State of religion
What is the dominant religion in Europe?,"['The Christian Faith', 'Islam and Islam', 'Hinduism', 'The Philosophy of Animism']",A,high_school_geography,A)
What organization established an influential colonial settlement in the eastern United States?,"['French', 'United Kingdom (English, Scotch-Irish, Welsh and Scottish)', 'Russian', 'The Chinese']",B,high_school_geography,B
"Population units, or sex-age ratios, show all of this information about a nation's population ONCE.","['The need for social spending a future', 'The effect of the ""baby boom"" on the population.', 'The effect of war on society.', 'Rapidly simulating the population of the country.']",B,high_school_geography,D)Rapidly simulating the population of the country.
What kind of border is symbolized by the Rhine River?,"['Drawing lines', 'Invented', 'Morally', 'Successor']",C,high_school_geography,B)Invented
What kind of trades are best suited to the space environment?,"['Primary', 'The Next Step', 'The main stage', 'The fourth stage']",A,high_school_geography,B) The Next Step
What types of work are most of the foreign workers expected to do?,"['Primary', 'The Next Step', 'The decisive step', 'The fourth stage']",A,high_school_geography,A)Primary
All of these are not trivial tasks in the city,"['City firefighter', 'A social worker.', 'Washer and bucket', 'Garment factory worker']",D,high_school_geography,C
Foreign companies often distribute their products,"['Manufacturing where production costs are high.', 'Accounting and auditing services where economics is concerned', 'By the usefulness of the illustration.', 'With headquarters located in the LDCs.']",C,high_school_geography,B) Accounting and auditing services where economics is concerned
Which of the following has the weakest correlation with the development of the landscape?,"['Deep-roofed transmission equipment', 'Conquering a small slope', 'Frequent flooding', 'Deep divisions and breakups']",D,high_school_geography,A)Deep-roofed transmission equipment
Which of the following has the lowest dependence on natural resources required for modern industry?,"['United States of America', 'Japan', 'France', 'The United Kingdom']",B,high_school_geography,B) Japan
One of the influences of the east-north-west faces of the Alpine system and the flat northern face of western and central Europe is the Alps.,"['limits the climate of European waters to coastal areas', 'provides a link between southern and northern Europe', 'allows the oceanic climate to expand eastward into Germany and Poland', 'prevents the movement of people between the parts of the Mediterranean area as much as possible']",C,high_school_geography,C)allows the oceanic climate to expand eastward into Germany and Poland
The largest Hindu temples ever built are found in,"['My coat.', 'This is Bombay.', 'Cambodia is a beautiful country.', 'The answer is no.']",C,high_school_geography,C
What word describes the force that holds the earth together?,"['Spread of disease', 'Centrifugal', 'The force of rotation', 'Racism and Racism']",C,high_school_geography,B) Centrifugal
Which of the following best illustrates the practical use of the S-curve?,"['The beginnings of Bantu migration', 'Chart of human population since first appearance on Earth', 'Diagram showing how cities relate to each other based on their population', 'This example illustrates the slow population growth for many countries after they became industrialized.']",D,high_school_geography,D)This example illustrates the slow population growth for many countries after they became industrialized.
Which of the following is NOT a threat to the earth?,"['Companies from abroad', 'The European Union', 'the world trade organization', 'A safe means of transportation']",D,high_school_geography,D) A safe means of transportation
"National sports teams, flags, anthems, and national holidays all flourish","['nationalism.', 'and partiality.', 'political turmoil.', 'the best of disputes.']",A,high_school_geography,A)nationalism.
"The process by which immigrants learn the customs, language, and culture of their new country is called","['full understanding.', 'adapting to a new culture.', 'being balanced.', 'connecting.']",B,high_school_geography,B) adapting to a new culture.
"On which of these can one extract the exact distance, the exact path, the exact size, and the exact shape of the place?","['The Mercator Prophecy', 'The Earth', 'A three-dimensional view', 'A central point of view']",B,high_school_geography,B) The Earth
Which of these can be considered the grand masterpiece of urban planning theory?,"[""Winn-Dixie's food court"", 'where Mercedes-Benz sells its cars', 'Shoe shop', 'Family physician']",B,high_school_geography,B)where Mercedes-Benz sells its cars
What geographer would have imagined the American urban society of the 1920s as a container holding rings of dispersion from the center to the outside?,"['Rostow', 'Ravenstein and', 'The Von Thünen', 'The symbolic flag']",D,high_school_geography,C) The Von Thünen
"If we want to go to school in the morning, let's use this as our guide:","['The Rand-McNally Road Atlas.', 'the earth.', 'a road map.', 'a map of the mind.']",D,high_school_geography,C) a road map.
"Of these, the map that uses the smallest map scale will be the map","['the earth.', 'Located in Atlanta, Georgia.', 'Main Street, in a small town in Ohio.', 'Pennsylvania. What is it?']",A,high_school_geography,A
"Boundaries developed long before the advent of geography, meteorology and cartography are known as","['the previous limit.', 'boundary by geometry.', 'old age limits.', 'the next boundary.']",A,high_school_geography,C) old age limits.
Which of these are considered to be menial tasks?,"['Computer software engineer', 'assembly worker for an F-10 truck', 'Oil refinery worker', 'Parking lot worker']",D,high_school_geography,D)Parking lot worker
In what areas is family farming being replaced by commercial farming?,"['The Swiss Alps', 'The Amazon Basin', 'North Africa', 'The Alaskan tundra']",B,high_school_geography,B) The Amazon Basin
Is there some sort of movement that's coming out of all religions?,"['system of life by removing religion from the administration of society.', 'and paganism.', 'humiliation is a great thing.', 'nationalism.']",A,high_school_geography,A)system of life by removing religion from the administration of society.
These characteristics affect all areas except,"['boundaries.', 'common features.', 'what kind of environment.', 'explained in simple terms.']",D,high_school_geography,D)explained in simple terms.
Which of the following is NOT correct about the largest immigrant groups in the United States?,"['As far back as 1870 - German, English, Scottish Irish, African', '1870s to 1914s Asia', '18701914 Eastern and Southern Europe', '1965 - Spain today']",B,high_school_geography,D) African
Which of the following statements is typical of many African cities?,"['They had good, clean living quarters.', 'There is work for many who move from the countryside to the city.', 'They have three different business districts.', 'They had the comforts of life.']",C,high_school_geography,D
Which country is suffering the terrible economic consequences of its corruption?,"['Spanish', 'From Italy', 'Spain', 'Mongolia and Mongolia']",D,high_school_geography,C) Spain
