question,choices,answer,subject,output
Subtract 3 from 4 times x = 24.,"['18 and 19', '32 years old', '72 years', '96 years']",B,elementary_mathematics,A)18 and 19
Find the correct answer: 110 + 70,"['18 and 19', 'Eighty one', '180 years', '810 years']",C,elementary_mathematics,C)180 years
the park has 15 toucans and 60 parrots. what is the ratio of the number of toucans to the number of parrots in the park?,"['1 and 4', '1:05 is', '4:01 hours', '4:05 What is it?']",A,elementary_mathematics,A)1 and 4
What is the prime number that divides 36 by 90?,"['6th', '18 and 19', '36 years', '180 years']",B,elementary_mathematics,None of the options provided are correct.
Find the value of 6 × 24 ÷ (8 - 5).,"['48 years', '13', 'Thirteen', '54 years']",A,elementary_mathematics,A)48 years
What prime number divides 42 into 84?,"['7', 'The 21st', '42 years', '84 years']",C,elementary_mathematics,A)7
Ms. Gutierrez needs to order a rope for her school gym for 32 students.Each student will receive a rope that is 5 feet 8 inches long.How much rope length does Ms. Gutierrez need to order for her school?,"['106 feet 8 inches', '154 feet 8 inches', '160 feet 8 inches', '181 feet 8 inches']",D,elementary_mathematics,D)181 feet 8 inches
"In December, a toy store sold 934 puzzles. Each puzzle cost $6, including tax.What was the total cost of the puzzles sold, including tax?","['$5,434', '$5,484', '$5,604 (U.S.)', '$5,684']",C,elementary_mathematics,D)484
"What measure, in degrees, of a circle is equal to 1/360 of a circle?","['1 and 2', '90 days', '180 years', '360 degrees']",A,elementary_mathematics,A
Find the number that makes this statement true: 26.1 mm = _ dm.,"['0.261 years', '261 years', '2.61', '2,610']",A,elementary_mathematics,C)2.61
A salad dressing is made by mixing 2 parts vinegar and 5 parts oil. How many grams of oil should be mixed with 9 grams of vinegar?,"['2 and 3', '3.6', '22.5 years', '63 years']",C,elementary_mathematics,B)3.6
A major impediment to self-sufficiency in economic development is the lack of,"['money.', 'transport infrastructure is well-coordinated.', 'activities of the government.', 'banking services']",B,high_school_geography,A)
"The graph shows that the population continues to grow after a long period of high fertility, called","['There is no population growth.', 'increase your speed.', 'the level of security.', 'the development of the community.']",D,high_school_geography,D) the development of the community.
The migration is slowed down by a process called,"['things that matter.', 'towing equipment.', 'separation in distance.', 'the decision to move.']",C,high_school_geography,C)separation in distance.
"Which area contains low-income neighborhoods, ethnic ghettos, and general degradation in the form of the concentric Burgess zone of the urban landscape?","['The first', 'The Second', 'The Third', 'The Fourth']",A,high_school_geography,B) The Second
Which of the following statements is true about women in the workplace?,"['Many women work in agriculture', 'Around the world, the participation of women in business has declined', 'The participation of women in the total workforce decreased', 'Women work more hours per day than men in all regions except North America and Australia']",D,high_school_geography,A
All of the following items can be considered to be moving again except,"['security.', 'the climate.', 'a good education.', 'population growth.']",D,high_school_geography,C) a good education.
Which of the following countries does not have a well-defined biological boundary?,"['Vietnamese', 'The United Kingdom', 'Germany', 'From Bolivia']",D,high_school_geography,D) From Bolivia
What is the next move that farmers and ranchers in another country may be doing that year?,"['Displacement of the pipe', 'Moving to an organization', 'Refugees from Foreign Countries', 'The International Refugee']",C,high_school_geography,C)Refugees from Foreign Countries
Which of the following is the most important thing in a country?,"['Various Beliefs', 'National day', 'Attack by Another Country', 'A Talented Leader']",A,high_school_geography,D) A Talented Leader
Which of the following could account for the large number of villages and people living along the coasts and rivers?,"['The Mediterranean climate', 'Few forests', 'The Growth of Manufacturing', 'Entering the trade routes']",D,high_school_geography,D) Entering the trade routes
The first stage of demographic change,"['The birth rate is high, but the death rate is fluctuating.', 'A decrease in the birth rate and an increase in the death rate.', 'low birth rates but high mortality rates continue to rise.', 'high birth rate but low mortality rate.']",A,high_school_geography,A
What population statistics tell us the fertility rate at which the number of children born will be enough to replace parents and compensate for infant mortality?,"['Number of children born', 'The replacement rate for the city center and surrounding areas.', 'The number of deaths.', 'Total number of births']",B,high_school_geography,B
What is the largest religion in the United States today?,"['The Religion of Islam', 'Following Christ', 'Hinduism', 'Buddhism']",A,high_school_geography,B) Following Christ
The outlying area served by the city is known as the metropolitan area of,"['the area with the red line.', 'the threshold.', 'distance', 'in the inner regions.']",D,high_school_geography,A)
A good definition of a metropolitan area is,"['The city and its suburbs prospered.', 'The center of the city is surrounded by a perimeter.', 'The city and its environs.', 'The center of the city is surrounded by a perimeter.']",B,high_school_geography,C) The city and its environs.
What was the first religion?,"['Buddhism', 'Following Christ', 'The Religion of Islam', 'Hinduism']",D,high_school_geography,D)Hinduism
Which of the following is not found in the world's cities?,"['Cities around the world house the headquarters of many international business organizations.', ""The world's cities are well connected to the world's second largest cities."", 'Cities around the world are home to many international corporate offices.', 'Global cities are found only in the northern and western hemispheres.']",D,high_school_geography,D) Global cities are found only in the northern and western hemispheres.
What transportation systems have led to star-shaped cities?,"['Highways to airports connect cities', 'Highways Connecting Cities', 'Roads around towns', 'Rail and trolley lines from the CBD']",D,high_school_geography,D)Rail and trolley lines from the CBD
In which cities in the western United States would you expect to find ready-made cities?,"['Refugee shelters are active.', 'Suburbs', 'CBDs', 'Areas of Refuge']",B,high_school_geography,B) Suburbs
The latitude and longitude coordinates are a measure of,"['a controlled area.', 'the area of operation.', 'a place of beauty.', 'somewhere.']",C,high_school_geography,D)somewhere.
A voluntary association of three or more countries agreeing to give up some degree of independence is called,"['nationalism', 'sharing of power.', 'national government.', 'You are the one who is filling it.']",C,high_school_geography,A) nationalism
The main failure of Thomas Malthus in his theory of population is,"['The population is affected by their way of life.', 'The entire population has the potential to grow faster than the rate of population growth.', 'War and famine reduce the fertility of populations.', ""the potential of technology to increase the world's carrying capacity.""]",D,high_school_geography,D) the potential of technology to increase the world's carrying capacity.
What two religions constitute the one religion for all people?,"['Islam and Judaism', 'Judaism and Buddhism', 'Hinduism and Buddhism', 'Christianity and Buddhism']",D,high_school_geography,C) Hinduism and Buddhism
"What is the urban context that dictates that neighborhoods with high rental incomes are expanding outwards to the suburbs, to the highways, and that low-income populations are increasing?","['A Model of a Congregated Circuit', 'A Model of a Place', 'Urban design', 'The Model of the Ladder']",D,high_school_geography,A)A Model of a Congregated Circuit
"When a nation unites its religion with its state, it is called","['the dictatorship.', 'theocracy.', 'democracy.', 'the dictatorship.']",B,high_school_geography,B)theocracy.
What is the dominant religion in Europe?,"['Following Christ', 'The Religion of Islam', 'Hinduism', 'Beliefs in biology']",A,high_school_geography,A) Following Christ
What group established the first legal settlement in the eastern United States?,"['French', 'English (English, Scotch-Irish, Welsh, Scottish)', 'Russian', 'Chinese language']",B,high_school_geography,B) English
"The population pyramid, or age and sex structure, displays all of the following information about a country's population except","[""the community's future planning needs."", 'the effects of an increase in the number of births.', 'the effects of war on civilians.', 'an accelerated national statistical map.']",B,high_school_geography,D)an accelerated national statistical map.
The Rhine River marked what boundary?,"['Shapes', 'Man-made', 'The Environment', 'Remains']",C,high_school_geography,C)The Environment
What types of economic activities are closely related to the environment?,"['Stage One', 'The Second', 'Higher education', 'The Fourth']",A,high_school_geography,A)Stage One
What occupations do many of the workers in isolated lands have?,"['Stage One', 'The Second', 'Higher education', 'The Fourth']",A,high_school_geography,A)Stage One
All of the following are non-essential jobs in the city,"['a city firefighter.', 'a social worker.', 'washing machine', 'A worker in a garment factory.']",D,high_school_geography,C)washing machine
International organizations are spreading their activities,"['processing goods where the cost of production is high.', 'carry out accounting and research activities where possible.', 'based on estimated benefits.', 'is headquartered in a developing country.']",C,high_school_geography,C)based on estimated benefits.
Which of the following has been shown to have the greatest effect on the environment?,"['A deep cover of lightweight material', 'Dusty hills on the mountainside', 'A Constant Flood', 'Cutting and severe damage']",D,high_school_geography,D)Cutting and severe damage
Which of the following has the potential to meet the needs and environment of today's industry?,"['United States of America', 'Japan and Japan', 'France', 'The United Kingdom']",B,high_school_geography,A)United States of America
One consequence of the east-west orientation of the Alpine highlands and plateaus of northwestern and central Europe is that,"[""It blocks Europe's oceanic air in coastal areas"", 'provides a link between southern and northern Europe', 'causing an oceanic climate to reach eastern Germany and Poland', 'effectively discourage population movements within the central Mediterranean region']",C,high_school_geography,A)
"The largest Hindu temple ever built, at","['The City of Calcutta', 'The city of Bombay.', ""Cambodia is one of the world's poorest countries."", 'The islands of Bali.']",C,high_school_geography,C) Cambodia is one of the world's poorest countries.
What word describes the force that unites and strengthens a nation?,"['Spread of the Word', 'Centrifuges', 'The fossil record', 'Racialism']",C,high_school_geography,B) Centrifuges
Which of the following terms best describes the use of the S-curve?,"['A diagram of human migration', 'Graph of population growth since their first appearance on Earth', 'A graph showing how cities are grouped together based on population size', 'A graph showing the decline in population growth in many countries after industrialization']",D,high_school_geography,D) A graph showing the decline in population growth in many countries after industrialization
Which of the following is not a threat to the government?,"['International businesses . . .', 'Community of the European Union', ""The International Chamber of Commerce is the world's largest trade organization."", 'An efficient means of transportation']",D,high_school_geography,D) An efficient means of transportation
"National sports teams, flags, national anthems and national holidays, all supporting","['nationalism', 'religion and religion.', 'political turmoil.', 'disputes over work.']",A,high_school_geography,A)nationalism
"The process by which immigrants learn the values, language, and customs of their new country is called","['reconciliation', 'promoting culture', 'to match', 'join together']",B,high_school_geography,A)reconciliation
"Which of the following can best describe the true distance to the center of the universe, the true direction, the true size, and the true nature?","['A drawing by Mercator', 'The world world', 'A complicated design', 'Design and layout']",B,high_school_geography,B) The world
Which of the following can be considered a high office?,"[""Winn-Dixie's food pantry"", 'The business of Mercedes-Benz', 'Shoe shop', 'Family physician']",B,high_school_geography,B
What geologist realized that the cities of the United States in the 1920's were made up of concentrated deposits of precious metals from their core?,"['Rostow', 'The city of Ravenstein', 'See also', 'Burgess']",D,high_school_geography,D) Burgess
"To get to school in the morning, we all follow this guideline:","['The Rand-McNally Road Atlas.', 'the whole world.', 'A map of the route.', 'A map of the mind.']",D,high_school_geography,C) A map of the route.
"In this case, a card that uses a lower card standard will be a card of","['all over the world. .', 'Located in Atlanta, Georgia', 'Famous street in a small Ohio town.', 'The State of Pennsylvania.']",A,high_school_geography,A)all over the world.
The first boundary was established before specialized ecological knowledge and printed maps became available known as,"['The boundary of time.', 'the boundaries of geometry.', 'The boundary is being drawn.', 'the next firstfruits.']",A,high_school_geography,B) the boundaries of geometry.
What work is included in secondary activities?,"['Technical engineer', 'A worker on the assembly line of an F-10 truck', 'A worker at an oil refinery', 'A parking attendant']",D,high_school_geography,B) A worker on the assembly line of an F-10 truck
In which of the following areas is intensive agriculture being replaced by large-scale commercial activities?,"['The Swiss Alps', 'The Amazon Basin', 'North Africa', 'The Weather in Alaska']",B,high_school_geography,B) The Amazon Basin
Notable individuals who broke away from all religions were named,"['ice cream', 'heathenism.', 'slander', 'nationalism']",A,high_school_geography,B)heathenism
Areas shared by all of these except,"['boundaries', 'similarities.', 'somewhere.', 'are easy to explain.']",D,high_school_geography,D)are easy to explain.
Which of the following statements about immigration in the United States is not true?,"['Pioneers settled until 1870 ?? German, English, Scots-Irish, African', '1870 to 1914 - Asians', '1870-1914 - Eastern and southern Europeans', '1965 - present - Hispanics']",B,high_school_geography,D) African
Which of the following statements describes many cities in Africa?,"['Their territories are fertile and clean.', 'Many migrants move from the countryside to cities with their own waterways.', 'They have three distinct business areas.', 'They have a well developed infrastructure.']",C,high_school_geography,B) Many migrants move from the countryside to cities with their own waterways.
Which country has the biggest trade problem due to its geographical location?,"['Singapore and Singapore', 'Italy and Spain', 'Spain', 'Mongolia']",D,high_school_geography,D)Mongolia
