question	choices	answer	subject	opus	prompt
To tia 12-9+c=12. pesa valeur ya cpona ekwation ezala solo?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B) 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'To tia 12-9+c=12. pesa valeur ya cpona ekwation ezala solo?\n A)0 B)3 C)9 D)12'}]}]
Libota ya Sojourn bakeyi vaccances na mosolo ya kobanda na 2000 $. Soki abebisi 150 $ na mokolo, maloba nini elakisi mosolo oyo azali na yango na nsima ya x mikolo ?	['1850x', '2000-150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B) 2000-150x', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Libota ya Sojourn bakeyi vaccances na mosolo ya kobanda na 2000 $. Soki abebisi 150 $ na mokolo, maloba nini elakisi mosolo oyo azali na yango na nsima ya x mikolo ?\n A)1850x B)2000-150x C)150x D)2000 +150x'}]}]
Étagère moko ezali na buku minei. Kilo ya buku ya kolandana, moko na moko na buku minei na étagère ezali 2,5; 3,2; 2,7; 2,3. Bokeseni ya koloba ya poids, p, ya buku moko baponi na étagère ?	['w > 2.3', 'w < 2,4', 'w > 3,2', 'w < 3,3']	D	elementary_mathematics	[TextBlock(text='A)w > 2.3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Étagère moko ezali na buku minei. Kilo ya buku ya kolandana, moko na moko na buku minei na étagère ezali 2,5; 3,2; 2,7; 2,3. Bokeseni ya koloba ya poids, p, ya buku moko baponi na étagère ?\n A)w > 2.3 B)w < 2 C)4 D)w > 3'}]}]
Motango nini ezali na motuya ya ndelo te likolo na 5 ?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='B)-5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Motango nini ezali na motuya ya ndelo te likolo na 5 ?\n A)-6 B)-5 C)0 D)5'}]}]
pesa valeur ya phrazi 2(3(4^2+1))-2^3?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'pesa valeur ya phrazi 2(3(4^2+1))-2^3?\n A)156 B)110 C)94 D)48'}]}]
likolo ya likasa Moko ya papier, Gwen a sali lolenge ya mitango Oyo elandi : 1,5,9,13. ba motango Oyo mibale ekolanda Na motif ya Gwen eza Nini?	['15.17', '15,19', '17,19', '17,21']	D	elementary_mathematics	[TextBlock(text='D)17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'likolo ya likasa Moko ya papier, Gwen a sali lolenge ya mitango Oyo elandi : 1,5,9,13. ba motango Oyo mibale ekolanda Na motif ya Gwen eza Nini?\n A)15.17 B)15 C)19 D)17'}]}]
Soki conserve ya poire ezali na ntalo ya 2,37 $, motuya boni ya conserve ya poire bokoki kosomba na 9,48 $ ?	['3 conserves', '12 conserves', '36 conserves', '13 conserves']	B	elementary_mathematics	[TextBlock(text='A) 4 conserves\n\nExplication:\n- Ntalo ya conserve moko ya poire ezali 2,37 $\n- Soki tozali na 9,48 $, tokoki kosomba conserve boni ?\n\nTokoki kokabola 9,48 $ na 2,37 $ mpo tomona conserve boni tokoki kosomba:\n9,48 $ ÷ 2,37 $ = 4\n\nYango wana, boponi A) 4 conserves ezali eyano ya malamu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Soki conserve ya poire ezali na ntalo ya 2,37 $, motuya boni ya conserve ya poire bokoki kosomba na 9,48 $ ?\n A)3 conserves B)12 conserves C)36 conserves D)13 conserves'}]}]
bongisa kobanda mokolo ti Na lelo : 3,3 PE 1 likolo ya 8,3.8, 3;18.	['3.18, 3 et 1 sur 8, 3.8,3', '3,3 et 1 sur 8, 3.18, 3', '3.8, 3 et 1 sur 8, 3.18, 3', '3.8, 3.18, 3 et 1 sur 8, 3']	D	elementary_mathematics	[TextBlock(text='D) 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bongisa kobanda mokolo ti Na lelo : 3,3 PE 1 likolo ya 8,3.8, 3;18.\n A)3.18 B)3 et 1 sur 8 C)3.8 D)3'}]}]
Sala calcul ya 22 / 2 + 9	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='C)20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sala calcul ya 22 / 2 + 9\n A)10 B)11 C)20 D)2'}]}]
Engumba moko ezali na 836 527 bato. Motuya boni ya bato ya engumba na ntango motuya ya bato bakokisi na ba zomi ya ba mille oyo ya pembeni ? 	['800 000', '830,000', '836 000', '840 000']	D	elementary_mathematics	[TextBlock(text='D)836 000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Engumba moko ezali na 836 527 bato. Motuya boni ya bato ya engumba na ntango motuya ya bato bakokisi na ba zomi ya ba mille oyo ya pembeni ? \n A)800 000 B)830 C)000 D)836 000'}]}]
Luka biloko ya 5 - (-9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='A)14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Luka biloko ya 5 - (-9).\n A)14 B)-4 C)45 D)-45'}]}]
Keiko alekisi mokolo mobimba na kotala ba ndeke. Na ntongo atangi 34 ndeke koleka na nsima ya nzanga. Na kondima ete atangi 76 ndeke na nyoso, motuya boni ya ndeke atangi na nsima ya nzanga ? 	['21 ndeke', ' 40 ndeke', ' 42 ndeke', '84 ndeke']	A	elementary_mathematics	[TextBlock(text='C) 42 ndeke', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Keiko alekisi mokolo mobimba na kotala ba ndeke. Na ntongo atangi 34 ndeke koleka na nsima ya nzanga. Na kondima ete atangi 76 ndeke na nyoso, motuya boni ya ndeke atangi na nsima ya nzanga ? \n A)21 ndeke B) 40 ndeke C) 42 ndeke D)84 ndeke'}]}]
pesa valeur ya 5 + 2 - 15 + (12 - 4) ?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='D) 0', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'pesa valeur ya 5 + 2 - 15 + (12 - 4) ?\n A)78 B)83 C)131 D)153'}]}]
Likambo nini ekoki représenté na fraction 20/8 ?	"[""Leslie abebisi 20 dollars na 8 centime na magasin. Ndenge nini mosolo Leslie abebisi bakokoma n'a lolenge ya fraction ?"", 'Bana ya mike 8 ya M. Kramer bakaboli 20 crackers ya kokokana. Motuya boni ya crackers mwana moko azwi ?)', 'Mitch asombi 20 banc ya fulele na magasin ya milona. Pot nyoso ezali na fulele 8. motuya boni ya fulele Mitch asombi na nyoso ?', 'Ba timbre etekami na carnet ya 20 timbre. Donna akosalela 8 timbre mpo ya kotinda ba invitation ya fête. Motuya boni ya carnet ya timbre Donna asaleli mpo ya kotinda ba invitation ?']"	B	elementary_mathematics	[TextBlock(text='C)Mitch asombi 20 banc ya fulele na magasin ya milona. Pot nyoso ezali na fulele 8. motuya boni ya fulele Mitch asombi na nyoso ?', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Likambo nini ekoki représenté na fraction 20/8 ?\n A)Leslie abebisi 20 dollars na 8 centime na magasin. Ndenge nini mosolo Leslie abebisi bakokoma n'a lolenge ya fraction ? B)Bana ya mike 8 ya M. Kramer bakaboli 20 crackers ya kokokana. Motuya boni ya crackers mwana moko azwi ?) C)Mitch asombi 20 banc ya fulele na magasin ya milona. Pot nyoso ezali na fulele 8. motuya boni ya fulele Mitch asombi na nyoso ? D)Ba timbre etekami na carnet ya 20 timbre. Donna akosalela 8 timbre mpo ya kotinda ba invitation ya fête. Motuya boni ya carnet ya timbre Donna asaleli mpo ya kotinda ba invitation ?""}]}]"
