question	choices	answer	subject	opus	prompt
Jimmy naKima vachafamba rwendo. Vachatyaira kwemazuva matatu. Zuva rekutanga vachatyaira mamaira 182. Rechipiri vachatyaira  mamaira 439. Rechitatu vachatyaira mamaira 217. Ndechipi chinyorwa chiri pedyo nekuti Jimmy na Kima vachafamba mamaira akawanda sei murwendo rwavo?	['150+400+ 200', '200+ 400 +200', '200+ 250 +200', '200+500+200']	C	elementary_mathematics	[TextBlock(text='B)200+ 400 +200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jimmy naKima vachafamba rwendo. Vachatyaira kwemazuva matatu. Zuva rekutanga vachatyaira mamaira 182. Rechipiri vachatyaira  mamaira 439. Rechitatu vachatyaira mamaira 217. Ndechipi chinyorwa chiri pedyo nekuti Jimmy na Kima vachafamba mamaira akawanda sei murwendo rwavo?\n A)150+400+ 200 B)200+ 400 +200 C)200+ 250 +200 D)200+500+200'}]}]
Musariridzwa wa 21 kugovaniswa na 7 chii?	['21', '7', '1', 'Hapana chiripo']	D	elementary_mathematics	[TextBlock(text='C)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Musariridzwa wa 21 kugovaniswa na 7 chii?\n A)21 B)7 C)1 D)Hapana chiripo'}]}]
Maddie achatyaira chimudhudhu chake kwemamaira 56 mumazuva 7. Achazotyaira mamaira akafanana zuva rega rega. Mamaira achafambwa na maddie pazuva rega rega mangani?	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maddie achatyaira chimudhudhu chake kwemamaira 56 mumazuva 7. Achazotyaira mamaira akafanana zuva rega rega. Mamaira achafambwa na maddie pazuva rega rega mangani?\n A)8 B)9 C)49 D)63'}]}]
Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 48 pamusoro p88 = ? pamusoro pa 11.	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 48 pamusoro p88 = ? pamusoro pa 11.\n A)6 B)11 C)8 D)5'}]}]
chakanaka kutenga chii?	['Mabha 10 esipo pa $23.20', 'Mabha 16 esipo pa$36.48', 'mabha 13 esipo pa 29.51', 'mabha 12 esipo pa 427.60']	C	elementary_mathematics	[TextBlock(text='B)Mabha 16 esipo pa$36.48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'chakanaka kutenga chii?\n A)Mabha 10 esipo pa $23.20 B)Mabha 16 esipo pa$36.48 C)mabha 13 esipo pa 29.51 D)mabha 12 esipo pa 427.60'}]}]
Kurova kwemwoyo waTrish akazorora kunoita 50 pamineti rega. Pamineti yega yega yaanosimbisa muviri, kurova kwemoyo wake kunowedzera mabhiti mashanu pamineti. Anotora nguva yakareba zvakadii kuti asvike mabhiti 120 pamineti? 	['5 minetsi', '14 minetsi', '34 minetsi', '70 minetsi']	B	elementary_mathematics	[TextBlock(text='B)14 minetsi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kurova kwemwoyo waTrish akazorora kunoita 50 pamineti rega. Pamineti yega yega yaanosimbisa muviri, kurova kwemoyo wake kunowedzera mabhiti mashanu pamineti. Anotora nguva yakareba zvakadii kuti asvike mabhiti 120 pamineti? \n A)5 minetsi B)14 minetsi C)34 minetsi D)70 minetsi'}]}]
Tsvaka nhamba inopatsanura pakati nepakati padhata iri 23. 123, 18, 29, 32, 25	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='A) 18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inopatsanura pakati nepakati padhata iri 23. 123, 18, 29, 32, 25\n A)18 B)24 C)25 D)29'}]}]
Jack anotanha maapuru 60. Anoshandisa maapuru 12 kugadzira chinwiwa. anoisa mapuru asara  6 mubasikitir ezvipo rega rega. Ndechipi chinyorwa chingashandiswa kutsvaka ma apples, a, angaisva mubasikiti na Jack	['(60/6) -12 = a', '(60 -12)/6 =a', '(60 - 6) - 12=a', '(60+12)/6 = a']	B	elementary_mathematics	[TextBlock(text='B)(60 -12)/6 =a', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jack anotanha maapuru 60. Anoshandisa maapuru 12 kugadzira chinwiwa. anoisa mapuru asara  6 mubasikitir ezvipo rega rega. Ndechipi chinyorwa chingashandiswa kutsvaka ma apples, a, angaisva mubasikiti na Jack\n A)(60/6) -12 = a B)(60 -12)/6 =a C)(60 - 6) - 12=a D)(60+12)/6 = a'}]}]
Imwe mepu inoshandisa chikero che 1 inch yakainzana ne mamaira 25. Mamaira mangani akamirirwa mainch 5 pamepu?	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D)125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imwe mepu inoshandisa chikero che 1 inch yakainzana ne mamaira 25. Mamaira mangani akamirirwa mainch 5 pamepu?\n A)5 B)25 C)50 D)125'}]}]
Rerutsa (2 + 5)^2 − 42.	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='A)7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rerutsa (2 + 5)^2 − 42.\n A)7 B)16 C)30 D)33'}]}]
Tsvaka zvinoreva izvi. 4./.2 x2 + 8-4	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='B)12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvinoreva izvi. 4./.2 x2 + 8-4\n A)-12 B)12 C)8 D)16'}]}]
Murairidzi akatenderedza nhamba dzevanomhanya  kuswebedza kuna 10. Nhamba yakatenderedzwa yeva mhanyi i400. Ndeipi number ingamirira vamhanyi pavakasangana pamakwikwi.	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B)397', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Murairidzi akatenderedza nhamba dzevanomhanya  kuswebedza kuna 10. Nhamba yakatenderedzwa yeva mhanyi i400. Ndeipi number ingamirira vamhanyi pavakasangana pamakwikwi.\n A)382 B)397 C)406 D)447'}]}]
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A) -7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 +  ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C)73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?\n A)53 B)63 C)73 D)83'}]}]
Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.	['32', '3.2', '3.2', '320']	A	elementary_mathematics	[TextBlock(text='B)3.2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.\n A)32 B)3.2 C)3.2 D)320'}]}]
Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	[TextBlock(text='D)45.6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property\n A)46.4 B)456 C)4.56 D)45.6'}]}]
Minduro yechinyorwa ichi 2,314 / 4?	['508', '508r2', '578', '578r2']	D	elementary_mathematics	[TextBlock(text='B)508r2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Minduro yechinyorwa ichi 2,314 / 4?\n A)508 B)508r2 C)578 D)578r2'}]}]
Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? 	['100-5d', '5d+ 100', '100/5d', '5d']	A	elementary_mathematics	[TextBlock(text='D)5d', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? \n A)100-5d B)5d+ 100 C)100/5d D)5d'}]}]
Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom	['4t', 't pamusoro pa4', 't − 4', 't + 4']	A	elementary_mathematics	[TextBlock(text='B)t pamusoro pa4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom\n A)4t B)t pamusoro pa4 C)t − 4 D)t + 4'}]}]
Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	[TextBlock(text='B)452', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?\n A)681 B)452 C)462 D)017'}]}]
123 / 8 inobuditsa chii?	['15 kuchisara 7', '15 kuchisara 3', '16 kuchisara 5 ', '16 kuchisara 1']	B	elementary_mathematics	[TextBlock(text='B)15 kuchisara 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '123 / 8 inobuditsa chii?\n A)15 kuchisara 7 B)15 kuchisara 3 C)16 kuchisara 5  D)16 kuchisara 1'}]}]
Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi	['17 pamusoro pa 2', '34 pamusoro pa 4', '17 pamusoro pa 4', '19 pamusoro pa 2']	A	elementary_mathematics	[TextBlock(text='B)34 pamusoro pa 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi\n A)17 pamusoro pa 2 B)34 pamusoro pa 4 C)17 pamusoro pa 4 D)19 pamusoro pa 2'}]}]
ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	[TextBlock(text='D)200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo\n A)200 B)000 + 7 C)000 + 200 + 4 D)200'}]}]
Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?	['midziyo 220 ', 'midziyo 770 ', 'midziyo 4', 'midziyo 110']	D	elementary_mathematics	[TextBlock(text='D)midziyo 110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?\n A)midziyo 220  B)midziyo 770  C)midziyo 4 D)midziyo 110'}]}]
Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei	['mean inowedzera', 'mean inodzikisirwa', 'median inowedzera', 'median inodzikira']	A	elementary_mathematics	[TextBlock(text='D)median inodzikira', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei\n A)mean inowedzera B)mean inodzikisirwa C)median inowedzera D)median inodzikira'}]}]
kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?\n A)-7 B)5 C)7 D)27'}]}]
Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='D)p-3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p\n A)3-p B)p+3 C)3/p D)p-3'}]}]
Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]
Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?\n A)0 B)3 C)9 D)12'}]}]
Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B)2000 −150x', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?\n A)1850x B)2000 −150x C)150x D)2000 +150x'}]}]
Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	[TextBlock(text='A)w > 2.3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.\n A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3'}]}]
Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?\n A)-6 B)-5 C)0 D)5'}]}]
Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='D)48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?\n A)156 B)110 C)94 D)48'}]}]
Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	[TextBlock(text='D)19', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?\n A)15 B)17 C)15 D)19'}]}]
Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?	['magaba 3', '12 magaba', '36 magaba', '13 magaba']	B	elementary_mathematics	[TextBlock(text='D)13 magaba', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?\n A)magaba 3 B)12 magaba C)36 magaba D)13 magaba'}]}]
Ronga kubva muhuwandu hukuru zvichidzikira:3, 3 na 1 pamusoro  8,3.8,3.18.	['3.18, 3 na 1 pamusoro pa8, 3.8, 3', '3,3 na 1 pamusoro pa 8, 3.18, 3', '3.8 ,3 na 1 pamusoro pa8, 3.18, 3', '3.8, 3.18, 3 na 1 pamusoro pa8, 3']	D	elementary_mathematics	[TextBlock(text='D)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ronga kubva muhuwandu hukuru zvichidzikira:3, 3 na 1 pamusoro  8,3.8,3.18.\n A)3.18 B)3 na 1 pamusoro pa8 C)3.8 D)3'}]}]
Tsvaka 22 / 2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='C)20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka 22 / 2 + 9.\n A)10 B)11 C)20 D)2'}]}]
Huwandu hwevanhu munerimwe guta i836,527. Huwandu hwevanhu vemuguta iri hurisei kana ukaswebedzwa pedyo zviuru gumi pakunyorwa.	['800,000', '830,000', '836,000', '840,000']	D	elementary_mathematics	[TextBlock(text='C)830', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Huwandu hwevanhu munerimwe guta i836,527. Huwandu hwevanhu vemuguta iri hurisei kana ukaswebedzwa pedyo zviuru gumi pakunyorwa.\n A)800 B)000 C)830 D)000'}]}]
Tsvaka zvinobuda panoti  5 • (−9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='D)-45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvinobuda panoti  5 • (−9).\n A)14 B)-4 C)45 D)-45'}]}]
Keiko apedza zuva achiverenga nekutarisa shiri ndokuverenga shiri 34 mangwanani kudarika masikati. Kana averenga shiri 76 dzose, ishiri ngani dzaaberenga masikati?	['21 shiri', '40 shiri', '42 shiri', '84 shiri']	A	elementary_mathematics	[TextBlock(text='C)42 shiri', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Keiko apedza zuva achiverenga nekutarisa shiri ndokuverenga shiri 34 mangwanani kudarika masikati. Kana averenga shiri 76 dzose, ishiri ngani dzaaberenga masikati?\n A)21 shiri B)40 shiri C)42 shiri D)84 shiri'}]}]
Tsvaka zvakamirira 5 + 2 • 15 + (12 • 4)?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='B)83', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvakamirira 5 + 2 • 15 + (12 • 4)?\n A)78 B)83 C)131 D)153'}]}]
Ndeapi mamiriro ezvinhu anogona kumiririrwa ne chidimbu 20/8?	['Leslie akashandisa $20 ne 8 senzi pachitoro. Mari yakashandiswa na Leslie muchitoro inonyorwa sei muchidimbu?', 'Vazukuru 8 vava Kramer vakagovana makireka 20 zvakainzana. Muzukuru mumwe nemumwe akawana makireka mangani?', 'Mitch akatenga magaba emaruva 20 pachitoro chezvirimwa. Gaba rimwe nerimwe raive ne maruva 8. Mitch akatenga maruruva mangani?', 'Zvitambi zhinotengeswa mutubhuku twezvitambi 20. Donna anoshandisa zvitambi 8 kutumira tsanba dzekukoka vanhu kumutambo. Donna akashsndisa tumabhuku twezvitambi tungani kukoka vanhu?']	B	elementary_mathematics	[TextBlock(text='B)Vazukuru 8 vava Kramer vakagovana makireka 20 zvakainzana. Muzukuru mumwe nemumwe akawana makireka mangani?', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeapi mamiriro ezvinhu anogona kumiririrwa ne chidimbu 20/8?\n A)Leslie akashandisa $20 ne 8 senzi pachitoro. Mari yakashandiswa na Leslie muchitoro inonyorwa sei muchidimbu? B)Vazukuru 8 vava Kramer vakagovana makireka 20 zvakainzana. Muzukuru mumwe nemumwe akawana makireka mangani? C)Mitch akatenga magaba emaruva 20 pachitoro chezvirimwa. Gaba rimwe nerimwe raive ne maruva 8. Mitch akatenga maruruva mangani? D)Zvitambi zhinotengeswa mutubhuku twezvitambi 20. Donna anoshandisa zvitambi 8 kutumira tsanba dzekukoka vanhu kumutambo. Donna akashsndisa tumabhuku twezvitambi tungani kukoka vanhu?'}]}]
Kana chitima chichifamba nemumhanyiro we mamaira 20 paawa kwemaawa 6, chinofamba rwendo rwakareba sei?	['120 mamaira', '80 mamaira', '28 mamaira', '12mamaira']	A	elementary_mathematics	[TextBlock(text='A) 120 mamaira', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana chitima chichifamba nemumhanyiro we mamaira 20 paawa kwemaawa 6, chinofamba rwendo rwakareba sei?\n A)120 mamaira B)80 mamaira C)28 mamaira D)12mamaira'}]}]
Ndeipi nhanho inotsanangudza maitiro ekutsvaka zvakamirira a mu 6a = 72?	['sanganisa 6 kumativi ose', 'patsanura mativi ose na 6', 'wedzera zvakapetwa ka6 kumativi ose', 'Bvisa 6 kumative ose']	B	elementary_mathematics	[TextBlock(text='B)patsanura mativi ose na 6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi nhanho inotsanangudza maitiro ekutsvaka zvakamirira a mu 6a = 72?\n A)sanganisa 6 kumativi ose B)patsanura mativi ose na 6 C)wedzera zvakapetwa ka6 kumativi ose D)Bvisa 6 kumative ose'}]}]
