question	choices	answer	subject	opus	prompt
Ọdịda obi izu ike nke Trish na-eti 50 kwa nkeji.  Maka nkeji ọ bụla ọ na-emeghari ahụ, ọnụọgụ obi ya na-abawanye iti ise kwa nkeji.  Ogologo oge ole ka ọ ga-ewe ya iru ọ̀tụ̀tụ̀ obi nke 120 iti kwa nkeji?	['nkeji ịse', 'nkeji iri na anọ ', 'Nkeji iri atọ na anọ ', 'Nkeji iri asaa']	B	elementary_mathematics	[TextBlock(text='D)Nkeji iri asaa', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ọdịda obi izu ike nke Trish na-eti 50 kwa nkeji.  Maka nkeji ọ bụla ọ na-emeghari ahụ, ọnụọgụ obi ya na-abawanye iti ise kwa nkeji.  Ogologo oge ole ka ọ ga-ewe ya iru ọ̀tụ̀tụ̀ obi nke 120 iti kwa nkeji?\n A)nkeji ịse B)nkeji iri na anọ  C)Nkeji iri atọ na anọ  D)Nkeji iri asaa'}]}]
Chọta nke nọ n'etiti n'usoro dàtà 23, 13, 18, 29, 32, 25.	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='A)18', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Chọta nke nọ n'etiti n'usoro dàtà 23, 13, 18, 29, 32, 25.\n A)18 B)24 C)25 D)29""}]}]"
Jack na-ewere apụl 60 site na osisi apụl.  Ọ na-eji 12 n'ime ha mee ihe ọṅụṅụ apụl.  Ọ na-etinye apụl ndị fọdụrụ n'otu aka ahụ n'ime nkata onyinye isii.  Kedu nha nhata enwere ike iji chọpụta ọnụọgụ apụl, a, nke Jack na-etinye n'ime nkata onyinye ọ bụla?	['(60/6)—12=a', '(60-12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B)(60-12)/6=a', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Jack na-ewere apụl 60 site na osisi apụl.  Ọ na-eji 12 n'ime ha mee ihe ọṅụṅụ apụl.  Ọ na-etinye apụl ndị fọdụrụ n'otu aka ahụ n'ime nkata onyinye isii.  Kedu nha nhata enwere ike iji chọpụta ọnụọgụ apụl, a, nke Jack na-etinye n'ime nkata onyinye ọ bụla?\n A)(60/6)—12=a B)(60-12)/6=a C)(60-6)-12=a D)(60+12)/6=a""}]}]"
Otu maapụ na-eji ọ̀tụ̀tụ̀ nke 1 inch hà nhata 25 mailụ. Mailụ ole ka inch 5 nọchiri anya ya na maapụ a?	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D)125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Otu maapụ na-eji ọ̀tụ̀tụ̀ nke 1 inch hà nhata 25 mailụ. Mailụ ole ka inch 5 nọchiri anya ya na maapụ a?\n A)5 B)25 C)50 D)125'}]}]
Mee k'ọdị mfe (2 + 5)^2 − 42.	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='B)16', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Mee k'ọdị mfe (2 + 5)^2 − 42.\n A)7 B)16 C)30 D)33""}]}]"
Chọta mpụta nke 4 ÷ 2 • 2 + 8 - 4.	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='C)8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chọta mpụta nke 4 ÷ 2 • 2 + 8 - 4.\n A)-12 B)12 C)8 D)16'}]}]
Otu onye nchịkwa chịkọtara ọnụ ọgụgụ ndị na-agba ọsọ n'otu egwu na-ezute ndị kacha nso 10. Ọnụ ọgụgụ ndị na-agba ọsọ bụ 400. Kedu ọnụọgụ nwere ike ịbụ ọnụ ọgụgụ ndị na-agba ọsọ na-ezute n'ezie?	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B)397', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Otu onye nchịkwa chịkọtara ọnụ ọgụgụ ndị na-agba ọsọ n'otu egwu na-ezute ndị kacha nso 10. Ọnụ ọgụgụ ndị na-agba ọsọ bụ 400. Kedu ọnụọgụ nwere ike ịbụ ọnụ ọgụgụ ndị na-agba ọsọ na-ezute n'ezie?\n A)382 B)397 C)406 D)447""}]}]"
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A) -7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 +  ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
Mark nwere nchịkọta stampụ.  O nwere stampụ 22 si Japan, 34 si Canada, na 17 si Mexico.  Stampụ ole ka o nwere na ha niile?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C)73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mark nwere nchịkọta stampụ.  O nwere stampụ 22 si Japan, 34 si Canada, na 17 si Mexico.  Stampụ ole ka o nwere na ha niile?\n A)53 B)63 C)73 D)83'}]}]
Chọpụta ụsa maka nha nhata x + 2.7 = 8.4 site na ọnụọgụgụ ndị a enyere.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chọpụta ụsa maka nha nhata x + 2.7 = 8.4 site na ọnụọgụgụ ndị a enyere.\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
Chọta ọnụọgụgụ nke mere nkwụpụta a eziokwu: 0.32 g = _ cg.	['32', '3.2', '3,200', '320']	A	elementary_mathematics	[TextBlock(text='A)32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chọta ọnụọgụgụ nke mere nkwụpụta a eziokwu: 0.32 g = _ cg.\n A)32 B)3.2 C)3 D)200'}]}]
Chọta mmụba nke 5.7(8) n'uche site na iji ihe nkesa.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	[TextBlock(text='D)45.6', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Chọta mmụba nke 5.7(8) n'uche site na iji ihe nkesa.\n A)46.4 B)456 C)4.56 D)45.6""}]}]"
chọta ihe bu kwoshenti maka ngosipụta 5.04/0.7?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	[TextBlock(text='A)508', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'chọta ihe bu kwoshenti maka ngosipụta 5.04/0.7?\n A)508 B)508 r2 C)578 D)578 r2'}]}]
Rosa nwere ebumnobi nke ịgba ọsọ ngụkọta maịlụ 100 n'ọnwa a. Ụbọchị ọ bụla ọ gbara ọsọ, ọ na-agba ọsọ maịlụ 5. Kedụ ngosipụta Rosa nwere ike iji mara maịlụ ole ọ hapụrụ ịgba ọsọ ka ọ gbachara mkpụrụ ụbọchị d?	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	[TextBlock(text='A) 100 - 5d', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Rosa nwere ebumnobi nke ịgba ọsọ ngụkọta maịlụ 100 n'ọnwa a. Ụbọchị ọ bụla ọ gbara ọsọ, ọ na-agba ọsọ maịlụ 5. Kedụ ngosipụta Rosa nwere ike iji mara maịlụ ole ọ hapụrụ ịgba ọsọ ka ọ gbachara mkpụrụ ụbọchị d?\n A)100 — 5d B)5d+ 100 C)100 / 5d D)5d""}]}]"
Chọpụta okwu algebra nke dabara na nkebi ahịrịokwu: mkpọ okpukpu 4 nke Tom chịkọtara.	"['4t', ""t n'elu anọ"", 't - 4', 't + 4']"	A	elementary_mathematics	[TextBlock(text='A)4t', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Chọpụta okwu algebra nke dabara na nkebi ahịrịokwu: mkpọ okpukpu 4 nke Tom chịkọtara.\n A)4t B)t n'elu anọ C)t - 4 D)t + 4""}]}]"
Andrew dere ọnụọgụgụ 196,425 na bọọdụ ahụ. Kedu ọnụọgụgụ bụ ụrụ nke ọnọdụ 6 kpọmkwem ugboro 10 uru nke ọnọdụ 6 n'ime ọnụọgụgụ nke Andrew dere?	['681, 452', '462,017', '246,412', '125,655']	B	elementary_mathematics	[TextBlock(text='C)462', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Andrew dere ọnụọgụgụ 196,425 na bọọdụ ahụ. Kedu ọnụọgụgụ bụ ụrụ nke ọnọdụ 6 kpọmkwem ugboro 10 uru nke ọnọdụ 6 n'ime ọnụọgụgụ nke Andrew dere?\n A)681 B)452 C)462 D)017""}]}]"
Kedu ihe bu 123 / 8 ?	['iri na ịse na ụfọ asaa', 'Iri na ise na ụfọ atọ ', 'Iri na Isii na ụfọ ise', 'Iri na isii na ụfọ otu']	B	elementary_mathematics	[TextBlock(text='B)Iri na ise na ụfọ atọ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ihe bu 123 / 8 ?\n A)iri na ịse na ụfọ asaa B)Iri na ise na ụfọ atọ  C)Iri na Isii na ụfọ ise D)Iri na isii na ụfọ otu'}]}]
Dee 8 na 2 n'elu 4 dị ka frakshọn adịghị mma n'ụzọ kachasị mfe	"[""17 n'elu 2"", ""34 n'elu 4"", ""17 n'elu 4"", ""19 n'elu 2""]"	A	elementary_mathematics	"[TextBlock(text=""B)34 n'elu 4"", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Dee 8 na 2 n'elu 4 dị ka frakshọn adịghị mma n'ụzọ kachasị mfe\n A)17 n'elu 2 B)34 n'elu 4 C)17 n'elu 4 D)19 n'elu 2""}]}]"
kedu ihe ngozipụta enwere ike  iji gosi 270,240 edere n'udidi mmebaa?	['200,000+7,000+200+4', '200,000+7,000+200+40', '200,000 + 70,000 + 200 +40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	[TextBlock(text='D)200', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""kedu ihe ngozipụta enwere ike  iji gosi 270,240 edere n'udidi mmebaa?\n A)200 B)000+7 C)000+200+4 D)200""}]}]"
Onye ọrụ na-aru n'ahịrị mgbakọ na-enwere awa 7 iji mepụta akụkụ 22. n'ogogo ahụ akụkụ ole ka o nwere ike ịmepụta n'ime awa 35?	['iberibe 220', 'iberibe 770', 'iberibe 4', 'iberibe 110']	D	elementary_mathematics	[TextBlock(text='D)iberibe 110', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Onye ọrụ na-aru n'ahịrị mgbakọ na-enwere awa 7 iji mepụta akụkụ 22. n'ogogo ahụ akụkụ ole ka o nwere ike ịmepụta n'ime awa 35?\n A)iberibe 220 B)iberibe 770 C)iberibe 4 D)iberibe 110""}]}]"
Abe chọtara n'nkezi na ọnọ n'etiti nke ndepụta ọnụọgụgụ a.  1, 3, 3 Ọ bụrụ na agbakwunyere 6 na ndepụta ahụ, yabụ	"['nkezi ya ga-agbagote', 'nkezi ya ga-agbadata. ', ""ọnọ n'etiti ga agbagote"", ""ọnọ n'etiti ga-agbadata""]"	A	elementary_mathematics	[TextBlock(text='D', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Abe chọtara n'nkezi na ọnọ n'etiti nke ndepụta ọnụọgụgụ a.  1, 3, 3 Ọ bụrụ na agbakwunyere 6 na ndepụta ahụ, yabụ\n A)nkezi ya ga-agbagote B)nkezi ya ga-agbadata.  C)ọnọ n'etiti ga agbagote D)ọnọ n'etiti ga-agbadata""}]}]"
Mgbe n =11, gini bụ ụrụ nke 10-(n + 6)?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mgbe n =11, gini bụ ụrụ nke 10-(n + 6)?\n A)-7 B)5 C)7 D)27'}]}]
Kedu okwu na-anọchi anya akpaokwu dị n'okpuru?  3 erughị ọnụ ọgụgụ, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='A) 3-p', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu okwu na-anọchi anya akpaokwu dị n'okpuru?  3 erughị ọnụ ọgụgụ, p\n A)3-p B)p+3 C)3/p D)p-3""}]}]"
Otu ụlọ ejije na-anakọta $6 make tiketi ọbụla erere na ihe nkiri. ụlọ ejije ahụ rere tiketi 500 n'ihe nkiri ahụ. Ihe ngosipụta nke nọ n'okpuru ka enwere ike iji chọta ego ole ụlọ ejije nakọrọ maka tiketi. 6*500 Kedu ngosipụta nke enwere ike iji chọta ego ole ụlọ ejije ahụ nakọtara maka tiketi?	['30×10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Otu ụlọ ejije na-anakọta $6 make tiketi ọbụla erere na ihe nkiri. ụlọ ejije ahụ rere tiketi 500 n'ihe nkiri ahụ. Ihe ngosipụta nke nọ n'okpuru ka enwere ike iji chọta ego ole ụlọ ejije nakọrọ maka tiketi. 6*500 Kedu ngosipụta nke enwere ike iji chọta ego ole ụlọ ejije ahụ nakọtara maka tiketi?\n A)30×10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3""}]}]"
Ka 12-9+c=12. Dee ihe c ga-apụta ga-eme nhatanha a eziokwu?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ka 12-9+c=12. Dee ihe c ga-apụta ga-eme nhatanha a eziokwu?\n A)0 B)3 C)9 D)12'}]}]
Ezinaụlọ Sojourn mere njem ezumike. Ha malitere site n'iji $2000. Ọ buru na ha mefuru $150 kwa ụbọchị, kedu ngosipụta ga-anọchite anya ego ole ha nwere mgbe ụbọchị x gasịrị?	['1850×', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B)2000 −150x', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ezinaụlọ Sojourn mere njem ezumike. Ha malitere site n'iji $2000. Ọ buru na ha mefuru $150 kwa ụbọchị, kedu ngosipụta ga-anọchite anya ego ole ha nwere mgbe ụbọchị x gasịrị?\n A)1850× B)2000 −150x C)150x D)2000 +150x""}]}]"
Otu shelf nwere akwụkwọ anọ na ya.  Ibu arọ, na paụnd, nke ọ bụla n'ime akwụkwọ anọ dị na shelf bụ 2.5, 3.2, 2.7, 2.3 Kedu ahaghị nhata na-anọchite anya ịdị arọ, w, nke akwụkwọ ọ bụla a họọrọ na shelf ahụ?	['w>2.3', 'w<2.4', 'w >3.2', 'w < 3.3']	D	elementary_mathematics	[TextBlock(text='A) w > 2.3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Otu shelf nwere akwụkwọ anọ na ya.  Ibu arọ, na paụnd, nke ọ bụla n'ime akwụkwọ anọ dị na shelf bụ 2.5, 3.2, 2.7, 2.3 Kedu ahaghị nhata na-anọchite anya ịdị arọ, w, nke akwụkwọ ọ bụla a họọrọ na shelf ahụ?\n A)w>2.3 B)w<2.4 C)w >3.2 D)w < 3.3""}]}]"
Kedu ọnụọgụgụ nke nwere kpọmkwem uru karịrị 5?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ọnụọgụgụ nke nwere kpọmkwem uru karịrị 5?\n A)-6 B)-5 C)0 D)5'}]}]
kedu ihe ngosipụta 2(3(4^2 + 1)) - 2^3? ga-apụta?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'kedu ihe ngosipụta 2(3(4^2 + 1)) - 2^3? ga-apụta?\n A)156 B)110 C)94 D)48'}]}]
Gwen dere usoro ọnụọgụgụ n'okpuru iberibe nke akwụkwọ. 1, 5, 9, 13, Gini bụ ọnụọgụgụ abụọ n'eso ya n'usoro nke Gwen?	['15,17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	[TextBlock(text='B)17', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gwen dere usoro ọnụọgụgụ n'okpuru iberibe nke akwụkwọ. 1, 5, 9, 13, Gini bụ ọnụọgụgụ abụọ n'eso ya n'usoro nke Gwen?\n A)15 B)17 C)15 D)19""}]}]"
Ọ buru na mkpọ ube 3 nọ n'ọnụ ego $2.37 mkpọ ube ole ka inwere ike ịzụta n'ọnụ ego $9.48?	[' mkpọ atọ', 'mkpọ  iri na abụọ ', 'mkpọ  iri atọ na ịse', 'mkpọ iri na atọ ']	B	elementary_mathematics	[TextBlock(text='D)mkpọ iri na atọ', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ọ buru na mkpọ ube 3 nọ n'ọnụ ego $2.37 mkpọ ube ole ka inwere ike ịzụta n'ọnụ ego $9.48?\n A) mkpọ atọ B)mkpọ  iri na abụọ  C)mkpọ  iri atọ na ịse D)mkpọ iri na atọ ""}]}]"
Dozie site na nke kachasị ukwuu ruo na nke kachasị obere: 2,3 na 1 n'elu 8,3.8,3.18.	"[""3.18,3 na 1 n'elu 8,3.8 3"", ""3,3 na 1 n'elu 8, 3.18, 3"", ""3.8, 3 na 1 n'elu 8, 3.18, 3"", ""3.8, 3.18, 3 na 1 n'elu 8, 3""]"	D	elementary_mathematics	[TextBlock(text='D)3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Dozie site na nke kachasị ukwuu ruo na nke kachasị obere: 2,3 na 1 n'elu 8,3.8,3.18.\n A)3.18 B)3 na 1 n'elu 8 C)3.8 3 D)3""}]}]"
Gbakọọ 22 / 2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gbakọọ 22 / 2 + 9.\n A)10 B)11 C)20 D)2'}]}]
Ọnụ ọgụgụ ndị bi n'otu obodo dị 836,527. Kedụ ọnụọgụgụ ndị bi n'obodo a chịkọta rue puku iri kacha nso?	['800, 000', '830,000', '836,000', '840,000']	D	elementary_mathematics	[TextBlock(text='C) 830,000', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ọnụ ọgụgụ ndị bi n'otu obodo dị 836,527. Kedụ ọnụọgụgụ ndị bi n'obodo a chịkọta rue puku iri kacha nso?\n A)800 B)000 C)830 D)000""}]}]"
chọta ihe mmụba nke 5 • (−9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='D)-45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'chọta ihe mmụba nke 5 • (−9).\n A)14 B)-4 C)45 D)-45'}]}]
Keiko nọrọ ụbọchị ahụ na-ekiri nnụnụ ma gụta nnụnụ 34 n'ụtụtụ karịa n'ehihie. Ọ bụrụ na ọ gụtara ngụkọta nnụnụ 76, nnụnụ ole ka ọ gụrụ n’ehihie?	['Nnụnụ 21', 'Nnụnụ 40', 'Nnụnụ 42', 'Nnụnụ 84']	A	elementary_mathematics	[TextBlock(text='B)Nnụnụ 42', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Keiko nọrọ ụbọchị ahụ na-ekiri nnụnụ ma gụta nnụnụ 34 n'ụtụtụ karịa n'ehihie. Ọ bụrụ na ọ gụtara ngụkọta nnụnụ 76, nnụnụ ole ka ọ gụrụ n’ehihie?\n A)Nnụnụ 21 B)Nnụnụ 40 C)Nnụnụ 42 D)Nnụnụ 84""}]}]"
