question	choices	answer	subject	opus	prompt
UJImmy kanye no Kima bazothatha uhambo. Bazoshayela izinsuku ezintathu. Usuku lokuqala bazoshayela amamayela awu 182.Ngolwesibili bazoshayela amamayela awu 439. Ngosuku lwesithathu bazoshayela amamayela awu 217. Ikuphi okukhombisa isilinganiso esisondelene nokuthi mangaki amamayela uJimmy no Kima abazowashayela kuloluhambo lwabo? 	['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']	C	elementary_mathematics	[TextBlock(text='B)200 + 400 + 200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UJImmy kanye no Kima bazothatha uhambo. Bazoshayela izinsuku ezintathu. Usuku lokuqala bazoshayela amamayela awu 182.Ngolwesibili bazoshayela amamayela awu 439. Ngosuku lwesithathu bazoshayela amamayela awu 217. Ikuphi okukhombisa isilinganiso esisondelene nokuthi mangaki amamayela uJimmy no Kima abazowashayela kuloluhambo lwabo? \n A)150 + 400 + 200 B)200 + 400 + 200 C)200 + 450 + 200 D)200 + 500 + 200'}]}]
Kungaki okusalayo uma udivada u21 ngo 7?	['21', '7', '1', 'Akukho kulokhu ']	D	elementary_mathematics	[TextBlock(text='D)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kungaki okusalayo uma udivada u21 ngo 7?\n A)21 B)7 C)1 D)Akukho kulokhu '}]}]
UMaddie uzogibela ibhayisekili indawo engango 56 wamamayela ezinsukwini eziwu 7? Uzogibela ibhayisekili ngokulinganayo usuku nosuku. Sithini isamba senamba yamamayela uMaddie azowagibela usuku nosuku?	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UMaddie uzogibela ibhayisekili indawo engango 56 wamamayela ezinsukwini eziwu 7? Uzogibela ibhayisekili ngokulinganayo usuku nosuku. Sithini isamba senamba yamamayela uMaddie azowagibela usuku nosuku?\n A)8 B)9 C)49 D)63'}]}]
Thola inamba eyenza lesitatimende sibe iqiniso 48 ngaphezu kuka 88 = ? ngaphezu kwa 11 kuyiqiniso.	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='A)6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola inamba eyenza lesitatimende sibe iqiniso 48 ngaphezu kuka 88 = ? ngaphezu kwa 11 kuyiqiniso.\n A)6 B)11 C)8 D)5'}]}]
Ikuphi ukuthenga okuhle?	['10 wamaqhuzu ensipho ngo $23.20', '16 wamaqhuzu ensipho ngo $36.48', '13 wamaqhuzu ensipho ngo $29.52', '12 wamaqhuzu ensipho ngo $27.60']	C	elementary_mathematics	[TextBlock(text='B)16 wamaqhuzu ensipho ngo $36.48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikuphi ukuthenga okuhle?\n A)10 wamaqhuzu ensipho ngo $23.20 B)16 wamaqhuzu ensipho ngo $36.48 C)13 wamaqhuzu ensipho ngo $29.52 D)12 wamaqhuzu ensipho ngo $27.60'}]}]
Ukuphumula kwenhliziyo kaTrish kuba ukushaya kawu 50 ngeminithi. Iminithi neminithi uyazivocavoca, inhliziyo yakhe inyukela ekushayeni kawu 5 ngeminithi. Kuzothatha isikhathi esingakanani ukuthi inhliziyo yakhe ishaye ifike ku 120  wokushaya ngeminithi?	['imizuzu ewu 5', 'imizuzu ewu  14', 'imizuzu ewu 34', 'imizuzu ewu 70']	B	elementary_mathematics	[TextBlock(text='B)imizuzu ewu 14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuphumula kwenhliziyo kaTrish kuba ukushaya kawu 50 ngeminithi. Iminithi neminithi uyazivocavoca, inhliziyo yakhe inyukela ekushayeni kawu 5 ngeminithi. Kuzothatha isikhathi esingakanani ukuthi inhliziyo yakhe ishaye ifike ku 120  wokushaya ngeminithi?\n A)imizuzu ewu 5 B)imizuzu ewu  14 C)imizuzu ewu 34 D)imizuzu ewu 70'}]}]
Thola inamba ephakathi nendawo kulesethi yolwazi 23, 13, 18, 29, 32, 25	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='A) 25', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola inamba ephakathi nendawo kulesethi yolwazi 23, 13, 18, 29, 32, 25\n A)18 B)24 C)25 D)29'}]}]
UJack ucosha ama aphula awu 60 esihlahleni sama aphula. Usebenzisa awu 12 ukwenza i-applesauce. Ubeka asele ama aphula ngokulinganayo ezikhwameni zezipho eziwu 6. Isiphi isibalo esingasetshenziswa ukuthola ukuthi mangaki ama aphula, lawa uJack awabeka endaweni ngayinye kubhasikidi?	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UJack ucosha ama aphula awu 60 esihlahleni sama aphula. Usebenzisa awu 12 ukwenza i-applesauce. Ubeka asele ama aphula ngokulinganayo ezikhwameni zezipho eziwu 6. Isiphi isibalo esingasetshenziswa ukuthola ukuthi mangaki ama aphula, lawa uJack awabeka endaweni ngayinye kubhasikidi?\n A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a'}]}]
Kunemephu thizeni esebenzisa isikali sika 1 inch olinganiselwa ku 25 wamamayela. Mangaki amamayela akhonjiswe la ku 5 inch kulemephu?	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D)125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kunemephu thizeni esebenzisa isikali sika 1 inch olinganiselwa ku 25 wamamayela. Mangaki amamayela akhonjiswe la ku 5 inch kulemephu?\n A)5 B)25 C)50 D)125'}]}]
Enza kubelula (2 + 5)^2 − 42.	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='B)16', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Enza kubelula (2 + 5)^2 − 42.\n A)7 B)16 C)30 D)33'}]}]
Thola inani lika 4 ÷ 2 • 2 + 8 − 4.	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='B)12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola inani lika 4 ÷ 2 • 2 + 8 − 4.\n A)-12 B)12 C)8 D)16'}]}]
Ukhoshi wasondeza inamba yabasubathi emgudwini wokuhlangana oseduze kangango 10. Inamba yabasubathi isondezelwe ku 400. Kungaba iyiphi inamba eyiyona yona yabasubathi emgudwini wokuhlangana? 	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B)397', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukhoshi wasondeza inamba yabasubathi emgudwini wokuhlangana oseduze kangango 10. Inamba yabasubathi isondezelwe ku 400. Kungaba iyiphi inamba eyiyona yona yabasubathi emgudwini wokuhlangana? \n A)382 B)397 C)406 D)447'}]}]
−4 + ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 + ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
UMark ugxiviza imithwalo efikayo. Unegxivizo eziwu 22 ezivela eJapan, 34 zase Canada, neziwu 17 ezase Mexico. Unezigxivizo ezingaki zizonke?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C)73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UMark ugxiviza imithwalo efikayo. Unegxivizo eziwu 22 ezivela eJapan, 34 zase Canada, neziwu 17 ezase Mexico. Unezigxivizo ezingaki zizonke?\n A)53 B)63 C)73 D)83'}]}]
Khomba isixazululo salesibalo x+ 2.7 = 8.4 kulezinamba ezinikiwe.	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Khomba isixazululo salesibalo x+ 2.7 = 8.4 kulezinamba ezinikiwe.\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
Thola inamba eyenza lesitatimende sibe iqiniso: 0.32 g = _cg.	['32', '3.2', '3,200', '320']	A	elementary_mathematics	[TextBlock(text='A) 32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola inamba eyenza lesitatimende sibe iqiniso: 0.32 g = _cg.\n A)32 B)3.2 C)3 D)200'}]}]
Thola umkhiqizo ka 5.7(8) ngokomqondo usebenzise i-Distributive property.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	[TextBlock(text='D)45.6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola umkhiqizo ka 5.7(8) ngokomqondo usebenzise i-Distributive property.\n A)46.4 B)456 C)4.56 D)45.6'}]}]
Ubani i-quotient yalokhu okuveziwe 2.314/4?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	[TextBlock(text='B) 578 r2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ubani i-quotient yalokhu okuveziwe 2.314/4?\n A)508 B)508 r2 C)578 D)578 r2'}]}]
URosa unesifiso sokugijima amamayela awu 100 kulenyanga. Usuku nosuku wagijima , wagijima amamayela awu 5. Iyiphi indlela uRosa angayisebenzisa ukuthola ukuthi usasalelwe ukugijima amamayela amangaki emva kokugijima usuku? 	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	[TextBlock(text='D)5d', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'URosa unesifiso sokugijima amamayela awu 100 kulenyanga. Usuku nosuku wagijima , wagijima amamayela awu 5. Iyiphi indlela uRosa angayisebenzisa ukuthola ukuthi usasalelwe ukugijima amamayela amangaki emva kokugijima usuku? \n A)100 — 5d B)5d+ 100 C)100 / 5d D)5d'}]}]
Khomba i-algebraic eveza ukuqondana kwamagama nesisho: amamayela awu 4 amaningi ngokulingana namakani uTom awacoshile.	['4t', 't over 4', 't − 4', 't + 4']	A	elementary_mathematics	[TextBlock(text='D)t + 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Khomba i-algebraic eveza ukuqondana kwamagama nesisho: amamayela awu 4 amaningi ngokulingana namakani uTom awacoshile.\n A)4t B)t over 4 C)t − 4 D)t + 4'}]}]
U-Andrew wabhala inamba 186, 425 ebhodini. lenamba ikuliphi inani inezinamba eziwu 6 ngokulinganayo nezikhathi eziwu 10 zenani lezinamba eziwu 6 u-Andrew azibhalile?	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	[TextBlock(text='B)452', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'U-Andrew wabhala inamba 186, 425 ebhodini. lenamba ikuliphi inani inezinamba eziwu 6 ngokulinganayo nezikhathi eziwu 10 zenani lezinamba eziwu 6 u-Andrew azibhalile?\n A)681 B)452 C)462 D)017'}]}]
Ubani u 123/ 8?	['15 kwasala 7', '15 kwasala 3', '16 kwasala 5', '16 kwasala 1']	B	elementary_mathematics	[TextBlock(text='B)15 kwasala 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ubani u 123/ 8?\n A)15 kwasala 7 B)15 kwasala 3 C)16 kwasala 5 D)16 kwasala 1'}]}]
Bhala 8 kanye no 2 ngaphezu kwa 4 njengengxenye engafanele ezibalweni kube ngendlela elula.	['17 ngaphezu kwa 7', '34 ngaphezu kwa 4', '17 ngaphezu kwa 4', '19 ngaphezu kwa 2']	A	elementary_mathematics	[TextBlock(text='B)34 ngaphezu kwa 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bhala 8 kanye no 2 ngaphezu kwa 4 njengengxenye engafanele ezibalweni kube ngendlela elula.\n A)17 ngaphezu kwa 7 B)34 ngaphezu kwa 4 C)17 ngaphezu kwa 4 D)19 ngaphezu kwa 2'}]}]
Ikuphi okungasetshenziswa ukuveza u270.240 ubhalwe ngendlela enokukhulisa.	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	[TextBlock(text='A) 200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikuphi okungasetshenziswa ukuveza u270.240 ubhalwe ngendlela enokukhulisa.\n A)200 B)000 + 7 C)000 + 200 + 4 D)200'}]}]
Isisebenzi  esihlanganisa olayini  ngamahora awu 7 ukukhiqiza izingcezu eziwu 22. Ngesivinini esingakanani wakwazi ukukhiqiza izingcezu ngo 35 wamahora?	['amaphathi awu 220', 'amaphathi awu 770', 'amaphathi awu 4', 'amaphathi awu 110']	D	elementary_mathematics	[TextBlock(text='D)amaphathi awu 110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isisebenzi  esihlanganisa olayini  ngamahora awu 7 ukukhiqiza izingcezu eziwu 22. Ngesivinini esingakanani wakwazi ukukhiqiza izingcezu ngo 35 wamahora?\n A)amaphathi awu 220 B)amaphathi awu 770 C)amaphathi awu 4 D)amaphathi awu 110'}]}]
U-Abe wathola inamba yesilinganiso kanye nenamba ephakathi nendawo kuloluhla lwezinamba. 1, 3, 3 Uma inamba ewu 6 beyifakiwe kuloluhla, futhi	['Inamba yesilinganiso izokhuphuka', 'Inamba yesilinganiso izoncipha', 'Inamba ephakathi nendawo izonyuka', 'Inamba ephakathi nendawo izoncipha']	A	elementary_mathematics	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'U-Abe wathola inamba yesilinganiso kanye nenamba ephakathi nendawo kuloluhla lwezinamba. 1, 3, 3 Uma inamba ewu 6 beyifakiwe kuloluhla, futhi\n A)Inamba yesilinganiso izokhuphuka B)Inamba yesilinganiso izoncipha C)Inamba ephakathi nendawo izonyuka D)Inamba ephakathi nendawo izoncipha'}]}]
Uma u n = 11, ubani inani lika 10 - (n + 6) ?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='B)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Uma u n = 11, ubani inani lika 10 - (n + 6) ?\n A)-7 B)5 C)7 D)27'}]}]
Iyiphi indlela ekhombisa lesisho esingezansi? 3 ngaphasi kwenamba, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='D)p-3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi indlela ekhombisa lesisho esingezansi? 3 ngaphasi kwenamba, p\n A)3-p B)p+3 C)3/p D)p-3'}]}]
Itiyetha yaqoqa $6 ngethikithi ngalinye eyawadayisa ngemovi. Itiyetha  yadayisa amathikithi awu 500 yenzela imovi. Lokhu okungaphasi okuvele kungasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola. 6 x 500 Iyiphi into engasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola ngamathikithi?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Itiyetha yaqoqa $6 ngethikithi ngalinye eyawadayisa ngemovi. Itiyetha  yadayisa amathikithi awu 500 yenzela imovi. Lokhu okungaphasi okuvele kungasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola. 6 x 500 Iyiphi into engasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola ngamathikithi?\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]
Enza 12- 9 + c = 12. Ubani inani lika c elenza lesibalo sibe iqiniso?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Enza 12- 9 + c = 12. Ubani inani lika c elenza lesibalo sibe iqiniso?\n A)0 B)3 C)9 D)12'}]}]
Umndeni wakaSojourn waya kwiholidi. Waqala ngo $2000. Uma besebenzise $150 usuku ngalunye, ikuphi okungamela inani lemali ababa nayo emvakwezinsuku eziwu x?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B) 2000 - 150x', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umndeni wakaSojourn waya kwiholidi. Waqala ngo $2000. Uma besebenzise $150 usuku ngalunye, ikuphi okungamela inani lemali ababa nayo emvakwezinsuku eziwu x?\n A)1850x B)2000 −150x C)150x D)2000 +150x'}]}]
Ishalofu linezincwadi ezine kulo. Isisindo singamaphawundi, kweyodwa kwizincwadi ezine eshalofini 2.5, 3.2, 2.7, 2.3 Ikuphi okungalingani okumele isisindo, w, kwanoma iyiphi incwadi eshalofini? 	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	[TextBlock(text='A)w > 2.3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ishalofu linezincwadi ezine kulo. Isisindo singamaphawundi, kweyodwa kwizincwadi ezine eshalofini 2.5, 3.2, 2.7, 2.3 Ikuphi okungalingani okumele isisindo, w, kwanoma iyiphi incwadi eshalofini? \n A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3'}]}]
Iyiphi inamba enenani eliphelele elikhulu ukuno 5?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='A)-6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi inamba enenani eliphelele elikhulu ukuno 5?\n A)-6 B)-5 C)0 D)5'}]}]
Ubani inani lalesi sibalo esiveziwe 2(3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ubani inani lalesi sibalo esiveziwe 2(3(4^2 + 1)) - 2^3?\n A)156 B)110 C)94 D)48'}]}]
UGwen wabhala inamba yephethini engezansi kwisiqeshana sephepha. 1, 5, 9, 13 Iziphi izinamba ezilandelayo kulephethini kaGwen?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	[TextBlock(text='D)19', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UGwen wabhala inamba yephethini engezansi kwisiqeshana sephepha. 1, 5, 9, 13 Iziphi izinamba ezilandelayo kulephethini kaGwen?\n A)15 B)17 C)15 D)19'}]}]
Uma amakani awu 3 amapheya ebiza $2.37 mangaki amakani amapheya angawathenga ngo $9.48?	['amakani awu 3', 'amakani awu 12', 'amakani awu 36', 'amakani awu 13']	B	elementary_mathematics	[TextBlock(text='B)amakani awu 12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Uma amakani awu 3 amapheya ebiza $2.37 mangaki amakani amapheya angawathenga ngo $9.48?\n A)amakani awu 3 B)amakani awu 12 C)amakani awu 36 D)amakani awu 13'}]}]
Beka ngendlela ekhombisa ubukhulu kuya kokuncane: 3, 3 kanye no 1 ngaphezu kwa 8,3.8,3.18.	['3.18, 3 kanye no 1 ngaphezu kwa 8, 3.8,3', '3,3 kanye no 1 ngaphezu kwa 8, 3.18, 3', '3.8, 3 kanye no 1 ngaphezu kwa 8, 3. 18, 3', '3.8, 3.18, 3 kanye no 1 ngaphezu kwa 8, 3']	D	elementary_mathematics	[TextBlock(text='D) 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Beka ngendlela ekhombisa ubukhulu kuya kokuncane: 3, 3 kanye no 1 ngaphezu kwa 8,3.8,3.18.\n A)3.18 B)3 kanye no 1 ngaphezu kwa 8 C)3.8 D)3'}]}]
Hlanganisa 22/2 + 9.	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='C)20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hlanganisa 22/2 + 9.\n A)10 B)11 C)20 D)2'}]}]
Inani labantu bakwamanye amadolobha lingu 836,527. Ithini inamba yenani labantu yalelidolobha mayisondezelwa kwizinkulungwane eziyishumi?	['800,000', '830,000', '836,000', '840,000']	D	elementary_mathematics	[TextBlock(text='C) 830 000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Inani labantu bakwamanye amadolobha lingu 836,527. Ithini inamba yenani labantu yalelidolobha mayisondezelwa kwizinkulungwane eziyishumi?\n A)800 B)000 C)830 D)000'}]}]
Thola umkhiqizo ka  5 • (−9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='D)-45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Thola umkhiqizo ka  5 • (−9).\n A)14 B)-4 C)45 D)-45'}]}]
UKeiko wasebenzisa usuku ezibukela izinyoni futhi wabala ezingu 34 eziningi ngaphezulu kwezinyoni azibone ekuseni ukunazibone ntambama. Uma ebale eziphelele zaba 76 izinyoni, zingaki izinyoni azibalile  ntambama?	['Izinyoni eziwu 21', 'Izinyoni eziwu 40', 'Izinyoni eziwu 42', 'Izinyoni eziwu 84']	A	elementary_mathematics	[TextBlock(text='A) Izinyoni eziwu 21', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UKeiko wasebenzisa usuku ezibukela izinyoni futhi wabala ezingu 34 eziningi ngaphezulu kwezinyoni azibone ekuseni ukunazibone ntambama. Uma ebale eziphelele zaba 76 izinyoni, zingaki izinyoni azibalile  ntambama?\n A)Izinyoni eziwu 21 B)Izinyoni eziwu 40 C)Izinyoni eziwu 42 D)Izinyoni eziwu 84'}]}]
Ubani inani lika 5 + 2 • 15 + (12 • 4)?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='B)83', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ubani inani lika 5 + 2 • 15 + (12 • 4)?\n A)78 B)83 C)131 D)153'}]}]
