question	choices	answer	subject	opus	prompt
Sɛ wokyɛ 21 mu 7 a, ɛka sɛn?	['21', '7', '1', ' ɛnnyɛ mu biara']	D	elementary_mathematics	[TextBlock(text='D) ɛnnyɛ mu biara', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sɛ wokyɛ 21 mu 7 a, ɛka sɛn?\n A)21 B)7 C)1 D) ɛnnyɛ mu biara'}]}]
Maddie bɛtwi ne dadepɔnkɔno kwansini dodoɔ 56 wɔ nna nson mu. ɔbɛsan atwa saa kwansini dodoɔ yi ara da biara. Kwansini dodoɔ sɛn na Maddie bɛtwi no da biara?	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maddie bɛtwi ne dadepɔnkɔno kwansini dodoɔ 56 wɔ nna nson mu. ɔbɛsan atwa saa kwansini dodoɔ yi ara da biara. Kwansini dodoɔ sɛn na Maddie bɛtwi no da biara?\n A)8 B)9 C)49 D)63'}]}]
Hwehwɛ akontabudeɛ a ɛma saa asem yi: 48 wɔ 88 so = ? wɔ 11 so nokorԑ	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='A)6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hwehwɛ akontabudeɛ a ɛma saa asem yi: 48 wɔ 88 so = ? wɔ 11 so nokorԑ\n A)6 B)11 C)8 D)5'}]}]
Dɛn ne adetɔ papapaa?	['Samina 10 wɔ $23.20', 'Samina 16 wɔ $36.48', 'Samina 13 wɔ $29.51', 'Samina 12 wɔ $27.60']	C	elementary_mathematics	[TextBlock(text='B)Samina 16 wɔ $36.48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dɛn ne adetɔ papapaa?\n A)Samina 10 wɔ $23.20 B)Samina 16 wɔ $36.48 C)Samina 13 wɔ $29.51 D)Samina 12 wɔ $27.60'}]}]
Minute biara mu no Trish Akoma bɔ mprɛ dodoɔ 50. Simma baako biara a ɔtenetene n’apɔmu no, simma biara n’akoma no bɔ mprɛ dodoɔ 5. Mmrɛ tenten sɛn na ɔbɛdi ansa na n’akoma no abɔ mprɛ dodoɔ 120 simma biara?	['Simma 5 ', 'Simma 14 ', 'Simma 34', 'SImma 70 ']	B	elementary_mathematics	[TextBlock(text='A) Simma 14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Minute biara mu no Trish Akoma bɔ mprɛ dodoɔ 50. Simma baako biara a ɔtenetene n’apɔmu no, simma biara n’akoma no bɔ mprɛ dodoɔ 5. Mmrɛ tenten sɛn na ɔbɛdi ansa na n’akoma no abɔ mprɛ dodoɔ 120 simma biara?\n A)Simma 5  B)Simma 14  C)Simma 34 D)SImma 70 '}]}]
Hwehwɛ deɛ ɛda nseɛmfua yi ntam: 23, 13, 18, 29, 32, 25	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='A)18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hwehwɛ deɛ ɛda nseɛmfua yi ntam: 23, 13, 18, 29, 32, 25\n A)18 B)24 C)25 D)29'}]}]
Jack te aprɛ 60 firi aprɛ dua so. ɔde ɛmu 12 yɛ aprɛnsa. ɔde deɛ aka no to kɛntɛn a wɔde kyɛ adeɛ 6 mu pɛpɛɛ pɛ. Tipɛn nkasaeɛ bɛn na wobɛtumi de ahu aprɛ dodoɔ a Jack de gu kɛntɛn a ɔde kyɛ adeɛ no mu?	['(60/6) - 12=a', '(60 - 12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B)(60 - 12)/6=a', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jack te aprɛ 60 firi aprɛ dua so. ɔde ɛmu 12 yɛ aprɛnsa. ɔde deɛ aka no to kɛntɛn a wɔde kyɛ adeɛ 6 mu pɛpɛɛ pɛ. Tipɛn nkasaeɛ bɛn na wobɛtumi de ahu aprɛ dodoɔ a Jack de gu kɛntɛn a ɔde kyɛ adeɛ no mu?\n A)(60/6) - 12=a B)(60 - 12)/6=a C)(60-6)-12=a D)(60+12)/6=a'}]}]
Akwankyerɛdeɛ bi de saa nsania yin a edi dwuma: nsateakwaa 1  yɛ kwansini 25. Kwansini sɛn na egyina hɔ ma nsateakwaa 5 wɔ saa akwankyerɛdeɛ yi so?	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D)125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwankyerɛdeɛ bi de saa nsania yin a edi dwuma: nsateakwaa 1  yɛ kwansini 25. Kwansini sɛn na egyina hɔ ma nsateakwaa 5 wɔ saa akwankyerɛdeɛ yi so?\n A)5 B)25 C)50 D)125'}]}]
Twa so tiawa: (2 + 5)^2 − 42	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='A)7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Twa so tiawa: (2 + 5)^2 − 42\n A)7 B)16 C)30 D)33'}]}]
Hwehwɛ kyerɛpɛn a ɛwɔ nkasaeɛ yi ho: 4 ÷ 2 • 2 + 8 − 4	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='C)8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hwehwɛ kyerɛpɛn a ɛwɔ nkasaeɛ yi ho: 4 ÷ 2 • 2 + 8 − 4\n A)-12 B)12 C)8 D)16'}]}]
Nipa a ɔtete agodifoɔ bi boa n’ammirikatufoɔ no ano kosii akontabudeɛ a ɛbɛn 10. Nipa a waboa ano saa kwan yi so no yɛ 400. Akontabudeɛ bɛn na ɛbɛtumi ayɛ ammirikatufoɔ a ɛwɔ nhyiamu no ase no dodoɔ	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B)397', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nipa a ɔtete agodifoɔ bi boa n’ammirikatufoɔ no ano kosii akontabudeɛ a ɛbɛn 10. Nipa a waboa ano saa kwan yi so no yɛ 400. Akontabudeɛ bɛn na ɛbɛtumi ayɛ ammirikatufoɔ a ɛwɔ nhyiamu no ase no dodoɔ\n A)382 B)397 C)406 D)447'}]}]
−4 + ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 + ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
Mark aboaboa ataredeɛ bi ano. ɔwɔ ataredeɛ 22 fi Japan, 34 firi Canada, na 17 firi Mexico. Ataredeɛ dodoɔ sɛn na ɔwɔ?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C)73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mark aboaboa ataredeɛ bi ano. ɔwɔ ataredeɛ 22 fi Japan, 34 firi Canada, na 17 firi Mexico. Ataredeɛ dodoɔ sɛn na ɔwɔ?\n A)53 B)63 C)73 D)83'}]}]
Pɛ mmuaeɛ ma saa tipɛn asɛm yi: x + 2.7 = 8.4 firi akontabudeɛ a wɔde ama wo yi?	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pɛ mmuaeɛ ma saa tipɛn asɛm yi: x + 2.7 = 8.4 firi akontabudeɛ a wɔde ama wo yi?\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
Hwehwɛ akontabudeɛ a ɛma saa asɛm yi yɛ nokorԑ: 0.32 g = _cg	['32', '3.2', '3,200', '320']	A	elementary_mathematics	[TextBlock(text='A)32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hwehwɛ akontabudeɛ a ɛma saa asɛm yi yɛ nokorԑ: 0.32 g = _cg\n A)32 B)3.2 C)3 D)200'}]}]
Fa Nkyɛma Agyapadeɛ no hwehwɛ nkabomu a ɛwɔ 5.7(8) wɔ w’adwene mu.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	[TextBlock(text='C)4.56', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Fa Nkyɛma Agyapadeɛ no hwehwɛ nkabomu a ɛwɔ 5.7(8) wɔ w’adwene mu.\n A)46.4 B)456 C)4.56 D)45.6'}]}]
Dɛn ne nkyɛmade a ɛwɔ nkasaeɛ yi mu: 2,314 / 4?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	[TextBlock(text='B)508 r2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dɛn ne nkyɛmade a ɛwɔ nkasaeɛ yi mu: 2,314 / 4?\n A)508 B)508 r2 C)578 D)578 r2'}]}]
Rosa wɔ botaeɛ bi sɛ ɔbetu mmirika kwansini 100 bosome biara. Da biara a ɔtu mmirika no, ɔtwa kwansini 5. Nkasaeɛ bɛn na Rosa bɛtumi de ahu kwansini dodoɔ a aka sɛ ɔbetwa sɛ ɔtu mmirika nna dodoɔ d akyiri a?	['100 ɛɛ  5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	[TextBlock(text='D)5d', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rosa wɔ botaeɛ bi sɛ ɔbetu mmirika kwansini 100 bosome biara. Da biara a ɔtu mmirika no, ɔtwa kwansini 5. Nkasaeɛ bɛn na Rosa bɛtumi de ahu kwansini dodoɔ a aka sɛ ɔbetwa sɛ ɔtu mmirika nna dodoɔ d akyiri a?\n A)100 ɛɛ  5d B)5d+ 100 C)100 / 5d D)5d'}]}]
Hwehwɛ ‘algebra’ nkasaeɛ a ɛne saa nsɛmfua yi di nhyia: mprɛ dodɔ 4 tesɛ nkonko a Tom boaboa ano no.	['4t', 't wɔ 4 so', 't − 4', 't + 4']	A	elementary_mathematics	[TextBlock(text='D)t + 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hwehwɛ ‘algebra’ nkasaeɛ a ɛne saa nsɛmfua yi di nhyia: mprɛ dodɔ 4 tesɛ nkonko a Tom boaboa ano no.\n A)4t B)t wɔ 4 so C)t − 4 D)t + 4'}]}]
Andrew twerɛɛ  akontabudeɛ 186,425 wɔ pono no so. Wɔ akontabudeɛ bɛn mu na akontabudeɛ 6 kyerɛpɛn no yɛ mprɛ dodoɔ 10 te sɛ akontabudeɛ 6 wɔ akontabudeɛ a Andrew twerɛɛ no?	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	[TextBlock(text='A)681', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andrew twerɛɛ  akontabudeɛ 186,425 wɔ pono no so. Wɔ akontabudeɛ bɛn mu na akontabudeɛ 6 kyerɛpɛn no yɛ mprɛ dodoɔ 10 te sɛ akontabudeɛ 6 wɔ akontabudeɛ a Andrew twerɛɛ no?\n A)681 B)452 C)462 D)017'}]}]
Dɛn ne 123 / 8?	['15 akyiri 7', '15 akyiri 3', '16 akyiri 5', '16 akyiri 1']	B	elementary_mathematics	[TextBlock(text='B)15 akyiri 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dɛn ne 123 / 8?\n A)15 akyiri 7 B)15 akyiri 3 C)16 akyiri 5 D)16 akyiri 1'}]}]
Twerɛ 8 ne 2 a ɛwɔ 4 so sɛ ɛfa a ɛnnyɛ papa wɔ ne kwan tiawa so	['17 wɔ 2 so', '34 wɔ 4 so', '17 wɔ 4 so', '19 wɔ 2 so']	A	elementary_mathematics	[TextBlock(text='B)34 wɔ 4 so', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Twerɛ 8 ne 2 a ɛwɔ 4 so sɛ ɛfa a ɛnnyɛ papa wɔ ne kwan tiawa so\n A)17 wɔ 2 so B)34 wɔ 4 so C)17 wɔ 4 so D)19 wɔ 2 so'}]}]
Nkasaeɛ bɛn na wobɛtumi de akyerɛ 270,240 a w’atwerɛ wɔ ne tebea a w’atete ntam mu?	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	[TextBlock(text='D)200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nkasaeɛ bɛn na wobɛtumi de akyerɛ 270,240 a w’atwerɛ wɔ ne tebea a w’atete ntam mu?\n A)200 B)000 + 7 C)000 + 200 + 4 D)200'}]}]
Dwumayɛni bi wɔ beaeɛ a wɔkeka afa si ani de dɔnhwere 7 na ɛyɛ afa 22. Wɔ saa kwan yi so no, afa dodoɔ sɛn na ɔbɛtumi ayɛ wɔ dɔnhwere 35 mu?	['Afa 220', 'Afa 770', 'Afa 4', 'Afa 110']	D	elementary_mathematics	[TextBlock(text='D)Afa 110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dwumayɛni bi wɔ beaeɛ a wɔkeka afa si ani de dɔnhwere 7 na ɛyɛ afa 22. Wɔ saa kwan yi so no, afa dodoɔ sɛn na ɔbɛtumi ayɛ wɔ dɔnhwere 35 mu?\n A)Afa 220 B)Afa 770 C)Afa 4 D)Afa 110'}]}]
Abe nyaa deɛ ɛyɛ adantam ne deɛ ɛda mfimfini wɔ saa akontabudeɛ a ɛtoato so yi mu: 1, 3, 3. Sɛ wɔde 6 ka saa ntoatoasoɔ yi so, ɛndeɛ	['Deɛ ɛda ntam no bɛkɔ soro.', 'Deɛ ɛda ntam no bɛkɔ fam.', 'Deɛ ɛhyɛ mfimfini no bɛkɔ soro.', 'Deɛ ɛhyɛ mfimfini no bɛkɔ soro.']	A	elementary_mathematics	[TextBlock(text='A', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abe nyaa deɛ ɛyɛ adantam ne deɛ ɛda mfimfini wɔ saa akontabudeɛ a ɛtoato so yi mu: 1, 3, 3. Sɛ wɔde 6 ka saa ntoatoasoɔ yi so, ɛndeɛ\n A)Deɛ ɛda ntam no bɛkɔ soro. B)Deɛ ɛda ntam no bɛkɔ fam. C)Deɛ ɛhyɛ mfimfini no bɛkɔ soro. D)Deɛ ɛhyɛ mfimfini no bɛkɔ soro.'}]}]
Sɛ n = 11, mfasoɔ bɛn na ɛwɔ 10 – (n + 6) mu?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sɛ n = 11, mfasoɔ bɛn na ɛwɔ 10 – (n + 6) mu?\n A)-7 B)5 C)7 D)27'}]}]
nkasaeɛ bɛn na egyina hɔ ma saa nsɛmfua yi? 3 a esua kyɛn akontabudeɛ bi, p?	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='B)p+3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'nkasaeɛ bɛn na egyina hɔ ma saa nsɛmfua yi? 3 a esua kyɛn akontabudeɛ bi, p?\n A)3-p B)p+3 C)3/p D)p-3'}]}]
Sinibea bi gyee $6 wɔ tekiti biara a ɔtɔn wɔ sini bi ase. Sinibea no tɔnn tekiti 500 wɔ sini no ase. nkasaeɛ yi a ɛtwa toɔ yi bɛtumi ama y’ahu sika dodoɔ a wɔgyeeɛ wɔ tekiti no ho: 6 x 500. Nkasaeɛ bɛn na ɔbɛtumi de akyerɛsika dodoɔ a sinibea no gyee wɔ tekiti no ho?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sinibea bi gyee $6 wɔ tekiti biara a ɔtɔn wɔ sini bi ase. Sinibea no tɔnn tekiti 500 wɔ sini no ase. nkasaeɛ yi a ɛtwa toɔ yi bɛtumi ama y’ahu sika dodoɔ a wɔgyeeɛ wɔ tekiti no ho: 6 x 500. Nkasaeɛ bɛn na ɔbɛtumi de akyerɛsika dodoɔ a sinibea no gyee wɔ tekiti no ho?\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]
Ma 12-9+c=12. C kyerɛpɛn bɛn na ɛma saa tipɛn asɛm yi yɛ nokorԑ?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ma 12-9+c=12. C kyerɛpɛn bɛn na ɛma saa tipɛn asɛm yi yɛ nokorԑ?\n A)0 B)3 C)9 D)12'}]}]
Sojourn abusua no kɔɔ akwamma bi. ɔde $2000 na ɛhyɛɛ ase. Sɛ wɔdi $150 da biara a, nkasaeɛ bɛn na ɛgyina hɔ ma sika dodoɔ a wɔdiiɛ nna dodoɔ x akyiri?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B) 2000 - 150x', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sojourn abusua no kɔɔ akwamma bi. ɔde $2000 na ɛhyɛɛ ase. Sɛ wɔdi $150 da biara a, nkasaeɛ bɛn na ɛgyina hɔ ma sika dodoɔ a wɔdiiɛ nna dodoɔ x akyiri?\n A)1850x B)2000 −150x C)150x D)2000 +150x'}]}]
Akoradeɛ bi wɔ nnwoma nnan wɔ so. ɛmuduro wɔ ‘pounds’ mu no, wɔ nnwoma nnan a ɛda akoradeɛ no so no yɛ 2.5, 3.2, 2.7, 2.3. Abirabɔ nkasaeɛ bɛn na ɛkyerɛ ɛmuduro, w, a ɛwɔ nwoma biara a wɔbɛfa efiri akoradeɛ no so?	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	[TextBlock(text='A) w > 2.3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akoradeɛ bi wɔ nnwoma nnan wɔ so. ɛmuduro wɔ ‘pounds’ mu no, wɔ nnwoma nnan a ɛda akoradeɛ no so no yɛ 2.5, 3.2, 2.7, 2.3. Abirabɔ nkasaeɛ bɛn na ɛkyerɛ ɛmuduro, w, a ɛwɔ nwoma biara a wɔbɛfa efiri akoradeɛ no so?\n A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3'}]}]
Akontabudeɛ bɛn na ne kyerɛpɛn no so kyɛn 5?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='A)-6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akontabudeɛ bɛn na ne kyerɛpɛn no so kyɛn 5?\n A)-6 B)-5 C)0 D)5'}]}]
Dɛn ne kyerɛpɛn a ɛwɔ saa nkasaeɛ yi mu: 2(3(4^2 + 1)) - 2^3?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dɛn ne kyerɛpɛn a ɛwɔ saa nkasaeɛ yi mu: 2(3(4^2 + 1)) - 2^3?\n A)156 B)110 C)94 D)48'}]}]
Gwen twerɛɛ akontabudeɛ nhwɛsoɔ yi a etwa toɔ no wɔ krataa sini bi so: 1, 5, 9, 13. Dɛn ne nkotabudeɛ mmienu a edi so wɔ Gwen nhwɛsoɔ yi mu?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	[TextBlock(text='A) 17, 21', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gwen twerɛɛ akontabudeɛ nhwɛsoɔ yi a etwa toɔ no wɔ krataa sini bi so: 1, 5, 9, 13. Dɛn ne nkotabudeɛ mmienu a edi so wɔ Gwen nhwɛsoɔ yi mu?\n A)15 B)17 C)15 D)19'}]}]
Sɛ paya konko mmiɛnsa boɔ yɛ $2.37 a, konko dodoɔ sɛn na wobɛtumi de $9.48 atɔ?	['Konko 3', 'Konko 12', 'Konko 36', 'Konko13']	B	elementary_mathematics	[TextBlock(text='B)Konko 12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sɛ paya konko mmiɛnsa boɔ yɛ $2.37 a, konko dodoɔ sɛn na wobɛtumi de $9.48 atɔ?\n A)Konko 3 B)Konko 12 C)Konko 36 D)Konko13'}]}]
Hyehyɛ firi kɛseɛ kɔ si ketewa so: 3, 3 ne 1 wɔ 8, 3.8, 3.18 so	['3.18, 3 and 1 over 8, 3.8,3', '3,3 and 1 over 8, 3.18, 3', '3.8, 3 and 1 over 8, 3.18, 3', '3.8, 3.18, 3 and 1 over 8, 3']	D	elementary_mathematics	[TextBlock(text='D)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hyehyɛ firi kɛseɛ kɔ si ketewa so: 3, 3 ne 1 wɔ 8, 3.8, 3.18 so\n A)3.18 B)3 and 1 over 8 C)3.8 D)3'}]}]
Bu saa nkota yi: 22 / 2 + 9	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bu saa nkota yi: 22 / 2 + 9\n A)10 B)11 C)20 D)2'}]}]
