question	choices	answer	subject	opus	prompt
Jiimii fi Kiimaan imalaaf deemaa jiru. Guyyaa sadiif konkolaataa ni oofu. Guyyaa jalqabaa maayilii 182 ni oofu. Guyyaa lammaffaa ammoo maayilii 439 ni oofu. Guyyaa sadaffaa ammoo maayilii 217 ni oofu. Jiimii fi Kiimaan imala isaanii irratti maayilii meeqa akka oofuuf jiran ibsi tilmaama dhiyeenya qabu ibsu isa kami?	['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']	C	elementary_mathematics	[TextBlock(text='B)200 + 400 + 200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jiimii fi Kiimaan imalaaf deemaa jiru. Guyyaa sadiif konkolaataa ni oofu. Guyyaa jalqabaa maayilii 182 ni oofu. Guyyaa lammaffaa ammoo maayilii 439 ni oofu. Guyyaa sadaffaa ammoo maayilii 217 ni oofu. Jiimii fi Kiimaan imala isaanii irratti maayilii meeqa akka oofuuf jiran ibsi tilmaama dhiyeenya qabu ibsu isa kami?\n A)150 + 400 + 200 B)200 + 400 + 200 C)200 + 450 + 200 D)200 + 500 + 200'}]}]
Hafteen 21 hiruu 7 maal ta'a?	['21', '7', '1', 'kanneen keessaa tokkollee hin jiru']	D	elementary_mathematics	[TextBlock(text='D)kanneen keessaa tokkollee hin jiru', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Hafteen 21 hiruu 7 maal ta'a?\n A)21 B)7 C)1 D)kanneen keessaa tokkollee hin jiru""}]}]"
Maaddiin guyyoota 7 keessatti walumaagalatti maayilii 56 biskiliitii ishee ni oofti. Guyyaa guyyaan maayilii wal fakkaatu oofti. Walumaagalatti maayiliin Maaddiin guyyaa guyyaan ooftu meeqa?	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maaddiin guyyoota 7 keessatti walumaagalatti maayilii 56 biskiliitii ishee ni oofti. Guyyaa guyyaan maayilii wal fakkaatu oofti. Walumaagalatti maayiliin Maaddiin guyyaa guyyaan ooftu meeqa?\n A)8 B)9 C)49 D)63'}]}]
Lakkoofsa hima 48 irra 88=? irra 11 dhugoomsu barbaadi.	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lakkoofsa hima 48 irra 88=? irra 11 dhugoomsu barbaadi.\n A)6 B)11 C)8 D)5'}]}]
Bittaa gaariin isa kami?	['Saamunaa 10 $23.20n', 'Saamunaa 16 $36.48n', 'Saamunaa 13 $29.51n', 'Saamunaa 12 $27.60n']	C	elementary_mathematics	[TextBlock(text='D)Saamunaa 12 $27.60n', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bittaa gaariin isa kami?\n A)Saamunaa 10 $23.20n B)Saamunaa 16 $36.48n C)Saamunaa 13 $29.51n D)Saamunaa 12 $27.60n'}]}]
Dha’annaan onnee Trish yeroo boqonnaa daqiiqaa tokkotti dha’annaa 50 dha. Daqiiqaa sochii qaamaa gootu hundaaf dha'annaan onnee ishee daqiiqaa tokkotti dha'annaa 5 dabalaa deema. Daqiiqaa tokkotti dha'annaa onnee 120 ga'uuf yeroo hangamii ishee fudhata?	['Daqiiqaa 5', 'Daqiiqaa 14', 'Daqiiqaa 34', 'Daqiiqaa 70']	B	elementary_mathematics	[TextBlock(text='B)Daqiiqaa 14', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Dha’annaan onnee Trish yeroo boqonnaa daqiiqaa tokkotti dha’annaa 50 dha. Daqiiqaa sochii qaamaa gootu hundaaf dha'annaan onnee ishee daqiiqaa tokkotti dha'annaa 5 dabalaa deema. Daqiiqaa tokkotti dha'annaa onnee 120 ga'uuf yeroo hangamii ishee fudhata?\n A)Daqiiqaa 5 B)Daqiiqaa 14 C)Daqiiqaa 34 D)Daqiiqaa 70""}]}]"
Midiyaaniin ykn Gidduugaleessa tuuta daataa kanaa barbaadi 23, 13, 18, 29, 32, 25.	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='B)24', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Midiyaaniin ykn Gidduugaleessa tuuta daataa kanaa barbaadi 23, 13, 18, 29, 32, 25.\n A)18 B)24 C)25 D)29'}]}]
Jaak muka appilii tokko irraa appilii 60 fudhate. Isaan keessaa 12 fayyadamee suugoo applilii  hojjeta. Inni applilii hafe walqixa korojoo kennaa 6 keessa kaa'a. Lakkoofsa appilii, a, kan Jaak tokkoon tokkoon korojoo kennaa keessa kaa’u murteessuuf hima walqixaa kam fayyadamuu danda'ama?	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B)(60—12)/6=a', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Jaak muka appilii tokko irraa appilii 60 fudhate. Isaan keessaa 12 fayyadamee suugoo applilii  hojjeta. Inni applilii hafe walqixa korojoo kennaa 6 keessa kaa'a. Lakkoofsa appilii, a, kan Jaak tokkoon tokkoon korojoo kennaa keessa kaa’u murteessuuf hima walqixaa kam fayyadamuu danda'ama?\n A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a""}]}]"
Kaartaan murtaa'e tokko iskeelii inchii 1 maayilii 25 wajjiin wal qixa fayyadama. Kaartaa kana irratti maayiliiwwan meeqa inchii 5n bakka bu'a?	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='B)25', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kaartaan murtaa'e tokko iskeelii inchii 1 maayilii 25 wajjiin wal qixa fayyadama. Kaartaa kana irratti maayiliiwwan meeqa inchii 5n bakka bu'a?\n A)5 B)25 C)50 D)125""}]}]"
(2 + 5)^2 − 42 salphisi	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='A)7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '(2 + 5)^2 − 42 salphisi\n A)7 B)16 C)30 D)33'}]}]
Gatii 4 ÷ 2 • 2 + 8 − 4 barbaadi	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='B)12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gatii 4 ÷ 2 • 2 + 8 − 4 barbaadi\n A)-12 B)12 C)8 D)16'}]}]
Leenjisaan tokko lakkoofsa fiigdota dorgommii tiraakii irratti argaman gara 10 dhiyootti naanneesse.Lakkoofsi fiigdotaa naanneffamee 400. Lakkoofsa kamtu lakkoofsa fiigdota dhugaa dorgommii tiraakii irratti argaman ta’uu danda’a?	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B) 397', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Leenjisaan tokko lakkoofsa fiigdota dorgommii tiraakii irratti argaman gara 10 dhiyootti naanneesse.Lakkoofsi fiigdotaa naanneffamee 400. Lakkoofsa kamtu lakkoofsa fiigdota dhugaa dorgommii tiraakii irratti argaman ta’uu danda’a?\n A)382 B)397 C)406 D)447'}]}]
−4 + ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 + ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
Maarqos walitti qabama chaappaa qaba. Inni Chaappaa Jaappaan irraa 22, Kaanaadaa irraa 34, Meeksikoo irraa 17 qaba. Walumaagalatti chaappaa meeqa qaba?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C)73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maarqos walitti qabama chaappaa qaba. Inni Chaappaa Jaappaan irraa 22, Kaanaadaa irraa 34, Meeksikoo irraa 17 qaba. Walumaagalatti chaappaa meeqa qaba?\n A)53 B)63 C)73 D)83'}]}]
Hima walqixaa x + 2.7 = 8.4f lakkoofsota kennaman irraa furmaata adda baasi.  	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hima walqixaa x + 2.7 = 8.4f lakkoofsota kennaman irraa furmaata adda baasi.  \n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
Lakkoofsa hima  0.32 g = _ cg dhugoomsu barbaadi.	['32', '3.2', '3,200', '320']	A	elementary_mathematics	[TextBlock(text='B)3.2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lakkoofsa hima  0.32 g = _ cg dhugoomsu barbaadi.\n A)32 B)3.2 C)3 D)200'}]}]
Amala raabsamaa fayyadamuun sammuutti baay'ataa 5.7(8) barbaadi.	['46.4', '456', '4.56', '45.6']	D	elementary_mathematics	[TextBlock(text='D)45.6', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Amala raabsamaa fayyadamuun sammuutti baay'ataa 5.7(8) barbaadi.\n A)46.4 B)456 C)4.56 D)45.6""}]}]"
Gaheen hima 2,314 / 4 maal ta'a?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	[TextBlock(text='D)578 r2', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gaheen hima 2,314 / 4 maal ta'a?\n A)508 B)508 r2 C)578 D)578 r2""}]}]"
Roozaan fiigicha waliigalaa maayilii 100 ji'a kana keessa fiiguuf kaayyoo qabdi.Guyyaa hunda fiigdutti maayilii 5 fiigdeetti. Roozaan guyyoota d erga fiigdee booda maayiiliin meeqa akka ishee hafe murteessuuf hima kam fayyadamuu dandeessi ture?	['100 — 5d', '5d+ 100', '100 / 5d', '5d']	A	elementary_mathematics	[TextBlock(text='D)5d', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Roozaan fiigicha waliigalaa maayilii 100 ji'a kana keessa fiiguuf kaayyoo qabdi.Guyyaa hunda fiigdutti maayilii 5 fiigdeetti. Roozaan guyyoota d erga fiigdee booda maayiiliin meeqa akka ishee hafe murteessuuf hima kam fayyadamuu dandeessi ture?\n A)100 — 5d B)5d+ 100 C)100 / 5d D)5d""}]}]"
Hima aljebraa gaalee jechaa kana wajjin walsimu adda baasi: qaruuraa Toom walitti qabe dachaa 4.	['4t', 't irra4', 't − 4', 't + 4']	A	elementary_mathematics	[TextBlock(text='D)t + 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hima aljebraa gaalee jechaa kana wajjin walsimu adda baasi: qaruuraa Toom walitti qabe dachaa 4.\n A)4t B)t irra4 C)t − 4 D)t + 4'}]}]
Andireew lakkoofsa 186,425 jedhu gabatee irratti barreesse. Lakkoofsa kam keessatti gatiin dijiitii 6 sirriitti dachaa 10 gatii dijiitii 6 lakkoofsa Andireew barreesse ta’a?	['681,452', '462,017', '246,412', '125,655']	B	elementary_mathematics	[TextBlock(text='C)462', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andireew lakkoofsa 186,425 jedhu gabatee irratti barreesse. Lakkoofsa kam keessatti gatiin dijiitii 6 sirriitti dachaa 10 gatii dijiitii 6 lakkoofsa Andireew barreesse ta’a?\n A)681 B)452 C)462 D)017'}]}]
123/8 meeqa ta'a?	['15 gahee hafteen 7', '15 gahee hafteen 3', '16 gahee hafteen 5', '16 gahee hafteen 1']	B	elementary_mathematics	[TextBlock(text='B)15 gahee hafteen 3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""123/8 meeqa ta'a?\n A)15 gahee hafteen 7 B)15 gahee hafteen 3 C)16 gahee hafteen 5 D)16 gahee hafteen 1""}]}]"
8 fi 2 irra 4 firaakshinii sirrii hin ta'iiniin bifa salphaan barreessi.	['17 irra 2', '34 irra 4', '17 irra 4', '19 irra 2']	A	elementary_mathematics	[TextBlock(text='B)34 irra 4', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""8 fi 2 irra 4 firaakshinii sirrii hin ta'iiniin bifa salphaan barreessi.\n A)17 irra 2 B)34 irra 4 C)17 irra 4 D)19 irra 2""}]}]"
Hima kamtu bifa baballisuutiin  270,240 ibsuu danda'a?	['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']	C	elementary_mathematics	[TextBlock(text='D)200', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Hima kamtu bifa baballisuutiin  270,240 ibsuu danda'a?\n A)200 B)000 + 7 C)000 + 200 + 4 D)200""}]}]"
Hojjettuun sarara walitti qabaa irraa kutaalee 22 oomishuuf sa’aatii 7 itti fudhatte. Saffisa sanaan sa’aatii 35 keessatti kutaalee meeqa oomishuuf dandeessi?	['kutaalee 220', 'kutaalee 770', 'kutaalee 4', 'kutaalee 110']	D	elementary_mathematics	[TextBlock(text='D)kutaalee 110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hojjettuun sarara walitti qabaa irraa kutaalee 22 oomishuuf sa’aatii 7 itti fudhatte. Saffisa sanaan sa’aatii 35 keessatti kutaalee meeqa oomishuuf dandeessi?\n A)kutaalee 220 B)kutaalee 770 C)kutaalee 4 D)kutaalee 110'}]}]
Abeen giddugaleessaa fi miidiyaanii tarree lakkoofsota kanaa argateera. 1, 3, 3 Yoo lakkoofsi 6 tarree irratti dabalame, sana booda	"['giddugaleessi ni dabala ture', ""giddugaleessi ni hir'ata ture."", 'miidiyaaniin ni dabala ture.', ""miidiyaaniin ni hir'ata ture.""]"	A	elementary_mathematics	"[TextBlock(text=""D)miidiyaaniin ni hir'ata ture."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Abeen giddugaleessaa fi miidiyaanii tarree lakkoofsota kanaa argateera. 1, 3, 3 Yoo lakkoofsi 6 tarree irratti dabalame, sana booda\n A)giddugaleessi ni dabala ture B)giddugaleessi ni hir'ata ture. C)miidiyaaniin ni dabala ture. D)miidiyaaniin ni hir'ata ture.""}]}]"
Yoo n=11 t'e, gatiin 10 – (n + 6)? meeqa ta'a?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='B)5', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yoo n=11 t'e, gatiin 10 – (n + 6)? meeqa ta'a?\n A)-7 B)5 C)7 D)27""}]}]"
Himni gaalee armaan gadii kana bakka bu’u isa kami? Lakkoofsa p irraa 3dhaan xiqqoo	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='D)p-3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Himni gaalee armaan gadii kana bakka bu’u isa kami? Lakkoofsa p irraa 3dhaan xiqqoo\n A)3-p B)p+3 C)3/p D)p-3'}]}]
Tiyaatirichi fiilmiidhaaf tokkoon tokkoon tikkeettii  gurgurame irraa doolaara 6 walitti qaba ture. Tiyaatirri kun tikkeettii fiilmichaa 500 gurgureera. Hima armaan gadii kanaan tiyaatirri sun tikkeettiidhaaf maallaqa meeqa akka walitti qabe baruuf ni danda’ama. 6 × 500 hima kam fayyadamuun maallaqa meeqa tiyaatirri tikkeettiidhaaf walitti qabe argachuufis ni danda’ama?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tiyaatirichi fiilmiidhaaf tokkoon tokkoon tikkeettii  gurgurame irraa doolaara 6 walitti qaba ture. Tiyaatirri kun tikkeettii fiilmichaa 500 gurgureera. Hima armaan gadii kanaan tiyaatirri sun tikkeettiidhaaf maallaqa meeqa akka walitti qabe baruuf ni danda’ama. 6 × 500 hima kam fayyadamuun maallaqa meeqa tiyaatirri tikkeettiidhaaf walitti qabe argachuufis ni danda’ama?\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]
Haa jennu 12-9+c=12. Gatii c kamtu hima walqixicha dhugoomsa?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Haa jennu 12-9+c=12. Gatii c kamtu hima walqixicha dhugoomsa?\n A)0 B)3 C)9 D)12'}]}]
Maatiin Sojourn boqonnaaf deeman. $2000n jalqaban. Guyyaatti $150 yoo baasan, hima kamtu guyyoota x booda maallaqa meeqa akka qaban turan bakka bu’a?	['1850x', '2000 −150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='D)2000 +150x', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maatiin Sojourn boqonnaaf deeman. $2000n jalqaban. Guyyaatti $150 yoo baasan, hima kamtu guyyoota x booda maallaqa meeqa akka qaban turan bakka bu’a?\n A)1850x B)2000 −150x C)150x D)2000 +150x'}]}]
Baattichi kitaabota afur ofirratti qaba. Ulfaatinni, paawundiin, tokkoon tokkoon kitaabota afran baatticha irratti argaman 2.5, 3.2, 2.7, 2.3 hima walcaalmaa kamtu ulfaatina, w, kitaaba kamiyyuu baattoo irraa filatame bakka bu’a?	['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']	D	elementary_mathematics	[TextBlock(text='B)w < 2.4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Baattichi kitaabota afur ofirratti qaba. Ulfaatinni, paawundiin, tokkoon tokkoon kitaabota afran baatticha irratti argaman 2.5, 3.2, 2.7, 2.3 hima walcaalmaa kamtu ulfaatina, w, kitaaba kamiyyuu baattoo irraa filatame bakka bu’a?\n A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3'}]}]
Lakkoofsa kamtu gat-sirrii 5 ol qaba?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lakkoofsa kamtu gat-sirrii 5 ol qaba?\n A)-6 B)-5 C)0 D)5'}]}]
Gatiin hima  2(3(4^2 + 1)) - 2^3 meeqa?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gatiin hima  2(3(4^2 + 1)) - 2^3 meeqa?\n A)156 B)110 C)94 D)48'}]}]
Gwen akkina lakkoofsa armaan gadii waraqaa irratti barreessiteetti. 1, 5, 9, 13 marsaan lamaan itti aanan akkaataa Gwen keessetti maal fa’a?	['15, 17', '15, 19', '17, 19', '17, 21']	D	elementary_mathematics	[TextBlock(text='C)17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gwen akkina lakkoofsa armaan gadii waraqaa irratti barreessiteetti. 1, 5, 9, 13 marsaan lamaan itti aanan akkaataa Gwen keessetti maal fa’a?\n A)15 B)17 C)15 D)19'}]}]
Yoo peeriin qaruuraa 3 $2.37 ta'e peerii qaruuraa meeqa $9.48n bitachuu dandeessa?	['qaruuraa 3', 'qaruuraa 12', 'qaruuraa 36', 'qaruuraa 13']	B	elementary_mathematics	[TextBlock(text='B)qaruuraa 12', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yoo peeriin qaruuraa 3 $2.37 ta'e peerii qaruuraa meeqa $9.48n bitachuu dandeessa?\n A)qaruuraa 3 B)qaruuraa 12 C)qaruuraa 36 D)qaruuraa 13""}]}]"
Guddaa irraa hanga xiqqaatti tartiibessi: 3, 3 fi 1 irra 8,3.8,3.18.	['3.18, 3 fi 1 irra 8, 3.8,3', '3,3 fi 1 irra 8, 3.18, 3', '3.8, 3 fi 1 irra 8, 3.18, 3', '3.8, 3.18, 3 fi 1 irra 8, 3']	D	elementary_mathematics	[TextBlock(text='D) 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Guddaa irraa hanga xiqqaatti tartiibessi: 3, 3 fi 1 irra 8,3.8,3.18.\n A)3.18 B)3 fi 1 irra 8 C)3.8 D)3'}]}]
22 / 2 + 9 shallagi.	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='C)20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '22 / 2 + 9 shallagi.\n A)10 B)11 C)20 D)2'}]}]
Lakkoofsi ummata magaalaa murtaa'e tokkoo 836,527 dha. Lakkoofsi ummata magaalaa kanaa gara kuma kudhanitti dhihootti naanneffame meeqa ta'a?	['800,000', '830,000', '836,000', '840,000']	D	elementary_mathematics	[TextBlock(text='B) 840,000', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Lakkoofsi ummata magaalaa murtaa'e tokkoo 836,527 dha. Lakkoofsi ummata magaalaa kanaa gara kuma kudhanitti dhihootti naanneffame meeqa ta'a?\n A)800 B)000 C)830 D)000""}]}]"
Bu'aa 5 • (−9) walitti baay'isuu barbaadi.	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='D)-45', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bu'aa 5 • (−9) walitti baay'isuu barbaadi.\n A)14 B)-4 C)45 D)-45""}]}]"
Keekoon guyyaa sana simbirroota ilaaluudhaan kan dabarsitu siʼa taʼu, ganama simbirroota waaree boodaa caalaa 34 lakkaaʼaa turte. Walumaagalatti simbirroota 76 isheen yoo lakkoofte waaree booda simbirroo meeqa lakkoofte?	['simbirroota 21', 'simbirroota 40', 'simbirroota 42', 'simbirroota 84']	A	elementary_mathematics	[TextBlock(text='B)simbirroota 40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Keekoon guyyaa sana simbirroota ilaaluudhaan kan dabarsitu siʼa taʼu, ganama simbirroota waaree boodaa caalaa 34 lakkaaʼaa turte. Walumaagalatti simbirroota 76 isheen yoo lakkoofte waaree booda simbirroo meeqa lakkoofte?\n A)simbirroota 21 B)simbirroota 40 C)simbirroota 42 D)simbirroota 84'}]}]
Gatiin 5 + 2 • 15 + (12 • 4) meeqa?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='B)83', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gatiin 5 + 2 • 15 + (12 • 4) meeqa?\n A)78 B)83 C)131 D)153'}]}]
