question	choices	answer	subject	opus	prompt
Jimmy et Kima vont en voyage. Ils roulent trois jours durant. Le premier jour, ils parcourent 182 kilomètres. Le second jour, ils sillonent 439 kilomètres. Le troisième jour, ils effectuent 217 kilomètres. Quelle est l'opération la plus proche de l'estimation du nombre de kilomètres parcourus par Jimmy et Kima au cours de leur voyage ?  	['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']	C	elementary_mathematics	[TextBlock(text='B)200 + 400 + 200', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Jimmy et Kima vont en voyage. Ils roulent trois jours durant. Le premier jour, ils parcourent 182 kilomètres. Le second jour, ils sillonent 439 kilomètres. Le troisième jour, ils effectuent 217 kilomètres. Quelle est l'opération la plus proche de l'estimation du nombre de kilomètres parcourus par Jimmy et Kima au cours de leur voyage ?  \n A)150 + 400 + 200 B)200 + 400 + 200 C)200 + 450 + 200 D)200 + 500 + 200""}]}]"
Quel est le reste de la division de 21 par 7? 	['21', '7', '1', 'Aucune de ces réponses']	D	elementary_mathematics	[TextBlock(text='D) Aucune de ces réponses', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quel est le reste de la division de 21 par 7? \n A)21 B)7 C)1 D)Aucune de ces réponses'}]}]
Maddie traverse 56 kilomètres à vélo en 7 jours. Elle parcourra le même nombre de kilomètres chaque jour. Quel est le nombre total de kilomètres parcourus par Maddie chaque jour ?	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maddie traverse 56 kilomètres à vélo en 7 jours. Elle parcourra le même nombre de kilomètres chaque jour. Quel est le nombre total de kilomètres parcourus par Maddie chaque jour ?\n A)8 B)9 C)49 D)63'}]}]
Détermine le nombre qui confirme la véracité de l'affirmation 48 sur 88 = ? sur 11.	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='A) 6', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Détermine le nombre qui confirme la véracité de l'affirmation 48 sur 88 = ? sur 11.\n A)6 B)11 C)8 D)5""}]}]"
Quelle est la meilleure offre parmi les propositions ci-après ? 	['10 morceaux de savon à 23,20 $', '16 morceaux de savon à 36, 48  $', '13 morceaux savon à 29, 51 $', '12 morceaux de savon à 27, 60 $']	C	elementary_mathematics	[TextBlock(text='D) 48 $', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle est la meilleure offre parmi les propositions ci-après ? \n A)10 morceaux de savon à 23 B)20 $ C)16 morceaux de savon à 36 D)48  $'}]}]
La fréquence cardiaque de Trish au repos correspond à 50 battements par minute. Pour chaque minute d'exercice, elle augmente de 5 battements par minute. Combien de temps lui faudra-t-il pour atteindre un rythme de 120 battements par minute ?	['5 minutes', '14 minutes', '34 minutes', '70 minutes']	B	elementary_mathematics	[TextBlock(text='B) 14 minutes', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""La fréquence cardiaque de Trish au repos correspond à 50 battements par minute. Pour chaque minute d'exercice, elle augmente de 5 battements par minute. Combien de temps lui faudra-t-il pour atteindre un rythme de 120 battements par minute ?\n A)5 minutes B)14 minutes C)34 minutes D)70 minutes""}]}]"
Calcule la médiane de l'ensemble de données ci-après	['18', '24', '25', '29']	B	elementary_mathematics	"[TextBlock(text=""Pour calculer la médiane, il faut d'abord ordonner les données par ordre croissant :\n\n18, 24, 25, 29\n\nComme il y a un nombre pair de valeurs (4), la médiane est la moyenne des deux valeurs centrales.\n\nMédiane = (24 + 25) / 2 = 49 / 2 = 24,5\n\nParmi les choix proposés, la valeur la plus proche de 24,5 est :\n\nB) 24"", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Calcule la médiane de l'ensemble de données ci-après\n A)18 B)24 C)25 D)29""}]}]"
 Sur un pommier Jack cueille 60 fruits. Il prépare une compote avec 12pommes et place les fruits restants à part égales dans 6 paniers-cadeaux. Quelle équation peut être posée pour déterminer la quantité (a) de pommes placée par Jack dans chaque panier ? 	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B) (60—12)/6=a', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': ' Sur un pommier Jack cueille 60 fruits. Il prépare une compote avec 12pommes et place les fruits restants à part égales dans 6 paniers-cadeaux. Quelle équation peut être posée pour déterminer la quantité (a) de pommes placée par Jack dans chaque panier ? \n A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a'}]}]
Soit une carte lambda réalisée à une échelle de 1 pouce = 25 kilomètres. Combien de kilomètres sont représentés par 5 pouces sur cette carte?  	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D) 125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Soit une carte lambda réalisée à une échelle de 1 pouce = 25 kilomètres. Combien de kilomètres sont représentés par 5 pouces sur cette carte?  \n A)5 B)25 C)50 D)125'}]}]
Simplifie l'opération (2 + 5)^2 - 42.	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='B)16', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Simplifie l'opération (2 + 5)^2 - 42.\n A)7 B)16 C)30 D)33""}]}]"
Trouve la valeur de 4 ÷ 2 - 2 + 8 - 4.	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='D)4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Trouve la valeur de 4 ÷ 2 - 2 + 8 - 4.\n A)-12 B)12 C)8 D)16'}]}]
 Un entraîneur a ajusté le nombre de coureurs d'une course d'athlétisme à la dizaine la plus proche. Le nombre arrondi de coureurs est de 400. Quel serait le nombre réel de coureurs à cette course d'athlétisme ?	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B)397', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': "" Un entraîneur a ajusté le nombre de coureurs d'une course d'athlétisme à la dizaine la plus proche. Le nombre arrondi de coureurs est de 400. Quel serait le nombre réel de coureurs à cette course d'athlétisme ?\n A)382 B)397 C)406 D)447""}]}]"
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A) -7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 +  ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
Marc dispose d’une collection de timbres constituée de 22 timbres issus du Japon, 34 du Canada et 17 du Mexique. Combien de timbres a-t-il en tout ?	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C) 73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Marc dispose d’une collection de timbres constituée de 22 timbres issus du Japon, 34 du Canada et 17 du Mexique. Combien de timbres a-t-il en tout ?\n A)53 B)63 C)73 D)83'}]}]
Trouve la solution à l'équation x + 2,7 = 8,4 à partir des nombres donnés.	['11,1', '5,7', '3,7', '22,68']	B	elementary_mathematics	[TextBlock(text='C) 5', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Trouve la solution à l'équation x + 2,7 = 8,4 à partir des nombres donnés.\n A)11 B)1 C)5 D)7""}]}]"
Quel nombre vérifie l'affirmation suivante : 0,32 g = _ cg?	['32', '3,2', '3,200', '320']	A	elementary_mathematics	[TextBlock(text='D) 3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Quel nombre vérifie l'affirmation suivante : 0,32 g = _ cg?\n A)32 B)3 C)2 D)3""}]}]"
Trouve le produit de 5,7(8) en appliquant la formule de distributivité du calcul mental.	['46,4', '456', '4,56', '45,6']	D	elementary_mathematics	[TextBlock(text='A) 46', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Trouve le produit de 5,7(8) en appliquant la formule de distributivité du calcul mental.\n A)46 B)4 C)456 D)4'}]}]
Quel est le quotient de l'expression 2.314 / 4 ?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	[TextBlock(text='B) 0,5785', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Quel est le quotient de l'expression 2.314 / 4 ?\n A)508 B)508 r2 C)578 D)578 r2""}]}]"
Pour ce mois, Rosa s'est fixée pour objectif de courir sur une distance totale de 100 kilomètres. Chaque jour où elle a réalisé sa course, elle a couvert 5 kilomètres. Quelle expression Rosa pourrait-elle utiliser pour déterminer le nombre de kilomètres qui lui reste à parcourir après avoir couru pendant j jours ?	['100 — 5j', '5j+ 100', '100 / 5j', '5j']	A	elementary_mathematics	[TextBlock(text='A) 100 - 5j', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Pour ce mois, Rosa s'est fixée pour objectif de courir sur une distance totale de 100 kilomètres. Chaque jour où elle a réalisé sa course, elle a couvert 5 kilomètres. Quelle expression Rosa pourrait-elle utiliser pour déterminer le nombre de kilomètres qui lui reste à parcourir après avoir couru pendant j jours ?\n A)100 — 5j B)5j+ 100 C)100 / 5j D)5j""}]}]"
Identifie l'expression algébrique qui correspond à la phrase : 4 fois plus de canettes que Tom.	['4f', 'f sur 4', 'f − 4', 'f + 4']	A	elementary_mathematics	[TextBlock(text='A) 4f', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Identifie l'expression algébrique qui correspond à la phrase : 4 fois plus de canettes que Tom.\n A)4f B)f sur 4 C)f − 4 D)f + 4""}]}]"
Andrew a écrit le nombre 186 425 au tableau. Parmi les nombres ci-après, indique  le nombre donc la valeur du chiffre 6 est exactement 10 fois la valeur du chiffre 6 dans le nombre écrit par Andrew.	['681 452', '462 017', '246 412', '125 655']	B	elementary_mathematics	[TextBlock(text='B) 462 017', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andrew a écrit le nombre 186 425 au tableau. Parmi les nombres ci-après, indique  le nombre donc la valeur du chiffre 6 est exactement 10 fois la valeur du chiffre 6 dans le nombre écrit par Andrew.\n A)681 452 B)462 017 C)246 412 D)125 655'}]}]
Que représente 123 / 8 ? 	['15 reste 7', '15 reste 3', '16 reste 5', '16 reste 1']	B	elementary_mathematics	[TextBlock(text='A)15 reste 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Que représente 123 / 8 ? \n A)15 reste 7 B)15 reste 3 C)16 reste 5 D)16 reste 1'}]}]
Écris 8 et 2 sur 4 sous la forme la plus simple d'une fraction impropre.	['17 sur 2', '34 sur 4', '17 sur 4', '19 sur 2']	A	elementary_mathematics	[TextBlock(text='A)17 sur 2', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Écris 8 et 2 sur 4 sous la forme la plus simple d'une fraction impropre.\n A)17 sur 2 B)34 sur 4 C)17 sur 4 D)19 sur 2""}]}]"
Quelle expression peut être utilisée pour exprimer 270,240 sous sa forme développée ?	['200.000 + 7.000 + 200 + 4', '200.000 + 7.000 + 200 + 40', '200.000 + 70.000 + 200 + 40', '200.000 + 70.000 + 2.000 + 40']	C	elementary_mathematics	[TextBlock(text='D)200.000 + 70.000 + 2.000 + 40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle expression peut être utilisée pour exprimer 270,240 sous sa forme développée ?\n A)200.000 + 7.000 + 200 + 4 B)200.000 + 7.000 + 200 + 40 C)200.000 + 70.000 + 200 + 40 D)200.000 + 70.000 + 2.000 + 40'}]}]
Sur une chaîne de montage, un ouvrier passe 7 heures pour produire 22 pièces. A ce rythme, combien d'unités peut-il produire en 35 heures ?	['220 unités', '770 unités', '4 unités', '110 unités']	D	elementary_mathematics	[TextBlock(text='D)110 unités', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Sur une chaîne de montage, un ouvrier passe 7 heures pour produire 22 pièces. A ce rythme, combien d'unités peut-il produire en 35 heures ?\n A)220 unités B)770 unités C)4 unités D)110 unités""}]}]"
Abe a trouvé la moyenne et la médiane de la suite de nombres ci-après: 1, 3, 3. Si le numbre 6 est ajouté à la liste, alors	['la moyenne augmenterait.', 'la moyenne diminuerait.', 'la médiane augmenterait.', 'la médiane diminuerait.']	A	elementary_mathematics	[TextBlock(text='C) la médiane augmenterait.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abe a trouvé la moyenne et la médiane de la suite de nombres ci-après: 1, 3, 3. Si le numbre 6 est ajouté à la liste, alors\n A)la moyenne augmenterait. B)la moyenne diminuerait. C)la médiane augmenterait. D)la médiane diminuerait.'}]}]
Lorsque n = 11, quelle est la valeur de 10 - (n + 6) ?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lorsque n = 11, quelle est la valeur de 10 - (n + 6) ?\n A)-7 B)5 C)7 D)27'}]}]
Quelle proposition exprime le mieux la phrase ci-dessous ? 3 de moins qu'un nombre, p	['3-p', 'p+3', '3/p', 'p-3']	D	elementary_mathematics	[TextBlock(text='D) p-3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Quelle proposition exprime le mieux la phrase ci-dessous ? 3 de moins qu'un nombre, p\n A)3-p B)p+3 C)3/p D)p-3""}]}]"
Un cinéma fixe le prix du billet d'un film à 6 $. Ce cinéma a vendu 500 billets pour un film. L'expression ci-après peut être utilisée pour trouver la somme d'argent que le cinéma a perçu pour  la vente des billets: 6 × 500. Quelle autre proposition peut servir à calculer la somme d'argent encaissée par que le cinéma pour les billets ?	['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C) (6 × 5) × 10^2', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Un cinéma fixe le prix du billet d'un film à 6 $. Ce cinéma a vendu 500 billets pour un film. L'expression ci-après peut être utilisée pour trouver la somme d'argent que le cinéma a perçu pour  la vente des billets: 6 × 500. Quelle autre proposition peut servir à calculer la somme d'argent encaissée par que le cinéma pour les billets ?\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3""}]}]"
Soit 12-9+c=12. Détermine la valeur de c pour que l'équation soit vraie ?	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B) 3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Soit 12-9+c=12. Détermine la valeur de c pour que l'équation soit vraie ?\n A)0 B)3 C)9 D)12""}]}]"
La famille Sojourn s'en va en vacances avec un budget initial de 2000 $. Si elle a dépensé 150 $ par jour, quelle expression indique le somme d'argent dont elle dispose après x jours ?	['1850x', '2000-150x', '150x', '2000 +150x']	B	elementary_mathematics	[TextBlock(text='B) 2000 - 150x', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""La famille Sojourn s'en va en vacances avec un budget initial de 2000 $. Si elle a dépensé 150 $ par jour, quelle expression indique le somme d'argent dont elle dispose après x jours ?\n A)1850x B)2000-150x C)150x D)2000 +150x""}]}]"
Une étagère contient quatre livres. Le poids respectif en livres, de chacun des quatre livres sur l'étagère est de 2,5; 3,2; 2,7; 2,3. Quelle inégalité exprime le poids, p, d'un livre choisi sur l'étagère ? 	['w > 2.3', 'w < 2,4', 'w > 3,2', 'w < 3,3']	D	elementary_mathematics	[TextBlock(text='A)w > 2.3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Une étagère contient quatre livres. Le poids respectif en livres, de chacun des quatre livres sur l'étagère est de 2,5; 3,2; 2,7; 2,3. Quelle inégalité exprime le poids, p, d'un livre choisi sur l'étagère ? \n A)w > 2.3 B)w < 2 C)4 D)w > 3""}]}]"
Quel nombre possède une valeur absolue supérieure à 5 ?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='A)-6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quel nombre possède une valeur absolue supérieure à 5 ?\n A)-6 B)-5 C)0 D)5'}]}]
Quelle est la valeur de la phrase 2(3(4^2 + 1)) - 2^3 ?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='A)156', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle est la valeur de la phrase 2(3(4^2 + 1)) - 2^3 ?\n A)156 B)110 C)94 D)48'}]}]
Sur une feuille de papier, Gwen a élaboré le modèle numérique ci-après: 1, 5, 9, 13. Quels sont les deux prochains termes du motif de Gwen ?	['15.17', '15,19', '17,19', '17,21']	D	elementary_mathematics	[TextBlock(text='D) 17, 21', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sur une feuille de papier, Gwen a élaboré le modèle numérique ci-après: 1, 5, 9, 13. Quels sont les deux prochains termes du motif de Gwen ?\n A)15.17 B)15 C)19 D)17'}]}]
Si 3 conserves de poires coûtent 2,37 $, combien de conserves de poires pouvez-vous acheter avec 9,48 $ ?	['3 conserves', '12 conserves', '36 conserves', '13 conserves']	B	elementary_mathematics	[TextBlock(text='B)12 conserves', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Si 3 conserves de poires coûtent 2,37 $, combien de conserves de poires pouvez-vous acheter avec 9,48 $ ?\n A)3 conserves B)12 conserves C)36 conserves D)13 conserves'}]}]
Ordonne du plus grand au plus petit : 3, 3 et 1 sur 8,3. 8,3;18.	['3.18, 3 et 1 sur 8, 3.8,3', '3,3 et 1 sur 8, 3.18, 3', '3.8, 3 et 1 sur 8, 3.18, 3', '3.8, 3.18, 3 et 1 sur 8, 3']	D	elementary_mathematics	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ordonne du plus grand au plus petit : 3, 3 et 1 sur 8,3. 8,3;18.\n A)3.18 B)3 et 1 sur 8 C)3.8 D)3'}]}]
Calcule 22 / 2 + 9	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Calcule 22 / 2 + 9\n A)10 B)11 C)20 D)2'}]}]
Une certaine ville compte 836 527 habitants. Quelle est la population de cette ville lorsque le nombre d'habitants est arrondi à la dizaine de milliers la plus proche ?	['800 000', '830,000', '836 000', '840 000']	D	elementary_mathematics	[TextBlock(text='A) 840 000', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Une certaine ville compte 836 527 habitants. Quelle est la population de cette ville lorsque le nombre d'habitants est arrondi à la dizaine de milliers la plus proche ?\n A)800 000 B)830 C)000 D)836 000""}]}]"
Trouve le produit de 5 - (-9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='A)14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Trouve le produit de 5 - (-9).\n A)14 B)-4 C)45 D)-45'}]}]
Keiko a passé une journée entière à observer les oiseaux. Le matin, elle a compté 34 oiseaux de plus que dans l'après-midi. En considérant qu'elle a compté 76 oiseaux au total, combien d'oiseaux a-t-elle comptés l'après-midi ?	['21 oiseaux', '40 oiseaux', '42 oiseaux', '84 oiseaux ']	A	elementary_mathematics	[TextBlock(text='A) 21 oiseaux', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Keiko a passé une journée entière à observer les oiseaux. Le matin, elle a compté 34 oiseaux de plus que dans l'après-midi. En considérant qu'elle a compté 76 oiseaux au total, combien d'oiseaux a-t-elle comptés l'après-midi ?\n A)21 oiseaux B)40 oiseaux C)42 oiseaux D)84 oiseaux ""}]}]"
Quelle est la valeur de 5 + 2 - 15 + (12 - 4) ?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='D) 0', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle est la valeur de 5 + 2 - 15 + (12 - 4) ?\n A)78 B)83 C)131 D)153'}]}]
Quelle situation peut être représentée par la fraction 20/8 ?	['Leslie a dépensé 20 dollars et 8 centimes dans un magasin. Comment la somme d’argent dépensée par Leslie sera-t-elle écrite sous forme de fraction\xa0?', 'Les 8 petits-enfants de M. Kramer se sont partagés 20 crackers à parts égales. Combien de crackers a reçu chaque petit-enfant ?', 'Mitch a acheté 20 bacs de fleurs dans un magasin de plantes. Chaque pot contient 8 fleurs. Combien de fleurs Mitch a-t-il acheté en tout ?', 'Les timbres sont vendus en carnets de 20 timbres. Donna se sert de 8 timbres pour envoyer des invitations à une fête. Combien de carnets de timbres Donna a-t-elle utilisée pour envoyer ses invitations ?']	B	elementary_mathematics	[TextBlock(text='B)Les 8 petits-enfants de M. Kramer se sont partagés 20 crackers à parts égales. Combien de crackers a reçu chaque petit-enfant ?', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle situation peut être représentée par la fraction 20/8 ?\n A)Leslie a dépensé 20 dollars et 8 centimes dans un magasin. Comment la somme d’argent dépensée par Leslie sera-t-elle écrite sous forme de fraction\\xa0? B)Les 8 petits-enfants de M. Kramer se sont partagés 20 crackers à parts égales. Combien de crackers a reçu chaque petit-enfant ? C)Mitch a acheté 20 bacs de fleurs dans un magasin de plantes. Chaque pot contient 8 fleurs. Combien de fleurs Mitch a-t-il acheté en tout ? D)Les timbres sont vendus en carnets de 20 timbres. Donna se sert de 8 timbres pour envoyer des invitations à une fête. Combien de carnets de timbres Donna a-t-elle utilisée pour envoyer ses invitations ?'}]}]
Si un train de marchandises roule à une vitesse de 20 kilomètres par heure, quelle sera la distance parcouru après 6 heures ?	['120 kilomètres', '80 kilomètres', '26 kilomètres', '12 kilomètres']	A	elementary_mathematics	[TextBlock(text='A) 120 kilomètres', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Si un train de marchandises roule à une vitesse de 20 kilomètres par heure, quelle sera la distance parcouru après 6 heures ?\n A)120 kilomètres B)80 kilomètres C)26 kilomètres D)12 kilomètres'}]}]
Quelle étape explique comment trouver la valeur de a dans 6a = 72 ?	['ajoute 6 aux deux côtés', 'divise les deux côtés par 6', 'multiplie les deux côtés par 6', 'soustrais 6 des deux côtés']	B	elementary_mathematics	[TextBlock(text='B) divise les deux côtés par 6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle étape explique comment trouver la valeur de a dans 6a = 72 ?\n A)ajoute 6 aux deux côtés B)divise les deux côtés par 6 C)multiplie les deux côtés par 6 D)soustrais 6 des deux côtés'}]}]
L'entraîneur Wu dispose en tout de 30 ballons de football dont 9 ballons blancs. Le reste du stock est constitué de ballons en trois couleurs différentes notamment le bleu, le rose et le vert. Combien de ballons verts l'entraîneur Wu possède-t-il ?	['7', '10', '21', '39']	A	elementary_mathematics	[TextBlock(text='B) 10', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""L'entraîneur Wu dispose en tout de 30 ballons de football dont 9 ballons blancs. Le reste du stock est constitué de ballons en trois couleurs différentes notamment le bleu, le rose et le vert. Combien de ballons verts l'entraîneur Wu possède-t-il ?\n A)7 B)10 C)21 D)39""}]}]"
La température a chuté de 11°F entre 18h et 22h. à 22 h, il faisait 84°F à 22h. Ecris et résous une équation qui permet de déterminer la température (t) à 18h.              	['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']	D	elementary_mathematics	[TextBlock(text='D)t − 11 = 84; 95°F', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'La température a chuté de 11°F entre 18h et 22h. à 22 h, il faisait 84°F à 22h. Ecris et résous une équation qui permet de déterminer la température (t) à 18h.              \n A)84 − 11 = t; 73°F B)t − 84 = 11; 95°F C)84 − t = 11; 73°F D)t − 11 = 84; 95°F'}]}]
