question	choices	answer	subject	opus	prompt
ŋlɔ 8 kple 2 le 4 dzi bɔbɔetɔ le nufifli manɔteƒe nu	['17 ɖe 2 dzi', '34 ɖe 4 dzi', '17 ɖe 4 dzi', '19 ɖe 2 dzi']	A	elementary_mathematics	[TextBlock(text='C)17 ɖe 4 dzi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ŋlɔ 8 kple 2 le 4 dzi bɔbɔetɔ le nufifli manɔteƒe nu\n A)17 ɖe 2 dzi B)34 ɖe 4 dzi C)17 ɖe 4 dzi D)19 ɖe 2 dzi'}]}]
Ale ke woate ŋu kaka 270 240 aŋlɔ mahã ?	['200 000 + 7 000 + 200 + 4', '200.000 + 7.000 + 200 + 40', '200.000 + 70.000 + 200 + 40', '200.000 + 70.000 + 2.000 + 40']	C	elementary_mathematics	[TextBlock(text='A)200 000 + 7 000 + 200 + 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ale ke woate ŋu kaka 270 240 aŋlɔ mahã ?\n A)200 000 + 7 000 + 200 + 4 B)200.000 + 7.000 + 200 + 40 C)200.000 + 70.000 + 200 + 40 D)200.000 + 70.000 + 2.000 + 40'}]}]
Le Nutsatsãkpe aɖe dzi la, dɔwɔla aɖe zã gaƒoƒo 7 hetsã kpe 22 . Kpe neni woate ŋu le gaƒoƒo 35 me nenye be eƒe dɔwɔwɔ le zɔzɔ̃ ɖeka dzi mahã ?	['kpe 220', 'kpe 770', 'kpe 4', 'kpe 110']	D	elementary_mathematics	[TextBlock(text='D)kpe 110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Le Nutsatsãkpe aɖe dzi la, dɔwɔla aɖe zã gaƒoƒo 7 hetsã kpe 22 . Kpe neni woate ŋu le gaƒoƒo 35 me nenye be eƒe dɔwɔwɔ le zɔzɔ̃ ɖeka dzi mahã ?\n A)kpe 220 B)kpe 770 C)kpe 4 D)kpe 110'}]}]
Abe bu sɔsɔme kple titina na xexlẽmedzesi ɖoɖo si gbɔna la: 4 ; 3 ; 3. Fifia wovatsɔ xexleme 6 kpe ɖoɖoa , ekem:	['sɔsɔmea adzi ɖe edzi', 'sɔsɔmea aɖiɖi', 'Titinaa adzi ɖe edzi', 'Titinaa aɖiɖi']	A	elementary_mathematics	[TextBlock(text='D', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abe bu sɔsɔme kple titina na xexlẽmedzesi ɖoɖo si gbɔna la: 4 ; 3 ; 3. Fifia wovatsɔ xexleme 6 kpe ɖoɖoa , ekem:\n A)sɔsɔmea adzi ɖe edzi B)sɔsɔmea aɖiɖi C)Titinaa adzi ɖe edzi D)Titinaa aɖiɖi'}]}]
Nenye be n = 11 ɖe, home kaj anɔ 10 - (n+ 6) ?	['-7', '5', '7', '27']	A	elementary_mathematics	[TextBlock(text='A)-7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nenye be n = 11 ɖe, home kaj anɔ 10 - (n+ 6) ?\n A)-7 B)5 C)7 D)27'}]}]
Ŋuɖoɖo kae ɖe akɔŋta sia fia wu ? 3 do le xexlẽme P aɖe me.	['3-P', 'P+3', '3/P', 'P-3']	D	elementary_mathematics	[TextBlock(text='B)P+3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ŋuɖoɖo kae ɖe akɔŋta sia fia wu ? 3 do le xexlẽme P aɖe me.\n A)3-P B)P+3 C)3/P D)P-3'}]}]
Sinimakpɔƒe aɖe ɖui be yeaɖe kpɔmeɖotsi na nutata ɖeka nye $ 6. Sinikpɔƒe sia dzra kpɔmetiketi 500 na nutata aɖe. Ɖee akɔŋta si gbɔna la ana be woakpɔ ho neni wokpɔ le tiketiawpo dzadzra mea? : 6 X 500. Akɔŋtaƒomevi bubu ka woate ŋu wɔ ahakpɔ tiketiawo dzraga hãa?	['30 x 10 ̂ 1', '30 x 10 ̂ 3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	[TextBlock(text='C)(6 × 5) × 10^2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sinimakpɔƒe aɖe ɖui be yeaɖe kpɔmeɖotsi na nutata ɖeka nye $ 6. Sinikpɔƒe sia dzra kpɔmetiketi 500 na nutata aɖe. Ɖee akɔŋta si gbɔna la ana be woakpɔ ho neni wokpɔ le tiketiawpo dzadzra mea? : 6 X 500. Akɔŋtaƒomevi bubu ka woate ŋu wɔ ahakpɔ tiketiawo dzraga hãa?\n A)30 x 10 ̂ 1 B)30 x 10 ̂ 3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]
Kpɔ akɔŋta sia 12 - 9 + C = 12 ɖa. Di home na C ale be kadedemekɔŋta la na de.	['0', '3', '9', '12']	C	elementary_mathematics	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kpɔ akɔŋta sia 12 - 9 + C = 12 ɖa. Di home na C ale be kadedemekɔŋta la na de.\n A)0 B)3 C)9 D)12'}]}]
Sojourn ƒomea ɖota mɔkeke kple gakaɖi $ 2000. Nenye be zazã si wòwɔna gbe ,deka nye $ 150 ɖe, akɔŋta kae ɖe gahome si susɔ nae le ŋkeke X megbe mahã ?	['1850X', '2000-150X', '150x', '2000+150x']	B	elementary_mathematics	[TextBlock(text='B)2000-150X', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sojourn ƒomea ɖota mɔkeke kple gakaɖi $ 2000. Nenye be zazã si wòwɔna gbe ,deka nye $ 150 ɖe, akɔŋta kae ɖe gahome si susɔ nae le ŋkeke X megbe mahã ?\n A)1850X B)2000-150X C)150x D)2000+150x'}]}]
Agbalẽ ene le agbalẽkplɔ aɖe dzi eye woƒe kpekpe me le ɖoɖo nu le kilo nu nye: 2,5 ; 3,2 ; 2,7 ; 2,3. Kadedemekɔta saga kae ɖe agbalẽ aɖe si wotsɔ le kplɔa dzi ƒe kpekpeme P fia mahã ?	['w < 2,3', 'w < 2,4', 'w > 3,2', 'w < 3,3']	D	elementary_mathematics	[TextBlock(text='C)w < 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Agbalẽ ene le agbalẽkplɔ aɖe dzi eye woƒe kpekpe me le ɖoɖo nu le kilo nu nye: 2,5 ; 3,2 ; 2,7 ; 2,3. Kadedemekɔta saga kae ɖe agbalẽ aɖe si wotsɔ le kplɔa dzi ƒe kpekpeme P fia mahã ?\n A)w < 2 B)3 C)w < 2 D)4'}]}]
Xexlẽme ka ƒe home blibo sɔgbɔ wu 5 mahã ?	['-6', '-5', '0', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Xexlẽme ka ƒe home blibo sɔgbɔ wu 5 mahã ?\n A)-6 B)-5 C)0 D)5'}]}]
Home kae le akɔŋta sia si ? 2(3(4^2 + 1)) - 2^3 ?	['156', '110', '94', '48']	C	elementary_mathematics	[TextBlock(text='B)110', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Home kae le akɔŋta sia si ? 2(3(4^2 + 1)) - 2^3 ?\n A)156 B)110 C)94 D)48'}]}]
Gwen wɔ xexlẽmeɖoɖo sia ɖe agbalẽ aɖe dzi: 1. 5. 9. 13. xexlẽmedzesi eve kawoe adze wo nɔewo yome le Gwen ƒe ɖoɖo sia me mahã ?	['15. 17', '15. 19', '17. 19', '17. 21']	D	elementary_mathematics	[TextBlock(text='A)15. 17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gwen wɔ xexlẽmeɖoɖo sia ɖe agbalẽ aɖe dzi: 1. 5. 9. 13. xexlẽmedzesi eve kawoe adze wo nɔewo yome le Gwen ƒe ɖoɖo sia me mahã ?\n A)15. 17 B)15. 19 C)17. 19 D)17. 21'}]}]
Nenye be peya go 3 ƒe ga nye $ 2,37 ɖe, peya go neni nàte ŋu ƒle $ 9,48 mahã ?	['go 3', 'go 12', 'go 36', 'go 13']	B	elementary_mathematics	[TextBlock(text='D)go 13', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nenye be peya go 3 ƒe ga nye $ 2,37 ɖe, peya go neni nàte ŋu ƒle $ 9,48 mahã ?\n A)go 3 B)go 12 C)go 36 D)go 13'}]}]
Woɖo xexlẽme siawo tso vitɔ yi gãtɔ dzi : 3, 3 kple 1 ɖe 8,3. 8,3 ; 18	['3.18, 3 kple 1 ɖe 8, 3.8,3', '3,3 kple 1 ɖe 8, 3.18, 3', '3.8, 3 kple 1 ɖe 8, 3.18, 3', '3.8, 3.18, 3 kple 1 ɖe 8, 3']	D	elementary_mathematics	[TextBlock(text='D)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Woɖo xexlẽme siawo tso vitɔ yi gãtɔ dzi : 3, 3 kple 1 ɖe 8,3. 8,3 ; 18\n A)3.18 B)3 kple 1 ɖe 8 C)3.8 D)3'}]}]
Bu 22 / 2 + 9	['10', '11', '20', '2']	C	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bu 22 / 2 + 9\n A)10 B)11 C)20 D)2'}]}]
Ame 836 527 le dugã aɖe me. Nenye be wodi be woso ameawo ƒe xexlẽme nu ɖe akpe ewolia siwo sɔ wu nu ɖe, ekem ame nenie woakpɔ ?	['800 000', '830 000', '836 000', '840 000']	D	elementary_mathematics	[TextBlock(text='C)836 000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ame 836 527 le dugã aɖe me. Nenye be wodi be woso ameawo ƒe xexlẽme nu ɖe akpe ewolia siwo sɔ wu nu ɖe, ekem ame nenie woakpɔ ?\n A)800 000 B)830 000 C)836 000 D)840 000'}]}]
Bu teƒeɖoɖo 5 - (-9).	['14', '-4', '45', '-45']	D	elementary_mathematics	[TextBlock(text='B)-4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bu teƒeɖoɖo 5 - (-9).\n A)14 B)-4 C)45 D)-45'}]}]
Keiko wɔ ŋkekea katã ŋudɔ hele xeviwo kpɔm. Ekpɔ Xevi 34 le ŋdime wu esiwo wòkpɔ le ɣetrɔ me. Nenye be xevi 76 nye xevi siwo katã wòkpɔ ɖe, nenie wòkpɔ le ɣetrɔme mahã ?	['xevi 21', 'xevi 40', 'xevi 42', 'xevi 84']	A	elementary_mathematics	[TextBlock(text='C)xevi 42', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Keiko wɔ ŋkekea katã ŋudɔ hele xeviwo kpɔm. Ekpɔ Xevi 34 le ŋdime wu esiwo wòkpɔ le ɣetrɔ me. Nenye be xevi 76 nye xevi siwo katã wòkpɔ ɖe, nenie wòkpɔ le ɣetrɔme mahã ?\n A)xevi 21 B)xevi 40 C)xevi 42 D)xevi 84'}]}]
Ho nenie nye 5 + 2 - 15 + (12 - 4) ?	['78', '83', '131', '153']	B	elementary_mathematics	[TextBlock(text='D)0', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho nenie nye 5 + 2 - 15 + (12 - 4) ?\n A)78 B)83 C)131 D)153'}]}]
