subject	question	choices	answer	opus	prompt
elementary_mathematics	Sombulula u-2k= -34.8.	['-69.6', '-17.4', '17.4', '69.6']	D	[TextBlock(text='C)17.4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sombulula u-2k= -34.8.\n A)-69.6 B)-17.4 C)17.4 D)69.6'}]}]
high_school_geography	Sesiphi isimo esingenzekiyo kwilizwe elizimeleyo kwezi zilandelayo?	['Central government possesses a two-level system of government.', 'urhulumente osemmindini ulawula ilizwe njenge unithi enye.', 'inomgaqo siseko wayo obhaliweyo rhoqo.', 'ilowa-leveli divishinzi inamandla ahlukileyo.']	B	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sesiphi isimo esingenzekiyo kwilizwe elizimeleyo kwezi zilandelayo?\n A)Central government possesses a two-level system of government. B)urhulumente osemmindini ulawula ilizwe njenge unithi enye. C)inomgaqo siseko wayo obhaliweyo rhoqo. D)ilowa-leveli divishinzi inamandla ahlukileyo.'}]}]
high_school_geography	Abahleli besixeko bazohlula iindlela zokusetyenziswa komhlaba ezifana nokwakhiwa kwezindlu nogutyulo lwelindle?	['ii-moli', 'amacingo', 'ucwangciso lweendawo', 'iitonela']	C	[TextBlock(text='C)ucwangciso lweendawo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abahleli besixeko bazohlula iindlela zokusetyenziswa komhlaba ezifana nokwakhiwa kwezindlu nogutyulo lwelindle?\n A)ii-moli B)amacingo C)ucwangciso lweendawo D)iitonela'}]}]
high_school_geography	Ngenxa yokwehla kwenani labantu, isixeko iDetroit, Michigan, icebise ngokufinyotha ubukhulu ngokutshabalalisa nokuthengisa imihlaba engasebenziyo esebumelwanini kumafama. Unobangela wokushokoxeka kwamanani abemi eDetroit ingabonwa njenge 	['jentrifikheyishini', 'agglomereyishini', 'di-indastralayizeyishini', 'khonubheyishini']	C	[TextBlock(text='C) di-indastralayizeyishini', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngenxa yokwehla kwenani labantu, isixeko iDetroit, Michigan, icebise ngokufinyotha ubukhulu ngokutshabalalisa nokuthengisa imihlaba engasebenziyo esebumelwanini kumafama. Unobangela wokushokoxeka kwamanani abemi eDetroit ingabonwa njenge \n A)jentrifikheyishini B)agglomereyishini C)di-indastralayizeyishini D)khonubheyishini'}]}]
high_school_geography	Inani labantu kwihlabathi lonke lelona lijongwayo	['kwiindawo zangaphakathi zelizwekazi.', 'kwimida yelizwekazi.', 'entlango.', 'kwiindawo ezisezantsi ezishushu kunye neentlambo zemilambo.']	B	[TextBlock(text='B)kwimida yelizwekazi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Inani labantu kwihlabathi lonke lelona lijongwayo\n A)kwiindawo zangaphakathi zelizwekazi. B)kwimida yelizwekazi. C)entlango. D)kwiindawo ezisezantsi ezishushu kunye neentlambo zemilambo.'}]}]
high_school_geography	UWalter Christaller wenze indawo yethiyori njenge sixhobo sokuchaza ubudlelwane bendawo phakathi	['ushishino olosemmimdini wedolophu.', 'imakethe kunye nendawo efumana iimpahla ezikrwada', 'izixeko zemisebenzi eyahlukileyo nokulingana', 'iihabhuzi ze-airline zenkqubo yezothutho']	C	[TextBlock(text='A) ushishino olosemmimdini wedolophu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UWalter Christaller wenze indawo yethiyori njenge sixhobo sokuchaza ubudlelwane bendawo phakathi\n A)ushishino olosemmimdini wedolophu. B)imakethe kunye nendawo efumana iimpahla ezikrwada C)izixeko zemisebenzi eyahlukileyo nokulingana D)iihabhuzi ze-airline zenkqubo yezothutho'}]}]
high_school_geography	Indawo apho iqela labantu ababini okanye ngaphezulu bahlala khona ngelixa begcine amasiko ohlukeneyo ibonisa	['ucalucalulo ngokohlanga', 'misjinayishini', 'ubuninzi benkcubeko', 'ucalucalulo ngokwenkcubeko']	C	[TextBlock(text='C)ubuninzi benkcubeko', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Indawo apho iqela labantu ababini okanye ngaphezulu bahlala khona ngelixa begcine amasiko ohlukeneyo ibonisa\n A)ucalucalulo ngokohlanga B)misjinayishini C)ubuninzi benkcubeko D)ucalucalulo ngokwenkcubeko'}]}]
high_school_geography	Ukubuyisela isimo sezinto sabadala, senza irani dowuni ye-ina sithi ngabantu abangaphakathi nabangaphezulu ngokomrholo babiziwe. 	['ebhenizeyishini', 'jentrifikheyishini', 'sabhabenizeyishini', 'isiphumo semaltiplaya']	B	[TextBlock(text='B) jentrifikheyishini', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukubuyisela isimo sezinto sabadala, senza irani dowuni ye-ina sithi ngabantu abangaphakathi nabangaphezulu ngokomrholo babiziwe. \n A)ebhenizeyishini B)jentrifikheyishini C)sabhabenizeyishini D)isiphumo semaltiplaya'}]}]
high_school_geography	Sesiphi isigaba sokwehla nokwenyuka kwamanani enzalo nokufa esingabonwa ngezinga eliphezulu lokuzala kunye nezinga elininzi lokufa?	['isigaba 1', 'isigaba 2', 'isigaba 3', 'isigaba4']	A	[TextBlock(text='B)isigaba 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sesiphi isigaba sokwehla nokwenyuka kwamanani enzalo nokufa esingabonwa ngezinga eliphezulu lokuzala kunye nezinga elininzi lokufa?\n A)isigaba 1 B)isigaba 2 C)isigaba 3 D)isigaba4'}]}]
high_school_geography	Yeyiphi indlela engundoqo yokwanda koqoqosho ehlabathini?	['imigodi', 'ukuzingela kunye nokuqokelela', 'ukuloba', 'ezolimo']	D	[TextBlock(text='D)ezolimo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yeyiphi indlela engundoqo yokwanda koqoqosho ehlabathini?\n A)imigodi B)ukuzingela kunye nokuqokelela C)ukuloba D)ezolimo'}]}]
high_school_geography	Yeyiphi kwezi zilandelayo esisizathu esingalindelekanga sokufuduka kwabantu?	['Amathuba emfundo', 'okungathandekiyo okusingqongileyo okany i-aphili', 'utshintsho ebomini', 'ubudlelwane beqela lezopolitiko']	D	[TextBlock(text='B)okungathandekiyo okusingqongileyo okany i-aphili', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yeyiphi kwezi zilandelayo esisizathu esingalindelekanga sokufuduka kwabantu?\n A)Amathuba emfundo B)okungathandekiyo okusingqongileyo okany i-aphili C)utshintsho ebomini D)ubudlelwane beqela lezopolitiko'}]}]
high_school_geography	Yeyiphi kwezi zilandelayo engumzekelo welizwe ongenazixeko?	['iJemeni', 'i-Iziyaleri', 'i-Palestina', 'i-Romaniya']	C	[TextBlock(text='A) iJemeni', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yeyiphi kwezi zilandelayo engumzekelo welizwe ongenazixeko?\n A)iJemeni B)i-Iziyaleri C)i-Palestina D)i-Romaniya'}]}]
high_school_geography	Yeyiphi kwezi zilandelayo efumana amaqondo aphezulu aqaqambileyo ngenxa yesimo seContinet?	['iMaritayim provinsi yase-Khanada', 'i-Siberia e-Russia', 'i-La Mancha e-Spain', 'i-Patagonia eArgentina']	B	[TextBlock(text='B)i-Siberia e-Russia', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yeyiphi kwezi zilandelayo efumana amaqondo aphezulu aqaqambileyo ngenxa yesimo seContinet?\n A)iMaritayim provinsi yase-Khanada B)i-Siberia e-Russia C)i-La Mancha e-Spain D)i-Patagonia eArgentina'}]}]
high_school_geography	Loluphi olona lwimi losapho ludala, lukhulu nolusetyenziswayo eHudson Bay ukuya eTierra del Fuego?	['i-Amerindian', 'i-Malayo-Polynesian', 'i-Austronesian', 'i-Eskimo-Aleut']		[TextBlock(text='A) i-Amerindian', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Loluphi olona lwimi losapho ludala, lukhulu nolusetyenziswayo eHudson Bay ukuya eTierra del Fuego?\n A)i-Amerindian B)i-Malayo-Polynesian C)i-Austronesian D)i-Eskimo-Aleut'}]}]
high_school_geography	Yeyiphi inkolo kwezi zingezantsi esetyenziswa ehlabathini jikelele?	['yi-Taoism', 'yi-Islam', 'yi-Shintoism', 'yi-Confucianism']	B	[TextBlock(text='B)yi-Islam', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yeyiphi inkolo kwezi zingezantsi esetyenziswa ehlabathini jikelele?\n A)yi-Taoism B)yi-Islam C)yi-Shintoism D)yi-Confucianism'}]}]
high_school_geography	Inkqubo yophando lukarhumente lukanxantathu womhlaba isekelwe kuzo zonke ezilandelayo NGAPHANDLE 	['i-bhlokhi phatheni yophando lomhlaba', 'iphatheni yomhlaba wasemakhaya', 'ukusasazeka kwephatheni yesakhiwo sefama esibekwe bucala', 'iphatheni yendawo ehlala abantu e-French kunye ne-Spanish ']	D	[TextBlock(text='B)iphatheni yomhlaba wasemakhaya', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Inkqubo yophando lukarhumente lukanxantathu womhlaba isekelwe kuzo zonke ezilandelayo NGAPHANDLE \n A)i-bhlokhi phatheni yophando lomhlaba B)iphatheni yomhlaba wasemakhaya C)ukusasazeka kwephatheni yesakhiwo sefama esibekwe bucala D)iphatheni yendawo ehlala abantu e-French kunye ne-Spanish '}]}]
high_school_geography	Umphambukeli ufunda isiNgesi eUnited States ngumzekelo we	['we-straktsharal asimileyishini', 'we-thiyori ye-amalgameyishini', 'we-akhaltshareyishini', 'wolungelelaniso']	C	[TextBlock(text='A) we-straktsharal asimileyishini', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umphambukeli ufunda isiNgesi eUnited States ngumzekelo we\n A)we-straktsharal asimileyishini B)we-thiyori ye-amalgameyishini C)we-akhaltshareyishini D)wolungelelaniso'}]}]
high_school_geography	Ukuxhaswa kwabavukeli kwenzekile kwixeshana nje elidlulileyo kusenzeka kweliphi ilizwe?	['e-Rwanda', 'e-United states', 'e-Canada', 'e-Spain']	A	[TextBlock(text='A) e-Rwanda', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuxhaswa kwabavukeli kwenzekile kwixeshana nje elidlulileyo kusenzeka kweliphi ilizwe?\n A)e-Rwanda B)e-United states C)e-Canada D)e-Spain'}]}]
high_school_geography	Isenzo sokwenza imida kuvoto lwezithili ukunika inzuzo engafanelekanga komnye umbutho ibizwa ngokuba?	['wokohlukana', 'yi-gerimandaringi', 'yi-khonteyinmenti', 'yi-domino thiyori']	B	[TextBlock(text='B)yi-gerimandaringi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isenzo sokwenza imida kuvoto lwezithili ukunika inzuzo engafanelekanga komnye umbutho ibizwa ngokuba?\n A)wokohlukana B)yi-gerimandaringi C)yi-khonteyinmenti D)yi-domino thiyori'}]}]
high_school_geography	Abafundi bakwanokholeji abahlala kwizindlu ezingakwi-khefi yasekholeji bayakuthanda kakhulu ukutya kwikhefi. Lo ngumzekelo we	['we-gravithi khinsephuthi', 'we-disitensi dikheyi', 'we-khomplementari', 'we-transiferebhilithi']	B	[TextBlock(text='A) we-gravithi khinsephuthi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abafundi bakwanokholeji abahlala kwizindlu ezingakwi-khefi yasekholeji bayakuthanda kakhulu ukutya kwikhefi. Lo ngumzekelo we\n A)we-gravithi khinsephuthi B)we-disitensi dikheyi C)we-khomplementari D)we-transiferebhilithi'}]}]
high_school_geography	Umbono wokuba abantu hayi abakungqongileyo, bangamandla wokwenza ezophuhliso ibizwa ngokuba yintoni?	['yi-phosibhilizim', 'yi-animizim', 'yi-envaromentali dethaminizim', 'yi-khaltsharal ikholoji']	A	[TextBlock(text='A) yi-phosibhilizim', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umbono wokuba abantu hayi abakungqongileyo, bangamandla wokwenza ezophuhliso ibizwa ngokuba yintoni?\n A)yi-phosibhilizim B)yi-animizim C)yi-envaromentali dethaminizim D)yi-khaltsharal ikholoji'}]}]
international_law	Loluphi uhlobo lwepaseji olufanelekileyo 'njengepaseji emsulwa'?	"['Indlela esimsulwa yindlela engabandakanyi nasiphi na isenzo solwaphulo-mthetho', ""Indawo yokudlula inqanawa ithathwa ngokuba 'msulwa' apho ingadlelezeli uxolo, ucwangco okanye ukhuseleko loMbuso wonxweme."", 'Indlela emsulwa ichaphazela kuphela iinqanawa zohlanga olufanayo kunye neLizwe lonxweme', 'Indlela emsulwa iphathelele kuphela ukudlula kweenqanawa zabarhwebi kungekhona iinqanawa zemfazwe']"	B	[TextBlock(text='A) Indlela esimsulwa yindlela engabandakanyi nasiphi na isenzo solwaphulo-mthetho', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Loluphi uhlobo lwepaseji olufanelekileyo 'njengepaseji emsulwa'?\n A)Indlela esimsulwa yindlela engabandakanyi nasiphi na isenzo solwaphulo-mthetho B)Indawo yokudlula inqanawa ithathwa ngokuba 'msulwa' apho ingadlelezeli uxolo C)ucwangco okanye ukhuseleko loMbuso wonxweme. D)Indlela emsulwa ichaphazela kuphela iinqanawa zohlanga olufanayo kunye neLizwe lonxweme""}]}]"
