subject	question	choices	answer	opus	prompt
elementary_mathematics	Umubare wamanota Jaden yatsinze mu mukino uri munsi ya 45, kandi ni inshuro ya 7. Ni amanota angahe Jaden ashobora kuba yaratsindiye?	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umubare wamanota Jaden yatsinze mu mukino uri munsi ya 45, kandi ni inshuro ya 7. Ni amanota angahe Jaden ashobora kuba yaratsindiye?\n A)17 B)35 C)52 D)70'}]}]
elementary_mathematics	Ni ubuhe buryo bwakoreshwa mu gukemura 11 x 13? 	['Kuba 11 x 10 na 10 x 3, hanyuma ubyongere byombi ', 'Kuba 11 x 10 na 11 x 3, hanyuma ubyongere byombi ', 'Kuba 11 x 100 na 10 x 3, hanyuma ubyongere byombi ', 'Kuba 11 x 100 na 11 x 3, hanyuma ubyongere byombi ']	B	[TextBlock(text='D)Kuba 11 x 10 na 11 x 3 hanyuma ubyongere byombi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni ubuhe buryo bwakoreshwa mu gukemura 11 x 13? \n A)Kuba 11 x 10 na 10 x 3 B)hanyuma ubyongere byombi  C)Kuba 11 x 10 na 11 x 3 D)hanyuma ubyongere byombi '}]}]
elementary_mathematics	Wendy yaguze udupaki 30 twa gum. Buri paki yari ifite ibice 5. Yakubye 30 × 5 kugirango abone umubare wudupande twagum yaguze. Wendy yaguze ibice bingahe bya gum? 	['15', '35', '150', '305']	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy yaguze udupaki 30 twa gum. Buri paki yari ifite ibice 5. Yakubye 30 × 5 kugirango abone umubare wudupande twagum yaguze. Wendy yaguze ibice bingahe bya gum? \n A)15 B)35 C)150 D)305'}]}]
elementary_mathematics	Jan yatsindiye amanota 3 mumikino ya basketball kurusha Salah. Cindy yatsinze amanota 22, yikubye kabiri amanota ya Jan. Salah yatsindiye amanota angahe? 	['8', '11', '14', '19']	A	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jan yatsindiye amanota 3 mumikino ya basketball kurusha Salah. Cindy yatsinze amanota 22, yikubye kabiri amanota ya Jan. Salah yatsindiye amanota angahe? \n A)8 B)11 C)14 D)19'}]}]
elementary_mathematics	Ibiciro byitike yikinamico ni $5.00 kubarimu na $3.00 kubanyeshuri. Bizatwara angahe murirusange mubanyeshuri 71 nabarimu 5 kureba ikinamico?	['$228.00', '$238.00', '$370.00', '$380.00']	B	[TextBlock(text='B)$238.00', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ibiciro byitike yikinamico ni $5.00 kubarimu na $3.00 kubanyeshuri. Bizatwara angahe murirusange mubanyeshuri 71 nabarimu 5 kureba ikinamico?\n A)$228.00 B)$238.00 C)$370.00 D)$380.00'}]}]
elementary_mathematics	Koresha ikigereranyo hano hepfo kugirango usubize ikibazo. 0,75 × 6.5 = m Niyihe mvugo yerekana inzira imwe yo gukemura ikigereranyo?	['75 × 65 ÷ 1,000', '75 × 650 ÷ 1,000', '0.7 × 6 + 0.7 × 5 + 0.5 × 6 + 0.5 × 5', '0.7 × 6 + 0.7 × 0.5 + 0.5 × 6 + 0.5 × 0.5']	A	[TextBlock(text='C)75 × 650 ÷ 1 D)000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Koresha ikigereranyo hano hepfo kugirango usubize ikibazo. 0,75 × 6.5 = m Niyihe mvugo yerekana inzira imwe yo gukemura ikigereranyo?\n A)75 × 65 ÷ 1 B)000 C)75 × 650 ÷ 1 D)000'}]}]
elementary_mathematics	Debnil afite ibiyiko 6 byumunyu. Ikigereranyo cyibiyoko byisukari nibiyiko byameza ni 3 : 1. Nibiyiko bingahe byameza byumunyu Debnil afite?	['45309', '2-Jan', '2', '18']	C	[TextBlock(text='C) 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Debnil afite ibiyiko 6 byumunyu. Ikigereranyo cyibiyoko byisukari nibiyiko byameza ni 3 : 1. Nibiyiko bingahe byameza byumunyu Debnil afite?\n A)45309 B)2-Jan C)2 D)18'}]}]
elementary_mathematics	Umuhanga yapimye diameter yimisatsi ine yabantu. Diameter, muri milimetero, yari 0.091, 0.169, 0.17, na 0.023. Ni ubuhe busumbane bugereranya neza diameter yimisatsi ibiri muriyo misatsi yabantu?	['0.17 > 0.023', '0.091 < 0.023', '0.169 > 0.17', '0.169 > 0.17']	A	[TextBlock(text='A)0.17 > 0.023', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umuhanga yapimye diameter yimisatsi ine yabantu. Diameter, muri milimetero, yari 0.091, 0.169, 0.17, na 0.023. Ni ubuhe busumbane bugereranya neza diameter yimisatsi ibiri muriyo misatsi yabantu?\n A)0.17 > 0.023 B)0.091 < 0.023 C)0.169 > 0.17 D)0.169 > 0.17'}]}]
elementary_mathematics	Hariho iminsi 7 mucyumweru. Mu kwezi kwa Gashyantare, harimo iminsi 28 uyu mwaka. Ninshuro zingahe ziminsi zihari muri Gashyantare kuruta icyumweru kimwe?	['inshyuro 4 ', 'Inshyuro 7', 'Inshyuro 21', 'inshuro 35']	A	[TextBlock(text='A) inshyuro 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hariho iminsi 7 mucyumweru. Mu kwezi kwa Gashyantare, harimo iminsi 28 uyu mwaka. Ninshuro zingahe ziminsi zihari muri Gashyantare kuruta icyumweru kimwe?\n A)inshyuro 4  B)Inshyuro 7 C)Inshyuro 21 D)inshuro 35'}]}]
elementary_mathematics	Kemura −2k = −34.8. 	['-69.6', '-17.4', '17.4', '69.6']	D	[TextBlock(text='C)17.4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kemura −2k = −34.8. \n A)-69.6 B)-17.4 C)17.4 D)69.6'}]}]
high_school_geography	Ni ibihe bintu bikurikira bitajya bibaho mu gihugu cyubumwe? 	['Guverinoma nkuru ifite uburyo bubiri bwo kuyobora. ', 'Guverinoma nkuru iyobora igihugu nkurwego rumwe. ', 'Incuro nyinshi usanga rufite itegeko nshinga ryanditse. ', 'Amashami yo hasi afite ububasha bwihariye. ']	B	[TextBlock(text='B)Guverinoma nkuru iyobora igihugu nkurwego rumwe.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni ibihe bintu bikurikira bitajya bibaho mu gihugu cyubumwe? \n A)Guverinoma nkuru ifite uburyo bubiri bwo kuyobora.  B)Guverinoma nkuru iyobora igihugu nkurwego rumwe.  C)Incuro nyinshi usanga rufite itegeko nshinga ryanditse.  D)Amashami yo hasi afite ububasha bwihariye. '}]}]
high_school_geography	Ni gute abashushanya imijyi batandukanya imikoreshereze yubutaka idahuje,urugero nkamazu ninganda zitunganya imyanda? 	['Amazu yubucuruzi ', 'Uruzitiro ', 'Gushyiraho imigabane ', 'Imiyoboro']	C	[TextBlock(text='D)Imiyoboro', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni gute abashushanya imijyi batandukanya imikoreshereze yubutaka idahuje,urugero nkamazu ninganda zitunganya imyanda? \n A)Amazu yubucuruzi  B)Uruzitiro  C)Gushyiraho imigabane  D)Imiyoboro'}]}]
high_school_geography	Kubera ko umubare w'abaturage ugiye ugabanuka, umujyi wa Detroit,muri Michigan,watekereje ku kugabanya ubunini bwawo binyuriye mu gusenya uturere tutakigira abaturage no kugurisha ubutaka budafite abaturage ku bahinzi. Impamvu yatumye umubare wabaturage bi Detroit ugabanuka ni 	['kuzamura imibereho yabaturage  ', 'imijyi', 'guhashya inganda ', 'imijyi minini']	C	[TextBlock(text='C) guhashya inganda', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kubera ko umubare w'abaturage ugiye ugabanuka, umujyi wa Detroit,muri Michigan,watekereje ku kugabanya ubunini bwawo binyuriye mu gusenya uturere tutakigira abaturage no kugurisha ubutaka budafite abaturage ku bahinzi. Impamvu yatumye umubare wabaturage bi Detroit ugabanuka ni \n A)kuzamura imibereho yabaturage   B)imijyi C)guhashya inganda  D)imijyi minini""}]}]"
high_school_geography	Umubare wabatuye isi ugenda wiyongera 	"['mu bihugu byo ku mugabane wisi. ', 'ku nkengero zumugabane wisi. ', 'mu butayu.  ', ""Mu turere twibibaya byubushyuhe n'imigezi nibishanga. ""]"	B	"[TextBlock(text=""A) mu bihugu byo ku mugabane w'isi."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Umubare wabatuye isi ugenda wiyongera \n A)mu bihugu byo ku mugabane wisi.  B)ku nkengero zumugabane wisi.  C)mu butayu.   D)Mu turere twibibaya byubushyuhe n'imigezi nibishanga. ""}]}]"
high_school_geography	Walter Christaller yatangije ingengabitekerezo yahantu nkigikoresho cyo gusobanura isano yahantu hagati 	['uturere twubucuruzi nuturere two mu nkengero ', 'isoko namasoko yibikoresho byibanze  ', ' imijyi ifite ubunini nimikorere bitandukanye   ', 'ibigo byingendo zindege   ']	C	[TextBlock(text='C) imijyi ifite ubunini nimikorere bitandukanye', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walter Christaller yatangije ingengabitekerezo yahantu nkigikoresho cyo gusobanura isano yahantu hagati \n A)uturere twubucuruzi nuturere two mu nkengero  B)isoko namasoko yibikoresho byibanze   C) imijyi ifite ubunini nimikorere bitandukanye    D)ibigo byingendo zindege   '}]}]
high_school_geography	Sosiyete irimo amatsinda abiri cyangwa menshi yabaturage babana mu gihe bakomeza umuco wabo wihariye 	['ivangura rishingiye ku moko. ', 'kuvanga amoko. ', 'ubwinshi bwumuco.', 'amacakubiri ashingiye ku muco.']	C	[TextBlock(text='C) ubwinshi bwumuco.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sosiyete irimo amatsinda abiri cyangwa menshi yabaturage babana mu gihe bakomeza umuco wabo wihariye \n A)ivangura rishingiye ku moko.  B)kuvanga amoko.  C)ubwinshi bwumuco. D)amacakubiri ashingiye ku muco.'}]}]
high_school_geography	Gusubiza mu buzima busanzwe uturere twa kera, twaguye nabi two mu mijyi yimbere yumujyi, bikorwa nabantu bafite umushahara wo hagati nuwo hejuru, byitwa 	['imijyi.   ', 'imiterere yabaturage.   ', 'imijyi yicyaro.   ', 'ingaruka zo kwiyongera.   ']	B	[TextBlock(text='A) imijyi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gusubiza mu buzima busanzwe uturere twa kera, twaguye nabi two mu mijyi yimbere yumujyi, bikorwa nabantu bafite umushahara wo hagati nuwo hejuru, byitwa \n A)imijyi.    B)imiterere yabaturage.    C)imijyi yicyaro.    D)ingaruka zo kwiyongera.   '}]}]
high_school_geography	Ni ikihe cyiciro cyihindagurika ryimibare yabaturage kigaragarira mu mibare yimbyaro iri hejuru nimibare yabapfa iri hejuru? 	['Icyiciro cya 1', 'Icyiciro cya 2', 'Icyiciro cya 3', 'Icyiciro cya 4']	A	[TextBlock(text='B)Icyiciro cya 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni ikihe cyiciro cyihindagurika ryimibare yabaturage kigaragarira mu mibare yimbyaro iri hejuru nimibare yabapfa iri hejuru? \n A)Icyiciro cya 1 B)Icyiciro cya 2 C)Icyiciro cya 3 D)Icyiciro cya 4'}]}]
high_school_geography	Ni uwuhe murimo wingenzi wubukungu ukwirakwijwe cyane ku isi? 	['Ubucukuzi bwamabuye yagaciro   ', 'Kurobya no gukorakoranya   ', 'Uburobyi   ', 'Ubuhinzi   ']	D	[TextBlock(text='D) Ubuhinzi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni uwuhe murimo wingenzi wubukungu ukwirakwijwe cyane ku isi? \n A)Ubucukuzi bwamabuye yagaciro    B)Kurobya no gukorakoranya    C)Uburobyi    D)Ubuhinzi   '}]}]
high_school_geography	Muri ibi bikurikira, ni iki kitari impamvu ishobora gutuma umuntu ahunga? 	['Amahirwe yo kwiga', 'Ibyifuzo cyangwa ibyifuzo byibidukikije', 'Impinduka mu mibereho yubuzima', 'ishyirahamwe ryishyaka rya politiki']	D	[TextBlock(text='D)ishyirahamwe ryishyaka rya politiki', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Muri ibi bikurikira, ni iki kitari impamvu ishobora gutuma umuntu ahunga? \n A)Amahirwe yo kwiga B)Ibyifuzo cyangwa ibyifuzo byibidukikije C)Impinduka mu mibereho yubuzima D)ishyirahamwe ryishyaka rya politiki'}]}]
high_school_geography	Muri ibi bikurikira, ni ikihe gihugu kirurugero kibigihugu bitagira ubwenegihugu? 	[' U Budage', 'Isirayeli ', 'Palesitina  ', 'Romania']	C	[TextBlock(text='C) Palesitina', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Muri ibi bikurikira, ni ikihe gihugu kirurugero kibigihugu bitagira ubwenegihugu? \n A) U Budage B)Isirayeli  C)Palesitina   D)Romania'}]}]
high_school_geography	Muri ibi bikurikira, ni ikihe kigira ubushyuhe bukabije bitewe nubutaka bwacyo? 	['Intara zo ku nyanja za Kanada   ', 'Siberiya mu Burusiya ', 'La Mancha muri Esipanye', 'Patagoniya muri Arijantine ']	B	[TextBlock(text='B)Siberiya mu Burusiya', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Muri ibi bikurikira, ni ikihe kigira ubushyuhe bukabije bitewe nubutaka bwacyo? \n A)Intara zo ku nyanja za Kanada    B)Siberiya mu Burusiya  C)La Mancha muri Esipanye D)Patagoniya muri Arijantine '}]}]
high_school_geography	Ni uruhe rurimi rwa kera cyane, runini cyane kandi rwiganje hose, kuva mu Kigobe cya Hudson kugeza muri Tierra del Fuego? 	['Amerindian', 'Ikinyamalayo cyo muri Polynésie', 'Iki austronesian', 'Eskimo-Aleut']	A	[TextBlock(text='A) Amerindian', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni uruhe rurimi rwa kera cyane, runini cyane kandi rwiganje hose, kuva mu Kigobe cya Hudson kugeza muri Tierra del Fuego? \n A)Amerindian B)Ikinyamalayo cyo muri Polynésie C)Iki austronesian D)Eskimo-Aleut'}]}]
high_school_geography	Ni irihe dini muraya rifite abayoboke benshi? 	"['Idini ryabayahudi', ""Idini rya Isilamu . Leta Zunze Ubumwe z'Amerika"", 'Idini ryabashinto  ', 'Inyigisho za Confucianism']"	B	[TextBlock(text='B)Idini rya Isilamu', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ni irihe dini muraya rifite abayoboke benshi? \n A)Idini ryabayahudi B)Idini rya Isilamu . Leta Zunze Ubumwe z'Amerika C)Idini ryabashinto   D)Inyigisho za Confucianism""}]}]"
high_school_geography	Sisitemu yo gupima ubutaka bwimpande enye ishingiye ku bintu byose bikurikira uretse	['igishushanyo mbonera cyubutaka.  ', 'imiterere yimihanda yo mu cyaro', 'imiterere itatanye yimirima yitaruye.', 'Imimerere yo gutura mu Bufaransa no muri Hisipaniya.  ']	D	"[TextBlock(text=""A) igishushanyo mbonera cy'ubutaka."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sisitemu yo gupima ubutaka bwimpande enye ishingiye ku bintu byose bikurikira uretse\n A)igishushanyo mbonera cyubutaka.   B)imiterere yimihanda yo mu cyaro C)imiterere itatanye yimirima yitaruye. D)Imimerere yo gutura mu Bufaransa no muri Hisipaniya.  '}]}]
high_school_geography	Umwimukira wiga Icyongereza muri Leta Zunze Ubumwe z'Amerika ni urugero rwu. 	['kwihuza mu buryo bwimiterere.  ', 'inyigisho yo guhuza ibintu. ', 'kwimakaza umuco. ', 'guhuza nimihindagurikire yikirere']	C	[TextBlock(text='A) kwihuza mu buryo bwimiterere.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Umwimukira wiga Icyongereza muri Leta Zunze Ubumwe z'Amerika ni urugero rwu. \n A)kwihuza mu buryo bwimiterere.   B)inyigisho yo guhuza ibintu.  C)kwimakaza umuco.  D)guhuza nimihindagurikire yikirere""}]}]"
high_school_geography	Ni ibihe bihugu biherutse kwibasirwa nibikorwa byiterabwoba bishyigikiwe na leta?  	['U Rwanda', 'Leta Zunze Ubumwe ZAmerika', 'Kanada', 'Esipanye']	A	[TextBlock(text='D)Esipanye', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni ibihe bihugu biherutse kwibasirwa nibikorwa byiterabwoba bishyigikiwe na leta?  \n A)U Rwanda B)Leta Zunze Ubumwe ZAmerika C)Kanada D)Esipanye'}]}]
high_school_geography	Imikorere yo gushushanya imipaka yuturere twamatora kugira ngo hatangwe inyungu zitari nziza ku ishyaka rimwe rya politiki byitwa 	['kwitandukanya.  ', ' guterana amagambo.   ', 'kubungabunga ibidukikije.   ', 'igitekerezo cya domino. ']	B	[TextBlock(text='A) kwitandukanya.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imikorere yo gushushanya imipaka yuturere twamatora kugira ngo hatangwe inyungu zitari nziza ku ishyaka rimwe rya politiki byitwa \n A)kwitandukanya.   B) guterana amagambo.    C)kubungabunga ibidukikije.    D)igitekerezo cya domino. '}]}]
high_school_geography	Abanyeshuri biga muri kaminuza baba mu byumba biri hafi yicyumba cyo kuriramo cya kaminuza, birashoboka cyane ko barira muri icyo cyumba.Urwo ni urugero rwuko 	"[""imiterere y'imbaraga rukuruzi."", 'gutandukana mu ntera.', 'ubwuzuzanye.', ' gushobora kwimurirwa ahandi.  ']"	B	[TextBlock(text='C) ubwuzuzanye.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Abanyeshuri biga muri kaminuza baba mu byumba biri hafi yicyumba cyo kuriramo cya kaminuza, birashoboka cyane ko barira muri icyo cyumba.Urwo ni urugero rwuko \n A)imiterere y'imbaraga rukuruzi. B)gutandukana mu ntera. C)ubwuzuzanye. D) gushobora kwimurirwa ahandi.  ""}]}]"
high_school_geography	Igitekerezo cyuko abantu,atari ibibakikije byabo,nibo mbaraga zituma habaho iterambere ryumuco,ryitwa 	['ibyashoboka. ', 'imyizerere yibinyabuzima.', 'imiterere yibidukikije.', 'imiterere yumuco.']	A	[TextBlock(text='D)imiterere yumuco.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Igitekerezo cyuko abantu,atari ibibakikije byabo,nibo mbaraga zituma habaho iterambere ryumuco,ryitwa \n A)ibyashoboka.  B)imyizerere yibinyabuzima. C)imiterere yibidukikije. D)imiterere yumuco.'}]}]
international_law	Ni ayahe magambo akwiriye kwitwa 'amagambo adafite aho ahuriye nicyaha'? 	['Inzira yinzirakarengane ni inzira itarimo ibikorwa byubugizi bwa nabi ', 'Urugendo rwubwato rufatwa nkurudafite icyo rubibangamiye mu gihe rudashyira mu kaga amahoro, umutekano cyangwa umutekano wigihugu cyinkombe ', 'Ubwato bufite ubwenegihugu bumwe gusa nubwigihugu cyinkengero zinyanja ni bwo bwonyine bushobora kwambuka nta nkomyi ', 'Urujya nuruza rwinzirakarengane ruba rugenewe gusa amato yubucuruzi atari ayintambara']	B	"[TextBlock(text=""A) Inzira y'inzirakarengane ni inzira itarimo ibikorwa by'ubugizi bwa nabi"", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ni ayahe magambo akwiriye kwitwa 'amagambo adafite aho ahuriye nicyaha'? \n A)Inzira yinzirakarengane ni inzira itarimo ibikorwa byubugizi bwa nabi  B)Urugendo rwubwato rufatwa nkurudafite icyo rubibangamiye mu gihe rudashyira mu kaga amahoro C)umutekano cyangwa umutekano wigihugu cyinkombe  D)Ubwato bufite ubwenegihugu bumwe gusa nubwigihugu cyinkengero zinyanja ni bwo bwonyine bushobora kwambuka nta nkomyi ""}]}]"
international_law	Ni iyihe myifatire ya leta isabwa? 	"['Imikorere ikwirakwijwe, ihoraho kandi yunze ubumwe, igizwe nibikorwa nibitarakorwa. ', 'Gusa ibikorwa byubufatanye, bihuza kandi byunze ubumwe, ntabwo ari ibikorwa byubutagondwa bya Leta ', 'Ibikorwa nibitarakorwa nibihugu byogeye hose ariko bidasabwa kuba bihuje cyangwa ari bimwe ', ""Imikorere ihoraho yibihugu bike, harimo ibikorwa nibitakozwe, bikangurirwa n'ibindi bihugu ""]"	A	[TextBlock(text='B) ihoraho kandi yunze ubumwe', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni iyihe myifatire ya leta isabwa? \n A)Imikorere ikwirakwijwe B)ihoraho kandi yunze ubumwe C)igizwe nibikorwa nibitarakorwa.  D)Gusa ibikorwa byubufatanye'}]}]
