subject	question	choices	answer	opus	prompt
elementary_mathematics	Osiwieeɛ dodoɔ a Jaden nyaaɛ wɔ agoro no mu sua kyɛn 45 na ɛsan yɛ 7 ho mmɛho. Osiwieeɛ dodoɔ sɛn nan ka Jaden bɛtumi ahyɛ?	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Osiwieeɛ dodoɔ a Jaden nyaaɛ wɔ agoro no mu sua kyɛn 45 na ɛsan yɛ 7 ho mmɛho. Osiwieeɛ dodoɔ sɛn nan ka Jaden bɛtumi ahyɛ?\n A)17 B)35 C)52 D)70'}]}]
elementary_mathematics	Ɔkwan bɛn na wobɛtumi de apɛ 11 x 13 ho mmuaeɛ?	[' Yɛ mmɔho yi, 11 x 10 ne 10 x 3, na ka mmɔho mmienu no bɔ mu', ' Yɛ mmɔho yi, 11 x 10 ne 11 x 3, na ka mmɔho mmienu no bɔ mu', ' Yɛ mmɔho yi, 11 x 100 ne 10 x 3, na ka mmɔho mmienu no bɔ mu', ' Yɛ mmɔho yi, 11 x 100 ne 11 x 3, na ka mmɔho mmienu no bɔ mu']	B	[TextBlock(text='D) Yɛ mmɔho yi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ɔkwan bɛn na wobɛtumi de apɛ 11 x 13 ho mmuaeɛ?\n A) Yɛ mmɔho yi B)11 x 10 ne 10 x 3 C)na ka mmɔho mmienu no bɔ mu D) Yɛ mmɔho yi'}]}]
elementary_mathematics	Wendy tɔɔ kyengam adaka 30. Adaka biara hyɛ mu 5. ɔyɔɛɛ saa nkotabuo yi: 30 x 5 na ɛde huu kyengam dodoɔ a ɔtɔɔɛ. Kyengam dodoɔ sɛn na ɔtɔɔɛ?	['15', '35', '150', '305']	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy tɔɔ kyengam adaka 30. Adaka biara hyɛ mu 5. ɔyɔɛɛ saa nkotabuo yi: 30 x 5 na ɛde huu kyengam dodoɔ a ɔtɔɔɛ. Kyengam dodoɔ sɛn na ɔtɔɔɛ?\n A)15 B)35 C)150 D)305'}]}]
elementary_mathematics	Jan hyɛɛ osiweeɛ mmiɛnsa kyɛn Salah wɔ baskɛt bɔɔlo agodie mu. Cindy hyɛɛ osiweeɛ 22, a na ɛyɛ deɛ Jan hyɛɛɛ no ho mmɔho mmienu. Osiweeɛ dodoɔ sɛn na Salah hyɛɛe?	['8', '11', '14', '19']	A	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jan hyɛɛ osiweeɛ mmiɛnsa kyɛn Salah wɔ baskɛt bɔɔlo agodie mu. Cindy hyɛɛ osiweeɛ 22, a na ɛyɛ deɛ Jan hyɛɛɛ no ho mmɔho mmienu. Osiweeɛ dodoɔ sɛn na Salah hyɛɛe?\n A)8 B)11 C)14 D)19'}]}]
elementary_mathematics	Agodie tekiti boɔ no yɛ $5 ma adekyerɛfoɔ na $3 ma adesuafoɔ. Ԑboɔ no bɛkɔ akɔsi sɛn sɛ adesuafoɔ 71 ne adekyerɛfoɔ 5 kuo bi kɔhwɛ agodie no a?	['$228.00', '$238.00', '$370.00', '$380.00']	B	[TextBlock(text='B)$238.00', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Agodie tekiti boɔ no yɛ $5 ma adekyerɛfoɔ na $3 ma adesuafoɔ. Ԑboɔ no bɛkɔ akɔsi sɛn sɛ adesuafoɔ 71 ne adekyerɛfoɔ 5 kuo bi kɔhwɛ agodie no a?\n A)$228.00 B)$238.00 C)$370.00 D)$380.00'}]}]
elementary_mathematics	Fa saa tipɛn nkasaeɛ a ɛwɔ aseɛ ha no yi saa asembisa yi ano. 0.75 x 6.5 = m. Asɛnkyerɛ bɛn na ɛkyerɛ ɔkwan baako a ɔfa so de pɛ saa tipɛn nkasaeɛ ho mmuaeɛ?	['75 × 65 ÷ 1,000', '75 × 650 ÷ 1,000', '0.7 × 6 + 0.7 × 5 + 0.5 × 6 + 0.5 × 5', '0.7 × 6 + 0.7 × 0.5 + 0.5 × 6 + 0.5 × 0.5']	A	[TextBlock(text='C)75 × 650 ÷ 1 D)000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Fa saa tipɛn nkasaeɛ a ɛwɔ aseɛ ha no yi saa asembisa yi ano. 0.75 x 6.5 = m. Asɛnkyerɛ bɛn na ɛkyerɛ ɔkwan baako a ɔfa so de pɛ saa tipɛn nkasaeɛ ho mmuaeɛ?\n A)75 × 65 ÷ 1 B)000 C)75 × 650 ÷ 1 D)000'}]}]
elementary_mathematics	Debnil wɔ nkyene atereketewa 6. Atereketewa ne aterekɛseɛ ho ntotohoo no yɛ 3:1. Nkyene aterekɛseɛ dodoɔ sɛn na Debnil wɔ?	['18-Jan', '2-Jan', '2', '18']	C	[TextBlock(text='B)2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Debnil wɔ nkyene atereketewa 6. Atereketewa ne aterekɛseɛ ho ntotohoo no yɛ 3:1. Nkyene aterekɛseɛ dodoɔ sɛn na Debnil wɔ?\n A)18-Jan B)2-Jan C)2 D)18'}]}]
elementary_mathematics	Abɔdeɛ mu nyansapɛfoɔ bi asusu nnipa nnan nwii tenten a ɛyɛ. Tenten no, wɔ mita nkyɛmu apem mu no yɛ 0.091, 0.169, 0.17, ne 0.023. nkasaeɛ a ɛnnyɛ tipɛn bɛn na wɔbɛtumi de nipa mmienu nwii tenten atoto ho?	['0.17 > 0.023', '0.091 < 0.023', '0.169 > 0.17', '0.17 < 0.091']	A	[TextBlock(text='C)0.169 > 0.17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abɔdeɛ mu nyansapɛfoɔ bi asusu nnipa nnan nwii tenten a ɛyɛ. Tenten no, wɔ mita nkyɛmu apem mu no yɛ 0.091, 0.169, 0.17, ne 0.023. nkasaeɛ a ɛnnyɛ tipɛn bɛn na wɔbɛtumi de nipa mmienu nwii tenten atoto ho?\n A)0.17 > 0.023 B)0.091 < 0.023 C)0.169 > 0.17 D)0.17 < 0.091'}]}]
elementary_mathematics	Nna 7 na ɛwɔ nnawɔtwe mu. Wɔ Ɔpɛpɔn bosome no mu no, ɔwɔ nna 28 afe wei mu. Nna dodoɔ sɛn na ɛwɔ Ɔpɛpɔn mu kyɛn nna a ɛwɔ nnawɔtwe baako mu?	['Mprɛ dodoɔ 4', 'Mprɛ dodoɔ 7', 'Mprɛ dodoɔ 21', 'Mprɛ dodoɔ 35']	A	[TextBlock(text='C)Mprɛ dodoɔ 21', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nna 7 na ɛwɔ nnawɔtwe mu. Wɔ Ɔpɛpɔn bosome no mu no, ɔwɔ nna 28 afe wei mu. Nna dodoɔ sɛn na ɛwɔ Ɔpɛpɔn mu kyɛn nna a ɛwɔ nnawɔtwe baako mu?\n A)Mprɛ dodoɔ 4 B)Mprɛ dodoɔ 7 C)Mprɛ dodoɔ 21 D)Mprɛ dodoɔ 35'}]}]
elementary_mathematics	Pɛ -2k = −34.8 ano mmuaeɛ	['-69.6', '-17.4', '17.4', '69.6']	D	[TextBlock(text='B)-17.4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pɛ -2k = −34.8 ano mmuaeɛ\n A)-69.6 B)-17.4 C)17.4 D)69.6'}]}]
high_school_geography	Tebea a edi soɔ yi mu bԑn na ensi wɔ ɔman a wonya firi aman nketwa a w'aka abom mu?	"['Aban a ԑdi akotene paa wɔ aban nhyehyԑeԑ a ԑwɔ afa mmienu', 'Aban a ԑdi akotene paa no bu ɔman no sɛ adeɛ baako', ""Ԑtae wɔ ɔmanmmara a w'atwerɛ"", 'Afa a ɛwɔ aseɛ no wɔ tumi soronko']"	B	[TextBlock(text='D) Afa a ɛwɔ aseɛ no wɔ tumi soronko', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tebea a edi soɔ yi mu bԑn na ensi wɔ ɔman a wonya firi aman nketwa a w'aka abom mu?\n A)Aban a ԑdi akotene paa wɔ aban nhyehyԑeԑ a ԑwɔ afa mmienu B)Aban a ԑdi akotene paa no bu ɔman no sɛ adeɛ baako C)Ԑtae wɔ ɔmanmmara a w'atwerɛ D)Afa a ɛwɔ aseɛ no wɔ tumi soronko""}]}]"
high_school_geography	Ɔkwan bԑn so na wɔn a wɔyԑ kuro mu ntotoԑ te nsaase a ԑbɔ abira tesԑ adansie ne bɔɔla?	['Dwam kԑseԑ', 'Ԑban', 'Mpaepaemu', 'Asaase ase kwan']	C	[TextBlock(text='D)Asaase ase kwan', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ɔkwan bԑn so na wɔn a wɔyԑ kuro mu ntotoԑ te nsaase a ԑbɔ abira tesԑ adansie ne bɔɔla?\n A)Dwam kԑseԑ B)Ԑban C)Mpaepaemu D)Asaase ase kwan'}]}]
high_school_geography	Esiane nipa dodoɔ a ԑkɔ fam nti, nkuro a ԑyԑ Detroit, Michigan de nhyehyԑeԑ aba sԑ ɔbԑte ne kԑseԑ a ԑyԑ so wɔ berԑ a wɔbԑbubu adan a obiara nte mu na w’atɔn asaase petee no ama akuafoɔ. Deԑ enti a Detroit nipa dodoɔ no kɔ fam no fi sԑ	['Kuro ani a ԑԑdane esiane asikafoɔ a atu aba hɔ', 'Nkabomu', 'Nnuwmayɛ a ɛbɛkɔ fam', 'Kuro kɛseɛ a kuro nketewa bata ho']	C	[TextBlock(text='B) Nkabomu', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Esiane nipa dodoɔ a ԑkɔ fam nti, nkuro a ԑyԑ Detroit, Michigan de nhyehyԑeԑ aba sԑ ɔbԑte ne kԑseԑ a ԑyԑ so wɔ berԑ a wɔbԑbubu adan a obiara nte mu na w’atɔn asaase petee no ama akuafoɔ. Deԑ enti a Detroit nipa dodoɔ no kɔ fam no fi sԑ\n A)Kuro ani a ԑԑdane esiane asikafoɔ a atu aba hɔ B)Nkabomu C)Nnuwmayɛ a ɛbɛkɔ fam D)Kuro kɛseɛ a kuro nketewa bata ho'}]}]
high_school_geography	Wiase nipa dodoɔ tae boa ano	['Wɔ asaasepɔn mfimfin mu', 'Wɔ asaasepɔn ano ho', 'Wɛ serɛ so', 'Wɔ asaase a ɛwɔ fam wɔ baabi a ɔhyew wɔ ne asaase a ɛwɔ asubɔnten ho']	B	[TextBlock(text='D)Wɔ asaase a ɛwɔ fam wɔ baabi a ɔhyew wɔ ne asaase a ɛwɔ asubɔnten ho', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wiase nipa dodoɔ tae boa ano\n A)Wɔ asaasepɔn mfimfin mu B)Wɔ asaasepɔn ano ho C)Wɛ serɛ so D)Wɔ asaase a ɛwɔ fam wɔ baabi a ɔhyew wɔ ne asaase a ɛwɔ asubɔnten ho'}]}]
high_school_geography	Walter Christie hyehyԑԑ ‘central place theory’ sԑ akadeԑ a ԑbԑkyerԑ ayankofa a ԑda …	['Nnwuma a ԑwɔ mfimfini mantam ne nkuraseԑ', 'Dwam ne no farebae ma nneɛma a yɛde di dwuma', 'Nkuro a ne kɛseɛyɛ ne no nnwumadie no yɛ ahodoɔ bebree', 'Mmeaɛ wɔ wiam akwantuo nhyehyɛeɛ ho']	C	[TextBlock(text='B) Dwam ne no farebae ma nneɛma a yɛde di dwuma', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walter Christie hyehyԑԑ ‘central place theory’ sԑ akadeԑ a ԑbԑkyerԑ ayankofa a ԑda …\n A)Nnwuma a ԑwɔ mfimfini mantam ne nkuraseԑ B)Dwam ne no farebae ma nneɛma a yɛde di dwuma C)Nkuro a ne kɛseɛyɛ ne no nnwumadie no yɛ ahodoɔ bebree D)Mmeaɛ wɔ wiam akwantuo nhyehyɛeɛ ho'}]}]
high_school_geography	Ɔman a nipa dodoɔ kuo tumi tena mu berԑ a wɔbɔ wɔn ankasa amamerԑ soronko ho ban no kyerԑ sԑ	"['Nnipa mu nteteԑ', 'Nipa a efiri nipakuo mmienu a ɔredi nhyia', ""Ammamerɛ bebree a w'aka abom"", ""Ammamerɛ a w'atete ntam""]"	C	"[TextBlock(text=""D)Ammamerɛ a w'atete ntam"", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ɔman a nipa dodoɔ kuo tumi tena mu berԑ a wɔbɔ wɔn ankasa amamerԑ soronko ho ban no kyerԑ sԑ\n A)Nnipa mu nteteԑ B)Nipa a efiri nipakuo mmienu a ɔredi nhyia C)Ammamerɛ bebree a w'aka abom D)Ammamerɛ a w'atete ntam""}]}]"
high_school_geography	Sԑ wɔn a wɔwɔ sika kakra anaa sika bebree ԑԑbesiesie kuro deda ne zongo no de sԑn?	['Kuroyԑ', 'Kuro ani a ԑԑdane esiane asikafoɔ a atu aba hɔ', 'Ɔresi adan wɔ kurotia', 'mmɔho nsunsoansoɔ']	B	[TextBlock(text='B) Kuro ani a ԑԑdane esiane asikafoɔ a atu aba hɔ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sԑ wɔn a wɔwɔ sika kakra anaa sika bebree ԑԑbesiesie kuro deda ne zongo no de sԑn?\n A)Kuroyԑ B)Kuro ani a ԑԑdane esiane asikafoɔ a atu aba hɔ C)Ɔresi adan wɔ kurotia D)mmɔho nsunsoansoɔ'}]}]
high_school_geography	Ɔfa a ԑwɔ nipa-kuo a ԑredi adaneԑ nhwԑsoɔ no mu bԑn na na awoɔ wɔ soro paa na awuo ahodoɔ nso kɔ soro paa?	['Ͻfa a ԑdi kan', 'Ͻfa a ԑtɔ so mmienu', 'Ͻfa a ԑtɔ so mmiԑnsa', 'Ͻfa a ԑtɔ so nnan']	A	[TextBlock(text='A)Ͻfa a ԑdi kan', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ɔfa a ԑwɔ nipa-kuo a ԑredi adaneԑ nhwԑsoɔ no mu bԑn na na awoɔ wɔ soro paa na awuo ahodoɔ nso kɔ soro paa?\n A)Ͻfa a ԑdi kan B)Ͻfa a ԑtɔ so mmienu C)Ͻfa a ԑtɔ so mmiԑnsa D)Ͻfa a ԑtɔ so nnan'}]}]
high_school_geography	Dԑn ne sikasԑm adwumadie a ԑdi kan a aterԑ wɔ wiase paa?	['Fagudeԑtuo', 'Ahayɔ ne mmoano', 'Namyie', 'Kuayɔ']	D	[TextBlock(text='D)Kuayɔ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dԑn ne sikasԑm adwumadie a ԑdi kan a aterԑ wɔ wiase paa?\n A)Fagudeԑtuo B)Ahayɔ ne mmoano C)Namyie D)Kuayɔ'}]}]
high_school_geography	Deԑ ԑdi soɔ yi mu bԑn na ԑnnyԑ adeԑ nti a amafoɔ tu kɔ beaeԑ foforɔ?	['Akwanya a ԑda adesua mu', 'Atenaeԑ a ԑyԑ fԑ anaa nipa mpԑ', 'Nsesaeԑ a ԑwɔ ɔbra ntwahyia mu', 'Amanyokuo mmataho']	D	[TextBlock(text='D)Amanyokuo mmataho', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Deԑ ԑdi soɔ yi mu bԑn na ԑnnyԑ adeԑ nti a amafoɔ tu kɔ beaeԑ foforɔ?\n A)Akwanya a ԑda adesua mu B)Atenaeԑ a ԑyԑ fԑ anaa nipa mpԑ C)Nsesaeԑ a ԑwɔ ɔbra ntwahyia mu D)Amanyokuo mmataho'}]}]
high_school_geography	Deԑ ԑdi soɔ yi bԑn na ԑnfa ԑnfatoho a ԑfa ɔman a ɔde wɔn ho	['Germany', 'Israel', 'Palestine', 'Romania']	C	[TextBlock(text='B) Israel', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Deԑ ԑdi soɔ yi bԑn na ԑnfa ԑnfatoho a ԑfa ɔman a ɔde wɔn ho\n A)Germany B)Israel C)Palestine D)Romania'}]}]
high_school_geography	Deԑ ԑdi soɔ yi mu bԑn na ԑnya ahoɔhyew a ano yԑ den paa esiane asaapɔn a ԑwɔ so no?	['Nsuoso mantam a ԑwɔ Canada', 'Siberia wɔ Russia', 'La Mancha wɔ Spain', 'Patagonia wɔ Argentina']	B	[TextBlock(text='D)Patagonia wɔ Argentina', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Deԑ ԑdi soɔ yi mu bԑn na ԑnya ahoɔhyew a ano yԑ den paa esiane asaapɔn a ԑwɔ so no?\n A)Nsuoso mantam a ԑwɔ Canada B)Siberia wɔ Russia C)La Mancha wɔ Spain D)Patagonia wɔ Argentina'}]}]
high_school_geography	Dԑn ne kasa abusua a akyԑ, na ԑso na aterԑ akɔ akyiri fir Hudson Bay kɔ si Tierra del Fuego?	['Amerindian', 'Malayo-Polynesian', 'Austronesian', 'Eskimo-Aleut']	A	[TextBlock(text='A) Amerindian', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dԑn ne kasa abusua a akyԑ, na ԑso na aterԑ akɔ akyiri fir Hudson Bay kɔ si Tierra del Fuego?\n A)Amerindian B)Malayo-Polynesian C)Austronesian D)Eskimo-Aleut'}]}]
high_school_geography	Ԑsom bԑn na ԑwɔ aseԑ ha a ԑyԑ ԑsom a ԑwɔ wiase afana nyinaa?	['Taosom', 'Nkramosom', 'Shintosom', 'Confuciousɛsom']	B	[TextBlock(text='D)Confuciousɛsom', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ԑsom bԑn na ԑwɔ aseԑ ha a ԑyԑ ԑsom a ԑwɔ wiase afana nyinaa?\n A)Taosom B)Nkramosom C)Shintosom D)Confuciousɛsom'}]}]
high_school_geography	Asaase a etwa fasene ho nhwehwԑmu nhyehyԑeԑ no gyina deԑ ԑtoa so yi nyinaa GYE SԐ	['Asaase ho nhwehwԑmu nhwԑsoɔ a ԑbɔ mu', 'Nkuraseԑ akwan nhwԑsoɔ', 'Nhwɛsoɛ a apete wɛ ankonam afuo mu', 'France ne Spainfoɔ asetena nhwԑsoɔ']	D	[TextBlock(text='A) Asaase ho nhwehwԑmu nhwԑsoɔ a ԑbɔ mu', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Asaase a etwa fasene ho nhwehwԑmu nhyehyԑeԑ no gyina deԑ ԑtoa so yi nyinaa GYE SԐ\n A)Asaase ho nhwehwԑmu nhwԑsoɔ a ԑbɔ mu B)Nkuraseԑ akwan nhwԑsoɔ C)Nhwɛsoɛ a apete wɛ ankonam afuo mu D)France ne Spainfoɔ asetena nhwԑsoɔ'}]}]
high_school_geography	Otubrani a ɔresua Brɔfo wɔ Amerika yԑ nhwԑsoɔ ma	['Nnyetomu a nhyehyԑeԑ wɔ', 'Ammamerɛ nkabomu adwenekyerɔ', 'Ammamerɛ nsua', 'su sesa sɛneɛ ɛne foforɔ bɛ sɛ']	C	[TextBlock(text='B) Ammamerɛ nkabomu adwenekyerɔ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Otubrani a ɔresua Brɔfo wɔ Amerika yԑ nhwԑsoɔ ma\n A)Nnyetomu a nhyehyԑeԑ wɔ B)Ammamerɛ nkabomu adwenekyerɔ C)Ammamerɛ nsua D)su sesa sɛneɛ ɛne foforɔ bɛ sɛ'}]}]
