question	choices	answer	subject	command_r	prompt	verbalized
Ne trish le ɖiɖim ɖe eme la, eƒe dzi ƒoa ʋu zi 50 le miniti ɖeka me. Ne edze ʋiʋli gɔme la, ʋuƒoƒo 5 dzea miniti ɖe sia ɖe tɔ dzi. .geyiɣi neni wòawɔ hafi eƒe dzi ƒe ʋuƒoƒo nade 120 le miniti ɖeka me mahã ?	['miniti 5', 'miniti 14', 'miniti 34', 'miniti 70']	B	elementary_mathematics	C)miniti 34	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ne trish le ɖiɖim ɖe eme la, eƒe dzi ƒoa ʋu zi 50 le miniti ɖeka me. Ne edze ʋiʋli gɔme la, ʋuƒoƒo 5 dzea miniti ɖe sia ɖe tɔ dzi. .geyiɣi neni wòawɔ hafi eƒe dzi ƒe ʋuƒoƒo nade 120 le miniti ɖeka me mahã ?
 A)miniti 5 B)miniti 14 C)miniti 34 D)miniti 70"	C
Bu titina na akɔŋtaɖoɖo sia	['18', '24', '25', '29']	B	elementary_mathematics	C)25	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bu titina na akɔŋtaɖoɖo sia
 A)18 B)24 C)25 D)29"	C
Jack gbe atsitkutsetse 60 le atɔti aɖe dzi. Etsɔ atɔ 12 wɔ tatale eye wòma susɔeawo sɔsɔe ɖe adzafui 6 me. Kadedemekɔŋta ka woawɔ ahakpɔ atɔ home (a) si Jack de adzafui ɖe sia ɖe me mahã ?	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	C is the correct answer. (60-6)-12=a resolves to a=42	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Jack gbe atsitkutsetse 60 le atɔti aɖe dzi. Etsɔ atɔ 12 wɔ tatale eye wòma susɔeawo sɔsɔe ɖe adzafui 6 me. Kadedemekɔŋta ka woawɔ ahakpɔ atɔ home (a) si Jack de adzafui ɖe sia ɖe me mahã ?
 A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a"	unknown
Woɖe dutata aɖe le ɖoɖo sia me be Cm 1 = Km 25 . Ke km neni wota ɖe dutata sia ƒe Cm 5 dzi mahã ?	['5', '25', '50', '125']	D	elementary_mathematics	C) 50	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Woɖe dutata aɖe le ɖoɖo sia me be Cm 1 = Km 25 . Ke km neni wota ɖe dutata sia ƒe Cm 5 dzi mahã ?
 A)5 B)25 C)50 D)125"	C
Na akɔŋta sia nanɔ hodzoe : (2 + 5)^2 - 42.	['7', '16', '30', '33']	A	elementary_mathematics	C)30	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Na akɔŋta sia nanɔ hodzoe : (2 + 5)^2 - 42.
 A)7 B)16 C)30 D)33"	C
Bu akɔŋta sia: 4 ÷ 2 - 2 + 8 - 4.	['-12', '12', '8', '16']	C	elementary_mathematics	C) 8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bu akɔŋta sia: 4 ÷ 2 - 2 + 8 - 4.
 A)-12 B)12 C)8 D)16"	C
Hadzikpɔla aɖe sɔ eƒe duƒulawo nu ɖe ewolia si sɔ wu la nu. Ame neni wòkpɔ lae nye 400. Ke duƒula nenie anyanɔ duƒuƒea mahã ?	['382', '397', '406', '447']	B	elementary_mathematics	C)406	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Hadzikpɔla aɖe sɔ eƒe duƒulawo nu ɖe ewolia si sɔ wu la nu. Ame neni wòkpɔ lae nye 400. Ke duƒula nenie anyanɔ duƒuƒea mahã ?
 A)382 B)397 C)406 D)447"	C
−4 + ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	The correct answer is: D) 7.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: −4 + ( −3 )=
 A)-7 B)-1 C)1 D)7"	D
Le Marc ƒe posugbalẽviwo me la, 22 tso Japon, 34 tso Canada eye 17 tso Mexiko. Posugbalẽvi nenie le Marc si mahã ?	['53', '63', '73', '83']	C	elementary_mathematics	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Le Marc ƒe posugbalẽviwo me la, 22 tso Japon, 34 tso Canada eye 17 tso Mexiko. Posugbalẽvi nenie le Marc si mahã ?
 A)53 B)63 C)73 D)83"	C
Di ŋuɖoɖo na kadedemekɔŋta sia: X + 2,7 = 8,4	['11,1', '5,7', '3,7', '22,68']	B	elementary_mathematics	D) 7	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Di ŋuɖoɖo na kadedemekɔŋta sia: X + 2,7 = 8,4
 A)11 B)1 C)5 D)7"	D
Xexlẽmedzesi kae ɖe nya sia fia: 0,32 g = ... Cg ?	['32', '3,2', '3 200', '320']	A	elementary_mathematics	The correct answer is: B)3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Xexlẽmedzesi kae ɖe nya sia fia: 0,32 g = ... Cg ?
 A)32 B)3 C)2 D)3 200"	B
Di nuteƒeɖoɖo 5,7(8) le tamekɔŋta numamaɖoɖo nu.	['46,4', '456', '4,56', '45,6']	D	elementary_mathematics	The answer is B) 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Di nuteƒeɖoɖo 5,7(8) le tamekɔŋta numamaɖoɖo nu.
 A)46 B)4 C)456 D)4"	B
numama kae ado le 2.314 / 4 me ?	['508', '508 r2', '578', '578 r2']	D	elementary_mathematics	C)578	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: numama kae ado le 2.314 / 4 me ?
 A)508 B)508 r2 C)578 D)578 r2"	C
Rosa ɖoe be yeaƒu du km 100. Gbe sia gbe si wòƒu du la, ewɔa km 5. Akɔŋtanya ka ƒomevi Rosa ate ŋu ahakpɔ km xexlẽme si susɔ nae nenye be eƒu dua ŋkeke j mahã ?	['100-5j', '5j + 100', '100/5j', '5j']	A	elementary_mathematics	D) 5j	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rosa ɖoe be yeaƒu du km 100. Gbe sia gbe si wòƒu du la, ewɔa km 5. Akɔŋtanya ka ƒomevi Rosa ate ŋu ahakpɔ km xexlẽme si susɔ nae nenye be eƒu dua ŋkeke j mahã ?
 A)100-5j B)5j + 100 C)100/5j D)5j"	D
Tia alziɛble nyagbe si ɖe nyagbe sia fia: ganumeha zigbɔ zi 4 wu Tom	['4f', 'f ɖe 4 dzi', 'f-4', 'f+4']	A	elementary_mathematics	B) f ɖe 4 dzi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Tia alziɛble nyagbe si ɖe nyagbe sia fia: ganumeha zigbɔ zi 4 wu Tom
 A)4f B)f ɖe 4 dzi C)f-4 D)f+4"	B
Andrew ŋlɔ xexlẽmedzesi 186 425 ɖe taƒlo. Le xexlẽmedzesi siwo gbɔna me la, tia xexlẽme 6 si ƒe hoeme nye zigbɔ zi 10 tututu na xexlẽme 6 si le Andrew tɔa mea.	['681 452', '462 017', '246 412', '125 655']	B	elementary_mathematics	C)246 412	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andrew ŋlɔ xexlẽmedzesi 186 425 ɖe taƒlo. Le xexlẽmedzesi siwo gbɔna me la, tia xexlẽme 6 si ƒe hoeme nye zigbɔ zi 10 tututu na xexlẽme 6 si le Andrew tɔa mea.
 A)681 452 B)462 017 C)246 412 D)125 655"	C
Nenie nye 123 / 8 ?	['15 kple nu susɔ 7', '15 kple nu susɔ 3', '16 kple nu susɔ 5', '16 nu susɔ 1']	B	elementary_mathematics	C) 16 kple nu susɔ 5	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nenie nye 123 / 8 ?
 A)15 kple nu susɔ 7 B)15 kple nu susɔ 3 C)16 kple nu susɔ 5 D)16 nu susɔ 1"	C
ŋlɔ 8 kple 2 le 4 dzi bɔbɔetɔ le nufifli manɔteƒe nu	['17 ɖe 2 dzi', '34 ɖe 4 dzi', '17 ɖe 4 dzi', '19 ɖe 2 dzi']	A	elementary_mathematics	C)17 ɖe 4 dzi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: ŋlɔ 8 kple 2 le 4 dzi bɔbɔetɔ le nufifli manɔteƒe nu
 A)17 ɖe 2 dzi B)34 ɖe 4 dzi C)17 ɖe 4 dzi D)19 ɖe 2 dzi"	C
Ale ke woate ŋu kaka 270 240 aŋlɔ mahã ?	['200 000 + 7 000 + 200 + 4', '200.000 + 7.000 + 200 + 40', '200.000 + 70.000 + 200 + 40', '200.000 + 70.000 + 2.000 + 40']	C	elementary_mathematics	The correct answer is: C)200.000 + 70.000 + 200 + 40	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ale ke woate ŋu kaka 270 240 aŋlɔ mahã ?
 A)200 000 + 7 000 + 200 + 4 B)200.000 + 7.000 + 200 + 40 C)200.000 + 70.000 + 200 + 40 D)200.000 + 70.000 + 2.000 + 40"	C
Le Nutsatsãkpe aɖe dzi la, dɔwɔla aɖe zã gaƒoƒo 7 hetsã kpe 22 . Kpe neni woate ŋu le gaƒoƒo 35 me nenye be eƒe dɔwɔwɔ le zɔzɔ̃ ɖeka dzi mahã ?	['kpe 220', 'kpe 770', 'kpe 4', 'kpe 110']	D	elementary_mathematics	B)kpe 770	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Le Nutsatsãkpe aɖe dzi la, dɔwɔla aɖe zã gaƒoƒo 7 hetsã kpe 22 . Kpe neni woate ŋu le gaƒoƒo 35 me nenye be eƒe dɔwɔwɔ le zɔzɔ̃ ɖeka dzi mahã ?
 A)kpe 220 B)kpe 770 C)kpe 4 D)kpe 110"	B
Abe bu sɔsɔme kple titina na xexlẽmedzesi ɖoɖo si gbɔna la: 4 ; 3 ; 3. Fifia wovatsɔ xexleme 6 kpe ɖoɖoa , ekem:	['sɔsɔmea adzi ɖe edzi', 'sɔsɔmea aɖiɖi', 'Titinaa adzi ɖe edzi', 'Titinaa aɖiɖi']	A	elementary_mathematics	D)Titinaa aɖiɖi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Abe bu sɔsɔme kple titina na xexlẽmedzesi ɖoɖo si gbɔna la: 4 ; 3 ; 3. Fifia wovatsɔ xexleme 6 kpe ɖoɖoa , ekem:
 A)sɔsɔmea adzi ɖe edzi B)sɔsɔmea aɖiɖi C)Titinaa adzi ɖe edzi D)Titinaa aɖiɖi"	D
Nenye be n = 11 ɖe, home kaj anɔ 10 - (n+ 6) ?	['-7', '5', '7', '27']	A	elementary_mathematics	B) 5	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nenye be n = 11 ɖe, home kaj anɔ 10 - (n+ 6) ?
 A)-7 B)5 C)7 D)27"	B
Ŋuɖoɖo kae ɖe akɔŋta sia fia wu ? 3 do le xexlẽme P aɖe me.	['3-P', 'P+3', '3/P', 'P-3']	D	elementary_mathematics	A) 3-P	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ŋuɖoɖo kae ɖe akɔŋta sia fia wu ? 3 do le xexlẽme P aɖe me.
 A)3-P B)P+3 C)3/P D)P-3"	A
Sinimakpɔƒe aɖe ɖui be yeaɖe kpɔmeɖotsi na nutata ɖeka nye $ 6. Sinikpɔƒe sia dzra kpɔmetiketi 500 na nutata aɖe. Ɖee akɔŋta si gbɔna la ana be woakpɔ ho neni wokpɔ le tiketiawpo dzadzra mea? : 6 X 500. Akɔŋtaƒomevi bubu ka woate ŋu wɔ ahakpɔ tiketiawo dzraga hãa?	['30 x 10 ̂ 1', '30 x 10 ̂ 3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']	C	elementary_mathematics	D)(6 × 5) × 10^3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sinimakpɔƒe aɖe ɖui be yeaɖe kpɔmeɖotsi na nutata ɖeka nye $ 6. Sinikpɔƒe sia dzra kpɔmetiketi 500 na nutata aɖe. Ɖee akɔŋta si gbɔna la ana be woakpɔ ho neni wokpɔ le tiketiawpo dzadzra mea? : 6 X 500. Akɔŋtaƒomevi bubu ka woate ŋu wɔ ahakpɔ tiketiawo dzraga hãa?
 A)30 x 10 ̂ 1 B)30 x 10 ̂ 3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3"	D
Kpɔ akɔŋta sia 12 - 9 + C = 12 ɖa. Di home na C ale be kadedemekɔŋta la na de.	['0', '3', '9', '12']	C	elementary_mathematics	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Kpɔ akɔŋta sia 12 - 9 + C = 12 ɖa. Di home na C ale be kadedemekɔŋta la na de.
 A)0 B)3 C)9 D)12"	C
Sojourn ƒomea ɖota mɔkeke kple gakaɖi $ 2000. Nenye be zazã si wòwɔna gbe ,deka nye $ 150 ɖe, akɔŋta kae ɖe gahome si susɔ nae le ŋkeke X megbe mahã ?	['1850X', '2000-150X', '150x', '2000+150x']	B	elementary_mathematics	B)2000-150X	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sojourn ƒomea ɖota mɔkeke kple gakaɖi $ 2000. Nenye be zazã si wòwɔna gbe ,deka nye $ 150 ɖe, akɔŋta kae ɖe gahome si susɔ nae le ŋkeke X megbe mahã ?
 A)1850X B)2000-150X C)150x D)2000+150x"	B
Agbalẽ ene le agbalẽkplɔ aɖe dzi eye woƒe kpekpe me le ɖoɖo nu le kilo nu nye: 2,5 ; 3,2 ; 2,7 ; 2,3. Kadedemekɔta saga kae ɖe agbalẽ aɖe si wotsɔ le kplɔa dzi ƒe kpekpeme P fia mahã ?	['w < 2,3', 'w < 2,4', 'w > 3,2', 'w < 3,3']	D	elementary_mathematics	C) w < 2	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Agbalẽ ene le agbalẽkplɔ aɖe dzi eye woƒe kpekpe me le ɖoɖo nu le kilo nu nye: 2,5 ; 3,2 ; 2,7 ; 2,3. Kadedemekɔta saga kae ɖe agbalẽ aɖe si wotsɔ le kplɔa dzi ƒe kpekpeme P fia mahã ?
 A)w < 2 B)3 C)w < 2 D)4"	C
Xexlẽme ka ƒe home blibo sɔgbɔ wu 5 mahã ?	['-6', '-5', '0', '5']	A	elementary_mathematics	D) 5	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Xexlẽme ka ƒe home blibo sɔgbɔ wu 5 mahã ?
 A)-6 B)-5 C)0 D)5"	D
Home kae le akɔŋta sia si ? 2(3(4^2 + 1)) - 2^3 ?	['156', '110', '94', '48']	C	elementary_mathematics	C) 94	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Home kae le akɔŋta sia si ? 2(3(4^2 + 1)) - 2^3 ?
 A)156 B)110 C)94 D)48"	C
Gwen wɔ xexlẽmeɖoɖo sia ɖe agbalẽ aɖe dzi: 1. 5. 9. 13. xexlẽmedzesi eve kawoe adze wo nɔewo yome le Gwen ƒe ɖoɖo sia me mahã ?	['15. 17', '15. 19', '17. 19', '17. 21']	D	elementary_mathematics	C)17. 19	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gwen wɔ xexlẽmeɖoɖo sia ɖe agbalẽ aɖe dzi: 1. 5. 9. 13. xexlẽmedzesi eve kawoe adze wo nɔewo yome le Gwen ƒe ɖoɖo sia me mahã ?
 A)15. 17 B)15. 19 C)17. 19 D)17. 21"	C
Nenye be peya go 3 ƒe ga nye $ 2,37 ɖe, peya go neni nàte ŋu ƒle $ 9,48 mahã ?	['go 3', 'go 12', 'go 36', 'go 13']	B	elementary_mathematics	C)go 36	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Nenye be peya go 3 ƒe ga nye $ 2,37 ɖe, peya go neni nàte ŋu ƒle $ 9,48 mahã ?
 A)go 3 B)go 12 C)go 36 D)go 13"	C
Woɖo xexlẽme siawo tso vitɔ yi gãtɔ dzi : 3, 3 kple 1 ɖe 8,3. 8,3 ; 18	['3.18, 3 kple 1 ɖe 8, 3.8,3', '3,3 kple 1 ɖe 8, 3.18, 3', '3.8, 3 kple 1 ɖe 8, 3.18, 3', '3.8, 3.18, 3 kple 1 ɖe 8, 3']	D	elementary_mathematics	D) 3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Woɖo xexlẽme siawo tso vitɔ yi gãtɔ dzi : 3, 3 kple 1 ɖe 8,3. 8,3 ; 18
 A)3.18 B)3 kple 1 ɖe 8 C)3.8 D)3"	D
Bu 22 / 2 + 9	['10', '11', '20', '2']	C	elementary_mathematics	The correct answer is B) 11.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bu 22 / 2 + 9
 A)10 B)11 C)20 D)2"	B
Ame 836 527 le dugã aɖe me. Nenye be wodi be woso ameawo ƒe xexlẽme nu ɖe akpe ewolia siwo sɔ wu nu ɖe, ekem ame nenie woakpɔ ?	['800 000', '830 000', '836 000', '840 000']	D	elementary_mathematics	C)836 000	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ame 836 527 le dugã aɖe me. Nenye be wodi be woso ameawo ƒe xexlẽme nu ɖe akpe ewolia siwo sɔ wu nu ɖe, ekem ame nenie woakpɔ ?
 A)800 000 B)830 000 C)836 000 D)840 000"	C
Bu teƒeɖoɖo 5 - (-9).	['14', '-4', '45', '-45']	D	elementary_mathematics	B)-4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bu teƒeɖoɖo 5 - (-9).
 A)14 B)-4 C)45 D)-45"	B
