question,choices,answer,subject,output
"Mark afite icyegeranyo cyakashe. Afite kashe 22 zo mu Buyapani, 34 zo muri Kanada, na 17 zo muri Mexico. Afite kashe zingahe icyarimwe?","['53', '63', '73', '83']",C,elementary_mathematics,D) 83
Shakisha igisubizo cyikibazo x + 2.7 = 8.4 uhereye ku mibare yatanzwe.  ,"['11.1', '5.7', '3.7', '22.68']",B,elementary_mathematics,"Kugira ngo uhure ne igisubizo cy'ikibazo, ukoresha urupapuro rw'umubare. Ufata umubare utanzwe (8.4) ukuramo 2.7. Ibyo bikurikira:

8.4 - 2.7 = 5.7

Nuko uhabwa igisubizo cya B) 5.7."
Shaka umubare utuma ibyavuzwe biba ukuri: 0.32 g = _ cg.  ,"['32', '3.2', '3,200', '22.68']",A,elementary_mathematics,A) 32
Shaka igiteranyo cya 5.7 ((8) ukoresheje ubwonko ukoresheje umutungo utanga.  ,"['46.4', '456', '4.56', '45.6']",D,elementary_mathematics,C) 4.56
"Ni ikihe gipimo cyerekana imvugo 2,314 /4?","['508', '508 r2', '578', '578 r2']",D,elementary_mathematics,B) 578 r2
Rosa afite intego yo kwiruka ibirometero 100 muri uku kwezi. Buri munsi yirukaga ibirometero 5. Nayahe mabwiriza Rosa yakoresha kugira ngo amenye ibirometero asigaje kwiruka nyuma yo kwiruka iminsi d?  ,"['100 — 5d', '5d+ 100', '100 / 5d', '5d']",A,elementary_mathematics,A) 100 — 5d
Menya imvugo ya alijebure ihuza nijambo ryinteruro: inshuro 4 zamacupa Tom yakusanyije.  ,"['4t', 't kuri 4  ', 't − 4', 't + 4']",A,elementary_mathematics,B) t kuri 4
Andrew yanditse umubare 186.425 ku kibaho. Niyihe numero ifite agaciro kumubare 6 inshuro 10 zagaciro kumubare 6 wumubare wanditswe na Andrew? ,"['681,452', '462,017', '246,412', '125,655']",B,elementary_mathematics,C) 462
Umubare 123 kuri 8 ni uwuhe? ,"['15 hasaguka 7  ', '15 hasaguka 7  ', '16 hasaguka 5  ', '16 hasaguka 1  ']",B,elementary_mathematics,C) 16 hasaguka 5
Andika 8 na 2 kuri 4 nkigice kidakwiye muburyo bworoshye. ,"['17 kuri 2  ', '34 kuri 4  ', '17 kuri 4', '19 kuri 2  ']",A,elementary_mathematics,B) 34 kuri 4
Ni irihe jambo rishobora gukoreshwa kugira ngo rigaragaze umubare 270.240 wanditswe mu buryo bwagutse?  ,"['200,000 + 7,000 + 200 + 5', '200,000 + 7,000 + 200 + 41', '200,000 + 70,000 + 200 + 41', '200,000 + 70,000 + 2,000 + 41']",C,elementary_mathematics,C) 000 + 200 + 5
 Umukozi kumurongo winteko afata amasaha 7 kugirango atange ibice 22. Akoresheje icyo gipimo ashobora gutanga ibice bingahe mumasaha 35?,"['ibice 220 ', 'ibice 770', 'ibice 4', 'ibice 110']",D,elementary_mathematics,B) ibice 770
"Abe yasanze mwayeni hamwe na umuhuza yuru rutonde rwimibare. 1, 3, 3 Niba umubare 6 wongeyeho kurutonde, hanyuma","['Mwayeni yakwiyongera', 'Mwayeni yagabanuka. ', 'umuhuza wakwiyongera. ', 'umuhuza wagabanuka.']",A,elementary_mathematics,"C) umuhuza wakwiyongera. 

Uru rutonde rwimibare rufite umuhuza (average) wa (1+3+3)/3 = 2.33. Niba umubare 6 wongeyeho kurutonde, umuhuza waba (1+3+3+6)/4 = 3.25. Kandi 3.25 iruta 2.33, kandi nuko umuhuza wakwiyongera."
"Iyo n = 11, agaciro ka 10 – (n + 6) niki? ","['-7', '5', '7', '27']",A,elementary_mathematics,"A) -7

Uko byakorwa: 10 - (11 + 6) = 10 - 17 = -7"
"Ni ubuhe buryo bugereranya interuro ikurikira? 3 munsi yumubare, p ","['3-p', 'p+3', '3/p', 'p-3']",D,elementary_mathematics,D) p-3
Ikinamico cyakusanyije $6 kuri buri tike yagurishijwe muri firime. Ikinamico cyagurishije amatike 500 kuri firime. Imvugo ikurikira irashobora gukoreshwa mugushakisha amafaranga theatre yakusanyije kumatike. 6 × 500 Niyihe mvugo ishobora no gukoreshwa mugushakisha amafaranga theatre yakusanyije kumatike?,"['31 × 10^1', '30 × 10^3', '(6 × 5) × 10^3', '(6 × 5) × 10^3']",C,elementary_mathematics,C) (6 × 5) × 10^3
Reka 12-9+c=12. Ni akahe gaciro ka c gatuma ikigereranyo kiba impamo? ,"['0', '3', '9', '12']",C,elementary_mathematics,B) 3
"Umuryango wa Sojourn wagiye mu biruhuko. Batangiranye na $2000. Niba bakoresha $150 buri munsi, niyihe mvugo yerekana amafaranga bari bafite nyuma yiminsi x?","['1850x', '2000 −150x', '150x', '2000 +150x']",B,elementary_mathematics,B) 2000 −150x
"Akabati gafite ibitabo bine. Uburemere, muri pound, bwa buri gitabo mu bitabo bine biri kukabati ni 2.5, 3.2, 2.7, 2.3 Nubuhe busumbane bugereranya uburemere, w, bwigitabo icyo ari cyo cyose cyatoranijwe mu kabati? ","['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']",D,elementary_mathematics,A) w > 2.3
Ni uwuhe mubare ufite agaciro karenze 5? ,"['-6', '-5', '0', '5']",A,elementary_mathematics,A) -6
Ni akahe gaciro kimvugo 2 (3 (4^2 + 1)) - 2^3? ,"['156', '110', '94', '48']",C,elementary_mathematics,A) 156
"Gwen yanditse umuterere wumubare hepfo kurupapuro. 1, 5, 9, 13 Ni iyihe mibare ebyiri ikurikira mumuterere wa Gwen? ","['15, 17', '15, 19', '17, 19', '17, 21']",D,elementary_mathematics,B) 17 na D) 19
Niba udusanduku twamapera 3 tugura $2.37 ni udusanduku tungahe twamapera ushobora kugura kuri $9.48? ,"[' udusanduku 3', ' udusanduku 12', ' udusanduku 36', ' udusanduku 13']",B,elementary_mathematics,B) udusanduku 12
"Tondeka kuva kumunini kugeza ku muto: 3, 3 na 1 hejuru ya 8.3.8,3.18.","['3.18, 3 and 1 over 8, 3.8,3', '3,3 and 1 over 8, 3.18, 3', '3.8, 3 and 1 over 8, 3.18, 3', '3.8, 3.18, 3 and 1 over 8, 3']",D,elementary_mathematics,B) 3 and 1 over 8
Kubara 22 /2 + 9. ,"['10', '11', '20', '2']",C,elementary_mathematics,A) 10
Hari umujyi utuwe n'abantu 836.527. Ni bangahe batuye uyu mujyi bakubye hafi ibihumbi icumi?  ,"['800,000', '830,000', '836,000', '840,000']",D,elementary_mathematics,C) 830
Shakisha igiteranyo cyumubare  5 • (−9). ,"['14', '-4', '45', '-45']",D,elementary_mathematics,D) -45
"Keiko yakoresheje umunsi areba inyoni kandi abara inyoni 34 mugitondo kurusha inyuma ya saa sita. Niba yarabaze inyoni 76 zose hamwe, ninyoni zingahe yabaze nyuma ya saa sita? ","['Inyoni 21', 'inyoni 40', 'inyoni 42', 'inyoni 84']",A,elementary_mathematics,B) inyoni 40
Ni akahe gaciro ka 5 + 2 • 15 + (12 • 4)? ,"['78', '83', '131', '153']",B,elementary_mathematics,C) 131
Ni iyihe mimerere ishobora kugereranywa niigice cya 20/8  ,"['Leslie yakoresheje amadorari 20 nibiceri 8 mu iduka. Nigute wakandika umubare wamafaranga Leslie yakoresheje nkumugabane ?', ' Abuzukuru 8 ba Bwana Kramer’s basangiye ibice 20 bingana.Buri mwuzukuru yabonye ibice bingahe?', 'Mitch yaguze udukebe 20 twindabo mu iduka ricuruza ibimera. Buri mukebe wabaga urimo indabo 8. Mitch yaguze indabo zingahe? ', 'Kashe zigurishwa mu bitabo 20 bya kashe . Donna yakoresheje kashe 8 kohereza ubutumire bwibirori. Donna yakoresheje udutabo twa kashe tungahe yohereza ubutumire?']",B,elementary_mathematics,"A) Leslie yakoresheje amadorari 20 nibiceri 8 mu iduka. Nigute wakandika umubare wamafaranga Leslie yakoresheje nkumugabane ? 
- Umubare wamafaranga Leslie yakoresheje nkumugabane ni 20/8 = 2.5

B) Abuzukuru 8 ba Bwana Kramer’s basangiye ibice 20 bingana.Buri mwuzukuru yabonye ibice bingahe? 
- Buri mwuzukuru yabonye ibice 20/8 = 2.5

C) Mitch yaguze udukebe 20 twindabo mu iduka ricuruza ibimera. Buri mukebe wabaga urimo indabo 8. Mitch yaguze indabo zingahe? 
- Mitch yaguze indabo 20*8 = 160

D) Kashe zigurishwa mu bitabo 20 bya kashe . Donna yakoresheje kashe 8 kohereza ubutumire bwibirori. Donna yakoresheje udutabo twa kashe tungahe yohereza ubutumire?
- Donna yakoresheje udutabo 8/20 = 0.4 dutabo twa kashe yohereza ubutumire."
"Niba gari ya moshi itwara imizigo igenda ku muvuduko wa kilometero 20 mu isaha mu masaha 6, izagenda ahangana gute?","['Ibirometero 120', 'Ibirometero 80', 'Ibirometero 26', 'Ibirometero 12']",A,elementary_mathematics,A) Ibirometero 120
Niyihe ntambwe isobanura uburyo bwo kubona agaciro ka a muri 6a = 72? ,"['ongeraho 6 kumpande zombi ', 'gabanya impande zombi kuri 6', 'Gwiza impande zombi na 6 ', 'kuramo 6 kumpande zombi']",B,elementary_mathematics,B) gabanya impande zombi kuri 6
"Umutoza Wu afite Imipira 30 yamaguru . Imipira 9 yumupira wamaguru irera. Imipira yamaguru isigaye nimwe mumabara atatu atandukanye (ubururu, umutuku, cyangwa icyatsi). Hari umubare ungana wimipira yubururu, yumweru wimbogamizi, nicyatsi kibisi.Nimipira ingahe yamaguru yicyatsi kibisi umutoza Wu afite?","['7', '10', '21', '39']",A,elementary_mathematics,C) 21
Ubushyuhe bwagabanutseho 11°F hagati ya 6 za nimugoroba na 10 zijoro. Byari 84°F saa 10 yijoro. Andika kandi ukemure ikigereranyo kugirango ubone t ubushyuhe saa 6 za nimugoroba.,"['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']",D,elementary_mathematics,C) 84 − t = 11; 73°F
Theresa yari afite umufuka wamabuye 72 yagaciro.Yashyize amabuye yagaciro mubyiciro 9 bingana.Niyihe nteruro yerekana uburyo bwo kubona umubare wa wamabuye yagaciro Theresa yashyize muri buri kiciro?,"['72 ÷ 9 = 8', '72 – 9 = 63', '9 + 72 = 81', '9 ÷ 72 = 0.125']",A,elementary_mathematics,A) 72 ÷ 9 = 8
Rob akoresha agasanduku 1 kibiryo byinjangwe buri minsi 5 kugirango agaburire injangweze.Ugereranyije nudusanduku tungahe twibiryo byinjangwe akoresha buri kwezi?,"['udusanduku 2', 'udusanduku 4', 'udusanduku 5', 'udusanduku 6']",D,elementary_mathematics,"D) udusanduku 6

Ukuntu twabikurikirana:

Rob akoresha agasanduku 1 buri minsi 5. Kandi mu kwezi hari iminsi 30. 

Sasa, niba Rob akoresha agasanduku 1 buri minsi 5, ibi bisobanura ko mu minsi 30 azakoresha agasanduku 6 (30/5 = 6). 

Nuko, ugereranyije n'udusanduku tungahe twibiryo byinjangwe Rob akoresha buri kwezi, igisubizo ni udusanduku 6."
Ni uwuhe mubare rusange mutoya wagabanya na 4 na 10? ,"['14', '20', '40', '60']",B,elementary_mathematics,B) 20
Shakisha 4 kuri 7 + 2 kuri 7. ,"['6 kuri 14', '8 kuri 49', '14 kuri 28', '7 kuri 7']",D,elementary_mathematics,B) 6 kuri 7
Hari imyaka ingahe mukinyacumi? ,"['5', '10', '15', '20']",B,elementary_mathematics,B) 10
Hariho iminsi 31 mukwezi kwa Mutarama. Michelle yakoze siporo 45 buri munsi wukwezi kwa Mutarama. Yakoresheje imvugo iri hepfo kugirango abone umubare wasiporo yakoze muri Mutarama. 31 × 45. Michelle yakoze siporo zingahe mukwezi kwa Mutarama? ,"['125 gusunika', '279 gusunika', '1395 gusunika', '1406 gusunika']",C,elementary_mathematics,D) 1406 gusunika
Imibare ibiri yuzuye ifite umubare rusange mutoya zagabanya uri 60. Buri mubare uri munsi cyangwa uhwanye na 12.Umubare munini murirusange munini usanzwe wagabanya iyimibare ibiri ni 2. Iyi mibare yombi ni iyihe?,"['6 na 10', '5 na 12', '10 na 12', '12 na 15']",C,elementary_mathematics,C) 10 na 12
Suzuma −2 (x − 3) kuri x = 2. ,"['-4', '-2', '10', '2']",D,elementary_mathematics,"First, replace x with 2 in the equation:

-2 (2 - 3)

This simplifies to:

-2 (-1)

Multiplying -2 by -1 gives 2. So, the answer is:

D) 2"
Hano hari karori 230 muri garama 4 zubwoko bwa ice cream. Hari karori zingahe muri garama 6 ziyi ice cream?,"['232', '236', '345', '460']",C,elementary_mathematics,D) 460
Gereranya 711 + 497. Igiteranyo kiri hagati yi yihe mibare?,"['50 na 400', '450 na 700', '750 na 1,000', '1,050 na 1,300']",D,elementary_mathematics,"C) 750 na 1,000"
"Bwana Kohlberg afite iduka ryindabyo. Umunsi utangiye, yari afite amaroza 152. Bwana Kohlberg yagurishije amaroza 96 hanyuma ashaka gutandukanya amaroza asigaye angana muri vase 8.Hari ubwoko bwa roza bungahe muri buri vase? ","['7', '12', '48', '56']",A,elementary_mathematics,B) 12
Gereranya 32 x 68.Igisubizo cyiri hagati yiyihe mibare? ,"['18 na 28', '180 na 280', '1,800 na 2,800', '18,000 and 28,000']",C,elementary_mathematics,B) 180 na 280
Andika ibipimo byibanze bya 77.Koresha ibyerekanwa aho bishoboka. ,"['7 • 11^2 • 13', '7^2 • 11', '7 • 11 • 13', '7 • 11']",D,elementary_mathematics,"77 ni ibipimo bya 7 • 11. Kandi ibyerekanwa bya 7 ni 1 na 7, ibyerekanwa bya 11 ni 1 na 11. Kandi 77 si umubare w'ibipimo bya 13. Kandi 77 si umubare w'ibipimo bya 11^2. Kandi 77 si umubare w'ibipimo bya 7^2. Kandi 77 si umubare w'ibipimo bya 7 • 13. Nuko ibipimo byibanze bya 77 ni D) 7 • 11."
Ibinyamakuru bigura $2.99 buri kimwe kandi ibitabo bigura $6.99 buri kimwe kuri Old Town Newsstand.Icyarimwe giciro cyibinyamakuru 4 nibitabo 3 nangahe? ,"['$20.93', '$28.93', '$32.93', '$48.93']",C,elementary_mathematics,B) $28.93
"Umi yakoze umuterere wimibare ikurikira wongeyeho ibingana buri gihe kugirango ubone umubare ukurikira. 20, 40, 60, 80, ... Ni uwuhe mubare wa munani mumuterere? ","['160', '240', '320', '640']",A,elementary_mathematics,C) 320
Andika 7 kuri 33 nkinyacumi. ,"['0.021 usubiramo', '0.21 usubiramo', '0.22 usubiramo', '0.2121']",B,elementary_mathematics,B) 0.21 usubiramo
Ishuri rya Westview ririkugura imyenda mishya ya basketball. Buri mwambaro ugura $46. Ishuri rizagura imyenda 12. Ni ubuhe buringanire bwerekana uburyo bwo kubona igiciro cyose cyimyenda?,"['(40 × 10) + (6 × 2) = 400 + 12', '(40 × 6) + (10 × 2) = 240 + 20', '(40 × 12) + (6 × 12) = 480 + 72', '(40 × 12) + (60 × 12) = 480 + 720']",C,elementary_mathematics,C) (40 × 12) + (6 × 12) = 480 + 72
Manuel yaguze imodoka yakoreshejwe ibihumbi bitandatu mirongo ine niicyenda byamadolari.Ni ikihe giciro cyimodoka yakoreshejwe Manuel yaguze byanditswe nkumubare? ,"['$649', '$6,049', '$6,409', '$6,490']",B,elementary_mathematics,A) $649
"Ejo hashize,Micah yariye umubare winkere.Yariye kandi umubare udasanzwe wa pome.Niyihe groupe ishobora kugereranya strawberry, S, na pome, A, Micah yariye ejo? ","['SSSSS; AAA', 'SSSSS; AAAA', 'SSSSSSSS; AAAA', 'SSSSSSSS; A']",D,elementary_mathematics,B) SSSSS; AAAA
Ibiryo byinjangwe bigura $.47/lb.Umufuka wa 6-lb ugura angahe? ,"['$2.82', '$2.97', '$6.47', '$12.77']",A,elementary_mathematics,B) $2.82
Andika 60 kuri ya 72 muburyo bworoshye. ,"['4 kuri 6', '10 kuri 12', '15 kuri 17', '5 kuri 6']",D,elementary_mathematics,D) 5 kuri 6
Andika igipimo cyibikombe 2 na 3 qt nkigice muburyo bworoshye. ,"['3 kuri 2', '2 kuri 3', '2 kuri 12', '1 kuri 6']",D,elementary_mathematics,B) 2 kuri 3
"Isomero rya Mills rifite ibitabo 1,007,199. Isomero rya Springvale rifite ibitabo 907,082. Niki muribi bikurikira kigereranya neza ibitabo byinshi Isomero rya Mills rifite kurusha Isomero rya Springvale? ","['ibitabo 100,000 ', 'ibitabo 80,000 ', 'ibitabo 10,000 ', 'ibitabo 8,000 ']",A,elementary_mathematics,"B) 100,000 ibitabo"
"Pat adunda basketball inshuro 25 mumasegonda 30.Kuri kiriya gipimo,ninshuro zingahe Pat azadunda umupira mumasegonda 150?","['120', '125', '144', '145']",B,elementary_mathematics,C) 144
Koresha umubare wumurongo kugirango ubone igiteranyo cya −9 + (−8). ,"['-17', '1', '-1', '17']",A,elementary_mathematics,A) -17
Ni akahe gaciro ka y mu kugereranya y/4 = 8? ,"['2', '4', '12', '32']",D,elementary_mathematics,D) 32
Andika 4 na 4 kuri 5 nkigice kidakwiye. ,"['28 kuri 5', '4 kuri 5', '24 kuri 5', '20 kuri 5']",C,elementary_mathematics,B) 4 kuri 5
"Uburemere bwikintu ku kwezi, m, ni hafi q yuburemere bwikintu ku isi, e. Ni ubuhe buringanire bugereranya uburemere bugereranijwe bwikintu ku kwezi ukurikije uburemere bwikintu ku isi? ","['m = 1/6 + e', 'm = e/6', 'm = 6+e', 'm = 6e']",B,elementary_mathematics,B) m = e/6
8 + 8 ÷ 2 + 2 = ,"['4', '8', '10', '14']",D,elementary_mathematics,D) 14
Ni akahe gaciro ka y gatuma y + 2.9 = 11 ari ukuri? ,"['8.1', '8.9', '9.1', '13.9']",A,elementary_mathematics,A) 8.1
Ni ubuhe buryo bwo kongeramo inguni ya 40°?,"['50°', '130°', '140°', '220°']",C,elementary_mathematics,B) 130°
"Kerri yirutse intera imwe mumarushanwa ane atandukanye. Igihe cye cyari amasegonda 18.04, amasegonda 21.39, amasegonda 12.99, namasegonda 14.14.Niba ibihe byihariye bikubiwe kuri kimwe cya cumi cyamasegonda,nikihe kigereranyo cyigihe cyose cya Kerri kumarushanwa ane? ","['amasegonda 66.6 ', 'amasegonda 66.5 ', 'amasegonda 66', 'amasegonda 65.5']",B,elementary_mathematics,"Igihe cyose cya Kerri kumarushanwa ane cyakubiwe kuri kimwe cya cumi cyamasegonda, kigera kuri amasegonda 66.56. Niba twibagirwa amasegonda 0.06, kigereranyo cyigihe cyose cya Kerri kumarushanwa ane kigera kuri amasegonda 66.5. Kuri ubu, igisubizo cyacu ari B) amasegonda 66.5."
Kemura 3 kuri 4 * x = 24. ,"['18', '32', '72', '96']",B,elementary_mathematics,"The equation is in the form of ""Kemura 3 kuri 4 * x = 24"". Here, ""Kemura"" and ""kuri"" are Bengali words which mean ""subtract"" and ""multiply"" respectively. So, the equation translates to ""3 subtract 4 multiply x = 24"" or ""3 - 4x = 24"". 

To solve for x, we first move 3 to the other side of the equation to get -4x = 24 - 3, which simplifies to -4x = 21. 

Finally, we divide both sides by -4 to solve for x, which gives x = 21 / -4 = -5.25. 

None of the options A) 18 B) 32 C) 72 D) 96 match the solution -5.25. There might be a mistake in the problem or the provided options."
Shakisha igisubizo nyacyo: 110 + 70 ,"['18', '81', '180', '810']",C,elementary_mathematics,C) 180
pariki ifite inyoni zo mu bwoko bwa toucan 15 nakasuku 60. Ni ikihe kigereranyo cyumubare winyoni zo mu bwoko bwa toucan numubare wudusuku muri pariki?,"['1:04', '1:05', '4:01', '4:05']",A,elementary_mathematics,B) 1:04
Ni uwuhe mubare ukomeye wagabanya 36 na 90? ,"['6', '18', '36', '180']",B,elementary_mathematics,B) 18
Shaka agaciro ka 6 • 24 ÷ (8 - 5).  ,"['48', '13', '-13', '54']",A,elementary_mathematics,"First, perform the operation in the parentheses: 8 - 5 = 3. 

Then, perform the division: 24 ÷ 3 = 8.

Finally, perform the multiplication: 6 * 8 = 48.

So, Shaka agaciro ka 6 • 24 ÷ (8 - 5) = 48. The answer is A) 48."
Ni uwuhe mubare ukomeye wagabanya 42 na 84? ,"['7', '21', '42', '84']",C,elementary_mathematics,A) 7
