question,choices,answer,subject,output
Thola inani lika 4 ÷ 2 • 2 + 8 − 4.,"['-12', '12', '8', '16']",C,elementary_mathematics,B) 12
Ukhoshi wasondeza inamba yabasubathi emgudwini wokuhlangana oseduze kangango 10. Inamba yabasubathi isondezelwe ku 400. Kungaba iyiphi inamba eyiyona yona yabasubathi emgudwini wokuhlangana? ,"['382', '397', '406', '447']",B,elementary_mathematics,B) 397
−4 + ( −3 )=,"['-7', '-1', '1', '7']",A,elementary_mathematics,A) -7
"UMark ugxiviza imithwalo efikayo. Unegxivizo eziwu 22 ezivela eJapan, 34 zase Canada, neziwu 17 ezase Mexico. Unezigxivizo ezingaki zizonke?","['53', '63', '73', '83']",C,elementary_mathematics,C) 73
Khomba isixazululo salesibalo x+ 2.7 = 8.4 kulezinamba ezinikiwe.,"['11.1', '5.7', '3.7', '22.68']",B,elementary_mathematics,C) 3.7
Thola inamba eyenza lesitatimende sibe iqiniso: 0.32 g = _cg.,"['32', '3.2', '3,200', '320']",A,elementary_mathematics,A) 32
Thola umkhiqizo ka 5.7(8) ngokomqondo usebenzise i-Distributive property.,"['46.4', '456', '4.56', '45.6']",D,elementary_mathematics,A) 46.4
Ubani i-quotient yalokhu okuveziwe 2.314/4?,"['508', '508 r2', '578', '578 r2']",D,elementary_mathematics,A) 508
"URosa unesifiso sokugijima amamayela awu 100 kulenyanga. Usuku nosuku wagijima , wagijima amamayela awu 5. Iyiphi indlela uRosa angayisebenzisa ukuthola ukuthi usasalelwe ukugijima amamayela amangaki emva kokugijima usuku? ","['100 — 5d', '5d+ 100', '100 / 5d', '5d']",A,elementary_mathematics,A) 100 — 5d
Khomba i-algebraic eveza ukuqondana kwamagama nesisho: amamayela awu 4 amaningi ngokulingana namakani uTom awacoshile.,"['4t', 't over 4', 't − 4', 't + 4']",A,elementary_mathematics,A) 4t
"U-Andrew wabhala inamba 186, 425 ebhodini. lenamba ikuliphi inani inezinamba eziwu 6 ngokulinganayo nezikhathi eziwu 10 zenani lezinamba eziwu 6 u-Andrew azibhalile?","['681,452', '462,017', '246,412', '125,655']",B,elementary_mathematics,C) 462
Ubani u 123/ 8?,"['15 kwasala 7', '15 kwasala 3', '16 kwasala 5', '16 kwasala 1']",B,elementary_mathematics,A) 15 kwasala 3
Bhala 8 kanye no 2 ngaphezu kwa 4 njengengxenye engafanele ezibalweni kube ngendlela elula.,"['17 ngaphezu kwa 7', '34 ngaphezu kwa 4', '17 ngaphezu kwa 4', '19 ngaphezu kwa 2']",A,elementary_mathematics,A) 17 ngaphezu kwa 7
Ikuphi okungasetshenziswa ukuveza u270.240 ubhalwe ngendlela enokukhulisa.,"['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']",C,elementary_mathematics,"Ake sibheke izinketho zonke:

A) 200: Lokhu kuyinto engenayo ukukhulisa. 

B) 000 + 7: Lokhu kuyinto engenayo ukukhulisa. 

C) 000 + 200 + 4: Lokhu kuyinto engenayo ukukhulisa. 

D) 200: Lokhu kuyinto engenayo ukukhulisa. 

Kungakhathaliseki ukuthi sikhetha yiphi inketho, azikho ezinikeza inani elikhulu kune-270.240. Ngakho-ke, akukho okungasetshenziswa ukuveza u270.240 ubhalwe ngendlela enokukhulisa."
Isisebenzi  esihlanganisa olayini  ngamahora awu 7 ukukhiqiza izingcezu eziwu 22. Ngesivinini esingakanani wakwazi ukukhiqiza izingcezu ngo 35 wamahora?,"['amaphathi awu 220', 'amaphathi awu 770', 'amaphathi awu 4', 'amaphathi awu 110']",D,elementary_mathematics,"Uma umsebenzi wakwazi ukukhiqiza izingcezu eziwu 22 ngamahora awu 7, lokhu kusho ukuthi umsebenzi ungenza izingcezu eziwu 22/7 = eziwu 3.14 ngehora.

Ngakho-ke, uma umsebenzi usebenza amahora angu-35, uzokwazi ukukhiqiza izingcezu eziwu 3.14 x 35 = eziwu 110.

Ngakho-ke, impendulo itholakala ku-D) amaphathi awu 110."
"U-Abe wathola inamba yesilinganiso kanye nenamba ephakathi nendawo kuloluhla lwezinamba. 1, 3, 3 Uma inamba ewu 6 beyifakiwe kuloluhla, futhi","['Inamba yesilinganiso izokhuphuka', 'Inamba yesilinganiso izoncipha', 'Inamba ephakathi nendawo izonyuka', 'Inamba ephakathi nendawo izoncipha']",A,elementary_mathematics,"A) Inamba yesilinganiso izokhuphuka
C) Inamba ephakathi nendawo izonyuka"
"Uma u n = 11, ubani inani lika 10 - (n + 6) ?","['-7', '5', '7', '27']",A,elementary_mathematics,B) 5
"Iyiphi indlela ekhombisa lesisho esingezansi? 3 ngaphasi kwenamba, p","['3-p', 'p+3', '3/p', 'p-3']",D,elementary_mathematics,D) p-3
Itiyetha yaqoqa $6 ngethikithi ngalinye eyawadayisa ngemovi. Itiyetha  yadayisa amathikithi awu 500 yenzela imovi. Lokhu okungaphasi okuvele kungasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola. 6 x 500 Iyiphi into engasetshenziswa ukuthola ukuthi imalini itiyetha eyayithola ngamathikithi?,"['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']",C,elementary_mathematics,D) (6 × 5) × 10^3
Enza 12- 9 + c = 12. Ubani inani lika c elenza lesibalo sibe iqiniso?,"['0', '3', '9', '12']",C,elementary_mathematics,B) 3
"Umndeni wakaSojourn waya kwiholidi. Waqala ngo $2000. Uma besebenzise $150 usuku ngalunye, ikuphi okungamela inani lemali ababa nayo emvakwezinsuku eziwu x?","['1850x', '2000 −150x', '150x', '2000 +150x']",B,elementary_mathematics,B) 2000 −150x
"Ishalofu linezincwadi ezine kulo. Isisindo singamaphawundi, kweyodwa kwizincwadi ezine eshalofini 2.5, 3.2, 2.7, 2.3 Ikuphi okungalingani okumele isisindo, w, kwanoma iyiphi incwadi eshalofini? ","['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']",D,elementary_mathematics,A) w > 2.3
Iyiphi inamba enenani eliphelele elikhulu ukuno 5?,"['-6', '-5', '0', '5']",A,elementary_mathematics,D) 5
Ubani inani lalesi sibalo esiveziwe 2(3(4^2 + 1)) - 2^3?,"['156', '110', '94', '48']",C,elementary_mathematics,"Solve the equation step by step:

First, solve the exponent: 4^2 = 16.

Then, substitute it back into the equation: 2(3(16 + 1)) - 2^3.

Solve the addition inside the parentheses: 2(3(17)) - 2^3.

Then, solve the multiplication inside the parentheses: 2(51) - 2^3.

Continue with the multiplication: 102 - 2^3.

Solve the exponent: 102 - 8.

Finally, subtract: 94.

So, the answer is C) 94."
"UGwen wabhala inamba yephethini engezansi kwisiqeshana sephepha. 1, 5, 9, 13 Iziphi izinamba ezilandelayo kulephethini kaGwen?","['15, 17', '15, 19', '17, 19', '17, 21']",D,elementary_mathematics,D) 19
Uma amakani awu 3 amapheya ebiza $2.37 mangaki amakani amapheya angawathenga ngo $9.48?,"['amakani awu 3', 'amakani awu 12', 'amakani awu 36', 'amakani awu 13']",B,elementary_mathematics,B) amakani awu 12
"Beka ngendlela ekhombisa ubukhulu kuya kokuncane: 3, 3 kanye no 1 ngaphezu kwa 8,3.8,3.18.","['3.18, 3 kanye no 1 ngaphezu kwa 8, 3.8,3', '3,3 kanye no 1 ngaphezu kwa 8, 3.18, 3', '3.8, 3 kanye no 1 ngaphezu kwa 8, 3. 18, 3', '3.8, 3.18, 3 kanye no 1 ngaphezu kwa 8, 3']",D,elementary_mathematics,"D) 3
B) 3 kanye no 1 ngaphezu kwa 8
C) 3.8
A) 3.18"
Hlanganisa 22/2 + 9.,"['10', '11', '20', '2']",C,elementary_mathematics,C) 20
"Inani labantu bakwamanye amadolobha lingu 836,527. Ithini inamba yenani labantu yalelidolobha mayisondezelwa kwizinkulungwane eziyishumi?","['800,000', '830,000', '836,000', '840,000']",D,elementary_mathematics,A) 800
Thola umkhiqizo ka  5 • (−9).,"['14', '-4', '45', '-45']",D,elementary_mathematics,D) -45
"UKeiko wasebenzisa usuku ezibukela izinyoni futhi wabala ezingu 34 eziningi ngaphezulu kwezinyoni azibone ekuseni ukunazibone ntambama. Uma ebale eziphelele zaba 76 izinyoni, zingaki izinyoni azibalile  ntambama?","['Izinyoni eziwu 21', 'Izinyoni eziwu 40', 'Izinyoni eziwu 42', 'Izinyoni eziwu 84']",A,elementary_mathematics,A) Izinyoni eziwu 21
Ubani inani lika 5 + 2 • 15 + (12 • 4)?,"['78', '83', '131', '153']",B,elementary_mathematics,D) 153
Isiphi isimo esingammelwa ile-fraction 20/8?,"['ULeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. Imali ayisebenzisile ibhaleka kanjani kube-fraction?', 'Umzukuli wesi 8 kaMnu. Kramer wabe ama-crackers awu 20 ngokulinganayo. Mangaki ama-crackers umzukulu ngamunye awatholile? ', 'UMitch uthenge izitsha zezimbali eziwu 20 esitolo sezihlahla. Isitsha ngasinye besinezimbali eziwu 8 kuyo. Zingaki izimbali uMitch azithengile?', 'Izitembu zidayisa ziyincwadi enezitembu eziwu 20. UDonna usebenzise eziwu 8 ukuthumela isimemo sephathi. Zingaki izincwadi zezitembu uDonna azisebenzisile ukuthumela izimemo?']",B,elementary_mathematics,A) I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction ibhaleka kanjani kubaluleke ukuthi uLeslie usebenzise amadola awu 20 kanye namasenti awu 8 esitolo. I-fraction
"Uma isitimela sezimpahla sihamba ngesipidi esingango 20  wemayela ngehora kumahora awu 6, uzofinyelela kude kangakanani?","['Amamayela awu 120', 'Amamayela awu 80', 'Amamayela awu 26', 'Amamayela awu 12']",A,elementary_mathematics,A) Amamayela awu 120
Isiphi isitephu esichaza ukuthi inani litholakala kanjani lika 6a = 72?,"['Engeza okuwu 6 kuwo omabili amasayidi', 'Hlukanisa amasayidi omabili kawu 6', 'Phindaphinda amasayidi omabili kawu 6', 'Susa 6 emasayidini omabili']",B,elementary_mathematics,B) Hlukanisa amasayidi omabili kawu 6
"Ukhoshi uWu unesamba samabhola awu 30. Amabhola awu 9 amhlophe. Amanye asele angelilodwa lemibala ehlukahlukene kathathu (elisibhakabhaka, eliphiki noma elifana notshani). Kunenamba elinganayo yamabhola ayisibhakabhaka aphinki kube aluhlaza njengotshani. Mangaki amabhola aluhlaza njengotshani ukhoshi uWu anawo? ","['7', '10', '21', '39']",A,elementary_mathematics,C) 21
Izinga lokushisa lehlele ku 11 11°F phakathi kuka 6 P.M. nanye no 10 P.M. Bekuwu 84°F ngo 10 P.M. Bhala futhi uhlakaze lesibalo ukuze uthole isimo sezulu ngo 6 P.M.                                                     ,"['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']",D,elementary_mathematics,A) 84 − 11 = t; 73°F
UTheresa wayenezikhwama zezimabuli eziwu 72. Ubeka izikhwama eziwu 9 zezimabuli ngamaqoqo. Imuphi umusho okhombisa ukuthi itholakala kanjani inamba yezimabuli uTheresa azibeka kwiqoqo ngalinye?,"['72 ÷ 9 = 8', '72 – 9 = 63', '9 + 72 = 81', '9 ÷ 72 = 0.125']",A,elementary_mathematics,A) 72 ÷ 9 = 8
URob usebenzisa ibhokisi eliyi 1 lokudla kwamakati  njalo ezinsukwini eziwu 5 ukuphakela amakati. Ngesilinganiso mangaki amabhokisi okudla kwamakati akusebenzisayo ngenyanga?,"['Amabhokisi awu 2', 'Amabhokisi awu 4', 'Amabhokisi awu 5', 'Amabhokisi awu 6']",D,elementary_mathematics,D) Amabhokisi awu 6
Yikuphi ukuphindaphinda okuvamile ku 4 kanye no 10?,"['14', '20', '40', '60']",B,elementary_mathematics,B) 20
Thola 4 ngaphezu kwa 7 + 2 ngaphezu kwa 7,"['6 ngaphezu kwa 14', '8 ngaphezu kwa 49', '14 ngaphezu kwa 28', '6 ngaphezu kwa 7']",D,elementary_mathematics,A) 6 ngaphezu kwa 14
Mingaki iminyaka ekhona eminyakeni eyishumi?,"['5', '10', '15', '20']",B,elementary_mathematics,B) 10
Kunezinsuku eziwu 31 kwinyanga kaMasingana. UMichelle wenze amaphushaphu awu 45 njalo ngosuku enyangeni. Usebenzise lesibonakaliso esingezansi ukukhombisa inamba yamaphushaphu awenzile ngoMasingana. 31 x 45 Mangaki amaphushaphu uMichelle awenze ngenyanga kaMasingana?,"['Amaphushaphu awu 125', 'Amaphushaphu awu 279', 'Amaphushaphu awu 1,395', 'Amaphushaphu awu 1,406']",C,elementary_mathematics,D) 395
Izinamba ezimbili eziphelele zinokuncane okufanayo okuphindaphindwa kawu 60. Inamba ngayinye  ingaphasi noma ilingana no 12. Enokufana kakhulu nezinamba u2. Iziphi izinamba ezimbili?,"['6 kanye no 10', '5 kanye no 10', '10 kanye no 12', '12 kanye no 15']",C,elementary_mathematics,A) 6 kanye no 10
Hlolisisa −2(x − 3) for x = 2.,"['-4', '-2', '10', '2']",D,elementary_mathematics,B) -2
Kukhona 230 wamakhalori kuma ounces awu 4 kukhilimu. Mangaki amakhalori akhona kuma-ounces awu 6 ka-ice cream?,"['232', '236', '345', '460']",C,elementary_mathematics,"A) 345

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu kakhulu uma ukudla okunye okukhulu. 

Ukuze ukwazi ukuphendula le mbuzo, kufanele ukwazi ukuthi amakhalori angaphezulu k"
Linganisa 711 + 497. Inani liphakathi kwaziphi izinamba?,"['50 kanye no 400', '450 kanye no 700', '750 kanye no 1,000', '1,050 kanye no 1,300']",D,elementary_mathematics,C) 750 kanye no 1 000
"UMnz. Kohlberg ungumphathi wesitolo sezimbali. Ekuqaleni kosuku, ubenamarozi awu 152. UMnz. Kohlberg wadayisa awu 96 amarozi futhi wabe esefuna ukuhlukanisa amarozi ngokulinganayi kumavasi awu 8. Isamba samarozi kwivasi ngayinye azoba mangaki?","['7', '12', '48', '56']",A,elementary_mathematics,B) 12
Hlawumbisela 32 x 68. Umkhiqizo uzoba phakathi nendawo kwaziphi izinamba?,"['18 kanye no 28', '180 kanye no 280', '1800 kanye no 2800', '18000 kanye no 28000']",C,elementary_mathematics,C) 1800 kanye no 2800
Blala i-factorization eyinhloko ka 77. Sebenzisa ama-exponent lakwenzeka khona.,"['7 • 11^2 • 13', '7^2 • 11', '7 • 11 • 13', '7 • 11']",D,elementary_mathematics,D) 7 • 11
Amabhuku abiza $2.99 ngalinye futhi izincwadi zibiza $6.99 ngayinye lapha e-Old Town Newsstand. Imalini isamba senani lamabhuku awu 4 kanye nezincwadi eziwu 3?,"['$20.93', '$28.93', '$32.93', '$48.93']",C,elementary_mathematics,A) $20.93
"U-Umi wenza iphethini yezinamba ezilandelana ngokwengeza inamba efanayo ukuthola elandelayo. 20, 40, 60, 80,...Kuzoba ubani inamba yesishiyagalombili kulephethini?","['160', '240', '320', '640']",A,elementary_mathematics,C) 320
Bhala 7 ngaphezu kwa 33 kube idesimali,"['0.021 ngokuphinda', '0.21 ngokuphinda', '0.22 ngokuphinda', '0.2121 ngokuphinda']",B,elementary_mathematics,B) 0.21 ngokuphinda
Esikoleni eWestview kuthenga inyufomu entsha. Inyufomu ngayinye iwu $46. Isikole sizothenga inyufomu ewu 12. Isiphi isibalo esikhombisa indlela yokuthola isamba senani lamanyufomu?,"['(40 × 10) + (6 × 2) = 400 + 12', '(40 × 6) + (10 × 2) = 240 + 20', '(40 × 12) + (6 × 12) = 480 + 72', '(40 × 12) + (60 × 12) = 480 + 720']",C,elementary_mathematics,Iphendule ngu- C) (40 × 12) + (6 × 12) = 480 + 72.
UManual wathenga izimoto esezisebenzile ezingamadola ayizinkulungwane eziyisithupha kanye namashumi amane nesishiyagalolunye. Lithini inani lezimoto esezisebenzile ezithengwe uManuel mayibhalwe njengenombolo?,"['$649', '$6,049', '$6,409', '$6,490']",B,elementary_mathematics,"B) $6,490,000"
"Izolo, uMicah udle inamba elingene yama-strawberries. Udle inamba engalingene yama aphula. Iliphi iqoqo elingamela ama-strawberries, S, kanye nama aphula, A, uMicah awadlile izolo? ","['SSSSS; AAA', 'SSSSS; AAAA', 'SSSSSSSS; AAAA', 'SSSSSSSS; A']",D,elementary_mathematics,Lolu luhloli alunikezi ulwazi olwanele lokuthi sikhetha impendulo efanele. Kufanele sazi ukuthi uMicah udle amaphuzu angaki ama-strawberries kanye nama-aphula.
Ukudla kwamakati kubiza u$47/Ib. Imalini inani i6-Ib lesikhwama?,"['$2.82', '$2.97', '$6.47', '$12.77']",A,elementary_mathematics,D) $282
Bhala 60 ngaphezu kwa 72 ngendlela elula kakhulu,"['4 ngaphezu kwa 6', '10 ngaphezu kwa 12', '15 ngaphezu kwa 17', '5 ngaphezu kwa 6']",D,elementary_mathematics,A) 4 ngaphezu kwa 6
Bhala isilinganiso sika 2 wezinkomishi ku 3 qt kube i-fraction ngendlela elula.,"['3 ngaphezu kwa 2', '2 ngaphezu kwa 3', '2 ngaphezu kwa 12', '1 ngaphezu kwa 6']",D,elementary_mathematics,D) 1 ngaphezu kwa 6
"ILibrary iMills inezincwadi eziwu 1,007,199. ILibrary iSpringvale inezincwadi eziwu 907,082. Ikuphi kulokhu okulandelayo okusondele kwisilinganisosokuthi zingaki izincwadi eMills Library ukunezincwadi eziseSpringvale Library?","['Izincwadi eziwu 100,000', 'Izincwadi eziwu 80,000', 'Izincwadi eziwu 10,000', 'Izincwadi eziwu 8,000']",A,elementary_mathematics,B) 000
"UPat ubhampisa ibhola le-basketball izikhathi eziwu 25 kumasekhondi awu 30. Ngesikhathi, kulinganiselwe kwizikhathi ezingakanani ukuthi uPat abhampise ibhola kumasekhondi awu 150?","['120', '125', '144', '145']",B,elementary_mathematics,"Ukuze sithole ukuthi uPat ubhampise ibhola kumasekhondi angaki, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu, sifanele sibheke ukuthi uPat ubhampisa ibhola kumasekhondi angaki ngamunye. 

Ukuze sithole lokhu,"
Sebenzisa umugqa wenombolo ukuthola isamba sika -9 + (-8)?,"['-17', '1', '-1', '17']",A,elementary_mathematics,A) -17
Lithini inani lika y kwisibalo y/4 = 8?,"['2', '4', '12', '32']",D,elementary_mathematics,C) 32
Bhala 4 kanye no 4 ngaphezu kwa 5 kube ingxenye efanele ye-fraction.,"['28 ngaphezu kwa 5', '4 ngaphezu kwa 5', '24 ngaphezu kwa 5', '20 ngaphezu kwa 5']",C,elementary_mathematics,A) 28 ngaphezu kwa 5
"Isisindo sento esenyangeni, m, singaba ngu-q wesisindo sento eMhlabeni, isib. Isiphi isibalo esimele isilinganiso sesisindo sento esenyangeni ngokwesisindo sento esemhlabeni?","['m = 1/6 + e', 'm = e/6', 'm = 6+e', 'm = 6e']",B,elementary_mathematics,B) m = e/6
