subject	question	choices	answer	opus	prompt	verbalized
elementary_mathematics	Zvibodzwa zvakanwiswa na Jaden achitamba mutambo zvishoma pana 45 asi zvichibvuma rupeto rwa7. Jaden angange akanwisa  zvibodzwa zvingani?	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zvibodzwa zvakanwiswa na Jaden achitamba mutambo zvishoma pana 45 asi zvichibvuma rupeto rwa7. Jaden angange akanwisa  zvibodzwa zvingani?\n A)17 B)35 C)52 D)70'}]}]	B
elementary_mathematics	Ndeipi nzira ingashandiswa kugadzirisa 11x 13	['wedzera kupetwa kwa 11 x 10 ne 10 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi', 'wedzera kupetwa kwa 11 x 10 ne 11 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi', 'Wedzera kupetwa kwa 11 x 100 na 10 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi', 'wedzera kupetwa kwa 11 x 100 ne 11 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi']	B	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi nzira ingashandiswa kugadzirisa 11x 13\n A)wedzera kupetwa kwa 11 x 10 ne 10 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi B)wedzera kupetwa kwa 11 x 10 ne 11 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi C)Wedzera kupetwa kwa 11 x 100 na 10 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi D)wedzera kupetwa kwa 11 x 100 ne 11 x 3 wosanganisa mhinduro dzaunowana pazviviri izvi'}]}]	B
elementary_mathematics	Wendy akatenga mapaketi 30 egum. Paketi yoga yoga  yaive ne zvidimbu 5. Akazviwedzera nekupeta 30 ka 5 kuti awane zvidimbu zvemagum zvaainge atenga. Wendy akatenga zvidimbu zvemagum zvingani?	['15', '35', '150', '305']	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy akatenga mapaketi 30 egum. Paketi yoga yoga  yaive ne zvidimbu 5. Akazviwedzera nekupeta 30 ka 5 kuti awane zvidimbu zvemagum zvaainge atenga. Wendy akatenga zvidimbu zvemagum zvingani?\n A)15 B)35 C)150 D)305'}]}]	C
elementary_mathematics	Jan akanwisa  zvibodzwa  3 kupfuura Salah mumutambo webasketball wavaitamba. Cindy akanwisa zvibodzwa 22 zvanga zviri zvakapetwa ruviri pazvibodzwa zva Jan. Salah akanwisa zvibodzwa zvingani?	['8', '11', '14', '19']	A	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jan akanwisa  zvibodzwa  3 kupfuura Salah mumutambo webasketball wavaitamba. Cindy akanwisa zvibodzwa 22 zvanga zviri zvakapetwa ruviri pazvibodzwa zva Jan. Salah akanwisa zvibodzwa zvingani?\n A)8 B)11 C)14 D)19'}]}]	B
elementary_mathematics	Mutengo we tikiti kuti uwone mutambo uri mudzidzisi i$5 ne $3 kana uri mwana wechikoro. Zvinoita marii ku vana vechikoro 71 nevadzidzisi 5 kuti vaone mutambo?	['$228.00', '$238.00', '$370.00', '$380.00']	B	[TextBlock(text='B)$238.00', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mutengo we tikiti kuti uwone mutambo uri mudzidzisi i$5 ne $3 kana uri mwana wechikoro. Zvinoita marii ku vana vechikoro 71 nevadzidzisi 5 kuti vaone mutambo?\n A)$228.00 B)$238.00 C)$370.00 D)$380.00'}]}]	B
elementary_mathematics	Shandisa chirevo chiripasi kuti uwane mhinduro yemibvunzo, 0.75 x 6.5 = m Ndechipi chinyorwa chinoratidza nzira yoku gadzirisa chirevo?	['75 x 65 ./. 1.000', '75 x 650 ./. 1.000', '0.7x 6+0.7 x 5 +0.5 x 6+0.5 x5', '0.7 x 6 + 0.7 x 0.5 +0.5 x 6 + 0.5 x 0.5']	A	[TextBlock(text='B)75 x 650 ./. 1.000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Shandisa chirevo chiripasi kuti uwane mhinduro yemibvunzo, 0.75 x 6.5 = m Ndechipi chinyorwa chinoratidza nzira yoku gadzirisa chirevo?\n A)75 x 65 ./. 1.000 B)75 x 650 ./. 1.000 C)0.7x 6+0.7 x 5 +0.5 x 6+0.5 x5 D)0.7 x 6 + 0.7 x 0.5 +0.5 x 6 + 0.5 x 0.5'}]}]	B
elementary_mathematics	Debnil ane matisipunu 6 emunyu. Mugovaniswa we tisipunu ne sipunu yepatafura i 3:1. Kune ma sipunu epatafura mangani ana Debnil?	['18-Jan', '2-Jan', '2', '18']	C	[TextBlock(text='C) 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Debnil ane matisipunu 6 emunyu. Mugovaniswa we tisipunu ne sipunu yepatafura i 3:1. Kune ma sipunu epatafura mangani ana Debnil?\n A)18-Jan B)2-Jan C)2 D)18'}]}]	C
elementary_mathematics	Mumwe musayendisiti akayera madhayamita emavhudzi 4 emunhu. Madhayamita akaiswa muma mirimita akanga ari 0.091, 0.169,0.17 ne 0,023.Ndechipi chirevo chekusaenzana chinoyatsobudisa mamiriro emadhayamita emavhudzi maviri evanhu? 	['0.17 > 0.023', '0.091 < 0.023', '0.169 > 0.17', '0.17 < 0.091']	A	[TextBlock(text='C)0.169 > 0.17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mumwe musayendisiti akayera madhayamita emavhudzi 4 emunhu. Madhayamita akaiswa muma mirimita akanga ari 0.091, 0.169,0.17 ne 0,023.Ndechipi chirevo chekusaenzana chinoyatsobudisa mamiriro emadhayamita emavhudzi maviri evanhu? \n A)0.17 > 0.023 B)0.091 < 0.023 C)0.169 > 0.17 D)0.17 < 0.091'}]}]	C
elementary_mathematics	Pane mazuva 7 pasvondo. Mumwedzi waKukadzi mune nazuva 28 gore rino.Pane mazuva anopetwa rungani	['zvakapetwa ru 4', 'zvakapetwa ru  7', 'zvakapetwa ru  21', 'zvakapetwa ru 35']	A	[TextBlock(text='A) zvakapetwa ru 4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane mazuva 7 pasvondo. Mumwedzi waKukadzi mune nazuva 28 gore rino.Pane mazuva anopetwa rungani\n A)zvakapetwa ru 4 B)zvakapetwa ru  7 C)zvakapetwa ru  21 D)zvakapetwa ru 35'}]}]	A
elementary_mathematics	gadzirisa -2k =-34.8	['-69.6', '-17.4', '17.4', '69.5']	D	[TextBlock(text='C)17.4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'gadzirisa -2k =-34.8\n A)-69.6 B)-17.4 C)17.4 D)69.5'}]}]	C
high_school_geography	Pama miriro ezvinhu ndechipi pane zvinotevera chisingaitiki pamubatanadzwa we nyika	['Hurumende ine hurongwa hwematanho maviri ehurumende', 'Hurumende inotonga nyika sechinhu chimwe', 'Inenge iine chinyorwa chebumbiro remutemo nguva dzose', 'Zvikwata zvepasi zvine masimba akasiyana']	B	[TextBlock(text='D)Zvikwata zvepasi zvine masimba akasiyana', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pama miriro ezvinhu ndechipi pane zvinotevera chisingaitiki pamubatanadzwa we nyika\n A)Hurumende ine hurongwa hwematanho maviri ehurumende B)Hurumende inotonga nyika sechinhu chimwe C)Inenge iine chinyorwa chebumbiro remutemo nguva dzose D)Zvikwata zvepasi zvine masimba akasiyana'}]}]	D
high_school_geography	Varongi vema guta vanopatsanura sei kushandiswa kwevhu kwakapokana senge dzimba  nezvinotaukura tsvina	['nzvimbo huru yekutenga yemukati, kazhinji yakamiswa nezvitoro zvakawanda', 'Fenzi', 'mutemo unoronga mashandisirwo enzvimbo', 'matanera']	C	[TextBlock(text='D) mutemo unoronga mashandisirwo enzvimbo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Varongi vema guta vanopatsanura sei kushandiswa kwevhu kwakapokana senge dzimba  nezvinotaukura tsvina\n A)nzvimbo huru yekutenga yemukati B)kazhinji yakamiswa nezvitoro zvakawanda C)Fenzi D)mutemo unoronga mashandisirwo enzvimbo'}]}]	D
high_school_geography	Nukudzikira kwehuwandu hwevanhu muguta re Detroit, Michigan, yafunga kudzikisa makuriro ayo nekuparadza dzimba dzisina vanhu nekutengesanzvimbo dzisina vanhu kuva rimi. Chakonzeresa kudzikira kwehuvandu hweDetroi tchingava 	['maitiro ekuti hunhu hwenzvimbo yedhorobha rine urombo hunoshandurwa nevanhu vakapfuma vanoenda kunogaramo,', 'muunganidzwa wezvinhu', 'kudzikiswa kwemabasa emaindasitiri munzvimbo', 'nzvimbo inowanzo sanganisira maguta akawanda']	C	[TextBlock(text='A) maitiro ekuti hunhu hwenzvimbo yedhorobha rine urombo hunoshandurwa nevanhu vakapfuma vanoenda kunogaramo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nukudzikira kwehuwandu hwevanhu muguta re Detroit, Michigan, yafunga kudzikisa makuriro ayo nekuparadza dzimba dzisina vanhu nekutengesanzvimbo dzisina vanhu kuva rimi. Chakonzeresa kudzikira kwehuvandu hweDetroi tchingava \n A)maitiro ekuti hunhu hwenzvimbo yedhorobha rine urombo hunoshandurwa nevanhu vakapfuma vanoenda kunogaramo B) C)muunganidzwa wezvinhu D)kudzikiswa kwemabasa emaindasitiri munzvimbo'}]}]	A
high_school_geography	Huwandu hwevanhu pasi rose hunoita sekunyanyira	['mukati mekondinendi', 'pamahombekombe ekondinendi', 'mugwenga', 'Munzvimbo dzinopisa dzepasi uye mumipata yenzizi']	B	[TextBlock(text='A) mukati mekondinendi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Huwandu hwevanhu pasi rose hunoita sekunyanyira\n A)mukati mekondinendi B)pamahombekombe ekondinendi C)mugwenga D)Munzvimbo dzinopisa dzepasi uye mumipata yenzizi'}]}]	A
high_school_geography	Walter Christaller waka gadzira Central place Theory se chishandiso chekutsanangura hukama hwepakati	['Nzvimbo yemabhizimisi epakati pedhorobha nemasabhaba', 'musika wepanowanika zvishandiso zvekugadzirisa zvinhu', 'madhorobha akasiyana makuriro anemashandiro', 'Nzvimbo dzezvifambiso zvendege']	C	[TextBlock(text='C)madhorobha akasiyana makuriro anemashandiro', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walter Christaller waka gadzira Central place Theory se chishandiso chekutsanangura hukama hwepakati\n A)Nzvimbo yemabhizimisi epakati pedhorobha nemasabhaba B)musika wepanowanika zvishandiso zvekugadzirisa zvinhu C)madhorobha akasiyana makuriro anemashandiro D)Nzvimbo dzezvifambiso zvendege'}]}]	C
high_school_geography	Munzanga umo mune mapoka maviri kana anopfuura anogara pamwe chete vachichengetedza tsika yavo yakasiyana inoratidza.	['rusarura ganda', 'Kuroorana kwevanhi vendudzi dzakasiyana', 'tsika zhinji', 'tsika dzerusarura']	C	[TextBlock(text='C) tsika zhinji', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Munzanga umo mune mapoka maviri kana anopfuura anogara pamwe chete vachichengetedza tsika yavo yakasiyana inoratidza.\n A)rusarura ganda B)Kuroorana kwevanhi vendudzi dzakasiyana C)tsika zhinji D)tsika dzerusarura'}]}]	C
high_school_geography	Kuvandudzwa kwenzvimbo dzekare, dzakaderera mukati meguta nenharaunda nevanhu vane mari yepakati neyepamusoro kunonzi	['kubva kwevanhu kumamisha vachienda kumataundi', 'kuchinjwa kwemamisha nevanhu vane mari kuti kuite sekumataundi ', 'kubva kwevanhu kumamisha vachienda kunogara kumasabhabha', 'kuchinja kwezvinhu zveupfumi kubudikidza nekuiswa kwemari munzvimbo']	B	[TextBlock(text='B) kuchinjwa kwemamisha nevanhu vane mari kuti kuite sekumataundi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuvandudzwa kwenzvimbo dzekare, dzakaderera mukati meguta nenharaunda nevanhu vane mari yepakati neyepamusoro kunonzi\n A)kubva kwevanhu kumamisha vachienda kumataundi B)kuchinjwa kwemamisha nevanhu vane mari kuti kuite sekumataundi  C)kubva kwevanhu kumamisha vachienda kunogara kumasabhabha D)kuchinja kwezvinhu zveupfumi kubudikidza nekuiswa kwemari munzvimbo'}]}]	B
high_school_geography	Ndeyipi nhanho ye demographic transition model inoratidzwa nehuwandu hwekuzvarwa uye nehuwandu hwekufa hwakasiyana?	['chikamu 1', 'chikamu 2', 'chikamu 3', 'chikamu 4']	A	[TextBlock(text='B)chikamu 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeyipi nhanho ye demographic transition model inoratidzwa nehuwandu hwekuzvarwa uye nehuwandu hwekufa hwakasiyana?\n A)chikamu 1 B)chikamu 2 C)chikamu 3 D)chikamu 4'}]}]	B
high_school_geography	Nderipi basa reupfumi rakanyanya kupararira pasi rose?	['kuchera zvicherwa', 'kuvhima nekuunganidza', 'Kuredza', 'Kurima']	D	[TextBlock(text='D)Kurima', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nderipi basa reupfumi rakanyanya kupararira pasi rose?\n A)kuchera zvicherwa B)kuvhima nekuunganidza C)Kuredza D)Kurima'}]}]	D
high_school_geography	Ndechipi chezvinotevera chisiri chinowanzoita  chikonzero chekutama?	['mikana yedzidzo', 'Kukwezva zvakati poteredza uye kusazvida', 'Shanduko muhupenyu', 'Kuva nebato rezvematongerwo enyika']	D	[TextBlock(text='B)Kukwezva zvakati poteredza uye kusazvida', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chisiri chinowanzoita  chikonzero chekutama?\n A)mikana yedzidzo B)Kukwezva zvakati poteredza uye kusazvida C)Shanduko muhupenyu D)Kuva nebato rezvematongerwo enyika'}]}]	B
high_school_geography	Ndechipi chezvinotevera chinove muenzaniso wenyika isina mamiriro?	['Germany', 'Israel', 'Palestine ', 'Romania']	C	[TextBlock(text='B)Israel', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chinove muenzaniso wenyika isina mamiriro?\n A)Germany B)Israel C)Palestine  D)Romania'}]}]	B
high_school_geography	Ndechipe chezvinotevera chinosangana nekunyanyisa kwetembiricha nekuda kwekondinendi	['Maritime province yeku canada', 'Siberia muRussia', 'LaMancha mu Spain', 'Patagonia muArgentina']	B	[TextBlock(text='B)Siberia muRussia', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipe chezvinotevera chinosangana nekunyanyisa kwetembiricha nekuda kwekondinendi\n A)Maritime province yeku canada B)Siberia muRussia C)LaMancha mu Spain D)Patagonia muArgentina'}]}]	B
high_school_geography	Ndeupi mutauro wekare,muhombesa huye unotaurwa kumba kubva ku Hudson bay kusvika Terra del Fuego?	['Amerindian', 'Malayo-Polynesian', 'Austronesian', 'Eskimo-Aleut']	A	[TextBlock(text='A)Amerindian', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeupi mutauro wekare,muhombesa huye unotaurwa kumba kubva ku Hudson bay kusvika Terra del Fuego?\n A)Amerindian B)Malayo-Polynesian C)Austronesian D)Eskimo-Aleut'}]}]	A
high_school_geography	Ndechipi chitendero chiri pasi apa chinove chitendero chepasi rose?	['Taoism', 'Islam', 'Shintoism', 'Confucianism']	B	[TextBlock(text='B)Islam', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chitendero chiri pasi apa chinove chitendero chepasi rose?\n A)Taoism B)Islam C)Shintoism D)Confucianism'}]}]	B
high_school_geography	Rectangular survey system yakavakirwa pane zvese zvinotevera kunze kwe	['bhuroku pateni yewongororo yenyika', 'Nzira dzemumaruva', 'Nzira dzakapararira dzemumapurazi ari oga', 'Nzira dzekugara dzeFrench ne Spanish ']	D	[TextBlock(text='A) bhuroku pateni yewongororo yenyika', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rectangular survey system yakavakirwa pane zvese zvinotevera kunze kwe\n A)bhuroku pateni yewongororo yenyika B)Nzira dzemumaruva C)Nzira dzakapararira dzemumapurazi ari oga D)Nzira dzekugara dzeFrench ne Spanish '}]}]	A
high_school_geography	Mutami anodzidzira English mu United States muenzaniso we	['structural asssimilation', 'amalgamation theory', 'acculturation', 'adaptation']	C	[TextBlock(text='C) acculturation', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mutami anodzidzira English mu United States muenzaniso we\n A)structural asssimilation B)amalgamation theory C)acculturation D)adaptation'}]}]	C
high_school_geography	Ugandanga hunotsigirwa nenyika hwakaitika munguva  pfupi yapfuura munyika dzipi dzinotevera?	['Rwanda', 'United States', 'Canada ', 'Spain']	A	[TextBlock(text='A) Rwanda', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ugandanga hunotsigirwa nenyika hwakaitika munguva  pfupi yapfuura munyika dzipi dzinotevera?\n A)Rwanda B)United States C)Canada  D)Spain'}]}]	A
high_school_geography	Tsika yokunyora miganhu yekuvhota mumatunhu kupa mukana usakafanira kubato rimwe rezvematongerwo enyika kunonzi	['Kuparadzanisa vanhu', 'Kushandura miganhu yenzvimbo.', 'containment', 'domino theory']	B	[TextBlock(text='B)Kushandura miganhu yenzvimbo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsika yokunyora miganhu yekuvhota mumatunhu kupa mukana usakafanira kubato rimwe rezvematongerwo enyika kunonzi\n A)Kuparadzanisa vanhu B)Kushandura miganhu yenzvimbo. C)containment D)domino theory'}]}]	B
high_school_geography	Vadzidzi vepakoreji vanogara mumadhomitori pedyo ne kefu yrkorigi vangangodya  mukefu. Uyu muenzaniso we..	['pfungwa ye gravity.', 'simba rehukama pakati pevanhu rinodzikira apo kupatsanurwa pakati pavo kunowedzera. ', 'hukama kana mamiriro evanhu vaviri kana kupfuura zvakasiyana anovandudzwa', 'Kutapurirana kunoitika pakati pevanhu']	B	[TextBlock(text='B) simba rehukama pakati pevanhu rinodzikira apo kupatsanurwa pakati pavo kunowedzera.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vadzidzi vepakoreji vanogara mumadhomitori pedyo ne kefu yrkorigi vangangodya  mukefu. Uyu muenzaniso we..\n A)pfungwa ye gravity. B)simba rehukama pakati pevanhu rinodzikira apo kupatsanurwa pakati pavo kunowedzera.  C)hukama kana mamiriro evanhu vaviri kana kupfuura zvakasiyana anovandudzwa D)Kutapurirana kunoitika pakati pevanhu'}]}]	B
high_school_geography	Pfungwa yekuti vahu nenharaunda yavo ndivo  vanogadzira tsika yavo inonzi..	['Pfungwa yokuti nharaunda nezvakasikwa zvinoisa zvipingamupinyi pamabasa evanhu,', 'Pfungwa yekupa mweya mupenyu kuzvirimwa, zvinhu zvisina upenyu, uye zviitiko zvezviskwa.', 'kutenda kuti zvakatipoteredza, kunyanya zvinhu zvayo zvemuviri zvakadai semamiriro ekunze, zvinotarisa maitiro etsika dzevanhu uye kukura kwevanhu', ' Pfungwa dzekuti kwetsika dzinoshandurwa nenharaunda uye kuti shanduko munharaunda iyoyo inokonzerawo sei shanduko kutsika nemagariro']	A	[TextBlock(text='A) Pfungwa yokuti nharaunda nezvakasikwa zvinoisa zvipingamupinyi pamabasa evanhu', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pfungwa yekuti vahu nenharaunda yavo ndivo  vanogadzira tsika yavo inonzi..\n A)Pfungwa yokuti nharaunda nezvakasikwa zvinoisa zvipingamupinyi pamabasa evanhu B) C)Pfungwa yekupa mweya mupenyu kuzvirimwa D)zvinhu zvisina upenyu'}]}]	A
international_law	Rudzii rwendima inokodzera sendima isina mhaka?	['Nzira isina mhaka ndiyo nzira isingabatanidzi chero chitiko cheutsotsi', 'Nzira yezvikepe inonzi haina mhaka apo painenge isina rusaruro kune rugare, kurongeka kwakanaka kana kuchengetedzeka kwenyika yemahombekombe egungwa', 'Nzira isina mhaka inowanika kuzvikepe zveNyika imwechete ine mahombekombe kugungwa kwayo.', 'Nzira isina mhaka inowakwa iine nzira ye zvikepe zvinotengesa uye zvisiri zvehondo']	B	[TextBlock(text='A)Nzira isina mhaka ndiyo nzira isingabatanidzi chero chitiko cheutsotsi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rudzii rwendima inokodzera sendima isina mhaka?\n A)Nzira isina mhaka ndiyo nzira isingabatanidzi chero chitiko cheutsotsi B)Nzira yezvikepe inonzi haina mhaka apo painenge isina rusaruro kune rugare C)kurongeka kwakanaka kana kuchengetedzeka kwenyika yemahombekombe egungwa D)Nzira isina mhaka inowanika kuzvikepe zveNyika imwechete ine mahombekombe kugungwa kwayo.'}]}]	A
