subject	question	choices	answer	opus	prompt	verbalized
elementary_mathematics	ñaata poñ la Jarden dugal ci diirub kuppe bi su fekkee limu poñ yi nu dugal néew na 45 ba noppi itam nekk fulu 7	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ñaata poñ la Jarden dugal ci diirub kuppe bi su fekkee limu poñ yi nu dugal néew na 45 ba noppi itam nekk fulu 7\n A)17 B)35 C)52 D)70'}]}]	B
elementary_mathematics	Ban yoon lees mën a jaar ba def xayma bii : 11 x 13 ?	['Xayma bii : 11 x 10 ak 10 x 3, teg ci yokk ñaari njuréef yi ', 'danuy samp xayma bii : 11 x 10 ak 11 x 3, ginnaaw ba nu yokk ñaari njuréef yi ', 'danuy samp xayma bii : 11 x 100 ak 10 x 3, ginnaaw ba nu yokk ñaari njuréef yi', 'danay samp xayma bii : 11 x 100 ak 11 x 3, ginnaaw bi ñu yokk ñaari njuréef yi']	B	[TextBlock(text='C)danuy samp xayma bii : 11 x 10 ak 11 x 3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban yoon lees mën a jaar ba def xayma bii : 11 x 13 ?\n A)Xayma bii : 11 x 10 ak 10 x 3 B)teg ci yokk ñaari njuréef yi  C)danuy samp xayma bii : 11 x 10 ak 11 x 3 D)ginnaaw ba nu yokk ñaari njuréef yi '}]}]	C
elementary_mathematics	Wendy jënd na 30i paketu singom yu def 5 bu ci nekk. Mu ful 30 x 5 ngir xam limu singom bi mu jënd. ñaata singom la jënd ?	['15', '35', '150', '305']	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy jënd na 30i paketu singom yu def 5 bu ci nekk. Mu ful 30 x 5 ngir xam limu singom bi mu jënd. ñaata singom la jënd ?\n A)15 B)35 C)150 D)305'}]}]	C
elementary_mathematics	Ci benn kuppeb Basketbal, Jan dugal na ci 3i poñ yu ëpp li Salah dugal. Cindy dugal na 22i poñ, maanaam ëppëlee na li Jan dugal ñaari yoon. ñaata ci ay poñ la Salah dugal ?	['8', '11', '14', '19']	A	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ci benn kuppeb Basketbal, Jan dugal na ci 3i poñ yu ëpp li Salah dugal. Cindy dugal na 22i poñ, maanaam ëppëlee na li Jan dugal ñaari yoon. ñaata ci ay poñ la Salah dugal ?\n A)8 B)11 C)14 D)19'}]}]	A
elementary_mathematics	Biyeb benn tiyaatar 5 $ dikke jàngalekat bu nekk, di dikke ndongo bu ci nekk 3 $. ñaata lay dikke ak kippaango goo xam ne am na 71i ndongo ak 5i jàngalekat yuy seetaan tiyaatar bi ? 	['228 dollar US', '                           238 dolaar US', '370i dolaar US', '380 dolaar US']	B	[TextBlock(text='A)228 dollar US', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Biyeb benn tiyaatar 5 $ dikke jàngalekat bu nekk, di dikke ndongo bu ci nekk 3 $. ñaata lay dikke ak kippaango goo xam ne am na 71i ndongo ak 5i jàngalekat yuy seetaan tiyaatar bi ? \n A)228 dollar US B)                           238 dolaar US C)370i dolaar US D)380 dolaar US'}]}]	A
elementary_mathematics	Sukkandikul ci xayma bii 0, 75 x 6, 5 = m ngir tontu ci laaj bii: Ban digle moo jëm ci pexe xayma bi ?	['75 × 65 ÷ 1,000', '75 × 650 ÷ 1,000', '0,7 x 6 + 0,7 x 5 + 0,5 x 6 + 0,5 x 5', '0,7 x 6 + 0,7 x 0,5 +0,5 x 6 + 0,5 x 0,5']	A	[TextBlock(text='A) 75 × 65 ÷ 1 000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sukkandikul ci xayma bii 0, 75 x 6, 5 = m ngir tontu ci laaj bii: Ban digle moo jëm ci pexe xayma bi ?\n A)75 × 65 ÷ 1 B)000 C)75 × 650 ÷ 1 D)000'}]}]	A
elementary_mathematics	Debnii am na 6i kuddi kafey xorom. Su dee 3i kuddi kafe benn kuddu supp la tollool, ñaata kuddi supp la Debnii am ?	['18-Jan', '2-Jan', '2', '18']	C	[TextBlock(text='C) 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Debnii am na 6i kuddi kafey xorom. Su dee 3i kuddi kafe benn kuddu supp la tollool, ñaata kuddi supp la Debnii am ?\n A)18-Jan B)2-Jan C)2 D)18'}]}]	C
elementary_mathematics	Ab xeltukat natt na jameetaru ñeenti kawari nit. Dayo  milimeetaru jameetar bu  nekk mi ngi tolloon ci 0, 091; 0, 169, 0, 17 ak 0, 023. Ban wuutale mooy gën a mën a méngale jameetari ñaar ci ay kawaram ?	['0,17 > 0,023', '0, 091 < 0, 023', '0, 169 > 0, 17', '0, 17 < 0, 091']	A	[TextBlock(text='D) 0', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ab xeltukat natt na jameetaru ñeenti kawari nit. Dayo  milimeetaru jameetar bu  nekk mi ngi tolloon ci 0, 091; 0, 169, 0, 17 ak 0, 023. Ban wuutale mooy gën a mën a méngale jameetari ñaar ci ay kawaram ?\n A)0 B)17 > 0 C)023 D)0'}]}]	D
elementary_mathematics	Ab ayu-bés, juróom ñaari fan la. Weeru fewirye 28i fan la at mii.  ñaata yoon la bés yi nekk ci ayu-bés bi di feeñ ci biir weeru fewirye ?	['4i yoon ', '7i yoon ', '21i yoon ', '35i yoon']	A	[TextBlock(text='B)7i yoon', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ab ayu-bés, juróom ñaari fan la. Weeru fewirye 28i fan la at mii.  ñaata yoon la bés yi nekk ci ayu-bés bi di feeñ ci biir weeru fewirye ?\n A)4i yoon  B)7i yoon  C)21i yoon  D)35i yoon'}]}]	B
elementary_mathematics	Lan mooy dikkeb xayma 2k = 34, 8 ?	['- 69, 6', '-17, 4', '17, 4', '69, 9']	D	[TextBlock(text='D)4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lan mooy dikkeb xayma 2k = 34, 8 ?\n A)- 69 B)6 C)-17 D)4'}]}]	D
high_school_geography	Ban ci doxalin yii moo méngoowul ak doxalin Réewum lëkkëloo ?	['Nguurug lëkkële dafay jiite ci yaari anam ', 'Nguurug lëkkële gi dafa  jiite dëkk bi ne wenn say', 'mën nees koo jox ab ag ndayu sart gu nu bind', 'pàcc yi gën a suufe am seen dooley bopp']	B	[TextBlock(text='D)pàcc yi gën a suufe am seen dooley bopp', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban ci doxalin yii moo méngoowul ak doxalin Réewum lëkkëloo ?\n A)Nguurug lëkkële dafay jiite ci yaari anam  B)Nguurug lëkkële gi dafa  jiite dëkk bi ne wenn say C)mën nees koo jox ab ag ndayu sart gu nu bind D)pàcc yi gën a suufe am seen dooley bopp'}]}]	D
high_school_geography	Naka la ñi yor wàllum nekkin dëkkuwaay di xaajalee jëfandikook suuf su jaarul yoon, yu ci mel ni dëkkuwaay yi ak béréb yi ndox yu bon yi war a jaar ?	['ci bérébi njënd ak njaay yi', 'ak ay wërële ', 'ak ñag dig wi ', 'ak ay raakool yu yaatu ']	C	[TextBlock(text='A) ci bérébi njënd ak njaay yi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naka la ñi yor wàllum nekkin dëkkuwaay di xaajalee jëfandikook suuf su jaarul yoon, yu ci mel ni dëkkuwaay yi ak béréb yi ndox yu bon yi war a jaar ?\n A)ci bérébi njënd ak njaay yi B)ak ay wërële  C)ak ñag dig wi  D)ak ay raakool yu yaatu '}]}]	A
high_school_geography	Li aw askanam di wàññi tax dëkku taax bii di Détroit, nekk ci biir Michigan, di wàññi yaatuwaayam, ci noonu muy falaxe koñ yi kenn dëkkul, ba noppi di jaay béykat yi baayaal yi kenn nekkul. Wàññikug askanu Détroit, ndax mënees na koo jiiñ mbir yii ?	['suqali boppam ci wàllu koom ', 'ndajaloom taax', 'toxalum isin', 'dajaloo dëkki taax yu bare']	C	[TextBlock(text='B)ndajaloom taax', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Li aw askanam di wàññi tax dëkku taax bii di Détroit, nekk ci biir Michigan, di wàññi yaatuwaayam, ci noonu muy falaxe koñ yi kenn dëkkul, ba noppi di jaay béykat yi baayaal yi kenn nekkul. Wàññikug askanu Détroit, ndax mënees na koo jiiñ mbir yii ?\n A)suqali boppam ci wàllu koom  B)ndajaloom taax C)toxalum isin D)dajaloo dëkki taax yu bare'}]}]	B
high_school_geography	Askanu àdduna si danuy faral di dajaloo 	['ci biir dajalooy réew yi ', 'ci wetu ndayi-dëkk yi', 'ci ndànd foy-foy gi', 'ci biir pelen toropikaal yi ak waley déeg yi']	B	[TextBlock(text='D)ci biir pelen toropikaal yi ak waley déeg yi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Askanu àdduna si danuy faral di dajaloo \n A)ci biir dajalooy réew yi  B)ci wetu ndayi-dëkk yi C)ci ndànd foy-foy gi D)ci biir pelen toropikaal yi ak waley déeg yi'}]}]	D
high_school_geography	Walter Christaller móol na benn xalaatinu béréb bu digge ne ab jumtuwaay buy xamle jokkalante yi ci wàllu jàww ji ci diggante ...	['koñi jokkalante yi ak koñ yu deltu ginnaaw yi ', 'ab màrse ak wéy-jokkalanteem ci wàllu ballu yu jëkk', 'ay dëkki taax yu seen tollowaay ak jubluwaay wuute', 'ay fiili jokkalante yu jumtuwaayu wojaasi roplaan']	C	[TextBlock(text='D)ay fiili jokkalante yu jumtuwaayu wojaasi roplaan', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walter Christaller móol na benn xalaatinu béréb bu digge ne ab jumtuwaay buy xamle jokkalante yi ci wàllu jàww ji ci diggante ...\n A)koñi jokkalante yi ak koñ yu deltu ginnaaw yi  B)ab màrse ak wéy-jokkalanteem ci wàllu ballu yu jëkk C)ay dëkki taax yu seen tollowaay ak jubluwaay wuute D)ay fiili jokkalante yu jumtuwaayu wojaasi roplaan'}]}]	D
high_school_geography	Aw askan wu boole  ñaari xeeti doom-aadama walla lu ko ëpp ba noppi kenn ku ci nekk dese ak sa aada ak cosaan.	['mboddikonte ci wàllu xeet', 'waasu yu jaxasoo', 'jaxasoog aada', 'mbodikkonte ci wàllu aada ak cosaan']	C	[TextBlock(text='D)mbodikkonte ci wàllu aada ak cosaan', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Aw askan wu boole  ñaari xeeti doom-aadama walla lu ko ëpp ba noppi kenn ku ci nekk dese ak sa aada ak cosaan.\n A)mboddikonte ci wàllu xeet B)waasu yu jaxasoo C)jaxasoog aada D)mbodikkonte ci wàllu aada ak cosaan'}]}]	D
high_school_geography	Ndefaraatug koñ yu yàgg yi yàqu yi nekk ci xolu dëkk bi nga xam ne ay nit yu barewul walla sax yu barele koom ñoo ko def.	['taaral dëkkin ', 'boroom barke', 'gën a jox doole gox yi jege taax yi', 'njuréefu ful']	B	[TextBlock(text='A)taaral dëkkin', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndefaraatug koñ yu yàgg yi yàqu yi nekk ci xolu dëkk bi nga xam ne ay nit yu barewul walla sax yu barele koom ñoo ko def.\n A)taaral dëkkin  B)boroom barke C)gën a jox doole gox yi jege taax yi D)njuréefu ful'}]}]	A
high_school_geography	Ban tolluwaayu nekkin ci wàllu yokkinu askan mooy méngoo ak yokkinu njur ak yokkinu wéy-ndee yi ?	['Estad 1', 'Estad 2', 'Estad 3', 'Estad  4']	A	[TextBlock(text='B)Estad 2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban tolluwaayu nekkin ci wàllu yokkinu askan mooy méngoo ak yokkinu njur ak yokkinu wéy-ndee yi ?\n A)Estad 1 B)Estad 2 C)Estad 3 D)Estad  4'}]}]	B
high_school_geography	Lan mooy yëng-yëngu bi gën a suufe bi gën a bare ci àdduna si ?	['génne ballu yi', 'rëbb ak raas', 'namp', 'mbéy']	D	[TextBlock(text='B)rëbb ak raas', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lan mooy yëng-yëngu bi gën a suufe bi gën a bare ci àdduna si ?\n A)génne ballu yi B)rëbb ak raas C)namp D)mbéy'}]}]	B
high_school_geography	Ban ci mbir yii moo nekkul, ci taarix, sababu tukki ?	['yoonu jàngi', 'am walla ñàkk cofeel ci keww gi', 'soppi ni dund giy doxe', 'bokk ci ab pàrti politig']	D	[TextBlock(text='A) yoonu jàngi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban ci mbir yii moo nekkul, ci taarix, sababu tukki ?\n A)yoonu jàngi B)am walla ñàkk cofeel ci keww gi C)soppi ni dund giy doxe D)bokk ci ab pàrti politig'}]}]	A
high_school_geography	Ban ci dëkk yii mooy misaalu dëkk bu amul nguur ?	['Almaañ', 'Israayeel', 'Palestine', 'Romanie']	C	[TextBlock(text='B)Israayeel', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban ci dëkk yii mooy misaalu dëkk bu amul nguur ?\n A)Almaañ B)Israayeel C)Palestine D)Romanie'}]}]	B
high_school_geography	Ci Gox yii, ban moo ciy am ay tàmperaatiir yu gën a réy sukkandiku ci fi mu féete ci àdduna si ?	['goxi kopporaani géej yu Canada', 'Sibérie ca Russie', 'ca Espagne', 'Patagonie ca Argentine']	B	[TextBlock(text='B)Sibérie ca Russie', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ci Gox yii, ban moo ciy am ay tàmperaatiir yu gën a réy sukkandiku ci fi mu féete ci àdduna si ?\n A)goxi kopporaani géej yu Canada B)Sibérie ca Russie C)ca Espagne D)Patagonie ca Argentine'}]}]	B
high_school_geography	Lan mooy njàbootug làkk bu gën a yàgg, bu ëpp solo te gën a wër ci Hudson ba ca Terre de Feu ?	['Amérindien ', 'Malayo-Polynésie', 'Austronésien', 'Esquimau Aléoutien']	A	[TextBlock(text='A) Amérindien', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lan mooy njàbootug làkk bu gën a yàgg, bu ëpp solo te gën a wër ci Hudson ba ca Terre de Feu ?\n A)Amérindien  B)Malayo-Polynésie C)Austronésien D)Esquimau Aléoutien'}]}]	A
high_school_geography	Ci diine yii, ban moo ci wër àdduna si ?	['Taoisme ', 'Lislaam', 'Shintoisme', 'Confucianisme']	B	[TextBlock(text='B)Lislaam', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ci diine yii, ban moo ci wër àdduna si ?\n A)Taoisme  B)Lislaam C)Shintoisme D)Confucianisme'}]}]	B
high_school_geography	Tabaxug xalaatinu njëlbeenu ab jub-koñ ci mbir yi may waaj a lim yépp lay aju ba mu des	['Xeetu ndajaloom ndefar ', 'xàllu yooni àll', 'xeeti móolin nooteel gu faraas ak espaañ', 'xeeti nooteel yu waa France ak waa Espagne']	D	[TextBlock(text='D)xeeti nooteel yu waa France ak waa Espagne', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tabaxug xalaatinu njëlbeenu ab jub-koñ ci mbir yi may waaj a lim yépp lay aju ba mu des\n A)Xeetu ndajaloom ndefar  B)xàllu yooni àll C)xeeti móolin nooteel gu faraas ak espaañ D)xeeti nooteel yu waa France ak waa Espagne'}]}]	D
high_school_geography	Ab moodu-moodu bu nekk Etat-Unis ma ngay jàng làkku àngale.  Mi ngi ci 	['wàcc sa and ', 'móolu xaalaatinu jaxase', 'coppi aada', 'miineel']	C	[TextBlock(text='A) wàcc sa and', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ab moodu-moodu bu nekk Etat-Unis ma ngay jàng làkku àngale.  Mi ngi ci \n A)wàcc sa and  B)móolu xaalaatinu jaxase C)coppi aada D)miineel'}]}]	A
high_school_geography	Ban ci réew yii may waaj a lim nii la ay fitna yu nguur gi baayelewoon amoon ?	['Rwanda ', 'Etats-Unis ca Amerig', 'Canada', 'Espagne']	A	[TextBlock(text='B)Etats-Unis ca Amerig', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban ci réew yii may waaj a lim nii la ay fitna yu nguur gi baayelewoon amoon ?\n A)Rwanda  B)Etats-Unis ca Amerig C)Canada D)Espagne'}]}]	B
high_school_geography	Jëf yi nga xam ne dafa jëm ci njuuj-njuuj ay bérébi wote ngir rekk far moo ngi tudd 	['xaajele', 'njuuj-njaaj ay wote', 'toog sa kër', 'móolinu xalaatu dominos yi']	B	[TextBlock(text='A)xaajele', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jëf yi nga xam ne dafa jëm ci njuuj-njuuj ay bérébi wote ngir rekk far moo ngi tudd \n A)xaajele B)njuuj-njaaj ay wote C)toog sa kër D)móolinu xalaatu dominos yi'}]}]	A
high_school_geography	Ndongo yiy tëdd ci wetu fi nuy jaaye kafe ci seen ekool ci béréb boobu lanuy gën a mën a lekkee. Ab eksàmpulu ...	['jëf ju garaaw ', 'jokkalante bu sukkandiku ci soriwaay bi', 'mottaleente', 'xaalis bu nu man a soppi ']	B	[TextBlock(text='B)jokkalante bu sukkandiku ci soriwaay bi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndongo yiy tëdd ci wetu fi nuy jaaye kafe ci seen ekool ci béréb boobu lanuy gën a mën a lekkee. Ab eksàmpulu ...\n A)jëf ju garaaw  B)jokkalante bu sukkandiku ci soriwaay bi C)mottaleente D)xaalis bu nu man a soppi '}]}]	B
high_school_geography	Xalaat bi nga xam ne nit yi, waxuma seen nekkin, ñooy ceslaayu tasaarook aada mi ngi tudd 	['tërëlin wu mën a nekk ', 'ku gëmul Yàlla', 'xalaatin woo xam ne dafay fésal ne aw nekkin bokk na ci liy undi ag suqaliku walla ag ñàkk', 'xaymag caada ci wàllu keww gi']	A	[TextBlock(text='D)xaymag caada ci wàllu keww gi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Xalaat bi nga xam ne nit yi, waxuma seen nekkin, ñooy ceslaayu tasaarook aada mi ngi tudd \n A)tërëlin wu mën a nekk  B)ku gëmul Yàlla C)xalaatin woo xam ne dafay fésal ne aw nekkin bokk na ci liy undi ag suqaliku walla ag ñàkk D)xaymag caada ci wàllu keww gi'}]}]	D
international_law	"Ban xeetu jëfin lanu mën a jàppee ""jëfinu ñàkk a xam"" ?"	['jëfi ñàkk a xam mooy jëf àndul ak lenni fitna', 'bato buy daw jàppees na ne àndul ak benn loraange su fekkee gàkkalul jàmm ji, yeewul fitna walla mu undi ay yëngu-yëngu ci kaaraange réew mi nekk ci wetu géej gi', 'dem ak dikk ci jàmm ci biirug xare, bato yi bokk dëkk ak réew mi ci wetu géej gi rekk la ñeel', 'dem ak dikk ci jàmm ci biirug xare, batoy jokkalante ci njënd ak njaay rekk la soxal, waaye soxalul batoy ayoo yi ']	B	[TextBlock(text='C)yeewul fitna walla mu undi ay yëngu-yëngu ci kaaraange réew mi nekk ci wetu géej gi', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban xeetu jëfin lanu mën a jàppee ""jëfinu ñàkk a xam"" ?\n A)jëfi ñàkk a xam mooy jëf àndul ak lenni fitna B)bato buy daw jàppees na ne àndul ak benn loraange su fekkee gàkkalul jàmm ji C)yeewul fitna walla mu undi ay yëngu-yëngu ci kaaraange réew mi nekk ci wetu géej gi D)dem ak dikk ci jàmm ci biirug xare'}]}]"	C
international_law	Ban xeetu doxalinu nguur moo mënul a ñàkk ?	['Doxalin wu joti fépp, wu wéy te nuróo ci jëf ji ak ci pattu mi', 'ay jëf yu nu wasaare fépp kott, yu yenu maanaa te nuroo waaye kenn waxul ay ay ñàkk a bàyyi xel yu réew yi', 'Jëf ak ñàkk a jëfu gu wasaaroo gu réew yi, donte sax dese naa dëggu walla mu nuroo', 'jëfin wu sax wu yenn ci ay réew yu làmboo ay jëf ak pàttu, te muy jur ay ñàkk a ànd te yeneen réew yi di ko fésal']	A	[TextBlock(text='B) wu wéy te nuróo ci jëf ji ak ci pattu mi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ban xeetu doxalinu nguur moo mënul a ñàkk ?\n A)Doxalin wu joti fépp B)wu wéy te nuróo ci jëf ji ak ci pattu mi C)ay jëf yu nu wasaare fépp kott D)yu yenu maanaa te nuroo waaye kenn waxul ay ay ñàkk a bàyyi xel yu réew yi'}]}]	B
