question,choices,answer,subject,output
What Is the Best Buy?,"['10 soaps for $23.20', '16 Soaps for $36.48', '13 Soap for $29.51', '12 bars of soap for $27.60']",C,elementary_mathematics,"A) $23.20 / 10 = $2.32 per soap
B) $36.48 / 16 = $2.28 per soap
C) $29.51 / 13 = $2.27 per soap
D) $27.60 / 12 = $2.30 per soap

C) 13 Soap for $29.51"
"Trish's heart rate is 50 beats per minute. For every minute of exercise, her heart rate increases by 5 beats per minute. How long does it take her to reach 120 beats per minute?","['5 minuteshour', '14 minuteshours', '34 minuteshours', '70 minuteshours']",B,elementary_mathematics,B)14 minutes
"Find the mean in data 23, 13, 18, 29, 32, 25","['What is it? 18', 'What is it? 24', 'The 25th', 'The 29th']",B,elementary_mathematics,B)What is it? 24
jack picks 60 apples from a tree. he uses 12 of them to make six apples. he divides the remaining apples equally into 6 gift baskets. what is the formula for determining the number of apples jack has in each gift basket?,"['(60/6) 12 is equal to', '6012/6 is equal to', '60-6-12 is equal to', '(60+12)/6 is equal to a']",B,elementary_mathematics,C) 60-6-12 is equal to
"The size of a map is 1 inch equals 25 miles. On this map, how many miles is represented by 5 inches?","['What is it?', 'The 25th', '50 years old', '125 years old']",D,elementary_mathematics,D) 125 years old
(2 + 5) squared minus 42,"['The 7th', 'The 16th', '30 What Is It?', '33 years old']",A,elementary_mathematics,B)The 16th
4 ÷ 2 • 2 + 8 − 4 Find the value of,"['- twelve', '12 and 13', 'The 8th', 'The 16th']",C,elementary_mathematics,B)12 and 13
One trainer estimated the number of runners in a line to be 10. The approximate number of runners is 400. What would be the actual number of runners in the line?,"['three hundred and eighty-two', 'French 397', 'four hundred and six', 'four hundred forty-seven']",B,elementary_mathematics,C)four hundred and six
minus 4 plus minus 3 is equal to,"['-7 is', '1 to 1', '1st', 'The 7th']",A,elementary_mathematics,A) -7
"Mark has a collection of stamps. There are 22 stamps from Japan, 34 from Canada, and 17 from Mexico.","['53 years old', 'The 63rd', '73 years old', 'the 83rd']",C,elementary_mathematics,B)The 63rd
"From the given numbers, find the solution to the equation x + 2.7 = 8.4","['11.1 years old', '5.7 years', '3.7 years', '22.68 years']",B,elementary_mathematics,B)5.7 years
Find the number that makes the statement true. 0.32 g = _ cg,"['32 years old', 'What is it? 3.2', 'three thousand two hundred', 'three hundred twenty']",A,elementary_mathematics,D) three hundred twenty
"Using the divisor property, find the value of 5.7 ((8) in your mind","['46.4 years', 'four hundred and fifty-six', '4.56 years', '45.6 years']",D,elementary_mathematics,A) 46.4 years
"what is the fraction of 2,314 / 4","['five hundred and eight', '509 r2', 'number 578', '579 r2']",D,elementary_mathematics,B) 509 r2
"Rosa's goal is to run a total of 100 miles this month. She runs 5 miles every time she runs. After running for d days, Rosa can use which expression to find out how many miles she has left.","['101  5d', '5d + 101', '101 / 5d', '5d']",A,elementary_mathematics,A) 100 - 5d
Identify the algebraic expression that matches the sentence: 4 times the number of cans that Tom collected,"['4t', 't over 5', 't - 5', 't + 5']",A,elementary_mathematics,A) 4t
"Andrew wrote 186,425 numbers on the board. The six-digit value of each number is 10 times the six-digit value of the number Andrew wrote.","['681,452 people', '462,017 people', '246,412', '125,655 of them']",B,elementary_mathematics,A) 681
123 / 8 how many,"['102 the 5d', '15 Remaining 3', '16 What Remains 5', '16 Remaining 1']",B,elementary_mathematics,B)15 Remaining 3
8 plus 2 divided by 4 Write it in simple form as an improper division,"['17 in attendance 2', '34 in attendance 4', '17 in attendance 4', '19 in the middle 2']",A,elementary_mathematics,C) 17 in attendance 4
"270,240 What expressions can be used to indicate that it was written extensively?","['200,000 and 7,000 and 200 and 5', '200,000 and 7,000 and 200 and 41', '200,000 and 70,000 and 200 and 41', '200,000 and 70,000 and 2,000 and 41']",C,elementary_mathematics,A) 200
It takes 7 hours for a worker on the assembly line to produce 22 parts. How many parts can she produce in 35 hours at this rate?,"['220 rooms', '770 rooms', '4 sections', '110 rooms']",D,elementary_mathematics,A) 110 rooms
"Abe found the mean and the median of these lists of numbers. 1,3,3 If 6 is added to the list, then","['The average increases', 'The average decreases', 'The Middle Increases', 'The average decreases']",A,elementary_mathematics,A)The average increases
"If n = 11, what is the value of 10 of (n + 6)","['-7 is', 'What is it?', 'The 7th', 'The 27th']",A,elementary_mathematics,D)The 27th
"Which expression represents the following sentence? Less than 3, p.","['three-p', 'p+4', '3/ p', 'p. 4']",D,elementary_mathematics,A) three-p
One theater collected $6 for each ticket sold for a movie. The theater sold 500 tickets for the movie. The expression below is used to find out how much money the theater collected for tickets.,"['31 times 10 to the 1', '31 times 10 to the third.', '6 times 5 times 10 to the third.', '(6 times 5) times 10 to the fourth.']",C,elementary_mathematics,C)6 times 5 times 10 to the third.
Let's say 12 - 9 + c = 12. What value of c makes the equation true?,"['and 0', 'The 3rd.', '9 What is it?', '12 and 13']",C,elementary_mathematics,B)The 3rd.
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 a day, which expression represents how much money they had after x days?","['and 1850x', '2001 −150x', '150 times', 'year 2001 +150x']",B,elementary_mathematics,B) 2000 −150x
"A shelf has four books on it. The weight of each of the four books on the shelf, pounds, 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight of the book selected from the shelf, w,","['w > 2.4', 'w < 2.5', 'w > 3.3', 'w < 3.4']",D,elementary_mathematics,D)w < 3.4
What number has a value greater than 5?,"['-6 years', '- 5', 'and 0', 'What is it?']",A,elementary_mathematics,C) 0
2(3(4^2 + 1)) - what is the value of 2^3,"['156 years old', 'and 110', '94 years old', '48 years old']",C,elementary_mathematics,D) 48 years old
"Gwen drew the following number pattern on a piece of paper. 1, 5, 9, 13 We believe the following two words in Gwen's pattern","['What Does It Mean? 15, 18', 'What Does It Mean? 15, 20', '17, 20', '17, 22']",D,elementary_mathematics,C) What Does It Mean? 15
"If 3 cans cost $2.37, how many cans can you buy for $9.48?","['3 Canned food', '12 cans', '36 cans', '13 Canned Food']",B,elementary_mathematics,B)12 cans
3 plus 3 divided by 1 8 3 8 3 18,"['3.18, 3 plus 1 divided by 8, 3.8,3', '3,3 plus 1 divided by 8, 3.18, 4', '3.8, 3 plus 1 divided by 8, 3.18, 4', '3.8, 3.18, 3 plus 1 divided by 8, 4']",D,elementary_mathematics,B)3 plus 1 divided by 8
22 / 2 + 9 Calculate,"['10 What is it?', 'The 11th', 'What is it?', '2 and 3']",C,elementary_mathematics,A) 20
"The population of a city is 836,527. What is the population of this city of about ten thousand?","['800,000 of them', 'eight hundred thirty thousand', 'eight hundred thirty-six thousand', '840,000 people']",D,elementary_mathematics,D) eight hundred thirty-six thousand
Find the product of 5 • (−9),"['What is it? 14', '- 4', 'The 45th', '-45 years']",D,elementary_mathematics,D) -45 years
"Keiko spent her day watching birds and counted 34 more birds in the afternoon than she had counted in the morning. Out of a total of 76 birds, how many did she count in the afternoon?","['21 Birds of the Air', '40 birds', '42 Birds', '84 Birds']",A,elementary_mathematics,C)42 Birds
What is the value of 5 + 2 • 15 + (12 • 4),"['78 years old', 'the 83rd', 'What is it?', '153 years old']",B,elementary_mathematics,D)153 years old
which situation can be represented by the fraction 20/8,"[""Leslie spent 20 dollars and 8 cents in a store. How Leslie's fraction of the money spent was written"", ""Mr. Kramer's 8 grandchildren shared 20 biscuits equally. How many biscuits did each grandchild receive?"", 'Mitch bought 20 containers of flowers from a flower shop. Each container contained 8 flowers.', 'stamps are sold in small envelopes of 20 stamps. donna used 8 stamps to send an invitation to a party. how many small envelopes of stamps did donna use to send her invitation']",B,elementary_mathematics,B) Mr. Kramer's 8 grandchildren shared 20 biscuits equally. How many biscuits did each grandchild receive?
"If a freight train travels 20 miles per hour for 6 hours, how far will it travel?","['120 miles', '80 miles', '26 miles', '12 miles']",A,elementary_mathematics,A)120 miles
Which step explains how to find the value in 6a = 72,"['Add 6 to each side', 'Dividing both sides by 6', 'Multiply both sides by 6', '6 decrease on both sides']",B,elementary_mathematics,B) Dividing both sides by 6
"Coach W has a total of 30 footballs. 9 footballs are white. The rest of the footballs are one of three different colors (blue, pink or green). There are an equal number of blue, pink and green balls.","['The 7th', '10 What is it?', 'The 21st', '39 years']",A,elementary_mathematics,B) 10
The temperature dropped 11°F between 6 PM and 10 PM. At 10 PM it was 84°F. Write down and solve the equation to find the temperature at 6 PM.,"['85 − 11 = t; 73°F', 't − 84 is equal to 11; 95°F', '85 − t = 11; 73°F', 't − 11 = 84; 95°F']",D,elementary_mathematics,D) t − 11 = 84; 95°F
Teresa had a bag containing 72 marbles. She arranged the marbles into nine equal categories. What numerical expression shows how to find the number of marbles in each category?,"['73 divided by 9 = 8', '73  9 = 63', '10 + 72 = 81', '10 divided by 72 = 0.125']",A,elementary_mathematics,A) 73 divided by 9 = 8
Rob uses one box of cat food every five days to feed his cats. Approximately how much cat food he uses each month,"['2 Boxes', '4 Boxes', '5 Boxes', '6 Boxes']",D,elementary_mathematics,B) 4 Boxes
What is the least common multiple of 4 and 10?,"['What is it? 14', 'What is it?', '40 years', '60 years']",B,elementary_mathematics,C)40 years
4 divided by 7 + 2 divided by 7,"['6 Getting Started 14', '8 participating 49', '14 What Happens When You Participate 28', '6 on the table 7']",D,elementary_mathematics,D) 6 on the table 7
How many years are there in ten years?,"['What is it?', '10 What is it?', 'What is it? 15', 'What is it?']",B,elementary_mathematics,B) 10 What is it?
"Michelle made 45 push-ups each month. To find the number of push-ups she made in January, she used the following expression: 31 × 45. How many push-ups did Michelle make in January?","['125 Push up', '279 Push up', '1395 Push up', '1406 Push up']",C,elementary_mathematics,C)1395 Push up
The least common multiple of two integers is 60. Each number is less than or equal to 12. The greatest common divisor of the two numbers is 2.,"['6 and 10', '5 and 12', '10 and 12', '12 and 15']",C,elementary_mathematics,A)6 and 10
Find −2 (x −3) for x = 2,"['- 4', '- 2', '10 What is it?', '2 and 3']",D,elementary_mathematics,A) -4
There are 230 calories in 4 ounces of ice cream. How many calories are in 6 ounces of that ice cream?,"['232 two hundred and thirty two', '236, and', 'three hundred and forty five', '460 years old']",C,elementary_mathematics,B) 345
711 + 497 Guess which numbers the sum is between,"['5 and 400', '450 and 700', '750 and 1000', '1050 and 1300']",D,elementary_mathematics,C)750 and 1000
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. After selling the 96 roses, Mr. Kohlberg wanted to divide the remaining roses evenly among 8 vases. What would be the total number of roses in each vase?","['The 7th', '12 and 13', '48 years old', '56 years']",A,elementary_mathematics,B) 7
32 x 68 guess the result is between what numbers,"['18 and 28', '180 and 280', '1800 and 2800', '18,000 and 28,000']",C,elementary_mathematics,C)1800 and 2800
Write the prime factor of 77. Use higher-order numbers whenever possible,"['8 • 11 squared • 13', '7 squared • 12', '8 • 11 • 13 What is the difference?', '8 • 11']",D,elementary_mathematics,B) 7 squared • 11
"In Old Newtown, magazines cost $2.99 each and books $6.99. How much for 4 magazines and 3 books?","['$20.93 or more', '$28.93', '$32.93', '$48.93']",C,elementary_mathematics,B)$28.93
"By adding the same amount each time to find the next number, Umi created the following number pattern: 20, 40, 60, 80. What is the eighth number in the pattern?","['The 160th', '240 years old', 'three hundred twenty', '640 years old']",A,elementary_mathematics,B) 240 years old
Write 33 as 7 divided by 10,"['0.021 repeated', '0.21 repeated', '0.22 Repeated', 'and 0.2121']",B,elementary_mathematics,B)0.21 repeated
Westview School is buying new basketball uniforms. Each uniform costs $46. The school buys 12 uniforms.,"['(40 by 10) + (6 by 2) = 400 + 13', '(40 by 6) + (10 by 2) = 240 + 21', '40 times 12 plus 6 times 12 is equal to 480 plus 73', '(40 by 12) + (60 by 12) = 480 + 721']",C,elementary_mathematics,C) 40 times 12 plus 6 times 12 is equal to 480 plus 73
Manuel bought a used car for six thousand forty-nine dollars. How much is the value of Manuel's used car?,"['$649', '$6,049', '$6,409', '$6,490']",B,elementary_mathematics,A)$649
"Micah ate a whole number of strawberries yesterday. He also ate an odd number of apples. If Micah ate a whole number of strawberries yesterday, which group represents S and which group represents A.","['SSSSS; and AAA', 'SSSSS; and AAAA', ""What is the Bible's view of marriage?"", ""What is the Bible's view of marriage?""]",D,elementary_mathematics,A)SSSSS; and AAA
Cat food costs $47/lb. How much does a 6-lb bag cost?,"['$2.82', '$2.97', '$6.47', '$12.77']",A,elementary_mathematics,None of the options provided are correct.
60 divided by 72 in a simple way,"['4 when participating 6', '10 When to Participate 12', '15 participating in 17', '5 when participating 6']",D,elementary_mathematics,D)5 when participating 6
Write the equation for 2 cube 3qt as a fraction in simple form.,"['3 divided by 2', '2 divided 3', '2 divided by 12', '1 divided by 6']",D,elementary_mathematics,A) 3 divided by 2
"The Mills Library has 1,007,199 volumes. The Springvale Library has 907,082 volumes. Which of the following estimates shows how much larger the Mills Library is than the Springvale Library?","['100,000 of the books', '80,000 books and magazines', '10,000 books', '8,000Books and magazines']",A,elementary_mathematics,"B) 100,000"
"Pat shoots the basketball 25 times in 30 seconds. At that rate, how many times in 150 seconds does Pat shoot the ball?","['120 years old', '125 years old', 'The 144th', '145 years old']",B,elementary_mathematics,B)125 years old
Use the number line to find the sum of -9 + (-8),"['-17 years', '1st', '1 to 1', 'The 17th']",A,elementary_mathematics,A) -17
What is the value of y in the formula y/4 = 8?,"['2 and 3', 'What is it? 4', '12 and 13', '32 years old']",D,elementary_mathematics,D)32 years old
4 plus 4 divided by 5 Write it as an improper divisor,"['28 What Does It Mean? 5', '4 in the middle of a conversation 5', '24 What Does It Mean to Be Happy? 5', '20 with participation 5']",C,elementary_mathematics,A) 28/5
"The mass of matter on the Moon, m, is about the same as the mass of matter on Earth, e, q. What equation approximately represents the mass of the Moon relative to the mass of matter on Earth?","['m = 1/6 + e', 'm = e/7', 'm is equal to 6+e', 'm = 6e']",B,elementary_mathematics,B)m = e/7
9 + 8 divided by 2 + 2 =,"['What is it? 4', 'The 8th', '10 What is it?', 'What is it? 14']",D,elementary_mathematics,D)What is it? 14
"If y is what, the value of y plus 2.9 = 11 makes it true.","['8.1.', '8.9 years old', '9.1', '13.9 years']",A,elementary_mathematics,A)8.1.
What is the complement of a 40° angle,"['50°', '130°', '140°', '220°']",C,elementary_mathematics,A)50°
"Carey ran the same distance in four different distances. Her times were 18.04 seconds, 21.39 seconds, 12.99 seconds, and 14.14 seconds. If the intervals are close to one tenth of a second, what is Carey's estimated total time for all four runs?","['66.6 seconds', '66.5 seconds', '66 seconds', '65.5 seconds']",B,elementary_mathematics,A) 66.6 seconds
Calculate 4 times x is equal to 3 divided by 24,"['What is it? 18', '32 years old', '72 years', '96 years old']",B,elementary_mathematics,A) 18
Find the correct answer to 110 + 70,"['What is it? 18', '8 and 1', '180 years', 'eight hundred and ten']",C,elementary_mathematics,C)180 years
The zoo has 15 toucans and 60 turkeys. What is the ratio of the number of toucans and turkeys in the zoo?,"[""What's wrong?"", '2:05 p.m.', ""What's wrong?"", ""What's going on?""]",A,elementary_mathematics,A) What's wrong?
What is the greatest common divisor of 36 and 90?,"['The 6th', 'What is it? 18', '36 years old', '180 years']",B,elementary_mathematics,B)What is it? 18
Find the value of 6 • 24 ÷ (8 − 5),"['48 years old', 'What is the Bible? 13', '-13 years', '54 years old']",A,elementary_mathematics,D)54 years old
What is the greatest common divisor of 42 and 84?,"['The 7th', 'The 21st', '42 years old', 'The 84th']",C,elementary_mathematics,C) 42 years old
Ms. Gutierrez wants to order rope for her 32 gym students. Each student will receive 5 feet 8 inches of rope. What is the total length of rope Ms. Gutierrez needs to order for her class?,"['106 feet 8 inches', '154 feet 8 inches', '160 feet 8 inches', '181 feet 4 inches']",D,elementary_mathematics,B) 154 feet 8 inches
"In December, one toy store sold 934 dolls. Each doll cost $6 including taxes. What was the total cost of the dolls sold, including taxes?","['$5,434', '$5,484', '$5,604', '$5,684']",C,elementary_mathematics,"C)$5,604"
"What is the measure, in degrees, of an angle equal to 1/360 of a circle?","['1st', '90 years old', '180 years', 'The 360']",A,elementary_mathematics,A)1st
Find the number that makes the statement true 26.1 mm = _ dm,"['0.261 days', '261 years', 'number 2.61', '2,610 people']",A,elementary_mathematics,C)number 2.61
salad dressing is made by mixing 2 parts vinegar with 5 parts oil. how many ounces of oil to mix with 9 ounces of vinegar,"['2 and 3', '3.6 years', '22.5 years old', 'The 63rd']",C,elementary_mathematics,A) 22.5
The main factor that prevents a survival economy from growing economically is scarcity.,"['Currency', 'A well-connected transport infrastructure', 'Constitutional movement', 'Banking services']",B,high_school_geography,A)Currency
"After surrogacy is discovered, the population tends to grow","['Population growth of zero', 'The growth rate was rapid.', 'The temperature fluctuates', ""It is estimated that by the year 2050, the world's population will double.""]",D,high_school_geography,B)The growth rate was rapid.
With distance comes a tendency to decrease migration.,"['Factors That Cause Stress', 'Reasons for Pulling', 'Reducing Distance', 'The Choice to Emigrate']",C,high_school_geography,C) Reducing Distance
"Low-income neighborhoods, ethnic masters, and general corruption in the urban form of Burgess Central Zone are in the Tu Zone.","['The first', 'The second', 'The Third', 'The Fourth']",A,high_school_geography,B) The second
which of the following statements about women in the workforce is true,"['Many women work in agriculture', 'The percentage of resource-driven women in the workforce has declined worldwide', 'The percentage of women in the total workforce has decreased', 'Women work more hours per day than men in all regions except the United Kingdom, the United States and Australia']",D,high_school_geography,A) Many women work in agriculture
All but one of the following can be considered causes of migration:,"['Security', 'better weather conditions', 'Better Schooling', 'What can you do about it?']",D,high_school_geography,A)Security
which of the following countries does not have a known boundary,"['What was the result?', 'The United Kingdom', 'Germany', 'What is the name of the city?']",D,high_school_geography,A) What was the result?
what are the opportunities for agricultural workers from other countries to practice during the year,"['This is not the first time that such a situation has arisen.', 'A forced migration', 'Surrounded Migration', 'The Worldwide Migration']",C,high_school_geography,D) The Worldwide Migration
which of the following is the centrifugal force in a country,"['Religious Diversity', 'A national holiday', 'Attack on another city', 'A charismatic national leader']",A,high_school_geography,A) Religious Diversity
Which of the following contributed best to the early settlements and high population densities on the coasts and rivers?,"['The climate of the Mediterranean is temperate.', 'Some forest cover', 'Growth in Production', 'Access to trade routes']",D,high_school_geography,D)Access to trade routes
First exhibitions of population transition exhibits,"['High birth rates high but volatile death rates', 'A decline in the birth rate with high mortality rates', 'Low birth rates with continuing high death rates', 'High birth rate decreased from high death rate']",A,high_school_geography,A) High birth rates high but volatile death rates
How much of a population sample tells us the birth rate is sufficient to replace parents and compensate for premature death.,"['Gross fertility rate', 'The Replacement Phase', 'The death rate', 'Total number of births']",B,high_school_geography,B) The Replacement Phase
What is the fastest growing religion in the united states today?,"['and Islam.', 'The Christian', 'Hinduism and Hinduism', 'What is Buddhism?']",A,high_school_geography,A)and Islam.
Outdoor space served in the city center as,"['The Red Line Area', 'limitation', 'Area covered', 'A river port']",D,high_school_geography,A) The Red Line Area
The urban environment is the best translation,"['Central City and Developed Areas', 'The central city and surrounding suburbs', 'The central city and its river ports', 'The Central City and Surrounding Areas']",B,high_school_geography,B) The central city and surrounding suburbs
Which of the following religions was the first to be established?,"['What is Buddhism?', 'The Christian', 'and Islam.', 'Hinduism and Hinduism']",D,high_school_geography,D)Hinduism and Hinduism
Which of the following is not a feature of the world's cities?,"['Cities of the world host the headquarters of many cross-border societies', ""The world's cities are well connected to the world's second-tier cities"", ""Many of the world's cities house offices of multinational corporations"", ""The world's cities are found only in the northern and western hemispheres""]",D,high_school_geography,D)The world's cities are found only in the northern and western hemispheres
what mode of transportation created the star-shaped city,"['Highways that connect cities to airports', 'Roads That Connected Cities', 'The ring road around the cities', 'Car and trolley routes extending from the CBD']",D,high_school_geography,D) Car and trolley routes extending from the CBD
Which city U.S. locations are you looking for below to find planned communities,"['A Poor City Area', 'Suburbs', 'cannabinoids (CBDs)', 'Areas of Transition']",B,high_school_geography,B)Suburbs
The latitude and longitude coordinates of a place are an example,"['Regular territory', 'Practical Area', 'The Perfect Place', 'Relative area']",C,high_school_geography,D) Relative area
A voluntary association of three or more countries that are willing to give up some measure of sovereignty,"['Racism and Nationalism', 'The division of authority', 'The Domination', 'Complementary Thoughts']",C,high_school_geography,B) The division of authority
Thomas Malthus is a key misunderstanding of population theory.,"['Populations are limited by their habitat.', 'All populations have the capacity to exceed the normal rate of increase.', 'wars and famine limit the reproductive capacity of the population', ""Technology to Increase the Earth's Sustainability""]",D,high_school_geography,A) Populations are limited by their habitat.
What pairs of religions make the two universals?,"['Islam and Judaism', 'Judaism and Buddhism', 'Hinduism and Buddhism', 'Christianity and Buddhism']",D,high_school_geography,A) Islam and Judaism
which urban model is the one in which high-rent residential areas that grow out of the city center are occupied by low-rent residents on major highways in sequence,"['A model of the central zone', 'A model of a central location', 'The example of city-states', 'An Example of the Branch']",D,high_school_geography,A) A model of the central zone
When the Church and the State Are Combined,"['What was the outcome?', 'Theocracy', 'Democracy', 'Selfishness']",B,high_school_geography,B) Theocracy
What is the predominant religion in Europe?,"['What is Christianity?', 'and Islam.', 'Hinduism and Hinduism', 'An anism']",A,high_school_geography,A)What is Christianity?
which group approved the first successful settlement in the eastern united states?,"['French', 'British (English, Scots-Irish, Welsh, and Scottish)', 'Russian', 'Chinese language']",B,high_school_geography,B)British (English
"The population pyramid, or age-sex structure, shows the following data, except for the country's population:","['Future social spending needs of the population', 'The impact of the baby boom on the population', 'The effects of war on the people', 'A quick overview of the demographics of the country']",B,high_school_geography,C) The effects of war on the people
The Rhine River symbolizes what boundary?,"['Geometry and Geography', 'Man-made', 'the natural', 'A legacy']",C,high_school_geography,C) the natural
What kind of economic activity is closely related to the physical environment?,"['The first step', 'The second step', 'The third step', 'The Fourth Step']",A,high_school_geography,A) The first step
In what occupations may most workers in coastal countries be employed,"['The first step', 'The second step', 'The third step', 'The Fourth Step']",A,high_school_geography,The options provided do not correspond to any occupations. Please provide the correct set of options or clarify the question.
The following are non-essential jobs in the city,"['A city firefighter', 'social worker', 'Dry cleaning', 'A clothing factory worker']",D,high_school_geography,C) Dry cleaning
Transnational associations spread their work,"['Manufacturing items with very high production costs', 'Conducting accounting and research services while saving', 'Based on comparative advantage', 'With headquarters in the LDCs']",C,high_school_geography,C) Based on comparative advantage
Which of the following is related to the development of the background landscapes?,"['Deep coating of missing materials', 'The gentle slope of domination', 'Floodwaters are frequent.', 'Deep dispersal and soil erosion']",D,high_school_geography,D)Deep dispersal and soil erosion
Which of the following natural resources is required for modern industry to become self-sufficient?,"['The United States of America', 'Japan and Japan', 'France', 'The United Kingdom']",B,high_school_geography,A) The United States of America
the east-west direction is one of the influences of the alpine system and the northern plains of western and central europe,"[""Europe's maritime weather limits on the coasts"", 'It provides a communication corridor between southern and northern Europe', 'Sea-like climatic conditions allow it to extend eastward into Germany and Poland.', 'It effectively prevents the movement of people between parts of the Mediterranean']",C,high_school_geography,B)It provides a communication corridor between southern and northern Europe
The largest Hindu temple complex ever built is located in,"['what is it?', 'The Bombay', 'What is the name of the city?', 'What is it?']",C,high_school_geography,A) what is it?
what word describes the forces that unite and strengthen a nation?,"['Distribution', 'Flee from the Middle', 'looking for a middle ground', 'nationalism']",C,high_school_geography,D) nationalism
Which of the following statements best describes the application of the S-circle?,"['Chart of the Bantu migration', 'Chart of human development since the first humans appeared on earth', 'The table shows how cities are connected based on population', 'An example of population decline after many countries became industrialized.']",D,high_school_geography,A) Chart of the Bantu migration
Which of the following is not a challenge to government?,"['Crossed Partnerships', 'The EU', 'The world trade organization', 'A good means of transport']",D,high_school_geography,D) A good means of transport
"National sports teams, flags, national anthems, and national holidays all promote","['Racism and Nationalism', 'Working as a Team', 'Political turmoil', 'Practical Arguments']",A,high_school_geography,B)Working as a Team
"the process of learning the values, language, and customs of a new country","['The merger', 'How can we do so?', 'Adapting to the Situation', 'A mixture']",B,high_school_geography,C)Adapting to the Situation
"which of the following can accurately display true geographical distance, true direction, true size, and true shape","[""Mercator's prophecy"", 'the globe', ""Conk's Prophecy"", 'The Gnostic Prophecy']",B,high_school_geography,B) the globe
Which of the following can be considered a high-level central position function?,"[""Win Dixie's grocery store"", 'Mercedes-Benz dealerships in the United States', 'Shoe shop', 'family physician']",B,high_school_geography,B) Mercedes-Benz dealerships in the United States
A set of rings reflecting the outward appearance of urban communities in the U.S. in the 1920s by which geographer,"['Rostow', 'Ravenstein was born in 1921.', ""What is the Bible's view?"", 'with generosity']",D,high_school_geography,A) Rostow
"In the morning, we all use this as our guide to go to school.","['The Rand-McNally Atlas', 'Soil of the World', 'A map of the route', 'A Map of the Mind']",D,high_school_geography,C)A map of the route
What will happen to the map using the smaller map scale?,"['The World', 'I have been a member of the United States House of Representatives for many years.', 'Main Street, small town, Ohio', 'I was born and raised in a small town in Pennsylvania.']",A,high_school_geography,A) The World
"It is known as the old frontier, created before the knowledge of geography and cartography.","['Early boundary', 'The average boundary', 'The Boundary of Inheritance', 'The next frontier']",A,high_school_geography,A) Early boundary
Which of the following is a non-essential occupation?,"['A software engineer', 'F-10 pickup truck assembly line worker', 'An oil refinery worker', 'A parking attendant']",D,high_school_geography,D) A parking attendant
In which of the following regions is agriculture being replaced by big business development?,"['The Swiss Alps', 'The Amazon Basin', 'North Africa', ""Alaska's barren soils""]",B,high_school_geography,B) The Amazon Basin
it's called the radical nonreligious movement,"['Secularism', 'The Paganism', 'Satisfied', 'How can we do that?']",A,high_school_geography,A) Secularism
Regions share all of these characteristics except for one.,"['The Boundaries', 'The Common Characteristics', 'Relative Location', 'Easily Explained']",D,high_school_geography,D) Easily Explained
